"";"BSBG01";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnx";"mnx_se";"cmnx";"cmnx_se";"mnxdiff";"mnxdiff_se";"mnxdiff_t";"weight";"method";"jk2type";"date";"time";"reps";"selcrit"
"39";"Girl";"BSDGSLM";"IDCNTRY";"Australia";"England";51,3020766451205;1,60860065177764;50,7651336092472;1,52865782779698;-0,536943035873342;2,21909684587772;-0,241964669938038;2,44578079668822;0,0186325417962671;2,42774960475279;0,0227767717838705;-0,018031191935429;0,0294270784598839;-0,612741491140884;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"40";"Girl";"BSDGSLM";"IDCNTRY";"Australia";"Norway (8)";51,3020766451205;1,60860065177764;49,92585276285;0,725039453263171;-1,37622388227052;1,76444843100829;-0,779973989653003;2,44578079668822;0,0186325417962671;2,34441316986822;0,0198111932513532;-0,101367626819997;0,0271965989019234;-3,72721703862862;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"41";"Girl";"BSDGSLM";"IDCNTRY";"Australia";"United Arab Emirates (Dubai)";51,3020766451205;1,60860065177764;51,996039729868;3,65931058458615;0,693963084747516;3,99726781831837;0,173609354261247;2,44578079668822;0,0186325417962671;2,08150760696506;0,0276109544925925;-0,364273189723163;0,0333097046186491;-10,93594776338;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"42";"Girl";"BSDGSLM";"IDCNTRY";"Australia";"United Arab Emirates (Abu Dhabi)";51,3020766451205;1,60860065177764;49,8229824091133;4,49047920159591;-1,47909423600725;4,76990560880033;-0,310088785253604;2,44578079668822;0,0186325417962671;2,16097925245271;0,0468234594587825;-0,284801544235512;0,0503945232091533;-5,65143841233491;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"43";"Girl";"BSDGSLM";"IDCNTRY";"Australia";"Canada (Ontario)";51,3020766451205;1,60860065177764;49,8861948881027;1,20388307255141;-1,4158817570178;2,00921141477826;-0,704695258350429;2,44578079668822;0,0186325417962671;2,17128822132897;0,0251353933079192;-0,274492575359252;0,0312883302611921;-8,773001725174;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"44";"Girl";"BSDGSLM";"IDCNTRY";"Australia";"Canada (Quebec)";51,3020766451205;1,60860065177764;52,9447781614658;1,87582621042062;1,64270151634531;2,47109692820829;0,664766119690975;2,44578079668822;0,0186325417962671;2,37033176753078;0,0236432696282628;-0,0754490291574434;0,0301027542345277;-2,50638292329091;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"45";"Girl";"BSDGSLM";"IDCNTRY";"Australia";"Argentina, Buenos Aires";51,3020766451205;1,60860065177764;51,0418500788928;1,63464468888402;-0,260226566227729;2,29339471434731;-0,113467849472126;2,44578079668822;0,0186325417962671;2,37716624587292;0,0228583666500555;-0,0686145508152949;0,029490278732118;-2,32668369934959;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"46";"Girl";"BSDGSLM";"IDCNTRY";"Bahrain";"Australia";48,4409509284184;0,945333544833652;51,3020766451205;1,60860065177764;2,8611257167021;1,86581123586691;1,5334486478064;2,28238974007463;0,0274693350293278;2,44578079668822;0,0186325417962671;0,163391056613585;0,0331924084806013;4,92254295764876;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"47";"Girl";"BSDGSLM";"IDCNTRY";"Bahrain";"Bahrain";48,4409509284184;0,945333544833652;48,4409509284184;0,945333544833652;0;NA;NA;2,28238974007463;0,0274693350293278;2,28238974007463;0,0274693350293278;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"48";"Girl";"BSDGSLM";"IDCNTRY";"Bahrain";"Botswana";48,4409509284184;0,945333544833652;51,6594194722047;0,608366078445749;3,21846854378626;1,12417293882713;2,86296568136941;2,28238974007463;0,0274693350293278;1,58931662247202;0,0199101380535463;-0,693073117602613;0,0339260661477975;-20,4289266719952;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
