"";"ASBGSEX";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnx";"mnx_se";"cmnx";"cmnx_se";"mnxdiff";"mnxdiff_se";"mnxdiff_t";"weight";"method";"jk2type";"date";"time";"reps";"selcrit"
"1";"GIRL";"ASDGSATR";"IDCNTRY";"Argentina";"Argentina";50,8492774825815;1,04335768369949;50,8492774825815;1,04335768369949;0;NA;NA;1,51234166806562;0,0164269350399183;1,51234166806562;0,0164269350399183;0;NA;NA;"TOTWGT";"JRR";"HALF";"04-MAR-26";"12h57m";75;"NONE"
"2";"GIRL";"ASDGSATR";"IDCNTRY";"Argentina";"Belize";50,8492774825815;1,04335768369949;50,1764543385224;1,01545135533397;-0,672823144059073;1,45593156129825;-0,462125529759872;1,51234166806562;0,0164269350399183;1,67918415981981;0,0167397738311537;0,16684249175419;0,0234534479922222;7,11377243164925;"TOTWGT";"JRR";"HALF";"04-MAR-26";"12h57m";75;"NONE"
"3";"GIRL";"ASDGSATR";"IDCNTRY";"Argentina";"Bulgaria";50,8492774825815;1,04335768369949;51,6033226584668;0,902754010821292;0,75404517588531;1,3796956404181;0,54653008518372;1,51234166806562;0,0164269350399183;1,32280091253393;0,0191526100506848;-0,189540755531691;0,0252322544882396;-7,51184384336461;"TOTWGT";"JRR";"HALF";"04-MAR-26";"12h57m";75;"NONE"
"4";"GIRL";"ASDGSATR";"IDCNTRY";"Argentina";"Colombia";50,8492774825815;1,04335768369949;50,5944699927973;1,30060662321432;-0,25480748978417;1,66738503186389;-0,152818626121007;1,51234166806562;0,0164269350399183;1,50210376954225;0,0180741926695012;-0,0102378985233706;0,0244237719335066;-0,419177617251062;"TOTWGT";"JRR";"HALF";"04-MAR-26";"12h57m";75;"NONE"
"5";"GIRL";"ASDGSATR";"IDCNTRY";"Argentina";"Cyprus";50,8492774825815;1,04335768369949;48,7513583081302;0,921264660151856;-2,09791917445131;1,3918778072013;-1,5072581541261;1,51234166806562;0,0164269350399183;1,32934124226803;0,0206278441462237;-0,183000425797593;0,0263695306921945;-6,93984386501659;"TOTWGT";"JRR";"HALF";"04-MAR-26";"12h57m";75;"NONE"
"6";"GIRL";"ASDGSATR";"IDCNTRY";"Argentina";"Czech Republic";50,8492774825815;1,04335768369949;48,4664464047787;1,06360123147839;-2,38283107780281;1,48991370076831;-1,59930811870114;1,51234166806562;0,0164269350399183;1,55432715143628;0,0190256942714233;0,0419854833706619;0,0251360545296068;1,67032910122028;"TOTWGT";"JRR";"HALF";"04-MAR-26";"12h57m";75;"NONE"
"7";"GIRL";"ASDGSATR";"IDCNTRY";"Argentina";"France";50,8492774825815;1,04335768369949;48,6443164381088;0,912860156285538;-2,2049610444727;1,38632929748615;-1,59050309942305;1,51234166806562;0,0164269350399183;1,36587090879494;0,0156594287797583;-0,146470759270679;0,0226949753142412;-6,45388493455502;"TOTWGT";"JRR";"HALF";"04-MAR-26";"12h57m";75;"NONE"
"8";"GIRL";"ASDGSATR";"IDCNTRY";"Argentina";"Germany";50,8492774825815;1,04335768369949;50,060420551254;0,779244764753196;-0,788856931327508;1,30223563901854;-0,605771265730407;1,51234166806562;0,0164269350399183;1,43715016687822;0,0142292927393743;-0,0751915011873974;0,0217328545448707;-3,45980786979242;"TOTWGT";"JRR";"HALF";"04-MAR-26";"12h57m";75;"NONE"
"9";"GIRL";"ASDGSATR";"IDCNTRY";"Argentina";"Greece";50,8492774825815;1,04335768369949;49,7031929087178;1,00026064569722;-1,14608457386372;1,44537767225919;-0,792930869114881;1,51234166806562;0,0164269350399183;1,35752944178037;0,0249009584495527;-0,154812226285249;0,0298312240196752;-5,18960355710321;"TOTWGT";"JRR";"HALF";"04-MAR-26";"12h57m";75;"NONE"
"10";"GIRL";"ASDGSATR";"IDCNTRY";"Argentina";"Hong Kong, SAR";50,8492774825815;1,04335768369949;50,2116179586569;1,09144127014968;-0,637659523924626;1,50991367379752;-0,4223152190687;1,51234166806562;0,0164269350399183;1,41954046262671;0,0139689647521738;-0,0928012054389034;0,0215633061252946;-4,30366312566716;"TOTWGT";"JRR";"HALF";"04-MAR-26";"12h57m";75;"NONE"
