"";"ASBG01";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnpv";"mnpv_se";"cmnpv";"cmnpv_se";"mnpvdiff";"mnpvdiff_se";"mnpvdiff_t";"mnpvdiff_ci";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"1176";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Sweden";50,6827556324549;1,46926464934592;48,7411464390473;0,955231667759886;-1,94160919340755;1,75248570576451;-1,10791727830986;537,084397590919;2,90902095845501;563,385204757085;2,75362308236256;26,3008071661662;4,00560145501901;6,56600699333463;"18 to 34";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1177";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Trinidad And Tobago";50,6827556324549;1,46926464934592;52,0487168687784;1,79934617600775;1,36596123632353;2,32301211166263;0,588012963628451;537,084397590919;2,90902095845501;489,853848266493;3,79866895809252;-47,2305493244259;4,78458867510116;-9,87139178132743;"-57 to -38";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1178";"Girl";"ASRREA0";"IDCNTRY";"Israel";"United Arab Emirates";50,6827556324549;1,46926464934592;48,7296571137058;2,08909363064045;-1,95309851874907;2,55402639128888;-0,764713522699132;537,084397590919;2,90902095845501;465,450824894029;4,23820654891043;-71,63357269689;5,14050558680347;-13,9351220395101;"-82 to -62";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1179";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Egypt";50,6827556324549;1,46926464934592;49,4541590210219;1,16350039650552;-1,22859661143294;1,8741589533671;-0,655545576444118;537,084397590919;2,90902095845501;349,43913486752;5,56787577500747;-187,645262723399;6,28200951787289;-29,8702608121702;"-200 to -175";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1180";"Girl";"ASRREA0";"IDCNTRY";"Israel";"United States";50,6827556324549;1,46926464934592;49,5591204640494;0,695888789858873;-1,12363516840553;1,62573054891296;-0,691157073450358;537,084397590919;2,90902095845501;553,743596690236;3,18418434984986;16,659199099317;4,31293785146033;3,86261051586365;"8 to 25";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1181";"Girl";"ASRREA0";"IDCNTRY";"Israel";"England";50,6827556324549;1,46926464934592;50,0287426131318;0,837530685276162;-0,654013019323027;1,6912114766039;-0,386712737212701;537,084397590919;2,90902095845501;566,817186095292;2,11940548019923;29,7327885043736;3,59920581882018;8,26093032771324;"23 to 37";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1182";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Northern Ireland";50,6827556324549;1,46926464934592;50,2882918063973;1,21366970341671;-0,394463826057562;1,90571056532968;-0,206990417765418;537,084397590919;2,90902095845501;573,702627244172;2,79594109056189;36,6182296532531;4,03480972520674;9,07557782080463;"29 to 45";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1183";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Belgium (Flemish)";50,6827556324549;1,46926464934592;50,4743863731034;0,935196897735765;-0,208369259351424;1,74164630374602;-0,119639251036937;537,084397590919;2,90902095845501;530,269451849733;2,12108345488347;-6,81494574118601;3,60019415577978;-1,89293839340449;"-14 to 0";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1184";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Belgium (French)";50,6827556324549;1,46926464934592;49,9598292795792;1,0297964008373;-0,722926352875709;1,79421828019755;-0,402919957317631;537,084397590919;2,90902095845501;503,179580232472;2,47828440576171;-33,9048173584471;3,82155682053429;-8,87199090597504;"-41 to -26";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1185";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Norway (4)";50,6827556324549;1,46926464934592;49,5384471894052;0,715432419391202;-1,14430844304963;1,63419159113414;-0,700229060813774;537,084397590919;2,90902095845501;525,792193562361;2,42062904089173;-11,292204028558;3,78442173790646;-2,98386512143988;"-19 to -4";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1186";"Girl";"ASRREA0";"IDCNTRY";"Israel";"South Africa (Eng/Afr)";50,6827556324549;1,46926464934592;50,5015094153549;0,821091315394034;-0,181246217099938;1,68313087965051;-0,107683971158305;537,084397590919;2,90902095845501;422,030973431635;5,96439973978848;-115,053424159284;6,63599782946916;-17,3377730246315;"-128 to -102";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1187";"Girl";"ASRREA0";"IDCNTRY";"Israel";"United Arab Emirates (Dubai)";50,6827556324549;1,46926464934592;48,0757552608303;3,01654118348904;-2,60700037162456;3,35533296730787;-0,776972180414115;537,084397590919;2,90902095845501;522,217498057459;3,60322146680336;-14,8668995334595;4,63094027985279;-3,21034145012383;"-24 to -6";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1188";"Girl";"ASRREA0";"IDCNTRY";"Israel";"United Arab Emirates (Abu Dhabi)";50,6827556324549;1,46926464934592;47,1937149665131;3,44325996966891;-3,48904066594181;3,74363163633148;-0,931993584005729;537,084397590919;2,90902095845501;435,245384710597;7,34180679548793;-101,839012880322;7,89712162493419;-12,8957128580593;"-117 to -86";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1189";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Canada (Ontario)";50,6827556324549;1,46926464934592;48,1816661722715;1,0597295999946;-2,50108946018339;1,81156436124204;-1,38062412448244;537,084397590919;2,90902095845501;550,295079910256;3,61447406459041;13,210682319337;4,63970103566245;2,84731326820302;"4 to 22";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1190";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Canada (Quebec)";50,6827556324549;1,46926464934592;51,8405024521569;1,11574980299724;1,15774681970207;1,84489464000142;0,627540887484597;537,084397590919;2,90902095845501;552,595976762779;3,29355177778185;15,5115791718598;4,3943015656257;3,52993051118719;"7 to 24";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1191";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Argentina, Buenos Aires";50,6827556324549;1,46926464934592;49,4243907306362;1,09164120942327;-1,25836490181864;1,83041501849408;-0,687475184100007;537,084397590919;2,90902095845501;484,814325525581;3,87517636057394;-52,2700720653375;4,84555412334663;-10,787222830407;"-62 to -43";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1192";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Spain (Andalucia)";50,6827556324549;1,46926464934592;50,4462166151552;0,836033582699228;-0,2365390172997;1,69047057389902;-0,139924954005043;537,084397590919;2,90902095845501;526,173469570063;2,72283775817617;-10,9109280208561;3,98450102197005;-2,73834238231954;"-19 to -3";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1193";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Denmark (Grade 3)";50,6827556324549;1,46926464934592;50,3036484325943;0,607911822946231;-0,3791071998606;1,59006144355977;-0,23842298761227;537,084397590919;2,90902095845501;510,724696799155;3,32381968517948;-26,3597007917641;4,41703296753795;-5,96773920083665;"-35 to -18";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1194";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Russian Federation, Moscow";50,6827556324549;1,46926464934592;49,1801029288179;0,883201074291996;-1,50265270363698;1,71428782514726;-0,876546331131938;537,084397590919;2,90902095845501;620,269417129247;2,30296502649868;83,1850195383277;3,71026290847516;22,4202493436011;"76 to 90";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1195";"Girl";"ASRREA0";"IDCNTRY";"Israel";"South Africa (Gauteng)";50,6827556324549;1,46926464934592;47,4061003596775;4,38607310989863;-3,27665527277734;4,62562168094122;-0,708370787493933;537,084397590919;2,90902095845501;496,768131884116;22,5099998763147;-40,3162657068028;22,6971913982417;-1,77626671949931;"-85 to 4";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1196";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Spain, Madrid, Bilingual";50,6827556324549;1,46926464934592;49,498294500311;1,49419155219455;-1,18446113214391;2,09555410439987;-0,565225746095979;537,084397590919;2,90902095845501;419,442698115672;4,74715012565152;-117,641699475247;5,56757013895683;-21,1298100498271;"-129 to -107";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1197";"Girl";"ASRREA0";"IDCNTRY";"Israel";"Spain, Madrid";50,6827556324549;1,46926464934592;50,9288859631854;1,02204756958029;0,246130330730489;1,78978206614732;0,137519721191703;537,084397590919;2,90902095845501;551,981219981192;2,39688765970959;14,8968223902735;3,76928022173977;3,95216633254123;"8 to 22";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1198";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Azerbaijan, Republic of";48,7993998505377;0,849103689199227;47,0203445808808;0,772503629710144;-1,7790552696569;1,14792810442426;-1,54979677106971;551,756844656834;2,65066092317809;479,2706453246;4,34516716506875;-72,4861993322337;5,08984096235383;-14,2413485742219;"-82 to -63";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1199";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Australia";48,7993998505377;0,849103689199227;50,2883012536127;0,782646269356414;1,48890140307499;1,15477801241158;1,28933993120084;551,756844656834;2,65066092317809;555,143842800157;2,61692670294034;3,38699814332381;3,72482331100758;0,909304377825001;"-4 to 11";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1200";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Austria";48,7993998505377;0,849103689199227;48,4720300943647;0,87724985097556;-0,32736975617301;1,22087852632782;-0,268142775151988;551,756844656834;2,65066092317809;543,828172569463;2,64667963694162;-7,92867208737077;3,74578649021333;-2,1166908760246;"-15 to -1";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1201";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Bahrain";48,7993998505377;0,849103689199227;49,8630569018941;1,52499951969751;1,06365705135641;1,74545140582297;0,609387948474508;551,756844656834;2,65066092317809;467,771640750784;2,84277655538159;-83,9852039060495;3,88682156440073;-21,6076818846708;"-92 to -76";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1202";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Bulgaria";48,7993998505377;0,849103689199227;49,4972306335992;0,736769648487239;0,697830783061532;1,12419152725136;0,620740119584181;551,756844656834;2,65066092317809;559,41831224474;4,88965395340234;7,66146758790653;5,56189887661457;1,37749134924401;"-3 to 19";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1203";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Canada";48,7993998505377;0,849103689199227;49,3373996105353;0,617638261093059;0,537999759997582;1,04997814099999;0,512391390819999;551,756844656834;2,65066092317809;549,341846058057;2,13272749880677;-2,41499859877676;3,40213608102761;-0,709847737203775;"-9 to 4";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1204";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Chile";48,7993998505377;0,849103689199227;47,6263223824847;1,41336818971085;-1,17307746805299;1,64881372953353;-0,711467552119952;551,756844656834;2,65066092317809;501,607374958723;2,92808210517868;-50,1494696981103;3,94964152099034;-12,6972206038425;"-58 to -42";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1205";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Chinese Taipei";48,7993998505377;0,849103689199227;48,1092212095421;0,641500318062171;-0,69017864099558;1,06418970728231;-0,648548502464035;551,756844656834;2,65066092317809;562,797378914609;2,24477820143102;11,0405342577759;3,47347556537874;3,1785265363086;"4 to 18";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1206";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Czech Republic";48,7993998505377;0,849103689199227;49,1285414013935;0,94239972040127;0,329141550855766;1,26850081120358;0,259472873764638;551,756844656834;2,65066092317809;548,663220340885;2,18831877323358;-3,09362431594839;3,43725797445432;-0,900026805942465;"-10 to 4";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1207";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Denmark";48,7993998505377;0,849103689199227;51,058349123138;0,895124735859765;2,25894927260027;1,23378497630655;1,8309100175321;551,756844656834;2,65066092317809;554,34070633432;2,6338738361088;2,58386167748674;3,73674921746185;0,691473130016952;"-5 to 10";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1208";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Finland";48,7993998505377;0,849103689199227;49,8994951579846;0,88483697207022;1,10009530744693;1,22634152753388;0,897054599185902;551,756844656834;2,65066092317809;576,959095763563;1,93473806264151;25,2022511067301;3,281648168329;7,67975413999452;"19 to 32";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1209";"Girl";"ASRREA0";"IDCNTRY";"Italy";"France";48,7993998505377;0,849103689199227;50,4967659426377;0,945644983287179;1,69736609209995;1,27091365144448;1,33554792662017;551,756844656834;2,65066092317809;515,32087821722;2,6556161354963;-36,4359664396131;3,75210612706672;-9,71080380077032;"-44 to -29";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1210";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Georgia";48,7993998505377;0,849103689199227;49,3759691611319;0,719590817709;0,576569310594192;1,11300854441592;0,518027748741823;551,756844656834;2,65066092317809;498,069920217691;2,73102910361649;-53,6869244391423;3,80585381937661;-14,106407389009;"-61 to -46";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1211";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Germany";48,7993998505377;0,849103689199227;49,8231370413357;0,694311005522729;1,02373719079798;1,09683401087025;0,93335653403538;551,756844656834;2,65066092317809;547,368528429776;3,18579298044462;-4,38831622705763;4,1443069678673;-1,05887818182443;"-13 to 4";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1212";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Hong Kong, SAR";48,7993998505377;0,849103689199227;48,8140921097145;1,55238286576557;0,0146922591768231;1,76942635815517;0,00830340246097694;551,756844656834;2,65066092317809;573,618056489703;2,96685620965941;21,8612118328696;3,97847195521822;5,49487644476069;"14 to 30";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1213";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Hungary";48,7993998505377;0,849103689199227;49,4175409209113;0,82998674361302;0,618141070373606;1,18737318042184;0,520595445952381;551,756844656834;2,65066092317809;560,650905685079;3,38591809120758;8,89406102824601;4,30005170318103;2,06836141567007;"0 to 17";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1214";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Iran, Islamic Republic of";48,7993998505377;0,849103689199227;46,1844335673342;1,12494705593244;-2,61496628320347;1,40942646266586;-1,8553407023857;551,756844656834;2,65066092317809;455,051209118067;4,2693870198188;-96,7056355387668;5,0253028619836;-19,2437427543611;"-107 to -87";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1215";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Ireland";48,7993998505377;0,849103689199227;49,993318085055;1,57290588625034;1,19391823451724;1,78745909100396;0,667941571656699;551,756844656834;2,65066092317809;572,692866650694;2,86563167602609;20,9360219938607;3,90356865346408;5,36330313424403;"13 to 29";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1216";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Israel";48,7993998505377;0,849103689199227;50,6827556324549;1,46926464934592;1,88335578191715;1,69697250561973;1,10983282031983;551,756844656834;2,65066092317809;537,084397590919;2,90902095845501;-14,6724470659146;3,93553125592896;-3,72819985708671;"-22 to -7";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1217";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Italy";48,7993998505377;0,849103689199227;48,7993998505377;0,849103689199227;0;NA;NA;551,756844656834;2,65066092317809;551,756844656834;2,65066092317809;0;NA;NA;" ";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1218";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Kazakhstan";48,7993998505377;0,849103689199227;48,6133633418893;0,828711110094045;-0,186036508648441;1,18648184942082;-0,156796759039554;551,756844656834;2,65066092317809;541,840185792133;2,84674040903574;-9,91665886470046;3,88972162064334;-2,54945207699987;"-18 to -2";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1219";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Kuwait";48,7993998505377;0,849103689199227;51,9382793459745;1,82744592231696;3,13887949543674;2,01507708884911;1,55769697983588;551,756844656834;2,65066092317809;410,581232631749;4,66473374392497;-141,175612025084;5,36523477877488;-26,313035281062;"-152 to -131";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1220";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Latvia";48,7993998505377;0,849103689199227;50,9989634207809;1,11022212479747;2,19956357024315;1,39770177126651;1,57370020948749;551,756844656834;2,65066092317809;565,844586318483;2,13446536388255;14,0877416616492;3,4032257814135;4,13952601634263;"7 to 21";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1221";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Lithuania";48,7993998505377;0,849103689199227;50,2824998728071;0,997176527471635;1,48310002226935;1,30970916693445;1,13238882319252;551,756844656834;2,65066092317809;558,382426791175;2,71833374042823;6,62558213434177;3,79675409448832;1,74506485525623;"-1 to 14";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1222";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Macao SAR";48,7993998505377;0,849103689199227;49,1015398398161;0,499105423288102;0,302139989278356;0,984928067712222;0,306763508100813;551,756844656834;2,65066092317809;546,058076952495;1,6045714751173;-5,69876770433889;3,09849204427305;-1,8392068215479;"-12 to 0";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1223";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Malta";48,7993998505377;0,849103689199227;48,1463247606731;0,595424166002327;-0,653075089864596;1,03706654196889;-0,629733062860869;551,756844656834;2,65066092317809;463,052633003563;2,56022680289801;-88,7042116532707;3,68520889664896;-24,0703347194053;"-96 to -81";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1224";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Morocco";48,7993998505377;0,849103689199227;49,0293140827573;1,02648895223202;0,229914232219613;1,33216239402939;0,17258724105264;551,756844656834;2,65066092317809;360,611979250262;4,62773864772552;-191,144865406572;5,33310119173785;-35,8412223084567;"-202 to -181";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1225";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Oman";48,7993998505377;0,849103689199227;50,0053437326592;0,716345875032573;1,20594388212147;1,11091335741718;1,08554269697975;551,756844656834;2,65066092317809;441,866662138758;3,17220123134686;-109,890182518076;4,13386792021974;-26,5828963670021;"-118 to -102";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1226";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Netherlands";48,7993998505377;0,849103689199227;50,7087816928847;1,0869660320455;1,90938184234696;1,37930135569878;1,38431085741929;551,756844656834;2,65066092317809;550,2355943459;1,71887878649755;-1,52125031093331;3,15920047042517;-0,481530160929792;"-8 to 5";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1227";"Girl";"ASRREA0";"IDCNTRY";"Italy";"New Zealand";48,7993998505377;0,849103689199227;50,3004174866841;0,86340790842072;1,50101763614644;1,2109708053191;1,23951595658073;551,756844656834;2,65066092317809;533,888737766;2,42838140685164;-17,8681068908339;3,59486294409204;-4,97045566652247;"-25 to -11";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1228";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Norway";48,7993998505377;0,849103689199227;50,2738061947047;1,13050076916888;1,47440634416697;1,41386317021951;1,04282109840803;551,756844656834;2,65066092317809;569,647640811582;2,56458073812325;17,8907961547481;3,68823503752352;4,85077441451806;"11 to 25";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1229";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Poland";48,7993998505377;0,849103689199227;49,6175017978654;0,830275860335411;0,818101947327713;1,18757529414663;0,688884276525464;551,756844656834;2,65066092317809;573,578670191909;2,48983415488331;21,821825535076;3,63665745547842;6,00051717881833;"15 to 29";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1230";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Portugal";48,7993998505377;0,849103689199227;49,4041463532625;0,836410836898366;0,604746502724754;1,19187254481877;0,507391923199901;551,756844656834;2,65066092317809;528,515967848027;2,74095422455903;-23,2408768088063;3,81298221747641;-6,09519674712465;"-31 to -16";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1231";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Qatar";48,7993998505377;0,849103689199227;50,3648853013117;2,34945890297027;1,56548545077399;2,49818618436617;0,626648830487859;551,756844656834;2,65066092317809;460,144629010072;1,93768446214116;-91,6122156467612;3,28338611870224;-27,9017490891297;"-98 to -85";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1232";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Russian Federation";48,7993998505377;0,849103689199227;49,1527064893512;0,844917470908003;0,353306638813508;1,19785750724254;0,294948803741121;551,756844656834;2,65066092317809;588,148107262157;2,24534530165515;36,3912626053238;3,47384208813932;10,4757964472749;"30 to 43";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1233";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Saudi Arabia";48,7993998505377;0,849103689199227;48,3337671986276;2,66495203601423;-0,465632651910127;2,79695306168483;-0,166478536336123;551,756844656834;2,65066092317809;464,513361129897;5,47064913914814;-87,2434835269366;6,0789806162979;-14,3516633846528;"-99 to -75";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1234";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Singapore";48,7993998505377;0,849103689199227;49,3692359688867;0,631736483719135;0,56983611834894;1,05833267920515;0,538428161149581;551,756844656834;2,65066092317809;585,042945512088;3,46232422106859;33,2861008552548;4,36046927995847;7,63360517370091;"25 to 42";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1235";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Slovak Republic";48,7993998505377;0,849103689199227;48,9892229645315;0,967117003772357;0,189823113993837;1,2869702304239;0,147496118796247;551,756844656834;2,65066092317809;539,456074635588;3,66524906241856;-12,3007700212456;4,52327912240925;-2,71943642838778;"-21 to -3";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1236";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Slovenia";48,7993998505377;0,849103689199227;49,5936916517065;0,880752159676293;0,794291801168801;1,22339749950136;0,649250796648301;551,756844656834;2,65066092317809;551,892078609878;2,31119488898001;0,135233953044371;3,51676344733487;0,0384540942459058;"-7 to 7";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1237";"Girl";"ASRREA0";"IDCNTRY";"Italy";"South Africa";48,7993998505377;0,849103689199227;48,0064933159891;0,744557748424083;-0,792906534548635;1,12931099160067;-0,702115307869964;551,756844656834;2,65066092317809;347,173400689689;3,93667824213928;-204,583443967145;4,74588652538134;-43,1075296202339;"-214 to -195";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1238";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Spain";48,7993998505377;0,849103689199227;49,3976972098326;0,618326380967777;0,598297359294926;1,05038306746274;0,569599204164767;551,756844656834;2,65066092317809;532,061124494703;1,42301988461326;-19,6957201621303;3,00848615115111;-6,54672123207024;"-26 to -14";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1239";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Sweden";48,7993998505377;0,849103689199227;48,7411464390473;0,955231667759886;-0,0582534114903964;1,27806283652373;-0,0455794580873998;551,756844656834;2,65066092317809;563,385204757085;2,75362308236256;11,6283601002516;3,82209934582857;3,04240132139493;"4 to 19";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1240";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Trinidad And Tobago";48,7993998505377;0,849103689199227;52,0487168687784;1,79934617600775;3,24931701824069;1,9896290448537;1,63312705282688;551,756844656834;2,65066092317809;489,853848266493;3,79866895809252;-61,9029963903405;4,63205021376486;-13,3640598727506;"-71 to -53";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1241";"Girl";"ASRREA0";"IDCNTRY";"Italy";"United Arab Emirates";48,7993998505377;0,849103689199227;48,7296571137058;2,08909363064045;-0,0697427368319126;2,25505859626623;-0,0309272392954169;551,756844656834;2,65066092317809;465,450824894029;4,23820654891043;-86,3060197628047;4,99883967345328;-17,2652106090018;"-96 to -77";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"1242";"Girl";"ASRREA0";"IDCNTRY";"Italy";"Egypt";48,7993998505377;0,849103689199227;49,4541590210219;1,16350039650552;0,654759170484212;1,44038545107906;0,454572191071286;551,756844656834;2,65066092317809;349,43913486752;5,56787577500747;-202,317709789313;6,16662338525537;-32,8085075331603;"-214 to -190";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
