"";"ASBG01";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnpv";"mnpv_se";"cmnpv";"cmnpv_se";"mnpvdiff";"mnpvdiff_se";"mnpvdiff_t";"mnpvdiff_ci";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"4360";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Georgia";52,3736776175153;1,41336818971085;50,6240308388681;0,719590817708999;-1,74964677864717;1,58600775049103;-1,10317668883111;487,008731839487;3,20299193199102;478,821526506385;3,61984078254058;-8,18720533310153;4,83346714143622;-1,69385765818381;"-18 to 1";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4361";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Germany";52,3736776175153;1,41336818971085;50,1768629586643;0,694311005522736;-2,19681465885097;1,57469914970337;-1,39506943867011;487,008731839487;3,20299193199102;537,021979734403;3,05240301080329;50,0132478949161;4,42451369720567;11,3036711642462;"41 to 59";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4362";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Hong Kong, SAR";52,3736776175153;1,41336818971085;51,1859078902855;1,55238286576557;-1,18776972722982;2,09940520186291;-0,565764877678619;487,008731839487;3,20299193199102;564,583242930035;3,17594534872192;77,5745110905484;4,51063035223105;17,1981530368984;"69 to 86";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4363";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Hungary";52,3736776175153;1,41336818971085;50,5824590790887;0,829986743613026;-1,7912185384266;1,63905083333613;-1,0928389174976;487,008731839487;3,20299193199102;547,817956064036;3,12072112279684;60,8092242245495;4,47191878757542;13,5980162237067;"52 to 70";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4364";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Iran, Islamic Republic of";52,3736776175153;1,41336818971085;53,8155664326657;1,12494705593244;1,44188881515047;1,80640956550213;0,798207030502337;487,008731839487;3,20299193199102;410,994704187774;5,57609225941851;-76,0140276517126;6,43054913688922;-11,8207677188335;"-89 to -63";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4365";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Ireland";52,3736776175153;1,41336818971085;50,006681914945;1,57290588625035;-2,36699570257023;2,11462586919945;-1,11934490968198;487,008731839487;3,20299193199102;561,002101239677;3,2790193790662;73,9933694001906;4,58378941539544;16,1424015579056;"65 to 83";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4366";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Israel";52,3736776175153;1,41336818971085;49,3172443675451;1,46926464934592;-3,05643324997015;2,03871239989953;-1,49919785160515;487,008731839487;3,20299193199102;523,982560605346;3,41767876817896;36,9738287658594;4,68398179745191;7,89367473331626;"28 to 46";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4367";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Italy";52,3736776175153;1,41336818971085;51,2006001494623;0,849103689199229;-1,17307746805299;1,64881372953353;-0,711467552119957;487,008731839487;3,20299193199102;544,496322435291;2,43838905810121;57,4875905958045;4,0255308364323;14,280747789962;"50 to 65";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4368";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Kazakhstan";52,3736776175153;1,41336818971085;51,3866366581107;0,828711110094044;-0,987040959404548;1,63840524403452;-0,602440063591345;487,008731839487;3,20299193199102;530,565095791134;2,54870937285511;43,5563639516471;4,09329656678808;10,640901102806;"36 to 52";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4369";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Kuwait";52,3736776175153;1,41336818971085;48,0617206540255;1,82744592231695;-4,31195696348973;2,31023120892247;-1,86646122121296;487,008731839487;3,20299193199102;377,652896742405;6,39824267702262;-109,355835097082;7,15518460072647;-15,2834400786779;"-123 to -95";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4370";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Latvia";52,3736776175153;1,41336818971085;49,0010365792191;1,11022212479747;-3,37264103829615;1,79727649683523;-1,87652876128683;487,008731839487;3,20299193199102;549,127735597194;2,0372450926776;62,1190037577073;3,7959879984055;16,3643836028461;"55 to 70";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4371";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Lithuania";52,3736776175153;1,41336818971085;49,7175001271929;0,997176527471628;-2,65617749032234;1,72973138568591;-1,53560114148537;487,008731839487;3,20299193199102;538,303739380564;3,26137357230815;51,2950075410772;4,5711830957149;11,2213854634617;"42 to 60";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4372";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Macao SAR";52,3736776175153;1,41336818971085;50,8984601601839;0,499105423288097;-1,47521745733136;1,4989048879906;-0,984196842075153;487,008731839487;3,20299193199102;545,166761742603;1,69430811505902;58,1580299031162;3,62351173658296;16,0501839461297;"51 to 65";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4373";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Malta";52,3736776175153;1,41336818971085;51,8536752393269;0,59542416600233;-0,520002378188396;1,53366866602473;-0,339057835442541;487,008731839487;3,20299193199102;442,480146671306;2,16477090298055;-44,5285851681806;3,86592684602164;-11,5182172197604;"-52 to -37";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4374";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Morocco";52,3736776175153;1,41336818971085;50,9706859172427;1,02648895223202;-1,40299170027261;1,74679398005057;-0,803180979723775;487,008731839487;3,20299193199102;338,431149729538;5,150769663454;-148,577582109949;6,06544190000676;-24,495755554065;"-160 to -137";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4375";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Oman";52,3736776175153;1,41336818971085;49,9946562673408;0,716345875032568;-2,37902135017448;1,58453811956756;-1,50139736040162;487,008731839487;3,20299193199102;395,329291103367;3,90254588328009;-91,6794407361199;5,04866533724567;-18,1591439741055;"-102 to -82";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4376";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Netherlands";52,3736776175153;1,41336818971085;49,2912183071153;1,0869660320455;-3,08245931039995;1,78300442918891;-1,72880070286879;487,008731839487;3,20299193199102;539,733612507904;2,24460145514627;52,7248806684177;3,91118818376773;13,4805277044038;"45 to 60";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4377";"Boy";"ASRREA0";"IDCNTRY";"Chile";"New Zealand";52,3736776175153;1,41336818971085;49,6995825133159;0,863407908420724;-2,67409510419943;1,65622548465176;-1,61457188588164;487,008731839487;3,20299193199102;512,432403927515;3,02260858401209;25,4236720880285;4,40401180386057;5,77284376616386;"17 to 34";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4378";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Norway";52,3736776175153;1,41336818971085;49,7261938052953;1,13050076916887;-2,64748381221997;1,80987337368611;-1,46280057528441;487,008731839487;3,20299193199102;548,518380594367;2,56602857130373;61,5096487548802;4,10410281853984;14,9873556961139;"53 to 70";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4379";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Poland";52,3736776175153;1,41336818971085;50,3824982021346;0,830275860335411;-1,9911794153807;1,6391972559586;-1,21472837277064;487,008731839487;3,20299193199102;555,809814164045;2,64202170847447;68,8010823245579;4,15203998348402;16,5704286563316;"61 to 77";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4380";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Portugal";52,3736776175153;1,41336818971085;50,5958536467375;0,836410836898365;-1,77782397077774;1,64231322462176;-1,08251212017561;487,008731839487;3,20299193199102;527,080363644658;2,54624774554911;40,0716318051717;4,0917642769487;9,79324054196343;"32 to 48";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4381";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Qatar";52,3736776175153;1,41336818971085;49,6351146986883;2,34945890297027;-2,73856291882697;2,74181815159809;-0,998812746655273;487,008731839487;3,20299193199102;424,621298382844;3,40916584635715;-62,3874334566425;4,67777394541118;-13,336991950593;"-72 to -53";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4382";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Russian Federation";52,3736776175153;1,41336818971085;50,8472935106488;0,844917470908008;-1,5263841068665;1,64666182694933;-0,926956635470405;487,008731839487;3,20299193199102;573,635569450714;2,57643965953277;86,6268376112271;4,11062022517441;21,0739092560057;"79 to 95";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4383";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Saudi Arabia";52,3736776175153;1,41336818971085;51,6662328013724;2,66495203601423;-0,707444816142879;3,01655084391809;-0,234521098018028;487,008731839487;3,20299193199102;398,982499750529;5,87377423370302;-88,0262320889573;6,69031995235752;-13,1572529738191;"-101 to -75";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4384";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Singapore";52,3736776175153;1,41336818971085;50,6307640311133;0,631736483719132;-1,74291358640194;1,5481281034037;-1,12582000324779;487,008731839487;3,20299193199102;567,674123253264;3,44535000734784;80,665391413777;4,70421024078765;17,1474885867922;"71 to 90";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4385";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Slovak Republic";52,3736776175153;1,41336818971085;51,0107770354685;0,967117003772356;-1,36290058204683;1,71257844745055;-0,795817899072437;487,008731839487;3,20299193199102;530,308428476556;3,11654769237729;43,2996966370694;4,469007365765;9,68888459857292;"35 to 52";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4386";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Slovenia";52,3736776175153;1,41336818971085;50,4063083482935;0,880752159676293;-1,96736926922179;1,66533300167293;-1,18136689013275;487,008731839487;3,20299193199102;533,376683298526;2,58691704273186;46,3679514590397;4,11719529563223;11,2620238122368;"38 to 54";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4387";"Boy";"ASRREA0";"IDCNTRY";"Chile";"South Africa";52,3736776175153;1,41336818971085;51,9935066840109;0,744557748424086;-0,380170933504364;1,59749049462739;-0,237980091138532;487,008731839487;3,20299193199102;294,863194766168;5,09696055185542;-192,145537073319;6,01981429809674;-31,918847917629;"-204 to -180";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4388";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Spain";52,3736776175153;1,41336818971085;50,6023027901674;0,618326380967768;-1,77137482734792;1,54270449311824;-1,14822691918623;487,008731839487;3,20299193199102;523,72686093541;2,52654227288791;36,7181290959236;4,07953099915777;9,00057607198085;"29 to 45";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4389";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Sweden";52,3736776175153;1,41336818971085;51,2588535609527;0,955231667759885;-1,1148240565626;1,70589483227362;-0,653512769645217;487,008731839487;3,20299193199102;548,260819335424;2,66124792685029;61,2520874959377;4,16430040277651;14,7088542063628;"53 to 69";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4390";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Trinidad And Tobago";52,3736776175153;1,41336818971085;47,9512831312216;1,79934617600774;-4,42239448629369;2,28806824653466;-1,93280707120145;487,008731839487;3,20299193199102;466,629622432067;4,3423527163116;-20,3791094074196;5,3958488145294;-3,77681252902134;"-31 to -10";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4391";"Boy";"ASRREA0";"IDCNTRY";"Chile";"United Arab Emirates";52,3736776175153;1,41336818971085;51,2703428862942;2,08909363064045;-1,10333473122107;2,52228504282704;-0,437434593032523;487,008731839487;3,20299193199102;435,893086373277;4,47911003050312;-51,11564546621;5,50650378931616;-9,28277677124015;"-62 to -40";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4392";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Egypt";52,3736776175153;1,41336818971085;50,5458409789781;1,16350039650552;-1,8278366385372;1,83066731340105;-0,99845374697897;487,008731839487;3,20299193199102;312,181724214907;6,59075551773956;-174,82700762458;7,32783839962468;-23,8579234544165;"-189 to -160";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4393";"Boy";"ASRREA0";"IDCNTRY";"Chile";"United States";52,3736776175153;1,41336818971085;50,4408795359507;0,695888789858879;-1,93279808156462;1,57539545750829;-1,22686533870144;487,008731839487;3,20299193199102;545,55915841173;3,59902988816113;58,5504265722434;4,81790135352279;12,1526827296769;"49 to 68";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4394";"Boy";"ASRREA0";"IDCNTRY";"Chile";"England";52,3736776175153;1,41336818971085;49,9712573868682;0,837530685276153;-2,40242023064711;1,6428838329187;-1,46231899207325;487,008731839487;3,20299193199102;551,23886766423;2,42925458094211;64,2301358247436;4,02000437007571;15,9776283585318;"56 to 72";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4395";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Northern Ireland";52,3736776175153;1,41336818971085;49,7117081936027;1,21366970341671;-2,66196942391259;1,862955659343;-1,42889574991354;487,008731839487;3,20299193199102;555,830737795185;2,72309097076683;68,8220059556985;4,20409107316569;16,3702462096939;"61 to 77";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4396";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Belgium (Flemish)";52,3736776175153;1,41336818971085;49,5256136268966;0,935196897735765;-2,84806399061872;1,69475746855446;-1,68051419950253;487,008731839487;3,20299193199102;520,265338952303;2,24180089344642;33,2566071128163;3,90958163519535;8,50643629319037;"26 to 41";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4397";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Belgium (French)";52,3736776175153;1,41336818971085;50,0401707204208;1,0297964008373;-2,33350689709445;1,74873962237492;-1,33439356393457;487,008731839487;3,20299193199102;491,837442432344;3,3679806244978;4,82871059285734;4,6478436724348;1,03891415743933;"-4 to 14";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4398";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Norway (4)";52,3736776175153;1,41336818971085;50,4615528105948;0,715432419391203;-1,91212480692053;1,58412536953439;-1,20705396409537;487,008731839487;3,20299193199102;508,503622871388;2,13821160537194;21,494891031901;3,85111752427096;5,58146846894009;"14 to 29";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4399";"Boy";"ASRREA0";"IDCNTRY";"Chile";"South Africa (Eng/Afr)";52,3736776175153;1,41336818971085;49,4984905846451;0,821091315394038;-2,87518703287022;1,63456434192785;-1,75899287603395;487,008731839487;3,20299193199102;392,011389801547;6,56173208586295;-94,99734203794;7,3017453586826;-13,0102239083122;"-109 to -81";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4400";"Boy";"ASRREA0";"IDCNTRY";"Chile";"United Arab Emirates (Dubai)";52,3736776175153;1,41336818971085;51,9242447391697;3,01654118348904;-0,449432878345578;3,33123555927406;-0,13491476971491;487,008731839487;3,20299193199102;508,716402008689;2,79463365295173;21,7076701692022;4,25078046605678;5,1067492999325;"13 to 30";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4401";"Boy";"ASRREA0";"IDCNTRY";"Chile";"United Arab Emirates (Abu Dhabi)";52,3736776175153;1,41336818971085;52,8062850334869;3,44325996966891;0,432607415971661;3,72204901343478;0,116228296406135;487,008731839487;3,20299193199102;395,91082477166;6,35161716960626;-91,0979070678264;7,11352219267197;-12,8063010981636;"-105 to -77";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4402";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Canada (Ontario)";52,3736776175153;1,41336818971085;51,8183338277285;1,0597295999946;-0,555343789786748;1,76653232769492;-0,314369446332972;487,008731839487;3,20299193199102;537,447804525395;3,84632501086807;50,4390726859078;5,00533449487932;10,0770633286365;"41 to 60";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4403";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Canada (Quebec)";52,3736776175153;1,41336818971085;48,1594975478431;1,11574980299724;-4,21418006967222;1,80069632713983;-2,34030580623546;487,008731839487;3,20299193199102;542,193379081123;3,08409143615025;55,1846472416363;4,44643422339012;12,4109892262303;"46 to 64";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4404";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Argentina, Buenos Aires";52,3736776175153;1,41336818971085;50,5756092693638;1,09164120942327;-1,79806834815152;1,78585838458642;-1,00683702787997;487,008731839487;3,20299193199102;475,086553623866;3,44261697594233;-11,9221782156205;4,70220894468184;-2,53544203498323;"-21 to -3";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4405";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Spain (Andalucia)";52,3736776175153;1,41336818971085;49,5537833848448;0,836033582699228;-2,81989423267045;1,64212112558344;-1,71722669463165;487,008731839487;3,20299193199102;523,097453217408;2,17058269755353;36,0887213779214;3,86918422452568;9,32721712994825;"29 to 44";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4406";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Denmark (Grade 3)";52,3736776175153;1,41336818971085;49,6963515674057;0,607911822946232;-2,67732605010955;1,53855985394275;-1,74015072812967;487,008731839487;3,20299193199102;491,124063540762;3,0664743705917;4,11533170127525;4,43423300942738;0,928081968747667;"-5 to 13";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4407";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Russian Federation, Moscow";52,3736776175153;1,41336818971085;50,8198970711821;0,883201074292001;-1,55378054633317;1,66662946611329;-0,932289136802984;487,008731839487;3,20299193199102;604,172746707224;2,61390641375678;117,164014867737;4,13420658122915;28,3401452166676;"109 to 125";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4408";"Boy";"ASRREA0";"IDCNTRY";"Chile";"South Africa (Gauteng)";52,3736776175153;1,41336818971085;52,5938996403225;4,38607310989863;0,220222022807184;4,60817175950098;0,0477894562747444;487,008731839487;3,20299193199102;490,652280358902;20,5143543669236;3,64354851941553;20,7628970138591;0,175483629138241;"-37 to 44";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4409";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Spain, Madrid, Bilingual";52,3736776175153;1,41336818971085;50,501705499689;1,49419155219454;-1,87197211782623;2,05674938539824;-0,910160533469063;487,008731839487;3,20299193199102;407,884188856723;6,16400576612545;-79,1245429827639;6,94651886927743;-11,3905316420733;"-93 to -66";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4410";"Boy";"ASRREA0";"IDCNTRY";"Chile";"Spain, Madrid";52,3736776175153;1,41336818971085;49,0711140368146;1,02204756958028;-3,30256358070063;1,74418774051748;-1,89346794727545;487,008731839487;3,20299193199102;545,234349487653;2,42805650533201;58,2256176481665;4,01928049649246;14,4865773112821;"50 to 66";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4411";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Azerbaijan, Republic of";51,8907787904579;0,64150031806217;52,9796554191192;0,77250362971015;1,0888766286613;1,00413371419807;1,08439405356577;555,27504177345;2,26087226491153;466,494710080559;4,26695098943175;-88,7803316928904;4,82891438570397;-18,3851533909413;"-98 to -79";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4412";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Australia";51,8907787904579;0,64150031806217;49,7116987463873;0,782646269356416;-2,17908004407057;1,01195743043439;-2,15333172971039;555,27504177345;2,26087226491153;534,099591524565;2,96292627211381;-21,1754502488852;3,72699282159605;-5,68164503193677;"-28 to -14";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4413";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Austria";51,8907787904579;0,64150031806217;51,5279699056353;0,877249850975558;-0,362808884822583;1,0867796276663;-0,333838503765167;555,27504177345;2,26087226491153;537,908153162658;2,68260207984;-17,3668886107919;3,50826129542942;-4,95028367283177;"-24 to -10";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4414";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Bahrain";51,8907787904579;0,64150031806217;50,1369430981059;1,52499951969751;-1,75383569235199;1,654432287267;-1,06008309064688;555,27504177345;2,26087226491153;424,475496193655;3,4992280678861;-130,799545579795;4,16607014695241;-31,3963857942906;"-139 to -123";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4415";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Bulgaria";51,8907787904579;0,64150031806217;50,5027693664008;0,736769648487245;-1,38800942405713;0,976909500929274;-1,4208167928931;555,27504177345;2,26087226491153;543,778601579039;4,27819143047182;-11,4964401944109;4,83884958580123;-2,37586227688193;"-21 to -2";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4416";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Canada";51,8907787904579;0,64150031806217;50,6626003894647;0,617638261093055;-1,22817840099317;0,890505294560295;-1,37919269935347;555,27504177345;2,26087226491153;537,382217511789;2,07436824150064;-17,8928242616611;3,06831338027795;-5,83148526375107;"-24 to -12";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4417";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Chile";51,8907787904579;0,64150031806217;52,3736776175153;1,41336818971085;0,482898827057397;1,55213797639268;0,311118492300343;555,27504177345;2,26087226491153;487,008731839487;3,20299193199102;-68,266309933963;3,92054852216444;-17,4124384758985;"-76 to -61";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4418";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Chinese Taipei";51,8907787904579;0,64150031806217;51,8907787904579;0,64150031806217;0;NA;NA;555,27504177345;2,26087226491153;555,27504177345;2,26087226491153;0;NA;NA;" ";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4419";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Czech Republic";51,8907787904579;0,64150031806217;50,8714585986065;0,942399720401269;-1,01932019185137;1,1400174959562;-0,894126796708851;555,27504177345;2,26087226491153;538,306231127626;2,64058961584342;-16,9688106458238;3,47624178065138;-4,88136663573619;"-24 to -10";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4420";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Denmark";51,8907787904579;0,64150031806217;48,941650876862;0,89512473585977;-2,94912791359586;1,10125880283514;-2,67796080812563;555,27504177345;2,26087226491153;541,266483873112;2,59692103724544;-14,0085579003378;3,4431878066603;-4,06848498744113;"-21 to -7";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4421";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Finland";51,8907787904579;0,64150031806217;50,1005048420154;0,884836972070216;-1,79027394844253;1,0929131370865;-1,63807523918603;555,27504177345;2,26087226491153;555,24280321832;2,30805735658228;-0,0322385551300386;3,23089339959086;-0,00997821690252022;"-6 to 6";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4422";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"France";51,8907787904579;0,64150031806217;49,5032340573623;0,94564498328718;-2,38754473309553;1,14270166381697;-2,08938589020725;555,27504177345;2,26087226491153;507,459098482911;2,46157339536615;-47,8159432905388;3,34228768645379;-14,3063517495324;"-54 to -41";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4423";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Georgia";51,8907787904579;0,64150031806217;50,6240308388681;0,719590817708999;-1,26674795158977;0,964019503435989;-1,31402730657916;555,27504177345;2,26087226491153;478,821526506385;3,61984078254058;-76,4535152670646;4,26787894500186;-17,9137028609023;"-85 to -68";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4424";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Germany";51,8907787904579;0,64150031806217;50,1768629586643;0,694311005522736;-1,71391583179358;0,945299122216802;-1,81309364571746;555,27504177345;2,26087226491153;537,021979734403;3,05240301080329;-18,2530620390469;3,79851385920957;-4,80531668847068;"-26 to -11";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
"4425";"Boy";"ASRREA0";"IDCNTRY";"Chinese Taipei";"Hong Kong, SAR";51,8907787904579;0,64150031806217;51,1859078902855;1,55238286576557;-0,704870900172426;1,67970688514288;-0,419639227776619;555,27504177345;2,26087226491153;564,583242930035;3,17594534872192;9,30820115658539;3,89848332769483;2,38764677803286;"2 to 17";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 3m";150;5;"NONE"
