"";"IDCNTRY";"BSBG01";"dvar";"groupvar";"refpctile";"comppctile";"val";"val_se";"cval";"cval_se";"gap";"gap_se";"gap_t";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"28";"Bahrain";"Boy";"BSMMAT0";"Percentile";10;50;294,907436;4,02929419031995;413,90035;4,98785633479555;118,992914;4,90251680305187;24,2718013584218;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"29";"Bahrain";"Boy";"BSMMAT0";"Percentile";10;90;294,907436;4,02929419031995;562,818686;6,93672177153412;267,91125;8,01656139186183;33,4197216118092;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"30";"Bahrain";"Boy";"BSMMAT0";"Percentile";50;90;413,90035;4,98785633479555;562,818686;6,93672177153412;148,918336;7,58887453073613;19,6232439206706;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"31";"Brazil";"Girl";"BSMMAT0";"Percentile";10;50;261,90637;3,36658908779642;362,535916;2,8800554383164;100,629546;3,35268304437591;30,0146314662237;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"32";"Brazil";"Girl";"BSMMAT0";"Percentile";10;90;261,90637;3,36658908779642;480,098898;7,03495874034556;218,192528;7,56811728137682;28,8304897886447;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"33";"Brazil";"Girl";"BSMMAT0";"Percentile";50;90;362,535916;2,8800554383164;480,098898;7,03495874034556;117,562982;7,29387241188273;16,1180475008685;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"34";"Brazil";"Boy";"BSMMAT0";"Percentile";10;50;277,677074;3,64487681331291;382,23559;3,04574611938357;104,558516;3,28789479255129;31,8010528307891;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"35";"Brazil";"Boy";"BSMMAT0";"Percentile";10;90;277,677074;3,64487681331291;508,578836;8,35582157824988;230,901762;8,59986559526859;26,8494617086848;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"36";"Brazil";"Boy";"BSMMAT0";"Percentile";50;90;382,23559;3,04574611938357;508,578836;8,35582157824988;126,343246;7,73281838944679;16,3385766530382;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"37";"Brazil";"<Other>";"BSMMAT0";"Percentile";10;50;282,711666;15,7070812539951;384,656016;15,4623302874414;101,94435;19,4539537860544;5,24028951241156;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"38";"Brazil";"<Other>";"BSMMAT0";"Percentile";10;90;282,711666;15,7070812539951;509,636266;25,0477362106893;226,9246;27,4651060926094;8,26228739968579;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"39";"Brazil";"<Other>";"BSMMAT0";"Percentile";50;90;384,656016;15,4623302874414;509,636266;25,0477362106893;124,98025;25,9199754314264;4,82177347469507;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"40";"Chile";"Girl";"BSMMAT0";"Percentile";10;50;302,269758;4,96783549842327;401,023834;4,2028682350659;98,754076;4,71092637913776;20,9627720860446;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"41";"Chile";"Girl";"BSMMAT0";"Percentile";10;90;302,269758;4,96783549842327;511,464024;5,13203616195812;209,194266;6,49022564018355;32,2322023297304;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"42";"Chile";"Girl";"BSMMAT0";"Percentile";50;90;401,023834;4,2028682350659;511,464024;5,13203616195812;110,44019;5,25092326264625;21,0325278957405;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"43";"Chile";"Boy";"BSMMAT0";"Percentile";10;50;319,012142;6,564498223714;427,004364;4,34140442600735;107,992222;5,32826198991232;20,2678138208022;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"44";"Chile";"Boy";"BSMMAT0";"Percentile";10;90;319,012142;6,564498223714;537,545082;5,27106900540905;218,53294;8,39099345911201;26,0437504885299;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"45";"Chile";"Boy";"BSMMAT0";"Percentile";50;90;427,004364;4,34140442600735;537,545082;5,27106900540905;110,540718;5,63003637023989;19,6341037127776;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"46";"Chile";"<Other>";"BSMMAT0";"Percentile";10;50;319,259452;21,064424562819;427,62095;17,7376734100921;108,361498;25,6095832313972;4,23128705457218;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"47";"Chile";"<Other>";"BSMMAT0";"Percentile";10;90;319,259452;21,064424562819;531,01903;25,6717482557015;211,759578;31,841420459712;6,65044382262823;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"48";"Chile";"<Other>";"BSMMAT0";"Percentile";50;90;427,62095;17,7376734100921;531,01903;25,6717482557015;103,39808;31,9796516355607;3,23324597710825;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"49";"Chinese Taipei";"Girl";"BSMMAT0";"Percentile";10;50;480,164294;6,12687007850226;613,00782;4,11354708064471;132,843526;6,02160957635305;22,061132379236;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"50";"Chinese Taipei";"Girl";"BSMMAT0";"Percentile";10;90;480,164294;6,12687007850226;717,17445;4,30501014120068;237,010156;6,57568818031141;36,0433994892951;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"51";"Chinese Taipei";"Girl";"BSMMAT0";"Percentile";50;90;613,00782;4,11354708064471;717,17445;4,30501014120068;104,16663;3,92043838760679;26,5701484633171;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"52";"Chinese Taipei";"Boy";"BSMMAT0";"Percentile";10;50;455,650028;6,84331643904282;610,320688;4,38715994139422;154,67066;6,36597446415869;24,2964625244442;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"53";"Chinese Taipei";"Boy";"BSMMAT0";"Percentile";10;90;455,650028;6,84331643904282;725,422652;5,32370068908503;269,772624;7,98338322280384;33,7917667824611;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"54";"Chinese Taipei";"Boy";"BSMMAT0";"Percentile";50;90;610,320688;4,38715994139422;725,422652;5,32370068908503;115,101964;5,37103640449648;21,430121736587;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"55";"Chinese Taipei";"<Other>";"BSMMAT0";"Percentile";10;50;657,905436;NA;657,905436;NA;0;NA;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"56";"Chinese Taipei";"<Other>";"BSMMAT0";"Percentile";10;90;657,905436;NA;657,905436;NA;0;NA;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"57";"Chinese Taipei";"<Other>";"BSMMAT0";"Percentile";50;90;657,905436;NA;657,905436;NA;0;NA;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"58";"Cyprus";"Girl";"BSMMAT0";"Percentile";10;50;367,819678;4,09912954855217;495,819756;3,36788633154478;128,000078;4,70278438991027;27,2179346079785;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"59";"Cyprus";"Girl";"BSMMAT0";"Percentile";10;90;367,819678;4,09912954855217;604,826838;5,82465296829291;237,00716;7,02699393394709;33,7281008391126;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"60";"Cyprus";"Girl";"BSMMAT0";"Percentile";50;90;495,819756;3,36788633154478;604,826838;5,82465296829291;109,007082;5,19735189123975;20,9735812161832;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"61";"Cyprus";"Boy";"BSMMAT0";"Percentile";10;50;373,621952;5,72173914722739;498,76921;4,76852184000349;125,147258;6,07560283311907;20,5983276783338;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"62";"Cyprus";"Boy";"BSMMAT0";"Percentile";10;90;373,621952;5,72173914722739;615,966286;7,24622077391209;242,344334;8,97299853776125;27,0081771416921;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"63";"Cyprus";"Boy";"BSMMAT0";"Percentile";50;90;498,76921;4,76852184000349;615,966286;7,24622077391209;117,197076;7,45267667453552;15,7255012015269;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"64";"Czech Republic";"Girl";"BSMMAT0";"Percentile";10;50;403,964986;3,97272753646358;508,654642;2,78101391378829;104,689656;3,62073843311223;28,9138964147745;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"65";"Czech Republic";"Girl";"BSMMAT0";"Percentile";10;90;403,964986;3,97272753646358;614,057324;3,91468274889251;210,092338;5,25443687332947;39,9837971346443;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"66";"Czech Republic";"Girl";"BSMMAT0";"Percentile";50;90;508,654642;2,78101391378829;614,057324;3,91468274889251;105,402682;3,94553209962416;26,7144403691559;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"67";"Czech Republic";"Boy";"BSMMAT0";"Percentile";10;50;419,903342;4,70002242436606;527,284948;3,0042087262612;107,381606;3,99550520263153;26,8756015958322;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"68";"Czech Republic";"Boy";"BSMMAT0";"Percentile";10;90;419,903342;4,70002242436606;635,098272;3,48067297141573;215,19493;5,05115180873038;42,6031404615594;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"69";"Czech Republic";"Boy";"BSMMAT0";"Percentile";50;90;527,284948;3,0042087262612;635,098272;3,48067297141573;107,813324;3,57437912639327;30,1628115506564;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"70";"Finland";"Girl";"BSMMAT0";"Percentile";10;50;402,863664;4,85312366525997;503,934306;3,523729481956;101,070642;4,29370827539365;23,5392428915618;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"71";"Finland";"Girl";"BSMMAT0";"Percentile";10;90;402,863664;4,85312366525997;604,244114;4,1204993174246;201,38045;5,45819019403602;36,8950957810231;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"72";"Finland";"Girl";"BSMMAT0";"Percentile";50;90;503,934306;3,523729481956;604,244114;4,1204993174246;100,309808;4,03700114105196;24,847604569629;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"73";"Finland";"Boy";"BSMMAT0";"Percentile";10;50;395,048708;4,70010849896937;506,548148;4,45813653587616;111,49944;4,41494839349793;25,254981499718;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"74";"Finland";"Boy";"BSMMAT0";"Percentile";10;90;395,048708;4,70010849896937;614,532812;3,99016338806495;219,484104;5,81259253410609;37,7601049294528;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"75";"Finland";"Boy";"BSMMAT0";"Percentile";50;90;506,548148;4,45813653587616;614,532812;3,99016338806495;107,984664;5,08590240339661;21,2321541852401;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"76";"France";"Girl";"BSMMAT0";"Percentile";10;50;369,349342;5,86554663860361;474,856938;4,50646852659642;105,507596;5,48126364898335;19,2487723190563;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"77";"France";"Girl";"BSMMAT0";"Percentile";10;90;369,349342;5,86554663860361;572,679826;4,7797050805637;203,330484;6,62996840599083;30,6683941082239;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"78";"France";"Girl";"BSMMAT0";"Percentile";50;90;474,856938;4,50646852659642;572,679826;4,7797050805637;97,822888;5,03510801036234;19,4281607859611;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"79";"France";"Boy";"BSMMAT0";"Percentile";10;50;374,514228;6,76459958605118;487,346196;4,94903911904987;112,831968;6,17216605613733;18,2807732283555;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"80";"France";"Boy";"BSMMAT0";"Percentile";10;90;374,514228;6,76459958605118;589,805746;3,95758484306223;215,291518;7,19998441092923;29,9016644637727;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"81";"France";"Boy";"BSMMAT0";"Percentile";50;90;487,346196;4,94903911904987;589,805746;3,95758484306223;102,45955;5,04546768456702;20,3072453151174;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"82";"Georgia";"Girl";"BSMMAT0";"Percentile";10;50;347,447312;5,56090737650287;463,940998;6,0342216552306;116,493686;6,47332439531086;17,9959598632792;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"83";"Georgia";"Girl";"BSMMAT0";"Percentile";10;90;347,447312;5,56090737650287;578,47051;7,38218927838955;231,023198;9,87288797571171;23,3997588718053;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"84";"Georgia";"Girl";"BSMMAT0";"Percentile";50;90;463,940998;6,0342216552306;578,47051;7,38218927838955;114,529512;9,44898620339576;12,1208254022893;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"85";"Georgia";"Boy";"BSMMAT0";"Percentile";10;50;348,180718;7,27281369145833;469,024052;5,4174660442336;120,843334;6,97904095319665;17,3151776598545;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"86";"Georgia";"Boy";"BSMMAT0";"Percentile";10;90;348,180718;7,27281369145833;591,515574;6,34289361963025;243,334856;8,77598386861587;27,7273590793847;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"87";"Georgia";"Boy";"BSMMAT0";"Percentile";50;90;469,024052;5,4174660442336;591,515574;6,34289361963025;122,491522;5,94324881660141;20,6101958339421;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"88";"Palestinian National Authority";"Girl";"BSMMAT0";"Percentile";10;50;281,643022;4,44556680884047;389,988818;4,2741908632388;108,345796;3,74164707399371;28,9567118056261;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"89";"Palestinian National Authority";"Girl";"BSMMAT0";"Percentile";10;90;281,643022;4,44556680884047;504,67122;5,35805743401468;223,028198;5,7778098204323;38,6008201951017;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"90";"Palestinian National Authority";"Girl";"BSMMAT0";"Percentile";50;90;389,988818;4,2741908632388;504,67122;5,35805743401468;114,682402;4,77728823543585;24,0057531277547;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"91";"Palestinian National Authority";"Boy";"BSMMAT0";"Percentile";10;50;258,701714;4,95080929475332;367,140696;4,48381723807694;108,438982;3,6332682685461;29,8461258527968;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"92";"Palestinian National Authority";"Boy";"BSMMAT0";"Percentile";10;90;258,701714;4,95080929475332;496,76087;6,80753596569931;238,059156;7,16362061116202;33,2316811458534;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"93";"Palestinian National Authority";"Boy";"BSMMAT0";"Percentile";50;90;367,140696;4,48381723807694;496,76087;6,80753596569931;129,620174;5,89967676124088;21,9707247101343;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"94";"Hong Kong, SAR";"Girl";"BSMMAT0";"Percentile";10;50;445,464122;9,87677229284264;579,277476;5,14333791795325;133,813354;9,41051826743438;14,2195520158617;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"95";"Hong Kong, SAR";"Girl";"BSMMAT0";"Percentile";10;90;445,464122;9,87677229284264;683,967514;10,4685458211538;238,503392;13,5177096456583;17,6437723735695;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"96";"Hong Kong, SAR";"Girl";"BSMMAT0";"Percentile";50;90;579,277476;5,14333791795325;683,967514;10,4685458211538;104,690038;8,49829786931024;12,3189419351921;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"97";"Hong Kong, SAR";"Boy";"BSMMAT0";"Percentile";10;50;438,553046;11,5252421016682;592,4896;6,71343930295792;153,936554;11,1380808928696;13,8207430418779;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"98";"Hong Kong, SAR";"Boy";"BSMMAT0";"Percentile";10;90;438,553046;11,5252421016682;698,267544;10,5338517111476;259,714498;14,7350515121863;17,6256253861894;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"99";"Hong Kong, SAR";"Boy";"BSMMAT0";"Percentile";50;90;592,4896;6,71343930295792;698,267544;10,5338517111476;105,777944;7,59213809843485;13,9325632158623;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"100";"Hong Kong, SAR";"<Other>";"BSMMAT0";"Percentile";10;50;435,721738;22,1028327339258;566,579988;11,418336535098;130,85825;24,1804517008349;5,41173720073565;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"101";"Hong Kong, SAR";"<Other>";"BSMMAT0";"Percentile";10;90;435,721738;22,1028327339258;664,361768;13,5674225866128;228,64003;26,631774407088;8,58523455872876;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"102";"Hong Kong, SAR";"<Other>";"BSMMAT0";"Percentile";50;90;566,579988;11,418336535098;664,361768;13,5674225866128;97,78178;16,9556636139898;5,76690964306004;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"103";"Hungary";"Girl";"BSMMAT0";"Percentile";10;50;377,00969;9,25962089505503;504,159094;5,03130822012387;127,149404;8,0769881718327;15,7421802898529;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"104";"Hungary";"Girl";"BSMMAT0";"Percentile";10;90;377,00969;9,25962089505503;608,364866;4,13984934887564;231,355176;10,0039701334243;23,1263361359925;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"105";"Hungary";"Girl";"BSMMAT0";"Percentile";50;90;504,159094;5,03130822012387;608,364866;4,13984934887564;104,205772;5,54473809809122;18,7936328382891;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"106";"Hungary";"Boy";"BSMMAT0";"Percentile";10;50;392,703512;8,31903646765922;518,622538;5,40682065829578;125,919026;7,66174884923057;16,4347629343979;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"107";"Hungary";"Boy";"BSMMAT0";"Percentile";10;90;392,703512;8,31903646765922;628,723902;6,51019203718474;236,02039;10,3299262642005;22,8482163341238;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"108";"Hungary";"Boy";"BSMMAT0";"Percentile";50;90;518,622538;5,40682065829578;628,723902;6,51019203718474;110,101364;6,31731632220882;17,4285026084468;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
