"";"IDCNTRY";"ASBGSEX";"dvar";"n";"TOTWGT";"sumw_se";"pct";"pct_se";"mnpv";"mnpv_se";"mnpv_ci";"mnx_svr";"mnx_ivr";"sdpv";"sdpv_se";"vrpv";"vrpv_se";"DEff1";"DEff2";"DEff3";"DEff4";"DEff5";"pctmiss";"nvarstrat";"weight";"reps";"method";"jk2type";"npv";"shortcut";"date";"time";"selcrit"
"43";"New Zealand";"GIRL";"ASRREA0";1187;27896,670181;1282,77823206;48,60605245932;1,2994815244994;543,639921210662;4,71544588753173;"534 to 553";21,0766994630338;1,15873045520615;89,4780420097779;2,45204377000689;8006,8521676856;436,597134974262;1,17177949855009;2,81312185273462;3,12457901540758;1,05497684574563;3,29635851395767;0;74;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"44";"New Zealand";"BOY";"ASRREA0";1273;29496,73819;1202,31471867142;51,39394754068;1,29948152449941;516,548220434194;4,14062191387438;"508 to 525";16,4804851731807;0,664264660475975;94,7855616042649;2,56183311334597;8984,92803192969;487,428652620895;1,09411415537007;2,22014999394078;2,33498338004531;1,04030613501336;2,42909753541538;0;75;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"45";"Norway";"GIRL";"ASRREA0";1636;27498,318246;999,864165620847;48,106382504498;0,968260871144508;510,716538962437;3,49675566253187;"504 to 518";12,0610807027229;0,166219460725806;77,4675259030037;2,52133983936555;6003,13825593883;395,731263074888;1,04529881307971;3,18782938958326;3,28693546415228;1,01378147322141;3,33223427723199;0;69;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"46";"Norway";"BOY";"ASRREA0";1765;29663,1576630001;1072,01513583515;51,893617495502;0,968260871144502;489,543506585528;3,45038936532041;"483 to 496";10,877006899133;1,02817987318318;82,937086463746;2,01710874035765;6879,28344246972;336,138280364485;1,26379745671837;2,41690868354039;2,79068559066053;1,09452783129752;3,0544830473789;0;69;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"47";"Romania";"GIRL";"ASRREA0";1817;143398,762338001;4108,66445093485;50,676988138065;0,9959362341104;518,768712994425;4,19424752224478;"511 to 527";16,8209038864304;0,770808391426023;86,803681154007;2,43958475177022;7535,53802726223;419,281482453998;1,18586049757219;3,5769689673058;4,05592570179734;1,04582443349241;4,24178619936953;0;73;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"48";"Romania";"BOY";"ASRREA0";1802;139567,466727001;4547,31877438103;49,323011861935;0,99593623411044;504,722967102087;5,65537590739332;"494 to 516";31,2956642136092;0,687612440315662;92,0880412596303;3,4585263798391;8480,41097736429;633,547533093366;1,14611056241922;5,9297219157322;6,65000635741019;1,02197149214097;6,79611691982941;0;73;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"49";"Russian Federation";"GIRL";"ASRREA0";2017;897163,552464;36894,5877906766;49,1974062533329;0,920675643945693;533,992056305598;4,31594429561883;"526 to 542";18,4878726854361;0,139502477448645;65,2736215521494;4,12046089421234;4260,81668105067;527,075514201066;1,06603816077451;8,27164636787805;8,75185251981533;1,00754562084141;8,81789068058984;0;61;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"50";"Russian Federation";"BOY";"ASRREA0";2075;926435,740238999;33779,0208701635;50,8025937466671;0,92067564394569;522,069097116176;4,76999467747891;"513 to 531";22,0541205733329;0,698728649844244;66,8582621396766;4,45981730979557;4471,8624297915;604,719345551728;1,32421881736966;7,97270509781771;10,2333872984996;1,03168245351343;10,5576061158692;0;61;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"51";"Singapore";"GIRL";"ASRREA0";3478;23866,7781420003;926,143603961282;48,4397948060933;1,50306903238624;540,582902818889;5,25320591742037;"530 to 551";26,9315464451783;0,664625965642111;87,506364418766;3,43454109174111;7657,75629253782;592,260328799251;1,30185984251755;9,62748067535345;12,2317706333389;1,02467834392633;12,5336304758564;0;75;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"52";"Singapore";"BOY";"ASRREA0";3521;25404,2359850002;1039,0104701909;51,5602051939067;1,50306903238624;516,174813051746;5,70075777303007;"505 to 527";31,6001950328702;0,898444153892573;94,0942429171779;4,0062482468382;8853,99806986777;750,530531232388;1,35728739049782;9,52181992379569;12,5665587266609;1,02843160154417;12,9238461171588;0;75;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"53";"Slovak Republic";"GIRL";"ASRREA0";1869;35125,9056059998;1040,37341126798;49,6897258953752;0,918463788492939;526,560221378062;2,98068446080037;"521 to 532";7,83696134968539;1,0475185051714;67,5997982505423;1,76303581769454;4570,21861393912;237,003723186727;1,42838477796096;2,54366034897195;3,20494094481344;1,13366386006401;3,6333257227744;0;75;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"54";"Slovak Republic";"BOY";"ASRREA0";1907;35564,5741119998;1103,38344272722;50,3102741046248;0,918463788492965;510,32249760806;3,37336315945684;"504 to 517";10,8990015503897;0,480577455190918;71,6120052389042;2,01426962592745;5128,57799024688;288,516122112028;1,17869694265973;3,58986210930599;4,05266255014924;1,04409371381122;4,23135949280896;0;75;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"55";"Slovenia";"GIRL";"ASRREA0";1467;10541,36782;221,105574954765;50,073913226711;0,813676377632552;512,502436187917;2,51683840398503;"508 to 517";5,91189838739137;0,422577164382525;68,8563823818122;2,02923331844916;4741,8720229444;283,593064576444;1,13073332581511;1,73312847295051;1,82897279646908;1,07147909803115;1,9597061222842;0;75;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"56";"Slovenia";"BOY";"ASRREA0";1483;10510,2479629999;258,634762019904;49,926086773289;0,813676377632546;490,686916279844;2,37682965000258;"486 to 495";5,20714905765363;0,442170127477748;72,7251603876875;2,03125322461427;5290,08494729521;293,917260738182;1,12395610005937;1,40904631779969;1,45975010409779;1,08491597274863;1,58370620415716;0;75;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"57";"Sweden";"GIRL";"ASRREA0";2917;56871,0307570002;1363,07119330976;48,889952302503;0,722762990436919;572,21758088718;2,59212941588536;"567 to 577";6,40800160016259;0,311133308535604;63,1564934278179;1,54443049174058;3988,84021335144;195,951091677934;1,22752875834949;4,00286990138503;4,68610916153221;1,04855387497527;4,9136379198817;0;74;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
"58";"Sweden";"BOY";"ASRREA0";3007;59453,5473589999;1256,59577447384;51,110047697497;0,722762990436932;550,107767886647;2,55739831480333;"545 to 555";6,15780223261353;0,382483907945371;66,6752286504834;1,31408196177742;4445,82762813754;173,382129266428;1,25869853880807;3,51443753781017;4,16491885476583;1,06211370445118;4,42361739357389;0;74;"TOTWGT";75;"JRR";"HALF";5;"Y";"04-MAR-26";"13h 1m";"NONE"
