IDCNTRY;dvar;groupvar;refgroup;compgroup;pct;pct_se;cpct;cpct_se;pctdiff;pctdiff_se;pctdiff_t;mnx;mnx_se;cmnx;cmnx_se;mnxdiff;mnxdiff_se;mnxdiff_t;weight;method;jk2type;date;time;reps;infile;selcrit
Italy;HISCED;SGENDER;GIRL;GIRL;48,1714401854561;,773003954375385;48,1714401854561;,773003954375385;0; ; ;3,1027455482521;,0498796951292275;3,1027455482521;,0498796951292275;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Korea, Republic of;HISCED;SGENDER;BOY;BOY;56,8424402159997;2,49205688122191;56,8424402159997;2,49205688122191;0; ; ;3,97637398509904;,0255714930633307;3,97637398509904;,0255714930633307;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Korea, Republic of;HISCED;SGENDER;BOY;GIRL;56,8424402159997;2,49205688122191;43,1575597840003;2,49205688122192;-13,6848804319993;4,98411376244383;-2,74569985442894;3,97637398509904;,0255714930633307;3,85724184237489;,0321160996373442;-,119132142724156;,0361451970372844;-3,29593286215232;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Korea, Republic of;HISCED;SGENDER;GIRL;BOY;43,1575597840003;2,49205688122192;56,8424402159997;2,49205688122191;13,6848804319993;4,98411376244383;2,74569985442894;3,85724184237489;,0321160996373442;3,97637398509904;,0255714930633307;,119132142724156;,0361451970372844;3,29593286215232;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Korea, Republic of;HISCED;SGENDER;GIRL;GIRL;43,1575597840003;2,49205688122192;43,1575597840003;2,49205688122192;0; ; ;3,85724184237489;,0321160996373442;3,85724184237489;,0321160996373442;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Latvia;HISCED;SGENDER;BOY;BOY;49,4326671747942;1,25632491859513;49,4326671747942;1,25632491859513;0; ; ;4,00316692111793;,0363617758556492;4,00316692111793;,0363617758556492;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Latvia;HISCED;SGENDER;BOY;GIRL;49,4326671747942;1,25632491859513;50,5673328252058;1,25632491859512;1,13466565041159;2,51264983719025;,451581288254802;4,00316692111793;,0363617758556492;3,9747953706959;,037817785515207;-,0283715504220239;,0370209635963387;-,766364450460435;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Latvia;HISCED;SGENDER;GIRL;BOY;50,5673328252058;1,25632491859512;49,4326671747942;1,25632491859513;-1,13466565041159;2,51264983719025;-,451581288254802;3,9747953706959;,037817785515207;4,00316692111793;,0363617758556492;,0283715504220239;,0370209635963387;,766364450460435;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Latvia;HISCED;SGENDER;GIRL;GIRL;50,5673328252058;1,25632491859512;50,5673328252058;1,25632491859512;0; ; ;3,9747953706959;,037817785515207;3,9747953706959;,037817785515207;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Liechtenstein;HISCED;SGENDER;BOY;BOY;50,0832308026344;3,26542198813117;50,0832308026344;3,26542198813117;0; ; ;3,29046242774566;,0764665898357278;3,29046242774566;,0764665898357278;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Liechtenstein;HISCED;SGENDER;BOY;GIRL;50,0832308026344;3,26542198813117;49,9167691973656;3,26542198813118;-,166461605268871;6,53084397626235;-,0254885288752739;3,29046242774566;,0764665898357278;3,29062927149052;,0839745655578908;,000166843744850098;,117413971577752;,00142098715006514;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Liechtenstein;HISCED;SGENDER;GIRL;BOY;49,9167691973656;3,26542198813118;50,0832308026344;3,26542198813117;,166461605268871;6,53084397626235;,0254885288752739;3,29062927149052;,0839745655578908;3,29046242774566;,0764665898357278;-,000166843744850098;,117413971577752;-,00142098715006514;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Liechtenstein;HISCED;SGENDER;GIRL;GIRL;49,9167691973656;3,26542198813118;49,9167691973656;3,26542198813118;0; ; ;3,29062927149052;,0839745655578908;3,29062927149052;,0839745655578908;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Lithuania;HISCED;SGENDER;BOY;BOY;51,0290606292467;,995681492385772;51,0290606292467;,995681492385772;0; ; ;3,81879495232912;,0426750261008058;3,81879495232912;,0426750261008058;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Lithuania;HISCED;SGENDER;BOY;GIRL;51,0290606292467;,995681492385772;48,9709393707533;,995681492385781;-2,05812125849333;1,99136298477155;-1,03352391012201;3,81879495232912;,0426750261008058;3,79970464066999;,0398827535942332;-,0190903116591277;,0392652727624755;-,486188184012098;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Lithuania;HISCED;SGENDER;GIRL;BOY;48,9709393707533;,995681492385781;51,0290606292467;,995681492385772;2,05812125849333;1,99136298477155;1,03352391012201;3,79970464066999;,0398827535942332;3,81879495232912;,0426750261008058;,0190903116591277;,0392652727624755;,486188184012098;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Lithuania;HISCED;SGENDER;GIRL;GIRL;48,9709393707533;,995681492385781;48,9709393707533;,995681492385781;0; ; ;3,79970464066999;,0398827535942332;3,79970464066999;,0398827535942332;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Luxembourg;HISCED;SGENDER;BOY;BOY;49,2175141637291;,965841068076903;49,2175141637291;,965841068076903;0; ; ;3,18594755636914;,03393588514967;3,18594755636914;,03393588514967;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Luxembourg;HISCED;SGENDER;BOY;GIRL;49,2175141637291;,965841068076903;50,7824858362709;,965841068076915;1,56497167254175;1,93168213615382;,810160037850624;3,18594755636914;,03393588514967;3,06649774315881;,0505511136106467;-,119449813210332;,073339038293313;-1,62873438198907;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Luxembourg;HISCED;SGENDER;GIRL;BOY;50,7824858362709;,965841068076915;49,2175141637291;,965841068076903;-1,56497167254175;1,93168213615382;-,810160037850624;3,06649774315881;,0505511136106467;3,18594755636914;,03393588514967;,119449813210332;,073339038293313;1,62873438198907;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Luxembourg;HISCED;SGENDER;GIRL;GIRL;50,7824858362709;,965841068076915;50,7824858362709;,965841068076915;0; ; ;3,06649774315881;,0505511136106467;3,06649774315881;,0505511136106467;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Malta;HISCED;SGENDER;BOY;BOY;49,8561051272676;1,00179732100306;49,8561051272676;1,00179732100306;0; ; ;3,17455646434061;,0438387406692792;3,17455646434061;,0438387406692792;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Malta;HISCED;SGENDER;BOY;GIRL;49,8561051272676;1,00179732100306;50,1438948727324;1,00179732100308;,287789745464856;2,00359464200614;,143636711454119;3,17455646434061;,0438387406692792;3,14263162943395;,0600180858155341;-,031924834906667;,0751331063499749;-,424910355202925;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Malta;HISCED;SGENDER;GIRL;BOY;50,1438948727324;1,00179732100308;49,8561051272676;1,00179732100306;-,287789745464856;2,00359464200614;-,143636711454119;3,14263162943395;,0600180858155341;3,17455646434061;,0438387406692792;,031924834906667;,0751331063499749;,424910355202925;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Malta;HISCED;SGENDER;GIRL;GIRL;50,1438948727324;1,00179732100308;50,1438948727324;1,00179732100308;0; ; ;3,14263162943395;,0600180858155341;3,14263162943395;,0600180858155341;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Mexico;HISCED;SGENDER;BOY;BOY;47,9952251606545;,869191457291359;47,9952251606545;,869191457291359;0; ; ;2,84152929721461;,0552386305535313;2,84152929721461;,0552386305535313;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Mexico;HISCED;SGENDER;BOY;GIRL;47,9952251606545;,869191457291359;52,0047748393455;,86919145729137;4,00954967869095;1,73838291458273;2,30648244702369;2,84152929721461;,0552386305535313;2,70590353889724;,0554651633851103;-,135625758317371;,0587658235661493;-2,3079019417588;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Mexico;HISCED;SGENDER;GIRL;BOY;52,0047748393455;,86919145729137;47,9952251606545;,869191457291359;-4,00954967869095;1,73838291458273;-2,30648244702369;2,70590353889724;,0554651633851103;2,84152929721461;,0552386305535313;,135625758317371;,0587658235661493;2,3079019417588;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Mexico;HISCED;SGENDER;GIRL;GIRL;52,0047748393455;,86919145729137;52,0047748393455;,86919145729137;0; ; ;2,70590353889724;,0554651633851103;2,70590353889724;,0554651633851103;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Netherlands;HISCED;SGENDER;BOY;BOY;48,7849333430722;1,87310436126971;48,7849333430722;1,87310436126971;0; ; ;3,68000610575042;,057448105779233;3,68000610575042;,057448105779233;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Netherlands;HISCED;SGENDER;BOY;GIRL;48,7849333430722;1,87310436126971;51,2150666569278;1,87310436126971;2,43013331385566;3,74620872253942;,648691382099061;3,68000610575042;,057448105779233;3,59953273814529;,0806750678827971;-,0804733676051259;,0580686293647463;-1,38583204882707;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Netherlands;HISCED;SGENDER;GIRL;BOY;51,2150666569278;1,87310436126971;48,7849333430722;1,87310436126971;-2,43013331385566;3,74620872253942;-,648691382099061;3,59953273814529;,0806750678827971;3,68000610575042;,057448105779233;,0804733676051259;,0580686293647463;1,38583204882707;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Netherlands;HISCED;SGENDER;GIRL;GIRL;51,2150666569278;1,87310436126971;51,2150666569278;1,87310436126971;0; ; ;3,59953273814529;,0806750678827971;3,59953273814529;,0806750678827971;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
New Zealand;HISCED;SGENDER;BOY;BOY;47,6710311965853;1,71283444871422;47,6710311965853;1,71283444871422;0; ; ;4,04237241861528;,0314772895603841;4,04237241861528;,0314772895603841;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
New Zealand;HISCED;SGENDER;BOY;GIRL;47,6710311965853;1,71283444871422;52,3289688034147;1,71283444871422;4,65793760682932;3,42566889742844;1,35971623244906;4,04237241861528;,0314772895603841;3,95158893856553;,0331617586653261;-,0907834800497453;,0427626456322705;-2,12296219533331;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
New Zealand;HISCED;SGENDER;GIRL;BOY;52,3289688034147;1,71283444871422;47,6710311965853;1,71283444871422;-4,65793760682932;3,42566889742844;-1,35971623244906;3,95158893856553;,0331617586653261;4,04237241861528;,0314772895603841;,0907834800497453;,0427626456322705;2,12296219533331;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
New Zealand;HISCED;SGENDER;GIRL;GIRL;52,3289688034147;1,71283444871422;52,3289688034147;1,71283444871422;0; ; ;3,95158893856553;,0331617586653261;3,95158893856553;,0331617586653261;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Norway;HISCED;SGENDER;BOY;BOY;48,3790448029706;,973768461918132;48,3790448029706;,973768461918132;0; ; ;4,23290352010277;,0329904483363729;4,23290352010277;,0329904483363729;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Norway;HISCED;SGENDER;BOY;GIRL;48,3790448029706;,973768461918132;51,6209551970294;,973768461918137;3,24191039405878;1,94753692383627;1,66462075988415;4,23290352010277;,0329904483363729;4,23866130912475;,0329860652493498;,00575778902197932;,0378470582768237;,15213306619144;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Norway;HISCED;SGENDER;GIRL;BOY;51,6209551970294;,973768461918137;48,3790448029706;,973768461918132;-3,24191039405878;1,94753692383627;-1,66462075988415;4,23866130912475;,0329860652493498;4,23290352010277;,0329904483363729;-,00575778902197932;,0378470582768237;-,15213306619144;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Norway;HISCED;SGENDER;GIRL;GIRL;51,6209551970294;,973768461918137;51,6209551970294;,973768461918137;0; ; ;4,23866130912475;,0329860652493498;4,23866130912475;,0329860652493498;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Paraguay;HISCED;SGENDER;BOY;BOY;47,6730650982044;1,30379988801933;47,6730650982044;1,30379988801933;0; ; ;2,59588883420873;,0597233808509074;2,59588883420873;,0597233808509074;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Paraguay;HISCED;SGENDER;BOY;GIRL;47,6730650982044;1,30379988801933;52,3269349017956;1,30379988801935;4,65386980359128;2,60759977603868;1,78473316586228;2,59588883420873;,0597233808509074;2,58928202263771;,0654012472771442;-,00660681157101495;,080083239074654;-,0824993050650217;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Paraguay;HISCED;SGENDER;GIRL;BOY;52,3269349017956;1,30379988801935;47,6730650982044;1,30379988801933;-4,65386980359128;2,60759977603868;-1,78473316586228;2,58928202263771;,0654012472771442;2,59588883420873;,0597233808509074;,00660681157101495;,080083239074654;,0824993050650217;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Paraguay;HISCED;SGENDER;GIRL;GIRL;52,3269349017956;1,30379988801935;52,3269349017956;1,30379988801935;0; ; ;2,58928202263771;,0654012472771442;2,58928202263771;,0654012472771442;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Poland;HISCED;SGENDER;BOY;BOY;49,5953463420864;1,12130139126286;49,5953463420864;1,12130139126286;0; ; ;3,65899786341871;,0380098456414386;3,65899786341871;,0380098456414386;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Poland;HISCED;SGENDER;BOY;GIRL;49,5953463420864;1,12130139126286;50,4046536579136;1,12130139126285;,809307315827233;2,24260278252571;,360878583640995;3,65899786341871;,0380098456414386;3,5932580530961;,035840313306375;-,0657398103226075;,033156756152114;-1,9826972825994;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Poland;HISCED;SGENDER;GIRL;BOY;50,4046536579136;1,12130139126285;49,5953463420864;1,12130139126286;-,809307315827233;2,24260278252571;-,360878583640995;3,5932580530961;,035840313306375;3,65899786341871;,0380098456414386;,0657398103226075;,033156756152114;1,9826972825994;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Poland;HISCED;SGENDER;GIRL;GIRL;50,4046536579136;1,12130139126285;50,4046536579136;1,12130139126285;0; ; ;3,5932580530961;,035840313306375;3,5932580530961;,035840313306375;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Russian Federation;HISCED;SGENDER;BOY;BOY;50,3941392628939;1,03767270341163;50,3941392628939;1,03767270341163;0; ; ;4,19952166915372;,0290225734707436;4,19952166915372;,0290225734707436;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Russian Federation;HISCED;SGENDER;BOY;GIRL;50,3941392628939;1,03767270341163;49,6058607371061;1,03767270341162;-,788278525787817;2,07534540682325;-,37983003850643;4,19952166915372;,0290225734707436;4,159288721845;,0228086683084896;-,0402329473087217;,0284680527914633;-1,41326656949246;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Russian Federation;HISCED;SGENDER;GIRL;BOY;49,6058607371061;1,03767270341162;50,3941392628939;1,03767270341163;,788278525787817;2,07534540682325;,37983003850643;4,159288721845;,0228086683084896;4,19952166915372;,0290225734707436;,0402329473087217;,0284680527914633;1,41326656949246;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Russian Federation;HISCED;SGENDER;GIRL;GIRL;49,6058607371061;1,03767270341162;49,6058607371061;1,03767270341162;0; ; ;4,159288721845;,0228086683084896;4,159288721845;,0228086683084896;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovak Republic;HISCED;SGENDER;BOY;BOY;49,2588466656963;1,20766245157034;49,2588466656963;1,20766245157034;0; ; ;3,71282068795289;,0325139053353542;3,71282068795289;,0325139053353542;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovak Republic;HISCED;SGENDER;BOY;GIRL;49,2588466656963;1,20766245157034;50,7411533343037;1,20766245157035;1,48230666860741;2,41532490314069;,613709015577961;3,71282068795289;,0325139053353542;3,56598826467612;,0372157071245513;-,14683242327677;,0298827070706574;-4,9136252257731;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovak Republic;HISCED;SGENDER;GIRL;BOY;50,7411533343037;1,20766245157035;49,2588466656963;1,20766245157034;-1,48230666860741;2,41532490314069;-,613709015577961;3,56598826467612;,0372157071245513;3,71282068795289;,0325139053353542;,14683242327677;,0298827070706574;4,9136252257731;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovak Republic;HISCED;SGENDER;GIRL;GIRL;50,7411533343037;1,20766245157035;50,7411533343037;1,20766245157035;0; ; ;3,56598826467612;,0372157071245513;3,56598826467612;,0372157071245513;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovenia;HISCED;SGENDER;BOY;BOY;50,5942715815782;,827163804585232;50,5942715815782;,827163804585232;0; ; ;3,94273601759342;,0338882323116919;3,94273601759342;,0338882323116919;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovenia;HISCED;SGENDER;BOY;GIRL;50,5942715815782;,827163804585232;49,4057284184218;,827163804585213;-1,18854316315642;1,65432760917045;-,718444857335366;3,94273601759342;,0338882323116919;3,90665759437819;,0338660072369055;-,036078423215232;,0349667697055051;-1,03179171307757;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovenia;HISCED;SGENDER;GIRL;BOY;49,4057284184218;,827163804585213;50,5942715815782;,827163804585232;1,18854316315642;1,65432760917045;,718444857335366;3,90665759437819;,0338660072369055;3,94273601759342;,0338882323116919;,036078423215232;,0349667697055051;1,03179171307757;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovenia;HISCED;SGENDER;GIRL;GIRL;49,4057284184218;,827163804585213;49,4057284184218;,827163804585213;0; ; ;3,90665759437819;,0338660072369055;3,90665759437819;,0338660072369055;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Spain;HISCED;SGENDER;BOY;BOY;49,0819228967471;1,16712853945107;49,0819228967471;1,16712853945107;0; ; ;3,35687954924994;,0625858711043804;3,35687954924994;,0625858711043804;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Spain;HISCED;SGENDER;BOY;GIRL;49,0819228967471;1,16712853945107;50,9180771032529;1,16712853945107;1,83615420650585;2,33425707890214;,786611818853066;3,35687954924994;,0625858711043804;3,32181321625072;,0616413548088998;-,0350663329992122;,0615883921128286;-,569365943747509;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Spain;HISCED;SGENDER;GIRL;BOY;50,9180771032529;1,16712853945107;49,0819228967471;1,16712853945107;-1,83615420650585;2,33425707890214;-,786611818853066;3,32181321625072;,0616413548088998;3,35687954924994;,0625858711043804;,0350663329992122;,0615883921128286;,569365943747509;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Spain;HISCED;SGENDER;GIRL;GIRL;50,9180771032529;1,16712853945107;50,9180771032529;1,16712853945107;0; ; ;3,32181321625072;,0616413548088998;3,32181321625072;,0616413548088998;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Sweden;HISCED;SGENDER;BOY;BOY;49,2450608757789;,862423440624497;49,2450608757789;,862423440624497;0; ; ;4,2135903031591;,034587455555465;4,2135903031591;,034587455555465;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Sweden;HISCED;SGENDER;BOY;GIRL;49,2450608757789;,862423440624497;50,7549391242211;,862423440624512;1,50987824844228;1,72484688124901;,875369439952223;4,2135903031591;,034587455555465;4,17650245924049;,0344869515900668;-,0370878439186102;,0366613036620684;-1,01163461781047;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Sweden;HISCED;SGENDER;GIRL;BOY;50,7549391242211;,862423440624512;49,2450608757789;,862423440624497;-1,50987824844228;1,72484688124901;-,875369439952223;4,17650245924049;,0344869515900668;4,2135903031591;,034587455555465;,0370878439186102;,0366613036620684;1,01163461781047;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Sweden;HISCED;SGENDER;GIRL;GIRL;50,7549391242211;,862423440624512;50,7549391242211;,862423440624512;0; ; ;4,17650245924049;,0344869515900668;4,17650245924049;,0344869515900668;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Switzerland;HISCED;SGENDER;BOY;BOY;50,1006485231073;1,40554471804454;50,1006485231073;1,40554471804454;0; ; ;3,40696854880804;,0602920245258697;3,40696854880804;,0602920245258697;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Switzerland;HISCED;SGENDER;BOY;GIRL;50,1006485231073;1,40554471804454;49,8993514768927;1,40554471804455;-,201297046214627;2,8110894360891;-,0716081970322082;3,40696854880804;,0602920245258697;3,3087104849554;,042267196652771;-,0982580638526369;,0587212877930173;-1,67329545290253;TOTWGTS;JRR;HALF;26-FEB-26;10h10m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
