IDCNTRY;ASBG01;dvar;n;TOTWGT;p10;p10_se;p50;p50_se;p90;p90_se;weight;reps;method;jk2type;npv;shortcut;date;time;infile;selcrit
Belgium (Flemish);Girl;ASRREA0;2607;34890,1115109998;453,624868;3,91211652947915;532,289642;2,36663122713365;604,242432;3,59982929542419;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Belgium (Flemish);Boy;ASRREA0;2546;34234,2781409998;438,690964;4,82747150327024;523,409822;2,65497439706372;596,932454;3,2872657657628;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Belgium (French);Girl;ASRREA0;2275;26540,7598029999;416,966166;5,2220651002957;505,058318;3,20605028433179;587,643192;2,99234002899963;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Belgium (French);Boy;ASRREA0;2345;26583,4405509999;399,040882;5,77257173205355;495,443678;3,04547977452883;579,308758;6,05098974283336;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Norway (4);Girl;ASRREA0;2152;28690,2322329999;436,639516;4,30180369553704;529,746964;2,74255843851796;608,82743;3,26794380006449;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Norway (4);Boy;ASRREA0;2172;29224,8496089999;412,53746;4,7017923344327;513,8099;2,91759596156662;597,127884;3,2645272838047;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
South Africa (Eng/Afr);Girl;ASRREA0;2670;239649,238282002;297,78245;8,7562905265232;419,2564;7,31709890812746;551,66979;8,70533532617728;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
South Africa (Eng/Afr);Boy;ASRREA0;2526;234889,525126001;256,319346;8,30598414764836;387,406954;8,73271647595673;536,01084;10,4963498510844;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
United Arab Emirates (Dubai);Girl;ASRREA0;3784;10322,9136419998;393,235018;7,54840023924897;532,646544;4,49254427759103;635,439992;4,22349643739215;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
United Arab Emirates (Dubai);Boy;ASRREA0;4048;11149,268305;369,193506;8,22467451982422;521,627288;3,82174335920193;624,263818;3,14951683181945;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
United Arab Emirates (Abu Dhabi);Girl;ASRREA0;2019;12859,237995;296,054628;12,0587582784457;437,094094;7,90494002840097;568,046948;7,43242662581778;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
United Arab Emirates (Abu Dhabi);Boy;ASRREA0;2155;14388,538545;252,572676;9,22436369213107;393,43905;9,17736992836238;543,926508;6,41888597465124;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Canada (Ontario);Girl;ASRREA0;2126;64152,6775470002;447,99236;7,45749387483358;557,078134;4,03728645251933;641,45363;6,64717235357486;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Canada (Ontario);Boy;ASRREA0;2118;68994,809129;435,091226;6,47402497150235;541,76681;6,2406244147689;631,248188;6,12689997018176;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Canada (Quebec);Girl;ASRREA0;1626;38001,141665;468,051524;7,1910253512184;554,621252;3,75795005175621;636,280804;5,04047053422654;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Canada (Quebec);Boy;ASRREA0;1544;35302,819268;457,502536;5,31971408635521;545,39601;3,89643361278752;621,627648;4,35243298318244;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Argentina, Buenos Aires;Girl;ASRREA0;2108;19311,0775770001;373,845172;6,50267140237258;491,463276;4,52187728092722;587,20993;4,59418858209476;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Argentina, Buenos Aires;Boy;ASRREA0;2140;19760,88121;361,833634;6,98819762279348;480,942322;4,666908574031;577,810858;5,11504056458248;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Spain (Andalucia);Girl;ASRREA0;2068;47656,3501340001;441,214042;5,72632361090556;529,527992;3,33749528889471;605,322104;3,05780872787948;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Spain (Andalucia);Boy;ASRREA0;2095;46813,2718350001;435,364764;3,86635209316688;528,317424;3,40433763122374;601,514914;3,15902831337511;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark (Grade 3);Girl;ASRREA0;1778;28586,802303;400,343154;7,0303989134249;516,26732;5,15457041003715;612,00595;4,65938379673742;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark (Grade 3);Boy;ASRREA0;1751;28241,684683;378,911172;9,7769845728703;498,487426;3,38349625620395;592,567316;4,85212919196369;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Russian Federation, Moscow;Girl;ASRREA0;2126;42758,4150609999;541,69671;3,64619222331598;622,83479;2,51191702527174;695,688118;3,33084143012607;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Russian Federation, Moscow;Boy;ASRREA0;2162;44184,0932189999;524,73843;3,81877652498684;607,672086;3,67538329436079;680,397476;4,64076437246667;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
South Africa (Gauteng);Girl;ASRREA0;161;903,939488;380,152342;25,4171744819802;498,364564;25,7270965272626;611,880908;34,2575797369565;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
South Africa (Gauteng);Boy;ASRREA0;186;1002,860441;374,957976;21,9889443508429;486,708326;28,8584181640645;619,064084;17,8783602960835;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Spain, Madrid, Bilingual;Girl;ASRREA0;905;11075,631271;311,633384;10,2992415475347;417,457298;6,60084827254453;524,827122;7,1268578712546;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Spain, Madrid, Bilingual;Boy;ASRREA0;913;11300,152345;292,599456;11,2606755565662;405,26475;8,1733863015307;529,02223;12,3133505808306;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Spain, Madrid;Girl;ASRREA0;1903;32074,722224;473,04453;3,15867648396129;555,014292;3,73953430243314;625,164986;3,97821579985624;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Spain, Madrid;Boy;ASRREA0;1885;30904,708049;468,116776;5,28041940510657;548,845018;2,74326394097688;618,746744;3,58215942252384;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Table Average;Girl;ASRREA0; ; ;416,726546444444;,965656152961622;522,694665587302;,649975008890347;612,509335746032;,800125533292079;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Table Average;Boy;ASRREA0; ; ;391,229042031746;,95317201785682;504,999808730159;,735131216727297;600,777477333333;,703784552372607;TOTWGT;150;JRR;FULL;5;N;25-FEB-26;21h18m;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
