"";"S_SEX";"percentile";"dvar";"groupvar";"refgroup";"compgroup";"val";"val_se";"cval";"cval_se";"valdiff";"valdiff_se";"valdiff_t";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"76";"Boy";10;"PVCIL";"IDCNTRY";"Italy";"Italy";342,846392289225;9,1927311153872;342,846392289225;9,1927311153872;0;13,0004850186297;0;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"77";"Boy";10;"PVCIL";"IDCNTRY";"Italy";"Kazakhstan";342,846392289225;9,1927311153872;250,202041602083;9,04714774072294;-92,644350687142;12,8979528454044;-7,18287249128464;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"78";"Boy";10;"PVCIL";"IDCNTRY";"Italy";"Korea, Republic of";342,846392289225;9,1927311153872;390,134575983595;8,14159736326727;47,2881836943692;12,2797358678991;3,85091212083697;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"79";"Boy";10;"PVCIL";"IDCNTRY";"Italy";"Luxembourg";342,846392289225;9,1927311153872;351,255707828535;3,47989038823997;8,40931553930961;9,82934089723075;0,855531986043825;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"80";"Boy";10;"PVCIL";"IDCNTRY";"Italy";"Portugal";342,846392289225;9,1927311153872;416,159710799135;7,76790772448596;73,3133185099094;12,0352272839335;6,09156078072407;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"81";"Boy";10;"PVCIL";"IDCNTRY";"Italy";"United States";342,846392289225;9,1927311153872;394,700167073393;3,76231360168784;51,8537747841678;9,93283992608626;5,22043797846637;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"82";"Boy";10;"PVCIL";"IDCNTRY";"Italy";"Uruguay";342,846392289225;9,1927311153872;308,572178881003;8,08243034897675;-34,274213408222;12,2405876372774;-2,80004640494902;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"83";"Boy";10;"PVCIL";"IDCNTRY";"Italy";"Russian Federation (Moscow)";342,846392289225;9,1927311153872;454,920616094892;6,24181904834129;112,074223805667;11,11155301441;10,0862789981134;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"84";"Boy";10;"PVCIL";"IDCNTRY";"Italy";"Germany, North-Rhine Westphalia";342,846392289225;9,1927311153872;412,499560197375;10,4861716906781;69,6531679081498;13,9451103289356;4,99480938229809;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"85";"Boy";10;"PVCIL";"IDCNTRY";"Kazakhstan";"Chile";250,202041602083;9,04714774072294;356,748840334818;10,3271404461245;106,546798732734;13,7295561485595;7,76039644543882;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"86";"Boy";10;"PVCIL";"IDCNTRY";"Kazakhstan";"Denmark";250,202041602083;9,04714774072294;447,673843692806;5,42640167262488;197,471802090723;10,5497259374419;18,7181926110401;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"87";"Boy";10;"PVCIL";"IDCNTRY";"Kazakhstan";"Finland";250,202041602083;9,04714774072294;401,847594564067;8,11452624483247;151,645552961984;12,1530415296148;12,4779918337685;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
