"";"IDCNTRY";"BSBG01";"dvar";"n";"TOTWGT";"sumw_se";"pct";"pct_se";"mnpv";"mnpv_se";"mnpv_ci";"mnx_svr";"mnx_ivr";"sdpv";"sdpv_se";"vrpv";"vrpv_se";"DEff1";"DEff2";"DEff3";"DEff4";"DEff5";"pctmiss";"nvarstrat";"weight";"reps";"method";"jk2type";"npv";"shortcut";"date";"time";"selcrit"
"15";"Chile";"Boy";"BSMMAT0";2198;121715,552242;3878,47533151783;49,9975262776825;1,12900199243236;427,401993206975;3,58201845525531;"420 to 434";9,21228535266205;3,61857086112757;83,8279648442259;2,84074127199588;7030,14211466797;479,03859191213;2,13135959743455;1,88218580151123;2,88025517477146;1,3927983906927;4,011614772206;0;85;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"16";"Chile";"<Other>";"BSMMAT0";132;7433,309982;873,70623361577;3,05340693370293;0,356972254121722;427,895136923577;8,60895930546345;"411 to 445";64,3412735489782;9,77290677414756;82,39878006701;6,07258438230501;6798,18820722769;1001,04074148777;1,18975992644863;1,20954692111131;1,24931052944893;1,1518917210538;1,43907045589756;0;58;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"17";"Chinese Taipei";"Girl";"BSMMAT0";2635;87666,59302;1769,16233813596;47,9574124847015;0,774237114674004;604,887493117466;3,38115591267311;"598 to 612";8,919082606391;2,5131326994133;93,027118531864;1,93928969545849;8654,5019159873;360,716686366058;1,76516300154965;1,97189651871508;2,71555577617077;1,28177031319482;3,48071877772042;0;93;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"18";"Chinese Taipei";"Boy";"BSMMAT0";2896;95090,2367830003;1512,44015740121;52,018466231828;0,776344914535874;600,512625755217;3,79784287205843;"593 to 608";12,8763241150157;1,54728636582938;101,994718600271;2,43461971545704;10404,5282533808;495,584504318618;1,43067222331641;2,80614432479949;3,5840005167912;1,12016522355359;4,01467274010761;0;92;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"19";"Chinese Taipei";"<Other>";"BSMMAT0";1;44,093929;44,093929;0,0241212834704517;0,0241465303576873;657,905436;NA;". to .";NA;199,545819042576;1,52587890625e-06;NA;1,16415321826935e-11;NA;17140855336829;NA;NA;NA;NA;0;1;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"20";"Cyprus";"Girl";"BSMMAT0";2069;4728,555619;82,0523826560555;49,4784013024527;0,734700056629575;491,667681050731;3,20435960743266;"485 to 498";9,12886198740051;1,1390585063455;90,7810009030498;2,30981244880007;8241,68194199554;419,184953634279;1,28595037593239;2,00448553982323;2,29171855755434;1,12477552053231;2,57766893348673;0;121;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"21";"Cyprus";"Boy";"BSMMAT0";2104;4828,251987;84,1456048080445;50,5215986975473;0,734700056629571;497,120711805395;3,19110420988993;"491 to 503";9,34363126799509;0,83951481038215;93,658302611597;2,5224639596877;8772,81736016613;472,188531507002;1,20134229273532;2,03292733206751;2,24089928933496;1,08984888062286;2,44224158207028;0;121;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"22";"Czech Republic";"Girl";"BSMMAT0";3967;54484,3400969995;1140,09067546654;48,3611180932062;0,654654630473704;508,270257117388;2,46147771206688;"503 to 513";5,9493859568183;0,109486570183689;82,0564880508962;1,52504797076036;6733,30723830234;250,26346259364;1,06450518423517;3,35334165284973;3,5051443897351;1,01840300343235;3,56964957397027;0;105;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"23";"Czech Republic";"Boy";"BSMMAT0";4127;58177,1165549995;1277,98405102787;51,6388819067938;0,654654630473704;527,579242085334;2,62800890055938;"522 to 533";6,11937570000489;0,787055081414436;83,9606893476951;1,69342882517762;7049,86059488378;284,410247078789;1,46074334056402;2,76779351906981;3,58229261047346;1,12861689165674;4,04303595103748;0;105;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"24";"Finland";"Girl";"BSMMAT0";2861;28126,2988510001;693,23773983663;48,9927388027346;0,874850332905715;503,30245107587;2,82073190642352;"498 to 509";7,10955320760835;0,846975280307327;78,4839240359052;1,5833988080726;6160,03721068088;248,434590642776;1,39337364273672;2,65210401612707;3,30199819113093;1,11913199825285;3,69537183386765;0;82;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"25";"Finland";"Boy";"BSMMAT0";2946;29282,8183740001;643,743638744269;51,0072611972654;0,874850332905712;505,476952094892;2,95821872945133;"500 to 511";8,39829486164395;0,352763189632695;84,6094633613007;1,60938461895834;7159,07051447608;272,530421767699;1,14516414589806;3,14462545081497;3,45594817265377;1,04200414434647;3,60111231855183;0;82;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"26";"France";"Girl";"BSMMAT0";2231;406396,453289996;9177,02916482332;49,7490993260901;0,727279817428013;472,895876693163;3,52039794743143;"466 to 480";11,6934716315831;0,699730076696278;78,9466526602298;2,0511796033318;6232,62859816618;323,856009297306;1,25047181562667;3,54762684686255;4,18573556873546;1,05983937865008;4,43620738436213;0;75;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"27";"France";"Boy";"BSMMAT0";2250;410495,628767997;8594,62476464619;50,2509006739099;0,727279817428016;484,748766571535;3,41347407975329;"478 to 491";11,2916633127397;0,360141980407869;83,2595743153942;2,17758307358239;6932,81873099827;362,331574211706;1,11688167358171;3,38577993530862;3,66463388694516;1,03189450220337;3,78151556052687;0;75;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"28";"Georgia";"Girl";"BSMMAT0";2383;20699,7370079999;474,221519296226;49,6073118140674;0,780774067391333;462,652814488956;3,46925191768023;"456 to 469";11,8952781077485;0,140430760579422;89,9164713832784;2,25194961100529;8086,53222799579;405,468423884746;1,04138319034978;3,40582894048973;3,50538981748302;1,01180558868043;3,5467730078328;0;80;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"29";"Georgia";"Boy";"BSMMAT0";2462;21027,4524949999;390,683304602871;50,3926881859326;0,78077406739133;471,091970545242;3,81549080036127;"464 to 479";10,3688508839654;4,18911916367613;94,0135476518789;2,60968416931251;8840,64805748541;490,240889320619;2,16661259603452;1,87121420029082;2,88758366019423;1,40400997280752;4,05419625622876;0;80;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"30";"Palestinian National Authority";"Girl";"BSMMAT0";3241;53605,2994560001;3038,80946502832;48,8652577680232;2,69987914119203;391,350908008186;4,09617540648679;"383 to 399";14,866062594171;1,91259036653618;86,8405896777014;1,80362789358276;7541,75206986828;313,416117097832;1,82191847736676;3,95762764465394;6,38855645496576;1,12865480381376;7,21047493233252;0;66;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"31";"Palestinian National Authority";"Boy";"BSMMAT0";3270;56094,9291;2944,93956759583;51,1347422319768;2,69987914119203;372,654058720545;4,17604217487484;"364 to 381";14,635134793664;2,80419345266932;90,7255475602346;1,81826422420356;8231,56448640848;329,658016634384;2,11396959901963;3,27715047087398;5,81382686782084;1,1916069439882;6,92779646684047;0;71;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"32";"Hong Kong, SAR";"Girl";"BSMMAT0";2092;25561,6001;951,147516293797;46,8440632375723;1,58186688602013;571,505586042395;5,69364538446409;"560 to 583";31,7451121802253;0,672485583803941;92,7857909309136;3,98205888120124;8609,3775134774;738,619140443309;1,16340784674798;6,77078103640408;7,71377193961696;1,02118390950979;7,87717978636495;0;69;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"33";"Hong Kong, SAR";"Boy";"BSMMAT0";2108;26699,7446230004;966,70877968068;48,9298213200222;1,59293133059605;580,531459906882;6,39230935798702;"568 to 593";39,3124271645852;1,54919176362332;101,608424026348;4,75384743755663;10324,9010512716;965,999467734795;1,31629322368332;6,33793282731196;8,02628480906746;1,039407176696;8,34257803275078;0;64;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"34";"Hong Kong, SAR";"<Other>";"BSMMAT0";205;2306,082467;202,176766813739;4,22611544240553;0,36612944812655;558,189104951999;6,90138775631545;"545 to 572";44,3610531500407;3,26809981298004;87,4815403683463;5,30095095347576;7656,31354769639;927,46088076295;1,08750431359521;1,17267055425347;1,18777997258152;1,07367047400625;1,27528428617673;0;61;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"35";"Hungary";"Girl";"BSMMAT0";2672;42687,4745369998;1120,95123556469;50,0449628194721;1,04643938598453;498,146792468549;3,84025635743181;"491 to 506";13,6901214541798;1,05744743661564;89,3400621230673;2,95205427494574;7982,7799037307;528,122106441954;1,35394932400886;3,64586280754255;4,58236415969242;1,07724164026995;4,93631348370128;0;80;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"36";"Hungary";"Boy";"BSMMAT0";2703;42610,7695459999;1059,44040108843;49,9550371805279;1,04643938598453;513,853030074816;4,52913727236862;"505 to 523";20,1150599601224;0,39802447183627;91,6633450175119;2,92093544015216;8402,41762988373;535,172439047436;1,12804173688619;5,84988839983434;6,4708765342533;1,01978738679504;6,59891827113949;0;80;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"37";"Iran, Islamic Republic of";"Girl";"BSMMAT0";3077;590307,713939003;17386,9108568784;48,5497587372755;1,37934248169335;423,176713405812;5,48667921717992;"412 to 434";29,0840885518565;1,01956028037755;88,7426325620804;3,72014006922644;7876,36004980564;660,315243065232;1,3983041611714;8,410453706078;11,3620682533768;1,03505560363563;11,7603724145482;0;59;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"38";"Iran, Islamic Republic of";"Boy";"BSMMAT0";3142;625574,155080002;17966,5162891899;51,4502412627245;1,37934248169335;423,594885290783;5,17421801945565;"413 to 434";23,7866138289726;2,98591828388694;91,203573080156;3,39170434771158;8319,83603747524;618,265725323335;2,12763703583992;4,75207536667943;8,98305451140981;1,12552935467637;10,1106915472497;0;63;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"39";"Ireland";"Girl";"BSMMAT0";2283;32283,9520680002;1199,35196780587;45,769985586492;1,5357720840411;514,123102405813;3,43473191287477;"507 to 521";11,0374427873771;0,759940525943299;78,299986355288;1,85669706457468;6131,38051949712;290,481886184589;1,28296143343438;3,42388942660632;4,10975665324529;1,0688511406657;4,39271808667967;0;73;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"40";"Ireland";"Boy";"BSMMAT0";2583;35934,9363090003;1276,64064104652;50,9461020586981;1,499019093655;529,985249581052;2,93685889866978;"524 to 536";8,37491434815929;0,250225842536559;79,5329590789692;2,38750467327536;6326,15014202549;379,653169370665;1,10216851272281;3,19523698177037;3,41952107927196;1,02987801810672;3,52168959199477;0;70;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"41";"Ireland";"<Other>";"BSMMAT0";177;2316,314233;262,474318464398;3,2839123548099;0,330545851405105;521,998736960723;6,95850217929787;"508 to 536";41,6745242945774;6,74622828471584;73,6657728466272;5,20606585962389;5429,27560525484;766,669989106134;1,21993401941854;1,29397704177558;1,35863259419006;1,16187895120362;1,5785666136086;0;72;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"42";"Israel";"Girl";"BSMMAT0";2578;55044,8639679999;1237,3695739913;49,9188810415208;0,980083304574736;480,610606346317;4,27078191408926;"472 to 489";17,5889277689385;0,650650388773432;95,5383258854694;2,61138347233102;9128,09232798132;498,932254299955;1,1837598308593;4,35165122022846;4,967550081557;1,0369920439336;5,1513099124163;0;92;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"43";"Israel";"Boy";"BSMMAT0";2578;55223,7614889999;1130,11223766089;50,0811189584792;0,98008330457474;494,988554956009;4,63800885573346;"486 to 504";20,1912664016613;1,31985974420077;103,478060494743;3,36048823318592;10709,1626800738;695,393330669478;1,31772777407525;3,92974929270754;4,86061201407805;1,06536785350384;5,1783397881533;0;92;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"44";"Italy";"Girl";"BSMMAT0";2237;260323,307551;8072,49726982138;49,1134209698383;0,724749557895953;492,647170180726;3,35601897648467;"486 to 499";10,3196061579666;0,943257212558663;84,4229767227245;1,56103103551908;7127,36612641132;263,590150579368;1,29605135292189;2,72749222580208;3,23891863641284;1,09140438095406;3,53496998933473;0;76;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"45";"Italy";"Boy";"BSMMAT0";2326;269721,845913;8172,5925239525;50,8865790301617;0,724749557895947;508,797418971265;3,35739626920389;"502 to 515";10,5890502688505;0,683059439613712;84,7808737019237;1,83056692854361;7187,97698945778;310,442692433255;1,2210352452257;2,98730825635027;3,42657342413171;1,0645062042649;3,64760866935741;0;76;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"46";"Ivory Coast";"Girl";"BSMMAT0";4016;194640,172109001;9288,28357394695;49,4586711063087;1,38300947180577;257,880957237575;8,6713260480756;"241 to 275";72,4128483650511;2,77904706698323;78,5076850992122;8,6942697975086;6166,1770029275;1340,19123284925;2,8099793463123;17,4279225708316;47,1621231268545;1,03837781733116;48,9721024731668;0;77;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"47";"Ivory Coast";"Boy";"BSMMAT0";4233;198900,874901001;6047,08376649187;50,5413288936913;1,38300947180576;268,372286858603;3,6459201767421;"261 to 276";12,2421500479661;1,05058388720903;70,9931154772885;2,62771209345794;5041,50623219548;373,087592753188;1,88210177469505;5,93006109787125;10,2788767416585;1,08581694253809;11,1609785163536;0;77;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"48";"Japan";"Girl";"BSMMAT0";1813;497742,501264001;19884,9038556609;47,9933093763009;1,29014699872148;587,597477975184;3,36871874022313;"581 to 594";10,3798439972941;0,968421953436393;81,1498382693041;1,70078859045288;6585,38477001796;275,989368489647;1,26661297143544;2,46661985433335;2,85763973166338;1,09329831485799;3,12425270309882;0;68;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"49";"Japan";"Boy";"BSMMAT0";1984;524173,653794001;13860,7188326567;50,5418530054326;1,32597613037302;601,89842744059;3,52637577060841;"595 to 609";10,1616333763334;2,27369269920064;87,065114378007;1,97558618677903;7581,33896586844;344,163990945912;1,59501446057521;2,04027311165655;2,65925065603977;1,22375267980993;3,25426511661498;0;68;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"50";"Japan";"<Other>";"BSMMAT0";49;15191,94966;1899,10157631657;1,4648376182665;0,18000472310906;589,108039369905;14,4526379893537;"561 to 617";203,612030943857;5,26671390745121;78,1219547326473;8,84285259897504;6109,35716924147;1374,33921296269;1,04224159339781;1,60740906222813;1,63306698886091;1,02586641802568;1,67530858225873;0;33;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"51";"Kazakhstan";"Girl";"BSMMAT0";3068;147045,078026001;3381,11750831727;47,4454085602607;0,792863971159607;451,793893922497;4,00497477438091;"444 to 460";14,3319695953679;1,70785334805956;91,4500334709417;3,22344785998125;8364,32925322485;589,569674167251;1,62643326359093;3,61732522905509;5,25690481417094;1,11916389695744;5,88333807776187;0;94;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"52";"Kazakhstan";"Boy";"BSMMAT0";3287;162879,701817002;4349,14272573147;52,5545914397393;0,7928639711596;456,327309590189;3,57048693708615;"449 to 463";10,9569905910903;1,79138637681248;92,9329912541937;2,92988966781678;8639,23950423647;546,297428754143;1,68157469389466;2,88444939487167;4,1688424143413;1,16349255408407;4,85041710823596;0;94;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"53";"Jordan";"Girl";"BSMMAT0";3434;82839,0413489994;4244,46032815723;48,289772317815;2,07839751587388;393,688321496527;4,10730981104977;"386 to 402";16,1702331640463;0,699760719899401;84,16079502686;2,31728134550646;7083,75476893259;389,956225510715;1,33922381427902;6,10658679889335;7,83886265076086;1,04327462150981;8,17808646503989;0;64;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"54";"Jordan";"Boy";"BSMMAT0";3514;88706,686396001;3754,35530785801;51,710227682185;2,07839751587388;383,233846354927;5,28096005880227;"373 to 394";26,2888643369702;1,59967480569463;90,1334866408105;2,56499019902831;8124,47681025687;462,313187060769;1,69189160095999;7,12950839838868;11,3704637772475;1,06084990150925;12,0623553782075;0;64;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"55";"Korea, Republic of";"Girl";"BSMMAT0";2121;199888,682236002;5079,68334894834;49,3071137082008;0,996958943896182;593,1198244024;3,56547151317474;"586 to 600";9,286268341837;3,42631876942358;95,573723393871;2,00289365954363;9135,15149214817;383,239731949693;1,79552288937887;1,64387166864306;2,15608631887117;1,36896615984993;2,95160920825005;0;80;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"56";"Korea, Republic of";"Boy";"BSMMAT0";2126;205506,538053999;5068,75697174277;50,6928862917992;0,996958943896187;599,102736354369;3,5009622325335;"592 to 606";10,8275766167181;1,42915993690786;100,810662191295;2,09903114210545;10163,7154386409;423,298471745531;1,29894520800086;1,97376199485874;2,26486347695512;1,13199259515755;2,56380868495599;0;76;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"57";"Kuwait";"Girl";"BSMMAT0";2217;21865,3705040001;745,258108351269;49,4379800180549;1,40916340561995;397,900845982858;5,50040683650621;"387 to 409";27,8554928510644;2,39898251601984;88,0257560748219;3,46646782026436;7750,43807563768;610,232937128534;1,68622498317018;5,13231790196478;7,96801768469438;1,086122422204;8,65424266786456;0;54;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"58";"Kuwait";"Boy";"BSMMAT0";2102;22362,5095509996;693,136811261627;50,5620199819451;1,40916340561995;399,601116846229;8,2225134185358;"383 to 416";66,1326568584441;1,47707005955725;101,705312661618;4,42193625555322;10345,0194239023;898,619435973237;1,30012522335295;10,5663598992736;13,4374658007179;1,02233495718642;13,7375910240708;0;52;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"59";"Lithuania";"Girl";"BSMMAT0";2686;13112,6661209999;380,074690752056;50,3314604670363;0,835165153138632;509,952820284701;3,08196596708766;"504 to 516";8,3682760788047;1,13023814348188;89,604323345988;2,08599607726385;8029,56259049701;373,943439234444;1,37808032743717;2,30565999788673;2,79930435740935;1,13506224374511;3,17738468484652;0;105;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"60";"Lithuania";"Boy";"BSMMAT0";2662;12939,9578229999;387,093761454851;49,6685395329637;0,83516515313863;516,991782853508;3,99244159029785;"509 to 525";15,3632017515773;0,57638810036274;95,095193526276;2,30289979054851;9044,55146708626;438,402556570478;1,16964303080691;4,01092758813461;4,52171046972591;1,0375174465377;4,69135350053283;0;105;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"61";"Malaysia";"Girl";"BSMMAT0";4509;213206,137346999;5157,87425559423;51,6975468152477;1,13590493788811;410,870860789391;3,71806455080259;"404 to 418";12,8806318580639;0,943372145870931;84,1172582005382;1,91665021953994;7076,34155127147;322,45924085215;1,60111075404037;5,50153556753348;8,20745700687309;1,07323958609067;8,80856776091347;0;90;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
"62";"Malaysia";"Boy";"BSMMAT0";4264;199204,413019998;4786,24429032128;48,3024531847523;1,13590493788811;410,474894476516;3,87507732228702;"403 to 418";14,5071433145128;0,509080939190354;91,194409889857;2,16362390844367;8316,81866841411;394,495654826157;1,26100378176474;6,10526219502724;7,4377549348299;1,03509174260939;7,69875871659464;0;88;"TOTWGT";250;"JRR";"FULL";5;"N";"04-MAR-26";"13h 9m";"NONE"
