IDCNTRY;Variable;Mean;stdev;TOTWGT;NObs;TOTWGT.se;mean.se;stdev.se;xvar;weight;method;jk2type;missoptn;date;time;reps;infile;selcrit
Jordan;RBSDGHER;3857,70308018883;1711,87344239824;121040,466538001;7649;2567,53790119393;46,7786285828125;24,0301703706029; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Jordan;RBSDGSLM;3770,2736957075;2058,82514868121;121040,466538001;7649;2567,53790119393;44,3952344403056;13,0752569447526; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Kazakhstan;RBSDGHER;2442,40771088061;1000,83514807058;229626,375277999;4843;6254,73524101637;37,8736879072789;25,0161736057575; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Kazakhstan;RBSDGSLM;2379,44763799312;1243,30787166075;229626,375277999;4843;6254,73524101637;37,3702736110688;12,9575284953366; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Korea, Republic of;RBSDGHER;2604,09172252951;1311,07604472432;566636,275908993;5301;6879,07469673907;35,3168831223797;9,29915666972842; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Korea, Republic of;RBSDGSLM;2656,55628820427;1338,15983171629;566636,275908993;5301;6879,07469673907;22,9162206166631;7,86362053815589; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Kuwait;RBSDGHER;2042,6496609883;793,56735494206;35319,7197680001;4097;733,471192139287;23,096280804434;21,2466235040956; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Kuwait;RBSDGSLM;1984,47505520587;1106,75120743241;35319,7197680001;4097;733,471192139287;32,993260607652;9,31481916387114; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Lebanon;RBSDGHER;1910,76944906012;831,086324835147;56491,6780690002;3715;1460,92309618149;19,5951317106299;14,5354530074171; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Lebanon;RBSDGSLM;1848,03611927045;995,206631730256;56491,6780690002;3715;1460,92309618149;29,5281043259267;13,6841803502328; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Lithuania;RBSDGHER;2140,72786716591;853,842454244459;27111,102605;4311;516,704016586776;25,7610804712713;23,6985091870463; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Lithuania;RBSDGSLM;2200,46064779324;1144,93713172917;27111,102605;4311;516,704016586776;33,2873538307131;10,2787572537783; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Malaysia;RBSDGHER;5214,49634134038;2149,12269345285;443825,142331995;9677;8329,16135086499;48,0107337304209;30,7999371303136; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Malaysia;RBSDGSLM;5076,57094946478;2489,54755186819;443825,142331995;9677;8329,16135086499;64,4847564321816;18,5275183875167; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Malta;RBSDGHER;1882,10517009233;821,052757763043;3910,70330700004;3753;14,5862125257217;13,6207430308066;11,0815010301646; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Malta;RBSDGSLM;1877,26814993151;991,529992347908;3910,70330700004;3753;14,5862125257217;15,6833103044598;5,31062144050426; RBSDGHER RBSDGSLM;TOTWGT;JRR;FULL;LISTWISE;26-FEB-26; 2h 9m;150;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
