"";"IDCNTRY";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnx";"mnx_se";"cmnx";"cmnx_se";"mnxdiff";"mnxdiff_se";"mnxdiff_t";"weight";"method";"jk2type";"date";"time";"reps";"selcrit"
"41";"Ireland";"BSDGSLM";"BSBG01";"Girl";"Girl";50,3792410942604;1,12884855327495;50,3792410942604;1,12884855327495;0;NA;NA;2,41952322745866;0,0206836837907491;2,41952322745866;0,0206836837907491;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"42";"Ireland";"BSDGSLM";"BSBG01";"Girl";"Boy";50,3792410942604;1,12884855327495;49,6207589057396;1,12884855327495;-0,758482188520844;2,2576971065499;-0,335953917963742;2,41952322745866;0,0206836837907491;2,33999877327526;0,0253713961786047;-0,0795244541833933;0,0293432538805528;-2,7101443659627;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"43";"Ireland";"BSDGSLM";"BSBG01";"Boy";"Girl";49,6207589057396;1,12884855327495;50,3792410942604;1,12884855327495;0,758482188520844;2,2576971065499;0,335953917963742;2,33999877327526;0,0253713961786047;2,41952322745866;0,0206836837907491;0,0795244541833933;0,0293432538805528;2,7101443659627;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"44";"Ireland";"BSDGSLM";"BSBG01";"Boy";"Boy";49,6207589057396;1,12884855327495;49,6207589057396;1,12884855327495;0;NA;NA;2,33999877327526;0,0253713961786047;2,33999877327526;0,0253713961786047;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"45";"Israel";"BSDGSLM";"BSBG01";"Girl";"Girl";49,3607272053286;1,22266718030916;49,3607272053286;1,22266718030916;0;NA;NA;2,26755124132387;0,021364417804133;2,26755124132387;0,021364417804133;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"46";"Israel";"BSDGSLM";"BSBG01";"Girl";"Boy";49,3607272053286;1,22266718030916;50,6392727946714;1,22266718030915;1,27854558934271;2,44533436061831;0,522851030081395;2,26755124132387;0,021364417804133;2,23384488621772;0,024125267279338;-0,0337063551061445;0,0262385719774824;-1,28461088259951;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"47";"Israel";"BSDGSLM";"BSBG01";"Boy";"Girl";50,6392727946714;1,22266718030915;49,3607272053286;1,22266718030916;-1,27854558934271;2,44533436061831;-0,522851030081395;2,23384488621772;0,024125267279338;2,26755124132387;0,021364417804133;0,0337063551061445;0,0262385719774824;1,28461088259951;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"48";"Israel";"BSDGSLM";"BSBG01";"Boy";"Boy";50,6392727946714;1,22266718030915;50,6392727946714;1,22266718030915;0;NA;NA;2,23384488621772;0,024125267279338;2,23384488621772;0,024125267279338;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"49";"Italy";"BSDGSLM";"BSBG01";"Girl";"Girl";49,1045512075511;0,840658103438717;49,1045512075511;0,840658103438717;0;NA;NA;2,40024107741709;0,0253558034006919;2,40024107741709;0,0253558034006919;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"50";"Italy";"BSDGSLM";"BSBG01";"Girl";"Boy";49,1045512075511;0,840658103438717;50,8954487924489;0,840658103438714;1,79089758489781;1,68131620687743;1,0651759482078;2,40024107741709;0,0253558034006919;2,28128035853658;0,0217836144574324;-0,118960718880511;0,0273254258540792;-4,35348087586172;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"51";"Italy";"BSDGSLM";"BSBG01";"Boy";"Girl";50,8954487924489;0,840658103438714;49,1045512075511;0,840658103438717;-1,79089758489781;1,68131620687743;-1,0651759482078;2,28128035853658;0,0217836144574324;2,40024107741709;0,0253558034006919;0,118960718880511;0,0273254258540792;4,35348087586172;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"52";"Italy";"BSDGSLM";"BSBG01";"Boy";"Boy";50,8954487924489;0,840658103438714;50,8954487924489;0,840658103438714;0;NA;NA;2,28128035853658;0,0217836144574324;2,28128035853658;0,0217836144574324;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"53";"Japan";"BSDGSLM";"BSBG01";"Girl";"Girl";51,0670724449135;0,972584648267277;51,0670724449135;0,972584648267277;0;NA;NA;2,58596163974672;0,0156074190580804;2,58596163974672;0,0156074190580804;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"54";"Japan";"BSDGSLM";"BSBG01";"Girl";"Boy";51,0670724449135;0,972584648267277;48,9329275550865;0,972584648267285;-2,13414488982693;1,94516929653456;-1,0971512318383;2,58596163974672;0,0156074190580804;2,39840201090178;0,0197078654133291;-0,187559628844943;0,0205097927553907;-9,1448817197651;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"55";"Japan";"BSDGSLM";"BSBG01";"Boy";"Girl";48,9329275550865;0,972584648267285;51,0670724449135;0,972584648267277;2,13414488982693;1,94516929653456;1,0971512318383;2,39840201090178;0,0197078654133291;2,58596163974672;0,0156074190580804;0,187559628844943;0,0205097927553907;9,1448817197651;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"56";"Japan";"BSDGSLM";"BSBG01";"Boy";"Boy";48,9329275550865;0,972584648267285;48,9329275550865;0,972584648267285;0;NA;NA;2,39840201090178;0,0197078654133291;2,39840201090178;0,0197078654133291;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"57";"Kazakhstan";"BSDGSLM";"BSBG01";"Girl";"Girl";49,6699715868642;0,911393676731237;49,6699715868642;0,911393676731237;0;NA;NA;1,72964444125801;0,0209799222806209;1,72964444125801;0,0209799222806209;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"58";"Kazakhstan";"BSDGSLM";"BSBG01";"Girl";"Boy";49,6699715868642;0,911393676731237;50,3300284131358;0,911393676731238;0,660056826271685;1,82278735346247;0,36211400359887;1,72964444125801;0,0209799222806209;1,82478310059991;0,025291312852376;0,0951386593419088;0,0259936389782163;3,66007465986731;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"59";"Kazakhstan";"BSDGSLM";"BSBG01";"Boy";"Girl";50,3300284131358;0,911393676731238;49,6699715868642;0,911393676731237;-0,660056826271685;1,82278735346247;-0,36211400359887;1,82478310059991;0,025291312852376;1,72964444125801;0,0209799222806209;-0,0951386593419088;0,0259936389782163;-3,66007465986731;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"60";"Kazakhstan";"BSDGSLM";"BSBG01";"Boy";"Boy";50,3300284131358;0,911393676731238;50,3300284131358;0,911393676731238;0;NA;NA;1,82478310059991;0,025291312852376;1,82478310059991;0,025291312852376;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"61";"Jordan";"BSDGSLM";"BSBG01";"Girl";"Girl";50,939394053996;2,58754441711115;50,939394053996;2,58754441711115;0;NA;NA;1,89720855478353;0,0261473164367526;1,89720855478353;0,0261473164367526;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"62";"Jordan";"BSDGSLM";"BSBG01";"Girl";"Boy";50,939394053996;2,58754441711115;49,060605946004;2,58754441711115;-1,87878810799207;5,1750888342223;-0,363044610088206;1,89720855478353;0,0261473164367526;1,8082009941768;0,0240149524935479;-0,0890075606067275;0,0365676742469726;-2,4340503584008;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"63";"Jordan";"BSDGSLM";"BSBG01";"Boy";"Girl";49,060605946004;2,58754441711115;50,939394053996;2,58754441711115;1,87878810799207;5,1750888342223;0,363044610088206;1,8082009941768;0,0240149524935479;1,89720855478353;0,0261473164367526;0,0890075606067275;0,0365676742469726;2,4340503584008;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"64";"Jordan";"BSDGSLM";"BSBG01";"Boy";"Boy";49,060605946004;2,58754441711115;49,060605946004;2,58754441711115;0;NA;NA;1,8082009941768;0,0240149524935479;1,8082009941768;0,0240149524935479;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
"65";"Korea, Republic of";"BSDGSLM";"BSBG01";"Girl";"Girl";47,4150705937311;0,547594236563721;47,4150705937311;0,547594236563721;0;NA;NA;2,56370642396627;0,0143649479608093;2,56370642396627;0,0143649479608093;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h58m";150;"NONE"
