"";"IDCNTRY";"Variable";"TOTWGT";"mean";"stdev";"TOTWGT.se";"mean.se";"stdev.se";"NObs";"xvar";"weight";"method";"jk2type";"shortcut";"missoptn";"date";"time";"reps";"npv";"selcrit"
"23";"Georgia";"BSSSCI0_";41916,0811850004;447,785604876224;78,9589096153006;576,930043381492;2,91919798134172;1,55572363444013;4872;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"24";"Georgia";"BSMALG0_";41916,0811850004;476,425903507569;100,913588066214;576,930043381492;3,50137069565993;1,60968689649108;4872;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"25";"Hong Kong, SAR";"BSSSCI0_";55201,5423029996;527,697980044216;95,1285925157655;881,527514616983;4,72625109880324;3,43483928733761;4463;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"26";"Hong Kong, SAR";"BSMALG0_";55201,5423029996;577,487736713339;102,429750805376;881,527514616983;5,47632536278232;4,73031422146203;4463;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"27";"Hungary";"BSSSCI0_";86045,8516529997;521,637572276692;84,1862216871385;1258,92258227371;3,27638148892158;2,20546726129505;5426;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"28";"Hungary";"BSMALG0_";86045,8516529997;504,255171272001;94,5709515819947;1258,92258227371;3,87139428490624;3,04082116299209;5426;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"29";"Iran, Islamic Republic of";"BSSSCI0_";1217044,47189799;419,002810986176;93,4737424984612;11073,0390503595;3,55430834707005;2,04492888053585;6226;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"30";"Iran, Islamic Republic of";"BSMALG0_";1217044,47189799;423,886542118205;102,086980003796;11073,0390503595;3,78475156537966;2,78705435304469;6226;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"31";"Ireland";"BSSSCI0_";71441,7096250003;524,958908946431;87,8655945364978;1420,24416861212;3,53587599102859;2,01508113165901;5090;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"32";"Ireland";"BSMALG0_";71441,7096250003;502,662823373245;84,9246690375213;1420,24416861212;2,9483613631046;1,66901197146331;5090;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"33";"Israel";"BSSSCI0_";111270,061279001;480,502787425251;99,7896242858439;967,325534992044;3,62716949375471;2,30511746683774;5198;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"34";"Israel";"BSMALG0_";111270,061279001;493,922996683895;105,248656965812;967,325534992044;4,11040085956876;2,76545913914543;5198;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"35";"Italy";"BSSSCI0_";533445,847878998;500,651024798336;82,3663887613417;14479,7183680117;3,19849530574653;1,46291161659228;4591;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"36";"Italy";"BSMALG0_";533445,847878998;491,666736229818;92,4884051784783;14479,7183680117;3,30685297113918;1,94347434582743;4591;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"37";"Japan";"BSSSCI0_";1051028,349968;556,987326658816;78,7183189424923;18957,9563297797;3,08947926353048;1,64821620452895;3905;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"38";"Japan";"BSMALG0_";1051028,349968;593,113935470664;93,3114892744821;18957,9563297797;3,51152166674288;2,25579611068617;3905;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"39";"Jordan";"BSSSCI0_";172066,297079003;412,736248633723;97,7103839528439;3697,93909655209;3,6161822581867;1,86005577275744;6962;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"40";"Jordan";"BSMALG0_";172066,297079003;405,100052647116;101,668126548154;3697,93909655209;3,43485302837956;2,1026021917984;6962;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"41";"Kazakhstan";"BSSSCI0_";310343,801138999;442,680598080035;82,5628058934691;6005,93471159897;3,00230978503324;1,8717251474773;6362;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"42";"Kazakhstan";"BSMALG0_";310343,801138999;465,910004539855;101,830084091776;6005,93471159897;4,06863862548661;2,79725346331706;6362;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"43";"Korea, Republic of";"BSSSCI0_";406313,998984998;545,396155906472;87,127705830728;6086,37641467636;2,24991348735072;1,51911632418508;4257;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"44";"Korea, Republic of";"BSMALG0_";406313,998984998;594,612857596636;107,438205579049;6086,37641467636;3,1168708339573;1,73254337971486;4257;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"45";"Kuwait";"BSSSCI0_";44393,6154540002;419,697167939448;102,825283798671;719,548739306508;5,78819841505847;3,8256198695901;4332;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"46";"Kuwait";"BSMALG0_";44393,6154540002;381,510015909175;111,14621305692;719,548739306508;6,06796255726364;3,59264749505715;4332;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"47";"Lithuania";"BSSSCI0_";26387,9998300003;519,290359886674;85,3192586327352;636,157576623817;2,99616056229472;1,41304364591216;5421;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"48";"Lithuania";"BSMALG0_";26387,9998300003;512,375832991489;97,748025572517;636,157576623817;3,31676859249947;2,20489711315814;5421;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"49";"Malaysia";"BSSSCI0_";412749,182158003;426,398467987641;93,341970556602;3316,71628821871;3,70488822539539;1,81948982166628;8780;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"50";"Malaysia";"BSMALG0_";412749,182158003;406,314545622699;92,1464780391655;3316,71628821871;3,73400308039285;1,91070840248889;8780;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"51";"Malta";"BSSSCI0_";4317,000058;501,168503581187;104,564252146526;11,5110196720423;1,61403749347652;1,32765272398703;3994;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"52";"Malta";"BSMALG0_";4317,000058;496,294398655317;98,1316669529718;11,5110196720423;1,59462827229356;1,58251870246835;3994;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"53";"Morocco";"BSSSCI0_";599011,468401996;326,960203533353;80,6708890652205;9598,08126754621;3,38817873421667;1,46698248049196;8745;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"54";"Morocco";"BSMALG0_";599011,468401996;374,683390538608;88,3824981655654;9598,08126754621;3,77015040857014;1,86366470927514;8745;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"55";"New Zealand";"BSSSCI0_";60808,578114;501,92582600354;96,0527869377204;1913,70383990656;3,98635452913475;1,99121713581502;3930;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"56";"New Zealand";"BSMALG0_";60808,578114;472,248005731876;101,085010326624;1913,70383990656;4,51256604973405;3,02533157395436;3930;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"57";"Norway";"BSSSCI0_";59973,0684389988;488,382477842891;91,0312647686712;934,248612357719;2,62210004816338;1,18740836015652;6324;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"58";"Norway";"BSMALG0_";59973,0684389988;485,422771909206;86,0212840995387;934,248612357719;2,55642911848945;1,891997118076;6324;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"59";"Oman";"BSSSCI0_";65244,7726790002;455,747759633721;98,5306407950251;391,970367584427;2,60950259419507;1,37845225287486;8226;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"60";"Oman";"BSMALG0_";65244,7726790002;418,955369829853;95,9702984133235;391,970367584427;2,75182023936514;1,35776746243985;8226;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"61";"Portugal";"BSSSCI0_";102057,439806;505,580745548019;82,1044437897018;2213,4375191937;2,37646854720649;1,19736871267026;5414;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"62";"Portugal";"BSMALG0_";102057,439806;474,499955595815;92,5271240035678;2213,4375191937;3,34902617864466;1,80478021608371;5414;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"63";"Qatar";"BSSSCI0_";23247,0000249996;481,136843380589;102,748830998452;489,152161467729;4,25633556935691;2,32188789368372;4298;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"64";"Qatar";"BSMALG0_";23247,0000249996;459,092450732776;103,689538779652;489,152161467729;4,35898595502516;2,70433435165991;4298;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"65";"Romania";"BSSSCI0_";159860,845598001;466,151363571774;84,8783915410816;4965,84576961467;4,05592438117069;2,54362008669363;3722;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"66";"Romania";"BSMALG0_";159860,845598001;501,967514221951;109,235556462885;4965,84576961467;5,13627297164856;2,97965293231746;3722;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"67";"Saudi Arabia";"BSSSCI0_";421472,764797998;419,116774752784;94,8566830808513;4447,71672560566;3,4102477126595;1,50274347911424;5882;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"68";"Saudi Arabia";"BSMALG0_";421472,764797998;401,380719514513;89,5835448963074;4447,71672560566;3,46964767818467;1,58395803057784;5882;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"69";"Singapore";"BSSSCI0_";38889,050003;606,153814188516;98,7522654769866;51,5034191506599;5,68331078279798;3,4160740980137;4772;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"70";"Singapore";"BSMALG0_";38889,050003;603,949659809016;109,183390797944;51,5034191506599;6,7523207861437;4,28680657372408;4772;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"71";"South Africa";"BSSSCI0_";975254,078473962;362,32047934283;104,132494771878;18241,0920761272;3,95578002267594;2,67417772713822;11940;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"72";"South Africa";"BSMALG0_";975254,078473962;410,840007747439;83,0020646591955;18241,0920761272;3,61364903914932;2,45677251539983;11940;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"73";"Sweden";"BSSSCI0_";115800,032295;521,309831158871;98,3427134199544;2745,88424556436;2,93844237043011;1,63061121659598;5082;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"74";"Sweden";"BSMALG0_";115800,032295;510,965639957523;83,0977474986363;2745,88424556436;2,78404339978601;1,83875915329714;5082;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"75";"Turkey";"BSSSCI0_";981338,547450006;529,516435756895;97,1017932225405;9373,1574679621;3,56990292901063;1,80878094922933;4925;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"76";"Turkey";"BSMALG0_";981338,547450006;497,544822160424;132,387737937517;9373,1574679621;4,94722956688849;2,85915859999371;4925;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"77";"United Arab Emirates";"BSSSCI0_";78515,4092199992;486,293117329399;117,411767922053;716,692705155029;2,04212068138711;1,57149938116397;32740;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"78";"United Arab Emirates";"BSMALG0_";78515,4092199992;496,42832388717;108,154785868678;716,692705155029;1,76573768440008;1,30963358388751;32740;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"79";"United Arab Emirates (Abu Dhabi)";"BSSSCI0_";27168,0192500002;443,471167531304;122,466410569354;407,703533514692;3,75589520549127;1,88783384438238;12109;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"80";"United Arab Emirates (Abu Dhabi)";"BSMALG0_";27168,0192500002;461,907174175171;105,744340415235;407,703533514692;2,87798531691006;1,68186771000054;12109;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"81";"United Arab Emirates (Dubai)";"BSSSCI0_";23349,2799409992;547,125404735321;103,987518014008;362,067846828322;3,1718130259946;2,37485637851502;8164;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"82";"United Arab Emirates (Dubai)";"BSMALG0_";23349,2799409992;551,811061853127;102,66664511098;362,067846828322;2,876181578301;2,11060274397755;8164;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"83";"United Arab Emirates (Sharjah)";"BSSSCI0_";16000,499908;498,605570737453;101,656914029128;366,943900743735;4,92181228106405;3,33073205051862;6385;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"84";"United Arab Emirates (Sharjah)";"BSMALG0_";16000,499908;503,757542822057;96,9295506390454;366,943900743735;5,02529657392669;3,34906119020664;6385;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"85";"United States";"BSSSCI0_";3593347,06835198;513,395487550125;95,4829223106902;94129,350335186;3,86577108763536;1,75589557894324;8074;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"86";"United States";"BSMALG0_";3593347,06835198;492,216744864795;101,888520501675;94129,350335186;4,59665546894719;2,21218312855785;8074;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"87";"Uzbekistan";"BSSSCI0_";548907,439797002;395,672072536543;73,5414174480243;10483,2689479187;3,70442830287662;1,68420133787959;4339;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"88";"Uzbekistan";"BSMALG0_";548907,439797002;427,393251421395;99,7363583960376;10483,2689479187;5,11135719466154;3,06969293721486;4339;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"89";"Table Average";"BSSSCI0_";NA;483,117440633265;92,639097231977;NA;0,520899421149338;0,305154577904754;NA;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
"90";"Table Average";"BSMALG0_";NA;484,678297575633;98,1370325650072;NA;0,579793390256391;0,366375571031521;NA;" BSSSCI0_ BSMALG0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"04-MAR-26";" 6h40m";250;5;"NONE"
