IDCNTRY;EqVar;TOTWGT;mean;stdev;var;TOTWGT.se;mean.se;stdev.se;var.se;NObs;xvar;dvar;weight;method;jk2type;shortcut;missoptn;date;time;reps;npv;infile;selcrit
Canada (Quebec);ASDGSLR_D2;72459,8078489996;,47816442474155;,499526427037773;,249526651309123;1517,68872606811;,0116974203232152;,000512779994154522;,000512276453503882;3133; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Canada (Quebec);ASDGSLR_D3;72459,8078489996;,163041773897874;,369406330654126;,136461037127345;1517,68872606811;,00843050483534451;,0076905569619963;,00568161527989236;3133; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Canada (Quebec);ASBG01_D2;72459,8078489996;,480866770149476;,499637233099583;,249637364699407;1517,68872606811;,011161525886461;,000429591025463338;,000429260722630847;3133; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Canada (Quebec);ASRINF0_;72459,8078489996;547,210415872896;69,8691561234326;4881,77174489903;1517,68872606811;3,06151996253425;1,29261729632729;180,588463869732;3133; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Chile;ASDAGE;218765,956885;10,0555113367105;,540040751986276;,291644013805903;4443,81819966545;,0150357633213732;,0210056761747586;,0226817249095484;4176; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Chile;ASRIIE0_;218765,956885;492,232456460134;81,0910234708135;6576,08497564045;4443,81819966545;2,89808924741495;1,56812840434055;254,3246634957;4176; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Chile;ASDGSLR_D2;218765,956885;,385409605025164;,486693049195675;,236870124135383;4443,81819966545;,00752054717736975;,00177075600107556;,00172361491846248;4176; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Chile;ASDGSLR_D3;218765,956885;,242626674770528;,428672149134867;,183759811443906;4443,81819966545;,0100440565884641;,00603063512780333;,00517019121384739;4176; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Chile;ASBG01_D2;218765,956885;,52523213358284;,499364074902886;,249364479303615;4443,81819966545;,0143635524733639;,00072783029285624;,00072687206063878;4176; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Chile;ASRINF0_;218765,956885;486,029385839798;82,6565949702884;6832,96013454607;4443,81819966545;2,61746175865042;1,88742126791854;312,446612376256;4176; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Chinese Taipei;ASDAGE;197520,704660002;10,0934620710264;,308370796264056;,0950925479885278;1446,07049494482;,00807625145111876;,00497770905910172;,00306932162333169;4321; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Chinese Taipei;ASRIIE0_;197520,704660002;558,106265562431;64,7677337650416;4195,70198854919;1446,07049494482;2,19646598126241;1,45753693649643;189,273554876383;4321; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Chinese Taipei;ASDGSLR_D2;197520,704660002;,436995471500454;,496015801147472;,246031674987969;1446,07049494482;,00834937408698685;,00106065252319865;,00105219134259563;4321; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Chinese Taipei;ASDGSLR_D3;197520,704660002;,188887245011713;,391420016538806;,153209629347239;1446,07049494482;,00736193477862113;,00585162586211137;,00458081979012169;4321; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Chinese Taipei;ASBG01_D2;197520,704660002;,518826406818465;,499646705491379;,249646830308389;1446,07049494482;,00643384506056407;,000242693146134048;,000242519252662212;4321; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Chinese Taipei;ASRINF0_;197520,704660002;569,22810666225;65,2165731342221;4253,39522764589;1446,07049494482;2,16674199596741;1,09071357618935;142,229736395372;4321; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Czech Republic;ASDAGE;98849,2514580011;10,3089355877972;,44038113871593;,19393554733674;1505,94029017739;,00845367568849066;,00990993113825892;,00872788341232749;5518; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Czech Republic;ASRIIE0_;98849,2514580011;538,162359262855;68,6031228550499;4706,8028015784;1505,94029017739;2,18424057046462;2,17122545428974;297,956072269543;5518; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Czech Republic;ASDGSLR_D2;98849,2514580011;,497289246341796;,499995180846247;,249995180869471;1505,94029017739;,00802746449459523;4,60863772137952E-005;4,60854644196859E-005;5518; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Czech Republic;ASDGSLR_D3;98849,2514580011;,199396158911475;,399548427223245;,159638945696569;1505,94029017739;,00799074284471353;,00601196945223854;,00480409662544791;5518; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Czech Republic;ASBG01_D2;98849,2514580011;,507946703990301;,499939374710612;,249939378386037;1505,94029017739;,00936339999836687;,000149973786925272;,000149953908696425;5518; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Czech Republic;ASRINF0_;98849,2514580011;541,509505433194;71,9517571910614;5177,38595340023;1505,94029017739;2,24004756638866;2,00395444169303;288,566461708006;5518; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark;ASDAGE;54785,8023360008;10,7859469629371;,375429943209972;,140947642258643;1152,63756587101;,00796429211782834;,00844356709177062;,00633901114653781;3433; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark;ASRIIE0_;54785,8023360008;546,877065928001;65,7642769170782;4326,11400742661;1152,63756587101;2,13765353717937;1,69842110066657;224,585174902618;3433; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark;ASDGSLR_D2;54785,8023360008;,525854338306711;,499335662955029;,249336104298738;1152,63756587101;,00977713229955009;,000506665576898175;,00050598612529947;3433; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark;ASDGSLR_D3;54785,8023360008;,269368638620859;,443635850166542;,19681276755299;1152,63756587101;,0116498561823253;,00605675613180307;,0053738447736697;3433; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark;ASBG01_D2;54785,8023360008;,489458345787136;,499893423448808;,249893434807369;1152,63756587101;,00907983412681592;,000192567807172628;,000192523658719792;3433; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark;ASRINF0_;54785,8023360008;544,248058361905;72,8586515871945;5308,87642193965;1152,63756587101;2,50274421680577;1,46889033758925;214,630390685434;3433; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark (Grade 3);ASDAGE;56215,9339839994;9,7595646542062;,353008584643578;,124615060832062;1471,16161769945;,00604661101772918;,00596384553024931;,00421047247523899;3490; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark (Grade 3);ASRIIE0_;56215,9339839994;504,479026606066;84,5894245949451;7155,83361932413;1471,16161769945;2,62119131363776;1,72429148731445;291,695497719068;3490; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark (Grade 3);ASDGSLR_D2;56215,9339839994;,518555996193129;,49966000049729;,249660116096952;1471,16161769945;,0113520857058253;,000422526139286668;,000422231782062086;3490; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark (Grade 3);ASDGSLR_D3;56215,9339839994;,270622501804029;,444285352666575;,197389474594063;1471,16161769945;,011647806299525;,00601382630526806;,00534358812405463;3490; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark (Grade 3);ASBG01_D2;56215,9339839994;,496793127993727;,499994162971748;,249994163005818;1471,16161769945;,00610898049956349;3,98674878919363E-005;3,98668521966071E-005;3490; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Denmark (Grade 3);ASRINF0_;56215,9339839994;498,142194630102;86,9407173751074;7559,30744720936;1471,16161769945;2,4649094692136;1,79341755976805;311,767879598786;3490; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Egypt;ASDAGE;1524283,73586596;9,97948376596775;,468583088862555;,219570111167974;35957,3492433488;,0181777726306462;,014669883028885;,0137459777111013;6865; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Egypt;ASRIIE0_;1524283,73586596;340,535513492615;117,026503305663;13696,4053138112;35957,3492433488;5,65649565938671;2,86303687817811;670,662612162128;6865; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Egypt;ASDGSLR_D2;1524283,73586596;,352339358914625;,47769915719165;,228196484781613;35957,3492433488;,0147704904643958;,00456608388646734;,00436230368865544;6865; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Egypt;ASDGSLR_D3;1524283,73586596;,0925478757725228;,289797897782397;,0839828215590967;35957,3492433488;,0115721752918323;,0162760527599841;,00943042370171553;6865; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Egypt;ASBG01_D2;1524283,73586596;,504715768557972;,499977925036589;,249977925523893;35957,3492433488;,0116568507958532;,000117570211539833;,000117560760819286;6865; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Egypt;ASRINF0_;1524283,73586596;332,729601667281;128,697481631836;16564,1545646122;35957,3492433488;5,70789129459413;2,78141559845899;715,540982161041;6865; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
England;ASDAGE;570445,826916009;10,2590286831878;,293264722846167;,0860041976660389;12762,3164639274;,0059484964543811;,0022663460007007;,00132924495023855;5041; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
England;ASRIIE0_;570445,826916009;561,972103656435;77,9407631781044;6074,99970822871;12762,3164639274;1,84743473977074;1,15705444018548;180,253820028201;5041; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
England;ASDGSLR_D2;570445,826916009;,447012021296712;,497184781992998;,247192707445425;12762,3164639274;,00887905313191043;,000946431085080624;,000941093210111877;5041; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
England;ASDGSLR_D3;570445,826916009;,199163712049958;,399371765970582;,159497807454461;12762,3164639274;,00929840638727486;,00700470126815667;,00559468825830122;5041; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
England;ASBG01_D2;570445,826916009;,499919250274379;,500000431733759;,250000431733946;12762,3164639274;,00843749385421447;1,71728277041893E-005;1,71727336997415E-005;5041; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
England;ASRINF0_;570445,826916009;556,847702964656;83,172791855312;6918,08984730003;12762,3164639274;2,01312255062853;1,33207076653484;221,439995802569;5041; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Finland;ASDAGE;54694,8265369996;10,7892675292791;,341270296150073;,116465415034358;1404,10442835986;,00759801625385959;,00584335415170181;,00398813272418625;4872; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Finland;ASRIIE0_;54694,8265369996;562,846616934835;66,8301069291089;4466,77031870931;1404,10442835986;1,77779161649131;1,45099493253694;193,942244990417;4872; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Finland;ASDGSLR_D2;54694,8265369996;,487575204813198;,499850170092813;,249850192541814;1404,10442835986;,00818665081508763;,000204214016630573;,000204150337291634;4872; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Finland;ASDGSLR_D3;54694,8265369996;,228585590842718;,419925520212775;,176337442525969;1404,10442835986;,0074511425203213;,00481613580881727;,00404474903528384;4872; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Finland;ASBG01_D2;54694,8265369996;,500109996098005;,500004558779641;,250004558800424;1404,10442835986;,00893691123003354;1,97758073044469E-005;1,97758254481408E-005;4872; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Finland;ASRINF0_;54694,8265369996;569,14315248088;70,872528050868;5023,17287618231;1404,10442835986;1,92479615274676;1,32976290191776;188,594854005081;4872; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
France;ASDAGE;765485,101836014;9,75739657949039;,410402936858061;,168430570581722;19573,8453034445;,0125844312858142;,0119696521349877;,00982167212335331;4646; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
France;ASRIIE0_;765485,101836014;501,498257782264;72,6638464208649;5280,33803129344;19573,8453034445;2,37118946660113;1,26758515610315;184,330242067187;4646; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
France;ASDGSLR_D2;765485,101836014;,457186628704593;,498163968422535;,248167339434488;19573,8453034445;,00950254298355471;,000816929360908567;,000813916961471762;4646; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
France;ASDGSLR_D3;765485,101836014;,143336051470934;,350415450899406;,122790988229034;19573,8453034445;,00860404154293682;,00875830786009023;,00613758068378158;4646; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
France;ASBG01_D2;765485,101836014;,495404669902039;,499979209072151;,249979209504414;19573,8453034445;,00958147953980614;9,22556820764876E-005;9,2249583604018E-005;4646; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
France;ASRINF0_;765485,101836014;510,420063410692;71,6077405887234;5128,15605217349;19573,8453034445;2,38763739552883;1,39958371836234;200,675879410909;4646; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Georgia;ASDAGE;41004,844269;9,74441201242935;,446723147009256;,199561570073853;649,112023612332;,0100733999556042;,0100347289076735;,00896513606825817;5634; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Georgia;ASRIIE0_;41004,844269;491,884562185892;81,3937264618137;6625,765965675;649,112023612332;2,89750739483357;1,89469180436173;308,562894264676;5634; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Georgia;ASDGSLR_D2;41004,844269;,306389983963385;,460999289046059;,212520344500972;649,112023612332;,0100799496703934;,00423364860518429;,00390334946786674;5634; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Georgia;ASDGSLR_D3;41004,844269;,0542944571474236;,226600576584484;,0513478213084208;649,112023612332;,00557290750349139;,0109632025406211;,0049678855671932;5634; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Georgia;ASBG01_D2;41004,844269;,504844353540202;,499982628353979;,249982628655753;649,112023612332;,00729810537360161;7,15321603741147E-005;7,15292143365968E-005;5634; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
Georgia;ASRINF0_;41004,844269;488,176385361871;82,6933265650713;6838,67061814759;649,112023612332;3,17741252986652;1,63729888396576;271,085898811134;5634; ASDGSLR_d2 ASDGSLR_d3 ASBG01_d2 ASDAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;FULL;N;listwise;25-FEB-26;19h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2016.sav;NONE
