IDCNTRY;dvar;groupvar;refgroup;compgroup;pct;pct_se;cpct;cpct_se;pctdiff;pctdiff_se;pctdiff_t;mnpv;mnpv_se;cmnpv;cmnpv_se;mnpvdiff;mnpvdiff_se;mnpvdiff_t;mnpvdiff_ci;weight;method;jk2type;shortcut;date;time;reps;npv;infile;selcrit
Greece;PVCIV;SGENDER;BOY;GIRL;49,3574998774187;1,05467477640965;50,6425001225813;1,05467477640966;1,28500024516268;2,10934955281931;,609192650618378;459,738855207228;5,11499013299962;491,787286167001;4,80822567024609;32,0484309597737;4,491798000799;7,13487804974154;23 to 41;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Greece;PVCIV;SGENDER;GIRL;BOY;50,6425001225813;1,05467477640966;49,3574998774187;1,05467477640965;-1,28500024516268;2,10934955281931;-,609192650618378;491,787286167001;4,80822567024609;459,738855207228;5,11499013299962;-32,0484309597737;4,491798000799;-7,13487804974154;-41 to -23;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Greece;PVCIV;SGENDER;GIRL;GIRL;50,6425001225813;1,05467477640966;50,6425001225813;1,05467477640966;0; ; ;491,787286167001;4,80822567024609;491,787286167001;4,80822567024609;0; ; ; ;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Guatemala;PVCIV;SGENDER;BOY;BOY;51,3146493662706;1,37658682755837;51,3146493662706;1,37658682755837;0; ; ;433,770600575479;4,25777799110606;433,770600575479;4,25777799110606;0; ; ; ;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Guatemala;PVCIV;SGENDER;BOY;GIRL;51,3146493662706;1,37658682755837;48,6853506337294;1,37658682755837;-2,62929873254111;2,75317365511675;-,955006498647328;433,770600575479;4,25777799110606;435,498936349142;4,17298214477371;1,72833577366292;3,69284026518963;,468023431707835;-6 to 9;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Guatemala;PVCIV;SGENDER;GIRL;BOY;48,6853506337294;1,37658682755837;51,3146493662706;1,37658682755837;2,62929873254111;2,75317365511675;,955006498647328;435,498936349142;4,17298214477371;433,770600575479;4,25777799110606;-1,72833577366292;3,69284026518963;-,468023431707835;-9 to 6;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Guatemala;PVCIV;SGENDER;GIRL;GIRL;48,6853506337294;1,37658682755837;48,6853506337294;1,37658682755837;0; ; ;435,498936349142;4,17298214477371;435,498936349142;4,17298214477371;0; ; ; ;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Hong Kong, SAR;PVCIV;SGENDER;BOY;BOY;50,749858374188;3,22150643908362;50,749858374188;3,22150643908362;0; ; ;543,345770578034;8,34214673235612;543,345770578034;8,34214673235612;0; ; ; ;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Hong Kong, SAR;PVCIV;SGENDER;BOY;GIRL;50,749858374188;3,22150643908362;49,250141625812;3,22150643908363;-1,49971674837605;6,44301287816725;-,232766374479552;543,345770578034;8,34214673235612;563,968626576275;6,53289367862929;20,6228559982408;9,80103855203427;2,10415007437762;1 to 40;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Hong Kong, SAR;PVCIV;SGENDER;GIRL;BOY;49,250141625812;3,22150643908363;50,749858374188;3,22150643908362;1,49971674837605;6,44301287816725;,232766374479552;563,968626576275;6,53289367862929;543,345770578034;8,34214673235612;-20,6228559982408;9,80103855203427;-2,10415007437762;-40 to -1;TOTWGTS;JRR;HALF;N;26-FEB-26;10h10m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
