"";"IDCNTRY";"SGENDER";"xvar";"n";"TOTWGTS";"sumw_se";"tsumw";"tsumw_se";"pct";"pct_se";"tpct";"tpct_se";"mnx";"mnx_se";"sdx";"sdx_se";"vrx";"vrx_se";"DEff";"pctmiss";"nvarstrat";"weight";"reps";"method";"jk2type";"date";"time";"selcrit"
"67";"Sweden";"BOY";"HISCED";1587;48920,5214018044;1107,93144522173;52682,371111512;1214,33061505024;49,2450608757789;0,862423440624497;49,9043770429256;0,863193794872245;4,2135903031591;0,034587455555465;0,973099145128419;0,0253052513169172;0,94692194624966;0,0491643568137647;2,00493350200383;7,14062338186161;75;"TOTWGTS";75;"JRR";"HALF";"04-MAR-26";"12h59m";"NONE"
"68";"Sweden";"GIRL";"HISCED";1636;50420,449107313;1330,00603374994;52884,2629859277;1324,03038303606;50,7549391242211;0,862423440624512;50,0956229570744;0,863193794872244;4,17650245924049;0,0344869515900668;0,996729787714418;0,0213352698991413;0,993470269717228;0,0424262562049512;1,95856522449729;4,65887910600243;75;"TOTWGTS";75;"JRR";"HALF";"04-MAR-26";"12h59m";"NONE"
"69";"Switzerland";"BOY";"HISCED";1392;40073,5702185177;2524,62989913272;42020,0686945018;2728,06372385654;50,1006485231073;1,40554471804454;50,7224626281637;1,32557009839511;3,40696854880804;0,0602920245258697;1,15014569529086;0,0270239948387758;1,3228351203961;0,0622522308840364;3,82519212425559;4,63230674403612;75;"TOTWGTS";75;"JRR";"HALF";"04-MAR-26";"12h59m";"NONE"
"70";"Switzerland";"GIRL";"HISCED";1421;39912,5605;2007,09403566119;40823,0475842613;2088,79854209619;49,8993514768927;1,40554471804455;49,2775373718363;1,32557009839511;3,3087104849554;0,042267196652771;1,14333269496402;0,0237324560676821;1,30720965137368;0,054212105423669;1,94202904602216;2,23032609785233;75;"TOTWGTS";75;"JRR";"HALF";"04-MAR-26";"12h59m";"NONE"
"71";"Thailand";"BOY";"HISCED";2425;413106,484641216;17370,3222372335;414579,638828216;17376,6181223626;47,5156022199959;1,68799137816342;47,6043826801513;1,68566236078935;2,40281706895961;0,0602530609690588;1,5135971815999;0,0295123709448023;2,29097642814716;0,0895526592827384;3,84281388951798;0,355336839783975;75;"TOTWGTS";75;"JRR";"HALF";"04-MAR-26";"12h59m";"NONE"
"72";"Thailand";"GIRL";"HISCED";2812;456305,803828885;17653,6060086146;456305,803828885;17653,6060086146;52,4843977800041;1,68799137816342;52,3956173198487;1,68566236078935;2,32500689318652;0,0614543139297141;1,5204911139329;0,0298385221609905;2,3118932275489;0,0908516740389534;4,59359066736287;0;74;"TOTWGTS";75;"JRR";"HALF";"04-MAR-26";"12h59m";"NONE"
"73";"England";"BOY";"HISCED";1174;219621,393521737;11795,7962847444;258743,376725004;12103,6285732408;47,1371628411107;2,22198998881828;47,3923319269162;2,03680072263318;3,82848188351634;0,0480622591366822;1,01068471460054;0,0200009579637229;1,02148359232717;0,040390893530073;2,65488102282796;15,1199940645612;62;"TOTWGTS";75;"JRR";"HALF";"04-MAR-26";"12h59m";"NONE"
"74";"England";"GIRL";"HISCED";1283;246298,446121633;12422,3082991494;287217,04810493;13640,5725737376;52,8628371588893;2,22198998881829;52,6076680730838;2,03680072263319;3,755135380516;0,0402231862933223;1,0583222254785;0,0195879162876215;1,12004593294176;0,041398662483466;1,85329162764475;14,2465784163162;61;"TOTWGTS";75;"JRR";"HALF";"04-MAR-26";"12h59m";"NONE"
"75";"Belgium (Flemish)";"BOY";"HISCED";1447;33982,5265162439;1661,22225644433;34933,6964296678;1730,6802697836;51,9014802420143;1,89688256781437;51,7239621137988;1,90523910156227;3,97610005481736;0,0421064934392427;0,942673220502723;0,0278347291640093;0,888632800652976;0,0526550694792494;2,88698377201659;2,72278633707995;74;"TOTWGTS";75;"JRR";"HALF";"04-MAR-26";"12h59m";"NONE"
"76";"Belgium (Flemish)";"GIRL";"HISCED";1415;31492,5357705828;1987,72348250253;32605,0129074273;2012,54744451803;48,0985197579857;1,89688256781436;48,2760378862012;1,90523910156227;3,9675978795139;0,0537812007267393;0,933513830929467;0,0338961590015016;0,871448072536609;0,0633800022784062;4,69651717011051;3,41198189371401;73;"TOTWGTS";75;"JRR";"HALF";"04-MAR-26";"12h59m";"NONE"
"77";"Table Average";"BOY";"HISCED";NA;NA;NA;NA;NA;49,5985228177944;0,241071524553642;49,7469246165901;0,237001023253394;3,50170929543025;0,00768907366360413;1,13213612636111;0,00394247745095147;1,33803936025807;0,00945811059979691;NA;NA;NA;"TOTWGTS";75;"JRR";"HALF";"04-MAR-26";"12h59m";"NONE"
"78";"Table Average";"GIRL";"HISCED";NA;NA;NA;NA;NA;50,4014771822056;0,241071524553642;50,2530753834099;0,237001023253394;3,44052087474047;0,00792956788473065;1,13223437214412;0,00437961344508503;1,34128154506204;0,0103666555191406;NA;NA;NA;"TOTWGTS";75;"JRR";"HALF";"04-MAR-26";"12h59m";"NONE"
