"";"IDCNTRY";"ASBGSEX";"dvar";"groupvar";"refpctile";"comppctile";"val";"val_se";"cval";"cval_se";"gap";"gap_se";"gap_t";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"91";"Kuwait";"GIRL";"ASRREA0";"Percentile";10;50;313,5195992;4,51666690629499;425,4142554;6,65975458900821;111,8946562;4,14418487509585;27,0004016646125;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
"92";"Kuwait";"GIRL";"ASRREA0";"Percentile";10;90;313,5195992;4,51666690629499;525,106573;8,61931794864536;211,5869738;7,60867224177495;27,8086592609805;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
"93";"Kuwait";"GIRL";"ASRREA0";"Percentile";50;90;425,4142554;6,65975458900821;525,106573;8,61931794864536;99,6923176;5,59376559848362;17,8220405994532;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
"94";"Kuwait";"BOY";"ASRREA0";"Percentile";10;50;254,5155438;7,49735959290598;374,862898;7,4923323236418;120,3473542;5,41174027350656;22,238198457004;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
"95";"Kuwait";"BOY";"ASRREA0";"Percentile";10;90;254,5155438;7,49735959290598;487,5317392;7,51278101001758;233,0161954;7,66904067431309;30,3840082867824;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
"96";"Kuwait";"BOY";"ASRREA0";"Percentile";50;90;374,862898;7,4923323236418;487,5317392;7,51278101001758;112,6688412;5,8421957488806;19,285358800514;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
"97";"Latvia";"GIRL";"ASRREA0";"Percentile";10;50;475,205919;5,45042000246053;560,5823038;3,48238663171726;85,3763848;5,13681898137108;16,6204775970541;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
"98";"Latvia";"GIRL";"ASRREA0";"Percentile";10;90;475,205919;5,45042000246053;630,1946372;5,28255432822865;154,9887182;6,8967414183101;22,4727460114021;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
"99";"Latvia";"GIRL";"ASRREA0";"Percentile";50;90;560,5823038;3,48238663171726;630,1946372;5,28255432822865;69,6123334;4,25245346552361;16,3699224375706;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
"100";"Latvia";"BOY";"ASRREA0";"Percentile";10;50;454,761649;4,23488361591775;537,8343596;4,40712281544742;83,0727106;5,82963338670843;14,2500745912094;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
"101";"Latvia";"BOY";"ASRREA0";"Percentile";10;90;454,761649;4,23488361591775;607,9651708;3,13943604360486;153,2035218;5,84034013300813;26,2319519601491;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
"102";"Latvia";"BOY";"ASRREA0";"Percentile";50;90;537,8343596;4,40712281544742;607,9651708;3,13943604360486;70,1308112;4,08323759187217;17,1752952460072;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
"103";"Lithuania";"GIRL";"ASRREA0";"Percentile";10;50;467,3692684;7,51771189697833;555,384912;3,57026316446786;88,0156436;8,05230411937246;10,9304917319565;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
"104";"Lithuania";"GIRL";"ASRREA0";"Percentile";10;90;467,3692684;7,51771189697833;628,6829046;5,60820717225598;161,3136362;8,822732682834;18,2838630613688;"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h10m";75;5;"NONE"
