IDCNTRY;Variable;Mean;stdev;TOTWGT;NObs;TOTWGT.se;mean.se;stdev.se;xvar;weight;method;jk2type;missoptn;date;time;reps;infile;selcrit
Moldova;RASDMSCL;1884,38107280203;955,17200684249;52977,7271178046;3737;1406,81748145081;29,94396807698;8,11290923056414; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;RASBGBOOK;1247,05883952109;656,671966572611;405228,312347013;2607;18928,6861514458;28,7180712821487;8,80892923435123; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;RASDMSCL;1296,95214083305;661,214644746221;405228,312347013;2607;18928,6861514458;26,4303692330133;5,80430809496556; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Netherlands;RASBGBOOK;1373,24180295446;773,682545420019;161014,683839508;2767;4544,70575282337;28,4536018786958;9,92318643198777; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Netherlands;RASDMSCL;1383,8385669072;661,843912522601;161014,683839508;2767;4544,70575282337;13,7359073533912;5,86816809570474; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
New Zealand;RASBGBOOK;2037,58474052117;1136,97970255471;56389,8646143055;4090;1551,59282286554;27,1203005899461;12,1456858744465; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
New Zealand;RASDMSCL;2046,43033493059;1048,01339524915;56389,8646143055;4090;1551,59282286554;23,0393864206542;6,41432065141634; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Norway;RASBGBOOK;2000,3679619491;1116,91502174521;56419,1567444937;4044;1402,9933446605;28,1340083721445;9,4844578004577; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Norway;RASDMSCL;2049,87269288321;982,069331678691;56419,1567444937;4044;1402,9933446605;18,7603025272582;8,62913223458864; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Philippines;RASBGBOOK;2097,92061672356;1123,90732840134;1648520,17121465;4178;66202,0531075608;50,4899959691643;12,0104787407697; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Philippines;RASDMSCL;2079,24066122445;1081,91506116169;1648520,17121465;4178;66202,0531075608;26,6329798668561;10,6459421915822; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Russian Federation;RASBGBOOK;1752,62059085993;1055,10810640416;1074423,33644968;3743;32656,3717050562;37,2816485020811;10,6219484342197; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Russian Federation;RASDMSCL;1901,72712132233;975,9938409782;1074423,33644968;3743;32656,3717050562;26,5970956958645;5,4384394031161; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Scotland;RASBGBOOK;1894,84206716072;1066,4754296412;54510,3658658315;3815;1825,4700513032;36,9761025956643;10,2522061864731; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Scotland;RASDMSCL;1931,85146881511;935,454913062601;54510,3658658315;3815;1825,4700513032;14,0578392791249;6,17525038055889; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Singapore;RASBGBOOK;3329,98364028936;1811,64950153568;49203,8457257237;6554;397,211003957701;63,0274854534829;18,4875189133743; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Singapore;RASDMSCL;3243,24020239881;1732,59110074642;49203,8457257237;6554;397,211003957701;56,5799495368491;12,102028654386; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Slovenia;RASBGBOOK;1476,42937347748;814,0588770409;17631,1588463548;2932;500,748988161593;23,6424513857165;7,43327802202499; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Slovenia;RASDMSCL;1473,84508437101;616,417280612037;17631,1588463548;2932;500,748988161593;13,6387501325241;9,20727725369442; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Tunisia;RASBGBOOK;1519,99446073134;848,019563913603;153777,781203933;3090;5058,02534097238;40,9367706019193;10,7575782355255; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Tunisia;RASDMSCL;1556,5440694453;783,335246496613;153777,781203933;3090;5058,02534097238;29,3628809258871;7,40988935353891; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States;RASBGBOOK;4814,01187449427;2618,4453154667;3355734,65592796;9360;56497,2768660456;65,3074342018562;18,4007861209449; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States;RASDMSCL;4653,52884784201;2290,24098774806;3355734,65592796;9360;56497,2768660456;33,2637534172485;13,7694022498268; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States (Indiana);RASBGBOOK;1062,5962996981;585,104514298866;76083,3123629176;2113;2304,48426695642;19,8511644961919;7,11213303388627; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States (Indiana);RASDMSCL;1062,35993872396;519,314684424842;76083,3123629176;2113;2304,48426695642;17,2133513331896;7,01486751511722; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Yemen;RASBGBOOK;1200,5025289185;642,693865878488;252284,247175869;2427;10576,5325850682;35,5987170464112;10,433893963089; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Yemen;RASDMSCL;1242,00069802674;628,870924063433;252284,247175869;2427;10576,5325850682;21,9344766432704;8,47503264992057; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Table Average;RASBGBOOK;1976,39190565192;1102,36473066905; ; ; ;7,10368636651048;2,2311267676481; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Table Average;RASDMSCL;2004,28185135545;1001,94308389773; ; ; ;4,67975176246122;1,63080357076052; RASBGBOOK RASDMSCL;TOTWGT;JRR;HALF;LISTWISE;25-FEB-26;21h49m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
