BSBG01;dvar;groupvar;refgroup;compgroup;pct;pct_se;cpct;cpct_se;pctdiff;pctdiff_se;pctdiff_t;mnx;mnx_se;cmnx;cmnx_se;mnxdiff;mnxdiff_se;mnxdiff_t;weight;method;jk2type;date;time;reps;infile;selcrit
Girl;BSDGSLM;IDCNTRY;Malaysia;Norway;51,8573163040831;1,1356750382415;48,1965862129458;,80802247863121;-3,66073009113729;1,39379271000324;-2,62645231594646;2,10387217311672;,0171210336627284;2,63638893687982;,0140649621519257;,532516763763105;,0221574582029479;24,0332965489813;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;Portugal;51,8573163040831;1,1356750382415;49,2683940396391;,985122245805814;-2,58892226444397;1,50340401478323;-1,72204027592494;2,10387217311672;,0171210336627284;2,51455486504733;,0196317077096625;,41068269193061;,026048680221422;15,7659692713672;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;Qatar;51,8573163040831;1,1356750382415;48,9542247869695;2,10920600176831;-2,90309151711361;2,39551826342032;-1,21188452680322;2,10387217311672;,0171210336627284;2,23624237782688;,0319070812985381;,132370204710165;,0362103801508877;3,65558726968846;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;Romania;51,8573163040831;1,1356750382415;48,577228541004;1,05339336092688;-3,2800877630791;1,54899818118992;-2,1175543024585;2,10387217311672;,0171210336627284;2,30854956737918;,0316345155470357;,204677394262464;,0359704374115179;5,69015583327118;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;Saudi Arabia;51,8573163040831;1,1356750382415;51,3886530489401;,72401113773739;-,468663255142964;1,34682958092426;-,347975172049119;2,10387217311672;,0171210336627284;2,08230128471905;,030240551059776;-,0215708883976711;,0347508377176608;-,620730025932827;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;Singapore;51,8573163040831;1,1356750382415;47,6029006947474;2,31261709250594;-4,25441560933572;2,57642302602571;-1,65128768310164;2,10387217311672;,0171210336627284;2,27372257182841;,0245949168190974;,16985039871169;,029967310974103;5,667855846608;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;South Africa;51,8573163040831;1,1356750382415;49,6297371702417;,643488008564804;-2,22757913384145;1,30531015841122;-1,70655159579297;2,10387217311672;,0171210336627284;1,82354596860272;,0159478183112725;-,280326204513998;,0233979209027135;-11,980816828964;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;Sweden;51,8573163040831;1,1356750382415;49,5672570720012;,729020723609803;-2,29005923208192;1,34952918009853;-1,69693198624629;2,10387217311672;,0171210336627284;2,66817047586508;,0161290879497944;,564298302748358;,0235218466913736;23,9903911522095;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;United Arab Emirates;51,8573163040831;1,1356750382415;50,7606062414201;,397675567519727;-1,09671006266304;1,20328868086049;-,911427224495092;2,10387217311672;,0171210336627284;2,14069600727527;,0142357718932651;,0368238341585467;,0222662748361138;1,65379410923384;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;Turkey;51,8573163040831;1,1356750382415;51,5491106354137;1,70637954161168;-,308205668669451;2,04975338334047;-,150362317327741;2,10387217311672;,0171210336627284;2,23673019567284;,0254812758648047;,132858022556126;,0306989448251656;4,32777163230754;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;United States;51,8573163040831;1,1356750382415;49,0798571675151;,703376050572681;-2,77745913656806;1,33585016412922;-2,07916966374635;2,10387217311672;,0171210336627284;2,42367489389399;,0173590880381735;,319802720777274;,0243817089474331;13,1165014506066;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;Uzbekistan;51,8573163040831;1,1356750382415;50,6504429670043;,91980051349098;-1,20687333707883;1,46143449292232;-,825814186625322;2,10387217311672;,0171210336627284;1,58448192540836;,0231207048191969;-,519390247708358;,0287697199328863;-18,0533647501605;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;England;51,8573163040831;1,1356750382415;47,7695321769824;1,6456101141959;-4,08778412710075;1,99944753380245;-2,04445681019037;2,10387217311672;,0171210336627284;2,62377443279216;,0209233627760736;,519902259675445;,0270354749087095;19,2303727391879;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;United Arab Emirates (Dubai);51,8573163040831;1,1356750382415;49,1894255788745;,746957545561351;-2,66789072520858;1,35930252973938;-1,96269091452371;2,10387217311672;,0171210336627284;2,19150340973641;,0242650080219625;,0876312366196901;,0296971447783483;2,95083036681629;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;United Arab Emirates (Abu Dhabi);51,8573163040831;1,1356750382415;52,0607153763622;,593395271997974;,203399072279119;1,28135699214325;,158737239915401;2,10387217311672;,0171210336627284;2,20695877515542;,0208165935048101;,1030866020387;,0269529285760339;3,82469020937349;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malaysia;United Arab Emirates (Sharjah);51,8573163040831;1,1356750382415;50,6378865761047;,820087860686767;-1,21942972797842;1,40082186295426;-,870510205635072;2,10387217311672;,0171210336627284;2,04508051180646;,0421015320067373;-,0587916613102637;,0454496291623442;-1,29355645785937;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Azerbaijan, Republic of;49,1278228987369;,696623012224636;50,4901096678385;,953820867369347;1,36228676910162;1,18112567840604;1,15338002890603;2,470964952848;,0150564753837773;1,90528688300086;,0251352197904003;-,565678069847138;,0292997734614796;-19,3065680385152;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Australia;49,1278228987369;,696623012224636;46,3820303104497;1,69498250303778;-2,74579258828712;1,83255267503151;-1,49834306303906;2,470964952848;,0150564753837773;2,59731734157898;,0179018947073052;,126352388730981;,0233917781516014;5,40157263428606;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Austria;49,1278228987369;,696623012224636;48,1001913916157;,992233537356605;-1,02763150712113;1,21235762620447;-,847630670116985;2,470964952848;,0150564753837773;2,5837101073428;,0152976632010373;,112745154494798;,021464294779812;5,25268384782152;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Bahrain;49,1278228987369;,696623012224636;51,1564704203059;,839175737493715;2,02864752156904;1,09064180167415;1,86004930166351;2,470964952848;,0150564753837773;2,17423699476686;,0250907943529634;-,296727958081134;,0292616713850216;-10,1404992960526;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Brazil;49,1278228987369;,696623012224636;50,1756135588471;,598628390988025;1,04779066011022;,918498542000932;1,14076464163746;2,470964952848;,0150564753837773;2,43831027143471;,0179298577843403;-,0326546814132906;,0234131854122621;-1,39471331381455;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Chile;49,1278228987369;,696623012224636;47,3072711610957;1,14117134606275;-1,8205517376412;1,33699501204589;-1,36167429290208;2,470964952848;,0150564753837773;2,40687526574173;,023770034519572;-,0640896871062653;,0281373771351193;-2,27774205102694;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Chinese Taipei;49,1278228987369;,696623012224636;48,0560259971622;,789866092092483;-1,07179690157464;1,05317238123603;-1,01768420884409;2,470964952848;,0150564753837773;2,60933326741792;,015885180602087;,138368314569918;,0218869005056269;6,32196936858853;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Cyprus;49,1278228987369;,696623012224636;50,9854568058889;,755774683451583;1,85763390715199;1,02785163973565;1,80729770264291;2,470964952848;,0150564753837773;2,40698674063877;,0173151253376408;-,0639782122092298;,0229458278656601;-2,7882285434982;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Czech Republic;49,1278228987369;,696623012224636;48,6643849690138;,671327275812173;-,463437929723057;,967452289474948;-,479029234583312;2,470964952848;,0150564753837773;2,66647722135014;,0133621668987672;,195512268502146;,0201306968387287;9,71214608557448;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Finland;49,1278228987369;,696623012224636;50,0208581575274;,87850169406536;,893035258790547;1,12118189765828;,796512377390103;2,470964952848;,0150564753837773;2,69225258366058;,0153325963687696;,221287630812587;,0214892057179855;10,2976179630213;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;France;49,1278228987369;,696623012224636;50,5453779193768;,720702393055162;1,41755502063998;1,00234503067375;1,41423858777165;2,470964952848;,0150564753837773;2,59991314879726;,020500895802723;,12894819594926;,0254358837018964;5,06953866673191;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Georgia;49,1278228987369;,696623012224636;51,0376143347441;,803033643140885;1,90979143600724;1,06308355888756;1,7964640879271;2,470964952848;,0150564753837773;2,20311516753177;,0272678474850286;-,267849785316226;,0311485626867288;-8,599105776086;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Palestinian National Authority;49,1278228987369;,696623012224636;51,3705435877745;2,7301897049448;2,24272068903761;2,8176620532185;,795950914864274;2,470964952848;,0150564753837773;2,00246869182826;,0298707231872018;-,46849626101974;,033450822930217;-14,0055227339874;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Hong Kong, SAR;49,1278228987369;,696623012224636;47,280871531534;1,61220984408011;-1,84695136720291;1,75627566244873;-1,05162954010748;2,470964952848;,0150564753837773;2,39508790809684;,021467605435442;-,0758770447511568;,0262212801768737;-2,89372007161106;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Hungary;49,1278228987369;,696623012224636;50,17596579716;1,0549242312711;1,04814289842309;1,26417908339122;,829109508449868;2,470964952848;,0150564753837773;2,58907657781069;,0164662822831997;,118111624962689;,022312236625052;5,29358069060969;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Iran, Islamic Republic of;49,1278228987369;,696623012224636;48,5942332432649;1,38723195184052;-,533589655471985;1,55231958995826;-,343736984911937;2,470964952848;,0150564753837773;2,0847278720509;,0288477697773245;-,386237080797093;,0325406095841459;-11,869386767274;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Ireland;49,1278228987369;,696623012224636;45,9812812798848;1,52448821621127;-3,14654161885209;1,67611095770177;-1,87728718340135;2,470964952848;,0150564753837773;2,54144203184959;,024517534586697;,0704770790015883;,028771634524166;2,4495333743515;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Israel;49,1278228987369;,696623012224636;50,400222064533;,979856936589354;1,27239916579617;1,20224924094099;1,05834890342727;2,470964952848;,0150564753837773;2,42486715660469;,0212238831984783;-,0460977962433069;,0260221188415729;-1,77148511710204;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Italy;49,1278228987369;,696623012224636;49,2715155129799;,728129758543933;,143692614242994;1,00769864862377;,142594826776078;2,470964952848;,0150564753837773;2,54839887932906;,0197729832148746;,0774339264810635;,0248529337543479;3,11568554627949;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Ivory Coast;49,1278228987369;,696623012224636;49,4501403825275;1,38881766114248;,322317483790677;1,55373682361659;,207446640184807;2,470964952848;,0150564753837773;1,66187478466108;,0278452792348649;-,809090168186916;,0316552843400575;-25,5594029576626;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Japan;49,1278228987369;,696623012224636;48,300900357147;1,33975080520337;-,826922541589916;1,51003835752739;-,547616911496183;2,470964952848;,0150564753837773;2,60814850296472;,0156894652793351;,137183550116723;,0217452701002714;6,30866158406608;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Kazakhstan;49,1278228987369;,696623012224636;47,7808366784974;,804727259349537;-1,34698622023951;1,06436346381353;-1,26553218523057;2,470964952848;,0150564753837773;2,23001500970188;,0209077867427955;-,240949943146118;,0257649567720287;-9,35184736687394;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Jordan;49,1278228987369;,696623012224636;49,9069174177807;2,15275560735037;,779094519043838;2,26266222095553;,344326480474326;2,470964952848;,0150564753837773;1,99280109951684;,0274098067238115;-,478163853331157;,0312729108913608;-15,2900334411547;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Korea, Republic of;49,1278228987369;,696623012224636;49,4496340873294;1,00016112009034;,321811188592577;1,21885433391414;,26402760333069;2,470964952848;,0150564753837773;2,58971296965592;,0154593333333243;,118748016807923;,0215798155250022;5,50273549235593;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Kuwait;49,1278228987369;,696623012224636;50,8244500345207;1,4364861446391;1,6966271357838;1,59648866732621;1,06272419623579;2,470964952848;,0150564753837773;2,39562840785157;,0259379468478487;-,0753365449964232;,0299912410157386;-2,51195157135674;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Lithuania;49,1278228987369;,696623012224636;51,0046457536126;,837383246617188;1,87682285487574;1,08926320183694;1,72302052590288;2,470964952848;,0150564753837773;2,53610546430236;,0169205113882286;,0651405114543651;,0226495288388405;2,87602059706686;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Malaysia;49,1278228987369;,696623012224636;51,8573163040831;1,1356750382415;2,72949340534625;1,33230680162107;2,04869734360372;2,470964952848;,0150564753837773;2,10387217311672;,0171210336627284;-,367092779731278;,0227997202759721;-16,1007580482532;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Malta;49,1278228987369;,696623012224636;49,1278228987369;,696623012224636;0; ; ;2,470964952848;,0150564753837773;2,470964952848;,0150564753837773;0; ; ;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Morocco;49,1278228987369;,696623012224636;51,1310132708383;,680996662371512;2,00319037210148;,97418687905456;2,05626909494568;2,470964952848;,0150564753837773;1,84960830205188;,0214662970955866;-,621356650796118;,0262202090376542;-23,6976238405957;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Oman;49,1278228987369;,696623012224636;50,3818264473301;,833739119550611;1,25400354859324;1,08646423808147;1,15420600571963;2,470964952848;,0150564753837773;2,02338851575504;,0294313561711338;-,447576437092958;,0330590710252788;-13,5386876645964;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;New Zealand;49,1278228987369;,696623012224636;44,3578766778289;1,71918274306566;-4,76994622090797;1,8549590090392;-2,57145640289842;2,470964952848;,0150564753837773;2,55027420011487;,0181053253962104;,0793092472668739;,0235478291713898;3,36800673597689;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Norway;49,1278228987369;,696623012224636;48,1965862129458;,80802247863121;-,931236685791042;1,06685704156379;-,872878604640449;2,470964952848;,0150564753837773;2,63638893687982;,0140649621519257;,165423984031827;,0206038979641571;8,02877127034901;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Portugal;49,1278228987369;,696623012224636;49,2683940396391;,985122245805814;,140571140902281;1,20654442949376;,116507222996556;2,470964952848;,0150564753837773;2,51455486504733;,0196317077096625;,0435899121993315;,0247406830661547;1,76187181585793;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Qatar;49,1278228987369;,696623012224636;48,9542247869695;2,10920600176831;-,173598111767362;2,2212684617255;-,07815269282332;2,470964952848;,0150564753837773;2,23624237782688;,0319070812985381;-,234722575021113;,0352811463528867;-6,65291803937964;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Romania;49,1278228987369;,696623012224636;48,577228541004;1,05339336092688;-,550594357732855;1,26290189405423;-,435975557820498;2,470964952848;,0150564753837773;2,30854956737918;,0316345155470357;-,162415385468814;,0350348401577335;-4,63582493134231;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Saudi Arabia;49,1278228987369;,696623012224636;51,3886530489401;,72401113773739;2,26083015020328;1,00472670350136;2,25019414963745;2,470964952848;,0150564753837773;2,08230128471905;,030240551059776;-,388663668128949;,0337814798281723;-11,5052291997232;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Singapore;49,1278228987369;,696623012224636;47,6029006947474;2,31261709250594;-1,52492220398948;2,41526011802281;-,631369761215539;2,470964952848;,0150564753837773;2,27372257182841;,0245949168190974;-,197242381019588;,0288376036507996;-6,83976322748714;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;South Africa;49,1278228987369;,696623012224636;49,6297371702417;,643488008564804;,501914271504795;,948346159547041;,529252179124682;2,470964952848;,0150564753837773;1,82354596860272;,0159478183112725;-,647418984245276;,0219324043340363;-29,5188331559512;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Sweden;49,1278228987369;,696623012224636;49,5672570720012;,729020723609803;,439434173264331;1,00834261866366;,435798472791626;2,470964952848;,0150564753837773;2,66817047586508;,0161290879497944;,19720552301708;,0220645627437866;8,93765833055598;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;United Arab Emirates;49,1278228987369;,696623012224636;50,7606062414201;,397675567519727;1,63278334268321;,802140560103441;2,03553270323677;2,470964952848;,0150564753837773;2,14069600727527;,0142357718932651;-,330268945572731;,0207208747976375;-15,9389479835276;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Turkey;49,1278228987369;,696623012224636;51,5491106354137;1,70637954161168;2,4212877366768;1,84309922716923;1,31370449348817;2,470964952848;,0150564753837773;2,23673019567284;,0254812758648047;-,234234757175152;,029597176734962;-7,91409124163049;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;United States;49,1278228987369;,696623012224636;49,0798571675151;,703376050572681;-,047965731221808;,989960347529207;-,0484521742123544;2,470964952848;,0150564753837773;2,42367489389399;,0173590880381735;-,0472900589540046;,0229790206166266;-2,05796668809234;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;Uzbekistan;49,1278228987369;,696623012224636;50,6504429670043;,91980051349098;1,52262006826741;1,15382693926741;1,31962603441567;2,470964952848;,0150564753837773;1,58448192540836;,0231207048191969;-,886483027439636;,0275910210452373;-32,1294027497637;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;England;49,1278228987369;,696623012224636;47,7695321769824;1,6456101141959;-1,3582907217545;1,78698524591133;-,760101811059887;2,470964952848;,0150564753837773;2,62377443279216;,0209233627760736;,152809479944167;,025777598042515;5,92799529623117;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;United Arab Emirates (Dubai);49,1278228987369;,696623012224636;49,1894255788745;,746957545561351;,0616026801376677;1,021385919245;,0603128347248057;2,470964952848;,0150564753837773;2,19150340973641;,0242650080219625;-,279461543111588;,0285567516585517;-9,78618109136021;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;United Arab Emirates (Abu Dhabi);49,1278228987369;,696623012224636;52,0607153763622;,593395271997974;2,93289247762537;,915096481246909;3,20500902115699;2,470964952848;,0150564753837773;2,20695877515542;,0208165935048101;-,264006177692579;,0256910104146722;-10,2762084258782;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Girl;BSDGSLM;IDCNTRY;Malta;United Arab Emirates (Sharjah);49,1278228987369;,696623012224636;50,6378865761047;,820087860686767;1,51006367736783;1,07602403337784;1,4033735590714;2,470964952848;,0150564753837773;2,04508051180646;,0421015320067373;-,425884441041542;,0447128219674918;-9,52488396619606;TOTWGT;JRR;FULL;26-FEB-26;17h18m;250;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
