IDCNTRY;EqVar;b;ExpB;df;b.se;ExpB.se;b.wald;b.sig;dvar;convar;catvar;contrast;refcats;weight;method;jk2type;shortcut;date;time;reps;npv;infile;selcrit
Slovenia;ASDMSCL(1);9,90975174497178;192554501,183862;1;10,124017347232;288860861,832006;,958119741033341;,327661062746147;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Slovenia;ASDMSCL(2);7,77438822141657;26171708,0230078;1;10,2647147172963;39345437,3638756;,57363901320805;,448816482200349;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Slovenia;ASBGSEX(1);-,286645514972079;,752627094332913;1;,146101777161671;,108655863610639;3,84927823913128;,0497674026053817;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Tunisia;CONSTANT;3,41536473882216;42,5419339744836;1;15,8533471677064;87,5755354925831;,0464122091043733;,829428239031964;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Tunisia;ASDAGE;-,844276383745733;,431891176946047;1;,175062267837282;,0750724172303312;23,25863279359;1,41613359989335E-006;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Tunisia;ASDMSCL(1);1,50351518056493;4,5165666325193;1;15,7698802545693;30684343,8883952;,00908989451853199;,924044026663047;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Tunisia;ASDMSCL(2);,182513203313856;1,21852459578678;1;15,774795477604;10703485,8347255;,000133863168536101;,990768741288594;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Tunisia;ASBGSEX(1);-,239909713269243;,797664792587492;1;,356446355987943;,309218319583172;,453009495121029;,500909247091045;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States;CONSTANT;1,43000902106756;4,36141882141346;1;,844198901481655;3,89853123146412;2,86937948522885;,0902796714636808;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States;ASDAGE;-,319348938703866;,726900208003011;1;,0789208757964044;,057131593745456;16,3737125688423;5,20014609540102E-005;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States;ASDMSCL(1);1,79464725643514;6,03596721255791;1;,139006584182307;,802172293238338;166,681521323985;3,92641586471175E-038;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States;ASDMSCL(2);,357046023979491;1,43242703287647;1;,132913726658726;,187494581112652;7,21620284166561;,00722483821667052;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States;ASBGSEX(1);-,154046749996781;,857454490753928;1;,0551645115172305;,0480988604457976;7,79804122407432;,00523029025466039;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States (Indiana);CONSTANT;3,7425245228733;55,4484747427462;1;1,48597787876134;137,529230699123;6,34314473305334;,0117835787955103;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States (Indiana);ASDAGE;-,506811911571717;,603850616822572;1;,135370130152758;,0782554385324825;14,016769581185;,000181187486866621;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States (Indiana);ASDMSCL(1);1,62901306335825;5,13736096731927;1;,297816573547783;1,25524072649765;29,9192986404601;4,50407414077775E-008;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States (Indiana);ASDMSCL(2);,479496526223745;1,62893942283902;1;,253410310269953;,373653859648968;3,58032432491813;,0584677352061614;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
United States (Indiana);ASBGSEX(1);,014216159556548;1,01512515477124;1;,127124993432196;,138821112040592;,0125055469591833;,910959625112271;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Yemen;CONSTANT;-16,9391247418029;,000238736734466983;1;17,438657625947;,00142131136188565;,943530253458284;,331371601466383;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Yemen;ASDAGE;,184046021567778;1,20406358622275;1;,217483143005903;,263589374692049;,716146158331261;,397410955987859;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Yemen;ASDMSCL(1);11,2830095369484;22519226,3754597;1;17,8932475202712;43490532,4230607;,397623067300564;,528319363916602;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Yemen;ASDMSCL(2);10,4075130344809;9947304,9088096;1;17,9398304719241;17470318,0136746;,336555938073769;,561823978056275;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Yemen;ASBGSEX(1);-,424995948770527;,668154105342516;1;,846505373986858;,748638907347285;,252063603893654;,61562576421287;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Table Average;CONSTANT;-2,20276411081334;257,737114385246;1;,971691624227698;266,014676552189;5,13900529956253;,0233940484419495;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Table Average;ASDAGE;-,120219764095909;,967952973678796;1;,0277607139524089;,0305182841956448;18,7538518359526;1,48722663061637E-005;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Table Average;ASDMSCL(1);2,91809252810765;7942575,14227744;1;,936166446407665;10135603,1197191;9,71609996669175;,0018266072182176;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Table Average;ASDMSCL(2);1,58841978921461;1425451,15577294;1;,939849296997261;1538838,2250667;2,85636785053764;,0910127952300684;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Table Average;ASBGSEX(1);-,0502031130616116;,976942100948561;1;,043795075003757;,0370649575489397;1,31404654191483;,251663311831238;ASMMAT0_DIC;ASDAGE;ASDMSCL ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;22h21m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
