"";"IDCNTRY";"EqVar";"b";"ExpB";"df";"b.se";"ExpB.se";"b.wald";"b.sig";"dvar";"convar";"catvar";"contrast";"refcats";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"52";"England";"BSDAGE";0,282758780850844;1,3269927847277;1;0,121995343858411;0,162003223934878;5,37211981250381;0,0204610966223359;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"53";"England";"BSDGSLM(1)";1,44462660436603;4,24567484549818;1;0,172801950711158;0,734804477816404;69,8898221976385;6,2711192032476e-17;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"54";"England";"BSDGSLM(2)";0,877840475348328;2,40670239237015;1;0,0978693703998147;0,236447322778701;80,4521424231514;2,97831485797527e-19;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"55";"England";"BSBG01(1)";0,303000023748171;1,35425880302917;1;0,132608565964886;0,179657557068575;5,22086144662556;0,0223174928978838;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"56";"Georgia";"CONSTANT";-3,05676252911549;0,0486535050965979;1;1,68568147660334;0,0911649110245556;3,28830712062723;0,0697749279302168;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"57";"Georgia";"BSDAGE";0,0434483343084134;1,04457790600152;1;0,121806252624489;0,127425790605644;0,127235147685129;0,721316135098439;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"58";"Georgia";"BSDGSLM(1)";1,38218301615808;3,98754769261332;1;0,169807030975289;0,682023133770987;66,2551691847143;3,96167443151028e-16;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"59";"Georgia";"BSDGSLM(2)";0,962707479150187;2,62233589624068;1;0,16302519425041;0,430722897564738;34,8721913362781;3,52073715522364e-09;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"60";"Georgia";"BSBG01(1)";-0,202005452780615;0,817601194458957;1;0,117508765510503;0,0961521542562126;2,95519169517708;0,0856021545605112;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
"61";"Hong Kong, SAR";"CONSTANT";6,90553733212136;1033,96785912162;1;1,07640764789506;1155,67217471902;41,1567815182372;1,40494956849575e-10;"BSMMAT0_DIC";"BSDAGE";"BSDGSLM BSBG01";"INDICATOR INDICATOR";"DEFAULT DEFAULT";"TOTWGT";"JRR";"FULL";"N";"05-MAR-26";" 0h 2m";150;5;"NONE"
