BSBG01;percentile;dvar;groupvar;refgroup;compgroup;val;val_se;cval;cval_se;valdiff;valdiff_se;valdiff_t;weight;method;jk2type;shortcut;date;time;reps;npv;infile;selcrit
Girl;50;BSMMAT0;IDCNTRY;Botswana;Sweden;403,96053;2,75458060913998;500,56281;4,21850584794309;96,60228;5,03820463274172;19,173949262047;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Botswana;Thailand;403,96053;2,75458060913998;434,562996;6,77823823413767;30,602466;7,31657214076208;4,18262342135706;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Botswana;United Arab Emirates;403,96053;2,75458060913998;470,754442;4,96007828492194;66,793912;5,67363119393605;11,7726918999228;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Botswana;Turkey;403,96053;2,75458060913998;456,095146;5,28784777932819;52,134616;5,96230227928743;8,74404106969075;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Botswana;Egypt;403,96053;2,75458060913998;396,905784;6,58464569763445;-7,05474599999998;7,13759576437514;-,988392482971832;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Botswana;United States;403,96053;2,75458060913998;520,8011;3,80002065539392;116,84057;4,69338591143648;24,8947289238015;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Botswana;England;403,96053;2,75458060913998;519,586104;8,27735078446398;115,625574;8,7236603751703;13,2542498248899;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Botswana;Norway (8);403,96053;2,75458060913998;490,683744;2,76101799331441;86,723214;3,90011983042265;22,2360383195206;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Botswana;United Arab Emirates (Dubai);403,96053;2,75458060913998;515,176102;5,80448236028699;111,215572;6,42493033449647;17,3100043439951;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Botswana;United Arab Emirates (Abu Dhabi);403,96053;2,75458060913998;455,245366;8,87238570017199;51,284836;9,29015297747386;5,52034354271152;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Botswana;Canada (Ontario);403,96053;2,75458060913998;525,949404;3,94689919996649;121,988874;4,81307880955071;25,3452891230317;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Botswana;Canada (Quebec);403,96053;2,75458060913998;539,86594;4,56578464793948;135,90541;5,33236380825707;25,4868975349268;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Botswana;Argentina, Buenos Aires;403,96053;2,75458060913998;391,093562;6,98235746430704;-12,866968;7,50606621950634;-1,71420923073687;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Australia;529,43225;2,75872507810942;506,253796;4,57420547992829;-23,178454;5,34171506439606;-4,33914084157923;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Bahrain;529,43225;2,75872507810942;461,687372;2,91065521684961;-67,744878;4,01029647881097;-16,8927355765193;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Botswana;529,43225;2,75872507810942;403,96053;2,75458060913998;-125,47172;3,89849693969866;-32,1846398601248;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Canada;529,43225;2,75872507810942;529,43225;2,75872507810942;0;3,90142642032112;0;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Chile;529,43225;2,75872507810942;418,671428;4,74759868548975;-110,760822;5,4909249981268;-20,171614443429;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Chinese Taipei;529,43225;2,75872507810942;609,874582;3,6795506540587;80,442332;4,59887563132269;17,4917389485621;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Georgia;529,43225;2,75872507810942;457,756346;5,79745796315989;-71,675904;6,42036470079355;-11,1638368442124;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Hong Kong, SAR;529,43225;2,75872507810942;598,463086;4,46746697166255;69,030836;5,25060236539443;13,147222203488;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Hungary;529,43225;2,75872507810942;515,490122;6,05354943471961;-13,942128;6,6525201852519;-2,09576635797492;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Iran, Islamic Republic of;529,43225;2,75872507810942;436,595746;6,24224426944876;-92,836504;6,82467417361853;-13,6030675807014;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Ireland;529,43225;2,75872507810942;527,388044;2,97355669909556;-2,04420599999999;4,05618090071509;-,503973084543542;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Israel;529,43225;2,75872507810942;517,388356;5,28718495187615;-12,043894;5,96363050263306;-2,01955738114264;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Italy;529,43225;2,75872507810942;493,811364;3,18845383390071;-35,620886;4,2162544879912;-8,44846678526069;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Japan;529,43225;2,75872507810942;589,433702;3,1636221505173;60,001452;4,19750749467271;14,2945431487975;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Kazakhstan;529,43225;2,75872507810942;532,102538;7,38779946050136;2,67028800000001;7,88607284554068;,338608081906061;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Jordan;529,43225;2,75872507810942;396,49981;5,15979028294173;-132,93244;5,85098280808701;-22,719677079937;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Korea, Republic of;529,43225;2,75872507810942;609,306376;3,34111252817469;79,874126;4,33285090702596;18,4345429173387;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Kuwait;529,43225;2,75872507810942;393,762144;4,41397721688682;-135,670106;5,20516656100319;-26,0645081017066;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Lebanon;529,43225;2,75872507810942;441,08326;5,29911626111563;-88,34899;5,97421101112188;-14,7883946240809;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Lithuania;529,43225;2,75872507810942;514,171928;4,89206861577438;-15,260322;5,61630656197064;-2,71714548193136;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Malaysia;529,43225;2,75872507810942;471,885672;5,78175437070563;-57,546578;6,40618823168376;-8,98296708101486;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Malta;529,43225;2,75872507810942;504,725912;2,73347762137425;-24,706338;3,88361480622675;-6,36168601489193;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Morocco;529,43225;2,75872507810942;380,784612;3,41839256570161;-148,647638;4,39271804123982;-33,839558242633;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Oman;529,43225;2,75872507810942;419,887056;2,85878387416328;-109,545194;3,97280874140272;-27,5737396714753;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;New Zealand;529,43225;2,75872507810942;496,72371;2,73933472431538;-32,70854;3,88773954740153;-8,41325392331429;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Norway;529,43225;2,75872507810942;514,47338;3,46870432671626;-14,95887;4,4319830508216;-3,37520920736078;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Qatar;529,43225;2,75872507810942;438,404126;4,31683939184747;-91,028124;5,12305244864776;-17,76833731695;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Russian Federation;529,43225;2,75872507810942;537,265452;5,37754993238966;7,83320200000001;6,04389008271443;1,29605302095136;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Saudi Arabia;529,43225;2,75872507810942;372,734256;5,43706108301314;-156,697994;6,0969006287626;-25,701254381737;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Singapore;529,43225;2,75872507810942;638,80469;4,41273769816427;109,37244;5,20411549154993;21,016528203033;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Slovenia;529,43225;2,75872507810942;516,733844;3,61746728516604;-12,698406;4,54935529672462;-2,79125396276311;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;South Africa;529,43225;2,75872507810942;367,35242;5,09433258969024;-162,07983;5,79334002031383;-27,9769234037156;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Sweden;529,43225;2,75872507810942;500,56281;4,21850584794309;-28,86944;5,04047176817011;-5,72752736803459;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Thailand;529,43225;2,75872507810942;434,562996;6,77823823413767;-94,869254;7,31813347892177;-12,9635861757987;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;United Arab Emirates;529,43225;2,75872507810942;470,754442;4,96007828492194;-58,677808;5,67564451398641;-10,3385276959121;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Turkey;529,43225;2,75872507810942;456,095146;5,28784777932819;-73,337104;5,96421815445544;-12,2961806729378;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Egypt;529,43225;2,75872507810942;396,905784;6,58464569763445;-132,526466;7,13919624467389;-18,5632193678483;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;United States;529,43225;2,75872507810942;520,8011;3,80002065539392;-8,63114999999996;4,69581952783647;-1,83804976933955;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;England;529,43225;2,75872507810942;519,586104;8,27735078446398;-9,846146;8,72496991775079;-1,12850199975684;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Norway (8);529,43225;2,75872507810942;490,683744;2,76101799331441;-38,748506;3,90304809296475;-9,92775519979992;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;United Arab Emirates (Dubai);529,43225;2,75872507810942;515,176102;5,80448236028699;-14,256148;6,42670829643548;-2,21826592128151;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;United Arab Emirates (Abu Dhabi);529,43225;2,75872507810942;455,245366;8,87238570017199;-74,186884;9,29138267800903;-7,98448267291655;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Canada (Ontario);529,43225;2,75872507810942;525,949404;3,94689919996649;-3,482846;4,81545193634885;-,723264616911687;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Canada (Quebec);529,43225;2,75872507810942;539,86594;4,56578464793948;10,43369;5,33450592913249;1,95588685036793;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Canada;Argentina, Buenos Aires;529,43225;2,75872507810942;391,093562;6,98235746430704;-138,338688;7,50758814906319;-18,4265153140109;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Australia;418,671428;4,74759868548975;506,253796;4,57420547992829;87,582368;6,59265113979725;13,2848479530942;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Bahrain;418,671428;4,74759868548975;461,687372;2,91065521684961;43,015944;5,56880661092104;7,72444564974496;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Botswana;418,671428;4,74759868548975;403,96053;2,75458060913998;-14,710898;5,48884392296903;-2,68014507361736;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Canada;418,671428;4,74759868548975;529,43225;2,75872507810942;110,760822;5,4909249981268;20,171614443429;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Chile;418,671428;4,74759868548975;418,671428;4,74759868548975;0;6,71411844972428;0;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Chinese Taipei;418,671428;4,74759868548975;609,874582;3,6795506540587;191,203154;6,00656193627001;31,832378659985;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Georgia;418,671428;4,74759868548975;457,756346;5,79745796315989;39,084918;7,49334452117811;5,2159510202068;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Hong Kong, SAR;418,671428;4,74759868548975;598,463086;4,46746697166255;179,791658;6,51904551459489;27,5794451193018;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Hungary;418,671428;4,74759868548975;515,490122;6,05354943471961;96,818694;7,69318880809889;12,5849886718074;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Iran, Islamic Republic of;418,671428;4,74759868548975;436,595746;6,24224426944876;17,924318;7,84253191245849;2,28552694462432;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Ireland;418,671428;4,74759868548975;527,388044;2,97355669909556;108,716616;5,6019400854704;19,406958007633;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Israel;418,671428;4,74759868548975;517,388356;5,28718495187615;98,716928;7,10591429682413;13,892220462625;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Italy;418,671428;4,74759868548975;493,811364;3,18845383390071;75,139936;5,71890995989447;13,1388562727759;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Japan;418,671428;4,74759868548975;589,433702;3,1636221505173;170,762274;5,70510283778546;29,9314979686299;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Kazakhstan;418,671428;4,74759868548975;532,102538;7,38779946050136;113,43111;8,78175803282283;12,9166744945646;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Jordan;418,671428;4,74759868548975;396,49981;5,15979028294173;-22,171618;7,01164239264981;-3,16211477402815;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Korea, Republic of;418,671428;4,74759868548975;609,306376;3,34111252817469;190,634948;5,80540491304352;32,8374938278092;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Kuwait;418,671428;4,74759868548975;393,762144;4,41397721688682;-24,909284;6,48250631697802;-3,84253910169919;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Lebanon;418,671428;4,74759868548975;441,08326;5,29911626111563;22,411832;7,11479630258548;3,15003143404901;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Lithuania;418,671428;4,74759868548975;514,171928;4,89206861577438;95,5005;6,81703957887209;14,0090869203668;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Malaysia;418,671428;4,74759868548975;471,885672;5,78175437070563;53,214244;7,48120156670288;7,11306112066869;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Malta;418,671428;4,74759868548975;504,725912;2,73347762137425;86,054484;5,47828378098633;15,7082924945714;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Morocco;418,671428;4,74759868548975;380,784612;3,41839256570161;-37,886816;5,85022230446912;-6,47613270542854;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Oman;418,671428;4,74759868548975;419,887056;2,85878387416328;1,21562799999999;5,54187139129374;,219353340084676;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;New Zealand;418,671428;4,74759868548975;496,72371;2,73933472431538;78,052282;5,4812086267815;14,2399764932559;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Girl;50;BSMMAT0;IDCNTRY;Chile;Norway;418,671428;4,74759868548975;514,47338;3,46870432671626;95,801952;5,87976215374773;16,2935080526916;TOTWGT;JRR;FULL;N;26-FEB-26; 7h41m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
