IDCNTRY;EqVar;b;ExpB;df;b.se;ExpB.se;b.wald;b.sig;dvar;convar;catvar;contrast;refcats;weight;method;jk2type;shortcut;date;time;reps;npv;infile;selcrit
Austria;CONSTANT;5,08093905768839;198,954366378706;1;1,55450022307518;361,213331342066;10,683323868201;,00108105641101255;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Austria;SAGE;-,451425465587307;,637527925228983;1;,111698684617573;,0709189641478071;16,3333771973977;5,31200520667491E-005;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Austria;OPDISC;,0301434374731835;1,03060384233276;1;,00489480344008944;,00504485890006659;37,9240787635568;7,35518349084521E-010;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Austria;HISCED(1);-17,1460181512336;,0208193327897512;1;12,3288736577627;,0766197974396261;1,93410369264288;,164310178696027;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Austria;HISCED(2);-2,11487218108787;,128147616886814;1;,816597047213967;,113868183700581;6,70737578622013;,00960149191415001;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Austria;HISCED(3);-1,98463949075527;,138083512089764;1;,290508278841839;,0399576480535659;46,6709059124406;8,39664093745095E-012;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Austria;HISCED(4);-,784236774924983;,457939659581437;1;,170492020132583;,0776991208667389;21,1585690909379;4,22806507340705E-006;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Austria;HISCED(5);-,860321241805105;,425408447335155;1;,226629427425744;,0953094926187046;14,4108198439836;,000146955523991166;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Austria;SGENDER(1);-,0650641194718955;,938582060860236;1;,119109892724599;,111482471803692;,298392186294955;,584892135539188;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Belgium (Flemish);CONSTANT;7,45248597426541;2165,32924691485;1;1,79706402822533;4088,33422333597;17,1978926080864;3,36809776334042E-005;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Belgium (Flemish);SAGE;-,623362815927596;,537159549775146;1;,12713035372439;,0691188561461925;24,0427020635322;9,42227028366349E-007;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Belgium (Flemish);OPDISC;,0225894316965596;1,02285260078189;1;,00729008577969887;,00746231205335932;9,60163810923999;,00194403866197532;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Belgium (Flemish);HISCED(1);-2,22753789641766;,116385768960595;1;,951508677000203;,10168397202358;5,48055696861782;,0192291310893048;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Belgium (Flemish);HISCED(2);-9,80260393715646;,0483540925009288;1;10,9523499713943;,0692911967890674;,801065975825102;,370774851275277;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Belgium (Flemish);HISCED(3);-1,20106692242199;,313590265114004;1;,506772988395754;,148497615760242;5,61703973846687;,0177866669692285;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Belgium (Flemish);HISCED(4);-,945006518212076;,389581941853364;1;,188035957920514;,072028001438515;25,2573506939287;5,01680074338792E-007;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Belgium (Flemish);HISCED(5);-,458664271594264;,634040779775948;1;,165798579804651;,103838563343126;7,65293827317312;,00566799293622174;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Belgium (Flemish);SGENDER(1);-,0810951479358823;,9231680117889;1;,129750017405709;,120151821786856;,390638362899713;,531964041889464;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Bulgaria;CONSTANT;-4,90243979410939;,0118075438665769;1;2,44191615359678;,0341523279624915;4,03053820552267;,0446836838772553;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Bulgaria;SAGE;,109499075202584;1,11781889343354;1;,160447131278354;,179841208636592;,465754424796499;,494946843124027;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Bulgaria;OPDISC;,0594246810371075;1,06123030820231;1;,00699995907593392;,00742904519690972;72,0680409527154;2,07903726507097E-017;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Bulgaria;HISCED(1);-20,4804697313105;1,27577853113396E-009;1;,258304150595701;3,23315654535838E-010;6286,61778628483;0;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Bulgaria;HISCED(2);-20,5997841501173;1,13171432502675E-009;1;,179895164737879;2,05488641066953E-010;13112,525887375;0;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Bulgaria;HISCED(3);-3,16592964279694;,044233329348791;1;,584766055202871;,0269820979823572;29,3115111733285;6,16285028098487E-008;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Bulgaria;HISCED(4);-1,16312969040755;,313188311461913;1;,164162064484469;,051026439858033;50,2008040775823;1,38790931420401E-012;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Bulgaria;HISCED(5);-,773335290176557;,461793756874402;1;,176822295772532;,0805842627937893;19,1276496451342;1,22260802878743E-005;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Bulgaria;SGENDER(1);-,281789935263933;,755163449753493;1;,116959624237601;,0882526574855776;5,80468992973058;,0159834859814682;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chile;CONSTANT;1,94825326826755;8,51105707650738;1;1,26195202450134;12,709092040973;2,38344501568734;,122626857469161;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chile;SAGE;-,261280118573424;,770618102014961;1;,0834896258608242;,0641253030372504;9,79372035491027;,00175108823824173;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chile;OPDISC;,0321004727906384;1,03262213506984;1;,00398247141112652;,00411225708956637;64,9706967563306;7,60201738440992E-016;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chile;HISCED(1);-2,21849544893412;,112467889801375;1;,629914398999282;,0671699401038789;12,4037787948048;,000428465921377494;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chile;HISCED(2);-2,37372296893216;,0962824308483707;1;,66914673836594;,0548319400264695;12,5839601277055;,000389071449073241;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chile;HISCED(3);-2,07485984174462;,125784460893581;1;,190900407065589;,0238544733883524;118,130983950634;1,62307755032994E-027;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chile;HISCED(4);-1,51312627437386;,220439943352665;1;,13427321556741;,0293855758981803;126,990597359726;1,86655756398629E-029;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chile;HISCED(5);-,719942194466429;,487848931911103;1;,132738917727087;,0646006387441923;29,417022339599;5,83627495637953E-008;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chile;SGENDER(1);-,00581528894350874;,995797183579278;1;,132838867112814;,130440011378083;,00191642695354804;,965082149696656;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chinese Taipei;CONSTANT;-3,43523860236495;,0434351354019004;1;1,64615712776386;,0895053010028503;4,35483035130917;,0369041347082918;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chinese Taipei;SAGE;,241939227641193;1,2754067275375;1;,114654134457652;,145662553686666;4,45279949294279;,0348440815130143;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chinese Taipei;OPDISC;,0277544211183044;1,02814372117962;1;,00359831361297799;,00369906207463381;59,4930622208024;1,22726017226095E-014;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chinese Taipei;HISCED(1);-9,88055731675574;,107114832291233;1;12,2566701261384;,210063686726055;,649857129968955;,4201637639391;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chinese Taipei;HISCED(2);-1,73090746673617;,178098854196392;1;,30542638328328;,0546735672242559;32,1169727907864;1,45163560478747E-008;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chinese Taipei;HISCED(3);-1,61227069661066;,199869242554503;1;,17154043905268;,034112188067079;88,337048925366;5,51998340298638E-021;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chinese Taipei;HISCED(4);-1,2200206795882;,295408051582546;1;,122888504084868;,0363574807381132;98,5625359318751;3,14921017558233E-023;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chinese Taipei;HISCED(5);-,499299174985045;,608077414570251;1;,140239003371038;,0862168653140286;12,6760534993106;,000370368474724683;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Chinese Taipei;SGENDER(1);-,459757244001193;,631650597978586;1;,0588805309956943;,0371751914763871;60,9696533430218;5,79614082282127E-015;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Colombia;CONSTANT;,114598388684125;1,35767866483893;1;1,06403900078175;1,54847595403824;,0115995710438491;,914232634498469;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Colombia;SAGE;-,292172194656962;,747411335810151;1;,0746309339902166;,0558013006332746;15,3263949225737;9,04439387542703E-005;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Colombia;OPDISC;,0513481954450991;1,05269153380722;1;,00555122554315618;,00584360714866867;85,5603643879266;2,24735257136914E-020;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Colombia;HISCED(1);-1,22379446868982;,303207126316713;1;,389701751455086;,120400731913138;9,86171066563426;,00168754120008457;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Colombia;HISCED(2);-1,06908116228622;,344163111085908;1;,22186430711425;,0770251534341832;23,2191584197356;1,44550084476853E-006;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Colombia;HISCED(3);-,987636750449542;,37527788278933;1;,222769036646727;,0851709643377628;19,6555332309184;9,27343851759883E-006;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Colombia;HISCED(4);-,393275930952227;,67723523953228;1;,168768110462879;,116750166284417;5,43017666961791;,0197916768080244;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Colombia;HISCED(5);,254623748491024;1,29362967931622;1;,197506319362968;,256838198450668;1,66201838384272;,197331025949894;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Colombia;SGENDER(1);,049434018625677;1,05270589123054;1;,148928983212901;,1552657111228;,110177619524313;,739942009080622;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Cyprus;CONSTANT;-3,06012093368686;,0518128662485263;1;1,81179478225985;,12925615532507;2,85272015437892;,0912194779274823;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Cyprus;SAGE;,019890313654187;1,02067111328853;1;,131277921913029;,132755596024412;,0229561934886621;,879571045459661;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Cyprus;OPDISC;,0363882860253879;1,03705982869907;1;,00533809359692212;,005536583320316;46,4676629805093;9,31429553019564E-012;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Cyprus;HISCED(1);-19,8787120517993;2,33197060721736E-009;1;,211272451252271;4,85610753005801E-010;8853,00569198704;0;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Cyprus;HISCED(2);-6,1588988427804;,0558753253115591;1;8,50973342293082;,0690272736898937;,523810537696311;,469220725942454;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Cyprus;HISCED(3);-1,73697142449165;,179263833349393;1;,393046853850676;,0689714551974929;19,5297506751485;9,90450523089146E-006;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Cyprus;HISCED(4);-,928779721467101;,395276146921642;1;,142934369124971;,0566822859120461;42,2232939767353;8,14243613224763E-011;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Cyprus;HISCED(5);-,364783383110536;,699796949511274;1;,221458133709767;,154320217043247;2,7132313235914;,0995192214385986;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Cyprus;SGENDER(1);-,5404879992131;,584803292667165;1;,154353974185914;,0907355833476042;12,2612988921448;,000462449505737177;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Czech Republic;CONSTANT;5,57528919758839;267,581290794079;1;1,10473732050568;327,597680818947;25,4692847004418;4,49482133818399E-007;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Czech Republic;SAGE;-,503475154260822;,604469319596868;1;,073885268455013;,044565469895606;46,4344575035414;9,47348253526517E-012;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Czech Republic;OPDISC;,032774639253894;1,03331837863603;1;,00664452747685787;,00685815940237631;24,3303096929908;8,11520319557454E-007;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Czech Republic;HISCED(1);-20,6025350711576;1,12850090966133E-009;1;,107825244215898;1,2108595932809E-010;36509,0408312524;0;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Czech Republic;HISCED(2);-20,4897516127358;1,26327545089212E-009;1;19,066069986665;,255106593307993;1,15491765837199;,282522072621938;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Czech Republic;HISCED(3);-1,42849665113387;,247130044464679;1;,873296395817089;,260201754779103;2,67568582331661;,101891423651725;PVCIV_DIC;SAGE OPDISC;HISCED SGENDER;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGTS;JRR;HALF;N;26-FEB-26;10h 9m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
