"";"IDCNTRY";"dvar";"refpctile";"comppctile";"groupvar";"refgroup";"compgroup";"gap";"gap_se";"cgap";"cgap_se";"gapdiff";"gapdiff_se";"gapdiff_t";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"41";"Austria";"BSMMAT0";10;50;"BSBG01";"Girl";"Boy";101,585008;6,11245656366931;102,64852;5,16234151764682;1,06351199999999;6,72177424169719;0,158218940678297;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"42";"Austria";"BSMMAT0";10;50;"BSBG01";"Girl";"<Other>";101,585008;6,11245656366931;84,753174;23,0491814142348;-16,831834;24,2376351920906;-0,694450340002342;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"43";"Austria";"BSMMAT0";10;50;"BSBG01";"Boy";"Girl";102,64852;5,16234151764682;101,585008;6,11245656366931;-1,06351199999999;6,72177424169719;-0,158218940678297;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"44";"Austria";"BSMMAT0";10;50;"BSBG01";"Boy";"Boy";102,64852;5,16234151764682;102,64852;5,16234151764682;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"45";"Austria";"BSMMAT0";10;50;"BSBG01";"Boy";"<Other>";102,64852;5,16234151764682;84,753174;23,0491814142348;-17,895346;23,4740457445185;-0,762346047833651;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"46";"Austria";"BSMMAT0";10;50;"BSBG01";"<Other>";"Girl";84,753174;23,0491814142348;101,585008;6,11245656366931;16,831834;24,2376351920906;0,694450340002342;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"47";"Austria";"BSMMAT0";10;50;"BSBG01";"<Other>";"Boy";84,753174;23,0491814142348;102,64852;5,16234151764682;17,895346;23,4740457445185;0,762346047833651;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"48";"Austria";"BSMMAT0";10;50;"BSBG01";"<Other>";"<Other>";84,753174;23,0491814142348;84,753174;23,0491814142348;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"49";"Austria";"BSMMAT0";10;90;"BSBG01";"Girl";"Girl";186,747924;7,32407671460277;186,747924;7,32407671460277;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"50";"Austria";"BSMMAT0";10;90;"BSBG01";"Girl";"Boy";186,747924;7,32407671460277;192,201218;6,54900322111421;5,45329400000001;8,68453139665277;0,627931865397117;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"51";"Austria";"BSMMAT0";10;90;"BSBG01";"Girl";"<Other>";186,747924;7,32407671460277;169,500002;22,1519414511822;-17,247922;23,6562397889343;-0,729106660817165;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"52";"Austria";"BSMMAT0";10;90;"BSBG01";"Boy";"Girl";192,201218;6,54900322111421;186,747924;7,32407671460277;-5,45329400000001;8,68453139665277;-0,627931865397117;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"53";"Austria";"BSMMAT0";10;90;"BSBG01";"Boy";"Boy";192,201218;6,54900322111421;192,201218;6,54900322111421;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"54";"Austria";"BSMMAT0";10;90;"BSBG01";"Boy";"<Other>";192,201218;6,54900322111421;169,500002;22,1519414511822;-22,701216;23,1496447871059;-0,980629128816885;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"55";"Austria";"BSMMAT0";10;90;"BSBG01";"<Other>";"Girl";169,500002;22,1519414511822;186,747924;7,32407671460277;17,247922;23,6562397889343;0,729106660817165;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"56";"Austria";"BSMMAT0";10;90;"BSBG01";"<Other>";"Boy";169,500002;22,1519414511822;192,201218;6,54900322111421;22,701216;23,1496447871059;0,980629128816885;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"57";"Austria";"BSMMAT0";10;90;"BSBG01";"<Other>";"<Other>";169,500002;22,1519414511822;169,500002;22,1519414511822;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"58";"Austria";"BSMMAT0";50;90;"BSBG01";"Girl";"Girl";85,162916;3,88097271612243;85,162916;3,88097271612243;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"59";"Austria";"BSMMAT0";50;90;"BSBG01";"Girl";"Boy";85,162916;3,88097271612243;89,552698;4,81574402259344;4,38978200000001;6,03856683687571;0,72695759086294;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"60";"Austria";"BSMMAT0";50;90;"BSBG01";"Girl";"<Other>";85,162916;3,88097271612243;84,746828;24,279323988194;-0,416087999999991;24,638877617095;-0,0168874575565609;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"61";"Austria";"BSMMAT0";50;90;"BSBG01";"Boy";"Girl";89,552698;4,81574402259344;85,162916;3,88097271612243;-4,38978200000001;6,03856683687571;-0,72695759086294;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"62";"Austria";"BSMMAT0";50;90;"BSBG01";"Boy";"Boy";89,552698;4,81574402259344;89,552698;4,81574402259344;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"63";"Austria";"BSMMAT0";50;90;"BSBG01";"Boy";"<Other>";89,552698;4,81574402259344;84,746828;24,279323988194;-4,80587;25,6864735336938;-0,187097306046935;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"64";"Austria";"BSMMAT0";50;90;"BSBG01";"<Other>";"Girl";84,746828;24,279323988194;85,162916;3,88097271612243;0,416087999999991;24,638877617095;0,0168874575565609;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"65";"Austria";"BSMMAT0";50;90;"BSBG01";"<Other>";"Boy";84,746828;24,279323988194;89,552698;4,81574402259344;4,80587;25,6864735336938;0,187097306046935;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"66";"Austria";"BSMMAT0";50;90;"BSBG01";"<Other>";"<Other>";84,746828;24,279323988194;84,746828;24,279323988194;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"67";"Bahrain";"BSMMAT0";10;50;"BSBG01";"Girl";"Girl";112,209086;4,1825399349864;112,209086;4,1825399349864;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
