"";"IDCNTRY";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnpv";"mnpv_se";"cmnpv";"cmnpv_se";"mnpvdiff";"mnpvdiff_se";"mnpvdiff_t";"mnpvdiff_ci";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"1";"Australia";"BSMMAT0";"BSBG01";"Girl";"Girl";51,1668215572466;1,60499612075975;51,1668215572466;1,60499612075975;0;NA;NA;504,44953504007;3,84288662134017;504,44953504007;3,84288662134017;0;NA;NA;" ";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"2";"Australia";"BSMMAT0";"BSBG01";"Girl";"Boy";51,1668215572466;1,60499612075975;48,8331784427534;1,60499612075975;-2,33364311449323;3,20999224151951;-0,72699338157545;504,44953504007;3,84288662134017;506,898843726759;3,47600651810914;2,44930868668849;3,97379996503481;0,616364363641801;"-5 to 10";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"3";"Australia";"BSMMAT0";"BSBG01";"Boy";"Girl";48,8331784427534;1,60499612075975;51,1668215572466;1,60499612075975;2,33364311449323;3,20999224151951;0,72699338157545;506,898843726759;3,47600651810914;504,44953504007;3,84288662134017;-2,44930868668849;3,97379996503481;-0,616364363641801;"-10 to 5";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"4";"Australia";"BSMMAT0";"BSBG01";"Boy";"Boy";48,8331784427534;1,60499612075975;48,8331784427534;1,60499612075975;0;NA;NA;506,898843726759;3,47600651810914;506,898843726759;3,47600651810914;0;NA;NA;" ";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"5";"Bahrain";"BSMMAT0";"BSBG01";"Girl";"Girl";48,2146753078988;0,935446295047517;48,2146753078988;0,935446295047517;0;NA;NA;461,998717877836;2,40613898498576;461,998717877836;2,40613898498576;0;NA;NA;" ";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"6";"Bahrain";"BSMMAT0";"BSBG01";"Girl";"Boy";48,2146753078988;0,935446295047517;51,7853246921012;0,935446295047521;3,57064938420238;1,87089259009504;1,90852719344032;461,998717877836;2,40613898498576;446,600667865307;2,22903407705238;-15,3980500125287;3,64718721160669;-4,2218973469545;"-23 to -8";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"7";"Bahrain";"BSMMAT0";"BSBG01";"Boy";"Girl";51,7853246921012;0,935446295047521;48,2146753078988;0,935446295047517;-3,57064938420238;1,87089259009504;-1,90852719344032;446,600667865307;2,22903407705238;461,998717877836;2,40613898498576;15,3980500125287;3,64718721160669;4,2218973469545;"8 to 23";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"8";"Bahrain";"BSMMAT0";"BSBG01";"Boy";"Boy";51,7853246921012;0,935446295047521;51,7853246921012;0,935446295047521;0;NA;NA;446,600667865307;2,22903407705238;446,600667865307;2,22903407705238;0;NA;NA;" ";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"9";"Botswana";"BSMMAT0";"BSBG01";"Girl";"Girl";51,1300922375714;0,60316304900907;51,1300922375714;0,60316304900907;0;NA;NA;400,267350435384;2,50662849331126;400,267350435384;2,50662849331126;0;NA;NA;" ";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"10";"Botswana";"BSMMAT0";"BSBG01";"Girl";"Boy";51,1300922375714;0,60316304900907;48,8699077624286;0,603163049009068;-2,26018447514285;1,20632609801814;-1,87360986291857;400,267350435384;2,50662849331126;381,103846938371;2,48755336223163;-19,1635034970131;2,87076481287443;-6,6754000226947;"-25 to -14";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"11";"Botswana";"BSMMAT0";"BSBG01";"Boy";"Girl";48,8699077624286;0,603163049009068;51,1300922375714;0,60316304900907;2,26018447514285;1,20632609801814;1,87360986291857;381,103846938371;2,48755336223163;400,267350435384;2,50662849331126;19,1635034970131;2,87076481287443;6,6754000226947;"14 to 25";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"12";"Botswana";"BSMMAT0";"BSBG01";"Boy";"Boy";48,8699077624286;0,603163049009068;48,8699077624286;0,603163049009068;0;NA;NA;381,103846938371;2,48755336223163;381,103846938371;2,48755336223163;0;NA;NA;" ";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"13";"Canada";"BSMMAT0";"BSBG01";"Girl";"Girl";50,6513777530705;0,949018804328567;50,6513777530705;0,949018804328567;0;NA;NA;525,830709549644;1,89398944230001;525,830709549644;1,89398944230001;0;NA;NA;" ";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"14";"Canada";"BSMMAT0";"BSBG01";"Girl";"Boy";50,6513777530705;0,949018804328567;49,3486222469295;0,949018804328566;-1,30275550614097;1,89803760865713;-0,686369701105488;525,830709549644;1,89398944230001;530,762478133153;2,50118543609968;4,93176858350948;1,98131591973069;2,4891379180862;"1 to 9";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"15";"Canada";"BSMMAT0";"BSBG01";"Boy";"Girl";49,3486222469295;0,949018804328566;50,6513777530705;0,949018804328567;1,30275550614097;1,89803760865713;0,686369701105488;530,762478133153;2,50118543609968;525,830709549644;1,89398944230001;-4,93176858350948;1,98131591973069;-2,4891379180862;"-9 to -1";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"16";"Canada";"BSMMAT0";"BSBG01";"Boy";"Boy";49,3486222469295;0,949018804328566;49,3486222469295;0,949018804328566;0;NA;NA;530,762478133153;2,50118543609968;530,762478133153;2,50118543609968;0;NA;NA;" ";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"17";"Chile";"BSMMAT0";"BSBG01";"Girl";"Girl";47,6439769281503;1,78263954811311;47,6439769281503;1,78263954811311;0;NA;NA;418,373639708096;3,67068443781212;418,373639708096;3,67068443781212;0;NA;NA;" ";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"18";"Chile";"BSMMAT0";"BSBG01";"Girl";"Boy";47,6439769281503;1,78263954811311;52,3560230718497;1,78263954811311;4,71204614369943;3,56527909622623;1,32164860492606;418,373639708096;3,67068443781212;436,227500678778;4,24251945579211;17,8538609706827;4,88893238257843;3,65189361879998;"8 to 27";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"19";"Chile";"BSMMAT0";"BSBG01";"Boy";"Girl";52,3560230718497;1,78263954811311;47,6439769281503;1,78263954811311;-4,71204614369943;3,56527909622623;-1,32164860492606;436,227500678778;4,24251945579211;418,373639708096;3,67068443781212;-17,8538609706827;4,88893238257843;-3,65189361879998;"-27 to -8";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"20";"Chile";"BSMMAT0";"BSBG01";"Boy";"Boy";52,3560230718497;1,78263954811311;52,3560230718497;1,78263954811311;0;NA;NA;436,227500678778;4,24251945579211;436,227500678778;4,24251945579211;0;NA;NA;" ";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"21";"Chinese Taipei";"BSMMAT0";"BSBG01";"Girl";"Girl";48,7197699211488;0,815828094772333;48,7197699211488;0,815828094772333;0;NA;NA;599,067987345619;2,57138867938189;599,067987345619;2,57138867938189;0;NA;NA;" ";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"22";"Chinese Taipei";"BSMMAT0";"BSBG01";"Girl";"Boy";48,7197699211488;0,815828094772333;51,2802300788512;0,815828094772341;2,56046015770236;1,63165618954467;1,56923999927759;599,067987345619;2,57138867938189;599,145137371662;3,00794471904817;0,077150026042591;2,81278416099899;0,0274283491468433;"-5 to 6";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
"23";"Chinese Taipei";"BSMMAT0";"BSBG01";"Boy";"Girl";51,2802300788512;0,815828094772341;48,7197699211488;0,815828094772333;-2,56046015770236;1,63165618954467;-1,56923999927759;599,145137371662;3,00794471904817;599,067987345619;2,57138867938189;-0,077150026042591;2,81278416099899;-0,0274283491468433;"-6 to 5";"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h 5m";150;5;"NONE"
