"";"IDCNTRY";"percentile";"dvar";"groupvar";"refgroup";"compgroup";"val";"val_se";"cval";"cval_se";"valdiff";"valdiff_se";"valdiff_t";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"1";"Azerbaijan, Republic of";10;"BSMMAT0";"BSBG01";"Girl";"Girl";345,700792;8,18791297536278;345,700792;8,18791297536278;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"2";"Azerbaijan, Republic of";10;"BSMMAT0";"BSBG01";"Girl";"Boy";345,700792;8,18791297536278;339,134648;8,17381674560568;-6,56614400000001;9,01474800244609;-0,728377986630167;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"3";"Azerbaijan, Republic of";10;"BSMMAT0";"BSBG01";"Boy";"Girl";339,134648;8,17381674560568;345,700792;8,18791297536278;6,56614400000001;9,01474800244609;0,728377986630167;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"4";"Azerbaijan, Republic of";10;"BSMMAT0";"BSBG01";"Boy";"Boy";339,134648;8,17381674560568;339,134648;8,17381674560568;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"5";"Azerbaijan, Republic of";50;"BSMMAT0";"BSBG01";"Girl";"Girl";482,08194;6,35321394136224;482,08194;6,35321394136224;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"6";"Azerbaijan, Republic of";50;"BSMMAT0";"BSBG01";"Girl";"Boy";482,08194;6,35321394136224;482,246016;6,2736222663208;0,164076;7,29792741951548;0,0224825475190726;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"7";"Azerbaijan, Republic of";50;"BSMMAT0";"BSBG01";"Boy";"Girl";482,246016;6,2736222663208;482,08194;6,35321394136224;-0,164076;7,29792741951548;-0,0224825475190726;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"8";"Azerbaijan, Republic of";50;"BSMMAT0";"BSBG01";"Boy";"Boy";482,246016;6,2736222663208;482,246016;6,2736222663208;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"9";"Azerbaijan, Republic of";90;"BSMMAT0";"BSBG01";"Girl";"Girl";604,13112;6,22842053401988;604,13112;6,22842053401988;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"10";"Azerbaijan, Republic of";90;"BSMMAT0";"BSBG01";"Girl";"Boy";604,13112;6,22842053401988;608,91042;5,99516228588103;4,77930000000001;6,02325958055349;0,793474021181208;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"11";"Azerbaijan, Republic of";90;"BSMMAT0";"BSBG01";"Boy";"Girl";608,91042;5,99516228588103;604,13112;6,22842053401988;-4,77930000000001;6,02325958055349;-0,793474021181208;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"12";"Azerbaijan, Republic of";90;"BSMMAT0";"BSBG01";"Boy";"Boy";608,91042;5,99516228588103;608,91042;5,99516228588103;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"13";"Australia";10;"BSMMAT0";"BSBG01";"Girl";"Girl";385,42484;8,46082166274706;385,42484;8,46082166274706;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"14";"Australia";10;"BSMMAT0";"BSBG01";"Girl";"Boy";385,42484;8,46082166274706;390,878984;6,17935504281847;5,45414400000001;8,767465301342;0,622089031725642;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"15";"Australia";10;"BSMMAT0";"BSBG01";"Girl";"<Other>";385,42484;8,46082166274706;339,75352;25,3477252244399;-45,67132;22,3829657270657;-2,04044989198074;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"16";"Australia";10;"BSMMAT0";"BSBG01";"Boy";"Girl";390,878984;6,17935504281847;385,42484;8,46082166274706;-5,45414400000001;8,767465301342;-0,622089031725642;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"17";"Australia";10;"BSMMAT0";"BSBG01";"Boy";"Boy";390,878984;6,17935504281847;390,878984;6,17935504281847;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"18";"Australia";10;"BSMMAT0";"BSBG01";"Boy";"<Other>";390,878984;6,17935504281847;339,75352;25,3477252244399;-51,125464;25,9086327507326;-1,9732984172449;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"19";"Australia";10;"BSMMAT0";"BSBG01";"<Other>";"Girl";339,75352;25,3477252244399;385,42484;8,46082166274706;45,67132;22,3829657270657;2,04044989198074;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"20";"Australia";10;"BSMMAT0";"BSBG01";"<Other>";"Boy";339,75352;25,3477252244399;390,878984;6,17935504281847;51,125464;25,9086327507326;1,9732984172449;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"21";"Australia";10;"BSMMAT0";"BSBG01";"<Other>";"<Other>";339,75352;25,3477252244399;339,75352;25,3477252244399;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"22";"Australia";50;"BSMMAT0";"BSBG01";"Girl";"Girl";503,304188;5,32177344181842;503,304188;5,32177344181842;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"23";"Australia";50;"BSMMAT0";"BSBG01";"Girl";"Boy";503,304188;5,32177344181842;519,250532;4,74120766271572;15,946344;5,94553991930305;2,68206827578904;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"24";"Australia";50;"BSMMAT0";"BSBG01";"Girl";"<Other>";503,304188;5,32177344181842;477,723364;23,304828263589;-25,580824;22,8751445456836;-1,11828032163526;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"25";"Australia";50;"BSMMAT0";"BSBG01";"Boy";"Girl";519,250532;4,74120766271572;503,304188;5,32177344181842;-15,946344;5,94553991930305;-2,68206827578904;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"26";"Australia";50;"BSMMAT0";"BSBG01";"Boy";"Boy";519,250532;4,74120766271572;519,250532;4,74120766271572;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"27";"Australia";50;"BSMMAT0";"BSBG01";"Boy";"<Other>";519,250532;4,74120766271572;477,723364;23,304828263589;-41,527168;23,5836595086305;-1,76084496067301;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"28";"Australia";50;"BSMMAT0";"BSBG01";"<Other>";"Girl";477,723364;23,304828263589;503,304188;5,32177344181842;25,580824;22,8751445456836;1,11828032163526;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"29";"Australia";50;"BSMMAT0";"BSBG01";"<Other>";"Boy";477,723364;23,304828263589;519,250532;4,74120766271572;41,527168;23,5836595086305;1,76084496067301;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"30";"Australia";50;"BSMMAT0";"BSBG01";"<Other>";"<Other>";477,723364;23,304828263589;477,723364;23,304828263589;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"31";"Australia";90;"BSMMAT0";"BSBG01";"Girl";"Girl";618,558588;6,54394323277064;618,558588;6,54394323277064;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"32";"Australia";90;"BSMMAT0";"BSBG01";"Girl";"Boy";618,558588;6,54394323277064;639,461546;5,39884997243081;20,902958;7,69614359208199;2,71603014547513;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"33";"Australia";90;"BSMMAT0";"BSBG01";"Girl";"<Other>";618,558588;6,54394323277064;604,703518;24,8301039086322;-13,85507;25,2134982427038;-0,549510023029404;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"34";"Australia";90;"BSMMAT0";"BSBG01";"Boy";"Girl";639,461546;5,39884997243081;618,558588;6,54394323277064;-20,902958;7,69614359208199;-2,71603014547513;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"35";"Australia";90;"BSMMAT0";"BSBG01";"Boy";"Boy";639,461546;5,39884997243081;639,461546;5,39884997243081;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"36";"Australia";90;"BSMMAT0";"BSBG01";"Boy";"<Other>";639,461546;5,39884997243081;604,703518;24,8301039086322;-34,758028;25,3012219911697;-1,3737687457203;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"37";"Australia";90;"BSMMAT0";"BSBG01";"<Other>";"Girl";604,703518;24,8301039086322;618,558588;6,54394323277064;13,85507;25,2134982427038;0,549510023029404;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"38";"Australia";90;"BSMMAT0";"BSBG01";"<Other>";"Boy";604,703518;24,8301039086322;639,461546;5,39884997243081;34,758028;25,3012219911697;1,3737687457203;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"39";"Australia";90;"BSMMAT0";"BSBG01";"<Other>";"<Other>";604,703518;24,8301039086322;604,703518;24,8301039086322;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"40";"Austria";10;"BSMMAT0";"BSBG01";"Girl";"Girl";412,141486;6,53024849495686;412,141486;6,53024849495686;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"41";"Austria";10;"BSMMAT0";"BSBG01";"Girl";"Boy";412,141486;6,53024849495686;415,656524;5,71575183008203;3,515038;6,60550229033227;0,532137882253795;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"42";"Austria";10;"BSMMAT0";"BSBG01";"Girl";"<Other>";412,141486;6,53024849495686;435,354918;15,9079279166576;23,213432;17,7831048037148;1,30536440381045;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"43";"Austria";10;"BSMMAT0";"BSBG01";"Boy";"Girl";415,656524;5,71575183008203;412,141486;6,53024849495686;-3,515038;6,60550229033227;-0,532137882253795;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"44";"Austria";10;"BSMMAT0";"BSBG01";"Boy";"Boy";415,656524;5,71575183008203;415,656524;5,71575183008203;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"45";"Austria";10;"BSMMAT0";"BSBG01";"Boy";"<Other>";415,656524;5,71575183008203;435,354918;15,9079279166576;19,698394;16,1445484346914;1,2201266625502;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"46";"Austria";10;"BSMMAT0";"BSBG01";"<Other>";"Girl";435,354918;15,9079279166576;412,141486;6,53024849495686;-23,213432;17,7831048037148;-1,30536440381045;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"47";"Austria";10;"BSMMAT0";"BSBG01";"<Other>";"Boy";435,354918;15,9079279166576;415,656524;5,71575183008203;-19,698394;16,1445484346914;-1,2201266625502;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"48";"Austria";10;"BSMMAT0";"BSBG01";"<Other>";"<Other>";435,354918;15,9079279166576;435,354918;15,9079279166576;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"49";"Austria";50;"BSMMAT0";"BSBG01";"Girl";"Girl";513,726494;2,41890669112436;513,726494;2,41890669112436;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"50";"Austria";50;"BSMMAT0";"BSBG01";"Girl";"Boy";513,726494;2,41890669112436;518,305044;4,38353155818753;4,57855;4,39335996953584;1,04215225516422;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"51";"Austria";50;"BSMMAT0";"BSBG01";"Girl";"<Other>";513,726494;2,41890669112436;520,108092;16,4422528842195;6,38159799999999;16,5575893981513;0,385418302540616;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"52";"Austria";50;"BSMMAT0";"BSBG01";"Boy";"Girl";518,305044;4,38353155818753;513,726494;2,41890669112436;-4,57855;4,39335996953584;-1,04215225516422;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"53";"Austria";50;"BSMMAT0";"BSBG01";"Boy";"Boy";518,305044;4,38353155818753;518,305044;4,38353155818753;0;0;NA;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"54";"Austria";50;"BSMMAT0";"BSBG01";"Boy";"<Other>";518,305044;4,38353155818753;520,108092;16,4422528842195;1,80304799999999;16,9608166959747;0,106306673335365;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"55";"Austria";50;"BSMMAT0";"BSBG01";"<Other>";"Girl";520,108092;16,4422528842195;513,726494;2,41890669112436;-6,38159799999999;16,5575893981513;-0,385418302540616;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
"56";"Austria";50;"BSMMAT0";"BSBG01";"<Other>";"Boy";520,108092;16,4422528842195;518,305044;4,38353155818753;-1,80304799999999;16,9608166959747;-0,106306673335365;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h27m";250;5;"NONE"
