S_SEX;dvar;groupvar;refgroup;compgroup;pct;pct_se;cpct;cpct_se;pctdiff;pctdiff_se;pctdiff_t;mnx;mnx_se;cmnx;cmnx_se;mnxdiff;mnxdiff_se;mnxdiff_t;weight;method;jk2type;date;time;reps;infile;selcrit
Boy;S_HISCED;IDCNTRY;Germany;Korea, Republic of;50,9592572899568;1,02274339808776;52,8533798813279;,894623957772262;1,89412259137113;1,3588068605038;1,39396013254514;2,24245783712008;,046631434490857;3,52494785227606;,0344462429377208;1,28249001515598;,0579744282869574;22,1216500628175;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany;Luxembourg;50,9592572899568;1,02274339808776;52,15982393194;,716578984912026;1,20056664198323;1,24879521938132;,961379915097699;2,24245783712008;,046631434490857;2,75566953613543;,0259057673998659;,513211699015354;,0533441605731222;9,6207662376065;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany;Portugal;50,9592572899568;1,02274339808776;51,4143780841188;1,01166858133855;,455120794162013;1,43856782141116;,316370759437371;2,24245783712008;,046631434490857;2,36263908758706;,051395346441216;,120181250466985;,0693972068493228;1,73178800593409;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany;United States;50,9592572899568;1,02274339808776;50,4878919532549;,442155665353748;-,471365336701879;1,11422874255537;-,423041803445899;2,24245783712008;,046631434490857;3,11175198586351;,0350802491278291;,869294148743427;,0583533594709477;14,8970711647925;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany;Uruguay;50,9592572899568;1,02274339808776;49,2859383099661;1,01088003793917;-1,67331897999065;1,43801338986673;-1,16363240549918;2,24245783712008;,046631434490857;2,051331893099;,073547169603311;-,191125944021076;,0870843088009159;-2,19472309825655;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany;Russian Federation (Moscow);50,9592572899568;1,02274339808776;50,8398703940305;,806981779670845;-,119386895926276;1,30277536477047;-,0916404310019405;2,24245783712008;,046631434490857;3,61623995083443;,0242905520159908;1,37378211371435;,0525787181273626;26,1281020656801;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Germany;Germany, North-Rhine Westphalia;50,9592572899568;1,02274339808776;51,7438819246505;1,18705673126685;,784624634693742;1,56687834294116;,500756576430138;2,24245783712008;,046631434490857;2,3535750536094;,0503180858847393;,111117216489323;,0686032102002456;1,61970870116695;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;Chile;52,2967850632455;,663377580808835;50,7935012390907;1,6409774354534;-1,50328382415481;1,76999343456042;-,849316045360448;2,63774393536469;,0377251713309468;2,69136775235732;,0503674170901528;,0536238169926273;,0629290493832753;,852131368869508;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;Denmark;52,2967850632455;,663377580808835;50,0583220035144;,938507742644435;-2,23846305973111;1,14928960567967;-1,94769277357844;2,63774393536469;,0377251713309468;2,92969198044394;,0410860866861539;,291948045079247;,0557786255758551;5,23404874295831;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;Finland;52,2967850632455;,663377580808835;50,1814578303344;,83762360737052;-2,11532723291104;1,06849572874401;-1,97972455668828;2,63774393536469;,0377251713309468;3,28204142263531;,0305710995556675;,644297487270614;,0485569838436432;13,2688943231173;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;France;52,2967850632455;,663377580808835;50,0273947909281;,694410151289275;-2,26939027231743;,960351640251307;-2,36308262223988;2,63774393536469;,0377251713309468;2,79625242994161;,030979747275773;,158508494576921;,0488152977376975;3,24710699151412;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;Germany;52,2967850632455;,663377580808835;50,9592572899568;1,02274339808776;-1,33752777328871;1,21904629651703;-1,09719194185668;2,63774393536469;,0377251713309468;2,24245783712008;,046631434490857;-,395286098244614;,0599806571706611;-6,59022619775436;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;Italy;52,2967850632455;,663377580808835;52,2967850632455;,663377580808835;0; ; ;2,63774393536469;,0377251713309468;2,63774393536469;,0377251713309468;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;Kazakhstan;52,2967850632455;,663377580808835;51,6264179277943;,675688311911232;-,670367135451144;,946902587161547;-,707957866564341;2,63774393536469;,0377251713309468;2,92054006672829;,0353076792519436;,282796131363593;,0516703083608702;5,47308774293582;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;Korea, Republic of;52,2967850632455;,663377580808835;52,8533798813279;,894623957772262;,556594818082424;1,11374226845347;,499751902974198;2,63774393536469;,0377251713309468;3,52494785227606;,0344462429377208;,887203916911366;,0510855381147519;17,3670269444645;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;Luxembourg;52,2967850632455;,663377580808835;52,15982393194;,716578984912026;-,136961131305476;,976501539342018;-,140256953816747;2,63774393536469;,0377251713309468;2,75566953613543;,0259057673998659;,11792560077074;,045763493491267;2,57684874502082;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;Portugal;52,2967850632455;,663377580808835;51,4143780841188;1,01166858133855;-,882406979126692;1,20976986786221;-,729400692287038;2,63774393536469;,0377251713309468;2,36263908758706;,051395346441216;-,275104847777629;,0637547660003697;-4,31504756485239;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;United States;52,2967850632455;,663377580808835;50,4878919532549;,442155665353748;-1,80889310999058;,797227349709101;-2,26898024842052;2,63774393536469;,0377251713309468;3,11175198586351;,0350802491278291;,474008050498814;,0515151669978837;9,20132997954344;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;Uruguay;52,2967850632455;,663377580808835;49,2859383099661;1,01088003793917;-3,01084675327936;1,20911052671941;-2,49013360378929;2,63774393536469;,0377251713309468;2,051331893099;,073547169603311;-,58641204226569;,0826581799255674;-7,09442238860989;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;Russian Federation (Moscow);52,2967850632455;,663377580808835;50,8398703940305;,806981779670845;-1,45691466921498;1,04464798254747;-1,39464651591262;2,63774393536469;,0377251713309468;3,61623995083443;,0242905520159908;,978496015469738;,0448689142858488;21,8078826074547;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Italy;Germany, North-Rhine Westphalia;52,2967850632455;,663377580808835;51,7438819246505;1,18705673126685;-,552903138594964;1,35984318874116;-,406593306620009;2,63774393536469;,0377251713309468;2,3535750536094;,0503180858847393;-,284168881755291;,0628895724190687;-4,51853734768164;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;Chile;51,6264179277943;,675688311911232;50,7935012390907;1,6409774354534;-,832916688703669;1,77464408784428;-,469342948486894;2,92054006672829;,0353076792519436;2,69136775235732;,0503674170901528;-,229172314370966;,0615102342581423;-3,72575908927919;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;Denmark;51,6264179277943;,675688311911232;50,0583220035144;,938507742644435;-1,56809592427997;1,15643913711747;-1,35596926284299;2,92054006672829;,0353076792519436;2,92969198044394;,0410860866861539;,00915191371565349;,0541728597485889;,16893909160651;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;Finland;51,6264179277943;,675688311911232;50,1814578303344;,83762360737052;-1,4449600974599;1,07618214186905;-1,34267243549533;2,92054006672829;,0353076792519436;3,28204142263531;,0305710995556675;,361501355907021;,0467035795437637;7,74033509719046;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;France;51,6264179277943;,675688311911232;50,0273947909281;,694410151289275;-1,59902313686629;,968896358269058;-1,65035519353479;2,92054006672829;,0353076792519436;2,79625242994161;,030979747275773;-,124287636786672;,0469720869818331;-2,6459892411155;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;Germany;51,6264179277943;,675688311911232;50,9592572899568;1,02274339808776;-,667160637837561;1,22578903290311;-,544270359686188;2,92054006672829;,0353076792519436;2,24245783712008;,046631434490857;-,678082229608207;,0584903658462932;-11,5930584429945;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;Italy;51,6264179277943;,675688311911232;52,2967850632455;,663377580808835;,670367135451144;,946902587161547;,707957866564341;2,92054006672829;,0353076792519436;2,63774393536469;,0377251713309468;-,282796131363593;,0516703083608702;-5,47308774293582;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;Kazakhstan;51,6264179277943;,675688311911232;51,6264179277943;,675688311911232;0; ; ;2,92054006672829;,0353076792519436;2,92054006672829;,0353076792519436;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;Korea, Republic of;51,6264179277943;,675688311911232;52,8533798813279;,894623957772262;1,22696195353357;1,12111851321506;1,09440878825109;2,92054006672829;,0353076792519436;3,52494785227606;,0344462429377208;,604407785547773;,0493272325058137;12,2530244419558;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;Luxembourg;51,6264179277943;,675688311911232;52,15982393194;,716578984912026;,533406004145668;,984906156174789;,541580536177505;2,92054006672829;,0353076792519436;2,75566953613543;,0259057673998659;-,164870530592853;,0437920198065136;-3,76485330709342;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;Portugal;51,6264179277943;,675688311911232;51,4143780841188;1,01166858133855;-,212039843675548;1,21656401940918;-,17429402833936;2,92054006672829;,0353076792519436;2,36263908758706;,051395346441216;-,557900979141222;,062354742000675;-8,9472101277427;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;United States;51,6264179277943;,675688311911232;50,4878919532549;,442155665353748;-1,13852597453944;,807500047837686;-1,40993920382813;2,92054006672829;,0353076792519436;3,11175198586351;,0350802491278291;,19121191913522;,0497720412784998;3,84175360751818;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;Uruguay;51,6264179277943;,675688311911232;49,2859383099661;1,01088003793917;-2,34047961782822;1,21590836248352;-1,92488158651014;2,92054006672829;,0353076792519436;2,051331893099;,073547169603311;-,869208173629283;,0815831990719677;-10,6542545955145;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;Russian Federation (Moscow);51,6264179277943;,675688311911232;50,8398703940305;,806981779670845;-,786547533763837;1,05250856888397;-,747307487099946;2,92054006672829;,0353076792519436;3,61623995083443;,0242905520159908;,695699884106145;,0428563079534353;16,2333135383954;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Kazakhstan;Germany, North-Rhine Westphalia;51,6264179277943;,675688311911232;51,7438819246505;1,18705673126685;,117463996856181;1,3658910564534;,0859980715893853;2,92054006672829;,0353076792519436;2,3535750536094;,0503180858847393;-,566965013118884;,0614698461138641;-9,22346563335562;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;Chile;52,8533798813279;,894623957772262;50,7935012390907;1,6409774354534;-2,05987864223724;1,86899945679161;-1,10212907486517;3,52494785227606;,0344462429377208;2,69136775235732;,0503674170901528;-,833580099918739;,0610198357655762;-13,6608053669819;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;Denmark;52,8533798813279;,894623957772262;50,0583220035144;,938507742644435;-2,79505787781353;1,29659122657207;-2,15569704663444;3,52494785227606;,0344462429377208;2,92969198044394;,0410860866861539;-,595255871832119;,0536153911830048;-11,1023319740471;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;Finland;52,8533798813279;,894623957772262;50,1814578303344;,83762360737052;-2,67192205099347;1,22554695277028;-2,18018742158654;3,52494785227606;,0344462429377208;3,28204142263531;,0305710995556675;-,242906429640752;,0460557898701891;-5,27417791173266;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;France;52,8533798813279;,894623957772262;50,0273947909281;,694410151289275;-2,82598509039985;1,13250054482711;-2,495349872729;3,52494785227606;,0344462429377208;2,79625242994161;,030979747275773;-,728695422334445;,0463280519102114;-15,7290322447992;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;Germany;52,8533798813279;,894623957772262;50,9592572899568;1,02274339808776;-1,89412259137113;1,3588068605038;-1,39396013254514;3,52494785227606;,0344462429377208;2,24245783712008;,046631434490857;-1,28249001515598;,0579744282869574;-22,1216500628175;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;Italy;52,8533798813279;,894623957772262;52,2967850632455;,663377580808835;-,556594818082424;1,11374226845347;-,499751902974198;3,52494785227606;,0344462429377208;2,63774393536469;,0377251713309468;-,887203916911366;,0510855381147519;-17,3670269444645;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;Kazakhstan;52,8533798813279;,894623957772262;51,6264179277943;,675688311911232;-1,22696195353357;1,12111851321506;-1,09440878825109;3,52494785227606;,0344462429377208;2,92054006672829;,0353076792519436;-,604407785547773;,0493272325058137;-12,2530244419558;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;Korea, Republic of;52,8533798813279;,894623957772262;52,8533798813279;,894623957772262;0; ; ;3,52494785227606;,0344462429377208;3,52494785227606;,0344462429377208;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;Luxembourg;52,8533798813279;,894623957772262;52,15982393194;,716578984912026;-,6935559493879;1,14622749375403;-,605077048986514;3,52494785227606;,0344462429377208;2,75566953613543;,0259057673998659;-,769278316140626;,0431004923069381;-17,8484809561396;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;Portugal;52,8533798813279;,894623957772262;51,4143780841188;1,01166858133855;-1,43900179720912;1,35049077904578;-1,06553989078391;3,52494785227606;,0344462429377208;2,36263908758706;,051395346441216;-1,162308764689;,0618710375566556;-18,7859911614487;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;United States;52,8533798813279;,894623957772262;50,4878919532549;,442155665353748;-2,36548792807301;,997924675626634;-2,37040729210111;3,52494785227606;,0344462429377208;3,11175198586351;,0350802491278291;-,413195866412552;,0491646980199719;-8,40432023491127;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;Uruguay;52,8533798813279;,894623957772262;49,2859383099661;1,01088003793917;-3,56744157136178;1,34990017294762;-2,64274473242861;3,52494785227606;,0344462429377208;2,051331893099;,073547169603311;-1,47361595917706;,0812140985862841;-18,1448293440263;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;Russian Federation (Moscow);52,8533798813279;,894623957772262;50,8398703940305;,806981779670845;-2,01350948729741;1,20481186022583;-1,67122316252762;3,52494785227606;,0344462429377208;3,61623995083443;,0242905520159908;,0912920985583723;,0421494314287397;2,1659153033349;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Korea, Republic of;Germany, North-Rhine Westphalia;52,8533798813279;,894623957772262;51,7438819246505;1,18705673126685;-1,10949795667739;1,48642379860726;-,746421012444067;3,52494785227606;,0344462429377208;2,3535750536094;,0503180858847393;-1,17137279866666;,0609791228178011;-19,2094071632777;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;Chile;52,15982393194;,716578984912026;50,7935012390907;1,6409774354534;-1,36632269284934;1,79061229340267;-,763047756280585;2,75566953613543;,0259057673998659;2,69136775235732;,0503674170901528;-,0643017837781126;,0566390809327744;-1,13529002800086;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;Denmark;52,15982393194;,716578984912026;50,0583220035144;,938507742644435;-2,10150192842563;1,18079728345771;-1,77973133734848;2,75566953613543;,0259057673998659;2,92969198044394;,0410860866861539;,174022444308507;,0485713424125595;3,58282138530123;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;Finland;52,15982393194;,716578984912026;50,1814578303344;,83762360737052;-1,97836610160557;1,10231517690811;-1,79473724307661;2,75566953613543;,0259057673998659;3,28204142263531;,0305710995556675;,526371886499874;,0400711980432142;13,135915874844;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;France;52,15982393194;,716578984912026;50,0273947909281;,694410151289275;-2,13242914101195;,997843123858226;-2,13703846829828;2,75566953613543;,0259057673998659;2,79625242994161;,030979747275773;,0405828938061812;,0403838275284392;1,00492935637668;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;Germany;52,15982393194;,716578984912026;50,9592572899568;1,02274339808776;-1,20056664198323;1,24879521938132;-,961379915097699;2,75566953613543;,0259057673998659;2,24245783712008;,046631434490857;-,513211699015354;,0533441605731222;-9,6207662376065;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;Italy;52,15982393194;,716578984912026;52,2967850632455;,663377580808835;,136961131305476;,976501539342018;,140256953816747;2,75566953613543;,0259057673998659;2,63774393536469;,0377251713309468;-,11792560077074;,045763493491267;-2,57684874502082;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;Kazakhstan;52,15982393194;,716578984912026;51,6264179277943;,675688311911232;-,533406004145668;,984906156174789;-,541580536177505;2,75566953613543;,0259057673998659;2,92054006672829;,0353076792519436;,164870530592853;,0437920198065136;3,76485330709342;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;Korea, Republic of;52,15982393194;,716578984912026;52,8533798813279;,894623957772262;,6935559493879;1,14622749375403;,605077048986514;2,75566953613543;,0259057673998659;3,52494785227606;,0344462429377208;,769278316140626;,0431004923069381;17,8484809561396;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;Luxembourg;52,15982393194;,716578984912026;52,15982393194;,716578984912026;0; ; ;2,75566953613543;,0259057673998659;2,75566953613543;,0259057673998659;0; ; ;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;Portugal;52,15982393194;,716578984912026;51,4143780841188;1,01166858133855;-,745445847821216;1,23974140855467;-,60129140051092;2,75566953613543;,0259057673998659;2,36263908758706;,051395346441216;-,393030448548369;,0575551076828857;-6,82876749556042;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;United States;52,15982393194;,716578984912026;50,4878919532549;,442155665353748;-1,67193197868511;,842013701801796;-1,98563512102879;2,75566953613543;,0259057673998659;3,11175198586351;,0350802491278291;,356082449728074;,0436088599191324;8,1653693856796;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;Uruguay;52,15982393194;,716578984912026;49,2859383099661;1,01088003793917;-2,87388562197388;1,23909801578465;-2,31933679609197;2,75566953613543;,0259057673998659;2,051331893099;,073547169603311;-,70433764303643;,0779762460062944;-9,0327205926222;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;Russian Federation (Moscow);52,15982393194;,716578984912026;50,8398703940305;,806981779670845;-1,31995353790951;1,07921500839187;-1,22306818163727;2,75566953613543;,0259057673998659;3,61623995083443;,0242905520159908;,860570414698998;,0355125288006572;24,232867772657;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Luxembourg;Germany, North-Rhine Westphalia;52,15982393194;,716578984912026;51,7438819246505;1,18705673126685;-,415942007289487;1,3865746012615;-,299978094875722;2,75566953613543;,0259057673998659;2,3535750536094;,0503180858847393;-,402094482526031;,0565952166855111;-7,10474322875012;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
Boy;S_HISCED;IDCNTRY;Portugal;Chile;51,4143780841188;1,01166858133855;50,7935012390907;1,6409774354534;-,620876845028121;1,92776561389988;-,322070712617435;2,36263908758706;,051395346441216;2,69136775235732;,0503674170901528;,328728664770257;,0719608111415236;4,56816230328135;TOTWGTS;JRR;HALF;26-FEB-26;10h48m;75;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICILS2018.sav;NONE
