"";"IDCNTRY";"SGENDER";"dvar";"groupvar";"refpctile";"comppctile";"val";"val_se";"cval";"cval_se";"gap";"gap_se";"gap_t";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"93";"Ireland";"BOY";"PVCIV";"Percentile";50;90;528,445219265875;9,83034109185132;655,677772128073;8,41206961072388;127,232552862199;10,1839038436008;12,4934951091616;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"94";"Ireland";"GIRL";"PVCIV";"Percentile";10;50;411,517451676813;7,30325593714942;550,106298513489;6,25272025701248;138,588846836676;7,92756671399632;17,4818896940966;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"95";"Ireland";"GIRL";"PVCIV";"Percentile";10;90;411,517451676813;7,30325593714942;668,716480024696;7,97761849176422;257,199028347882;10,5967872940769;24,2714155913694;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"96";"Ireland";"GIRL";"PVCIV";"Percentile";50;90;550,106298513489;6,25272025701248;668,716480024696;7,97761849176422;118,610181511207;7,62905614732807;15,5471632690431;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"97";"Italy";"BOY";"PVCIV";"Percentile";10;50;404,787795988234;7,56501867915528;522,977374018904;6,80156274468891;118,18957803067;7,83779661015442;15,0794392747507;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"98";"Italy";"BOY";"PVCIV";"Percentile";10;90;404,787795988234;7,56501867915528;638,012425945553;5,9146780277814;233,224629957319;9,0111289592537;25,8818435527789;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"99";"Italy";"BOY";"PVCIV";"Percentile";50;90;522,977374018904;6,80156274468891;638,012425945553;5,9146780277814;115,035051926649;7,88000368233868;14,5983500216472;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"100";"Italy";"GIRL";"PVCIV";"Percentile";10;50;427,710685677456;5,9333422520526;544,848755006787;5,50010420087625;117,13806932933;6,055083434988;19,3454096193742;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"101";"Italy";"GIRL";"PVCIV";"Percentile";10;90;427,710685677456;5,9333422520526;645,583288595205;5,71695910675288;217,872602917748;7,36356460708414;29,5879257592367;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"102";"Italy";"GIRL";"PVCIV";"Percentile";50;90;544,848755006787;5,50010420087625;645,583288595205;5,71695910675288;100,734533588418;7,42338333658571;13,5698951570983;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"103";"Korea, Republic of";"BOY";"PVCIV";"Percentile";10;50;443,273014457296;5,27853178778607;562,303799449038;4,49081627476165;119,030784991743;6,50237201285496;18,3057482340941;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"104";"Korea, Republic of";"BOY";"PVCIV";"Percentile";10;90;443,273014457296;5,27853178778607;654,626263426733;4,23224088323373;211,353248969437;5,75935035137148;36,697411352846;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"105";"Korea, Republic of";"BOY";"PVCIV";"Percentile";50;90;562,303799449038;4,49081627476165;654,626263426733;4,23224088323373;92,3224639776945;6,15289847125566;15,0047110981914;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"106";"Korea, Republic of";"GIRL";"PVCIV";"Percentile";10;50;477,972801601493;5,23647110311357;580,600050852363;2,29412114179163;102,627249250869;5,59971577568851;18,3272246953018;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"107";"Korea, Republic of";"GIRL";"PVCIV";"Percentile";10;90;477,972801601493;5,23647110311357;674,81523049247;4,02330918986894;196,842428890977;6,99391629106757;28,1448076726881;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"108";"Korea, Republic of";"GIRL";"PVCIV";"Percentile";50;90;580,600050852363;2,29412114179163;674,81523049247;4,02330918986894;94,2151796401073;4,48095717115727;21,0256817999836;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"109";"Latvia";"BOY";"PVCIV";"Percentile";10;50;361,255335752738;6,23855779203942;464,092886743837;6,34749043365711;102,837550991099;7,70117966600433;13,3534803044604;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"110";"Latvia";"BOY";"PVCIV";"Percentile";10;90;361,255335752738;6,23855779203942;576,394016047001;6,58012603972251;215,138680294263;7,94985085272297;27,0619769200543;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"111";"Latvia";"BOY";"PVCIV";"Percentile";50;90;464,092886743837;6,34749043365711;576,394016047001;6,58012603972251;112,301129303164;8,78749288146471;12,7796552233958;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"112";"Latvia";"GIRL";"PVCIV";"Percentile";10;50;396,37572637751;9,53110131628788;496,89995822566;5,32025996115467;100,52423184815;9,79428286433341;10,2635622475451;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"113";"Latvia";"GIRL";"PVCIV";"Percentile";10;90;396,37572637751;9,53110131628788;594,479965710057;6,48534561020151;198,104239332547;10,9154504421432;18,148975196451;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"114";"Latvia";"GIRL";"PVCIV";"Percentile";50;90;496,89995822566;5,32025996115467;594,479965710057;6,48534561020151;97,580007484397;7,0411836658991;13,8584664332764;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"115";"Liechtenstein";"BOY";"PVCIV";"Percentile";10;50;407,521718611719;14,2400835210206;521,29496009676;9,19333762923772;113,77324148504;15,8857875505927;7,16195159495227;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"116";"Liechtenstein";"BOY";"PVCIV";"Percentile";10;90;407,521718611719;14,2400835210206;650,420228621371;40,9386787545255;242,898510009652;41,7145575310099;5,82287154380303;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"117";"Liechtenstein";"BOY";"PVCIV";"Percentile";50;90;521,29496009676;9,19333762923772;650,420228621371;40,9386787545255;129,125268524611;40,5648017107928;3,1831850047046;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"118";"Liechtenstein";"GIRL";"PVCIV";"Percentile";10;50;401,633269884213;11,8853047642696;561,672894228234;16,6111752205294;160,039624344022;20,6278029386345;7,75844256512061;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"119";"Liechtenstein";"GIRL";"PVCIV";"Percentile";10;90;401,633269884213;11,8853047642696;645,162685114669;26,0935226473145;243,529415230456;28,2298265132726;8,62667062852681;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"120";"Liechtenstein";"GIRL";"PVCIV";"Percentile";50;90;561,672894228234;16,6111752205294;645,162685114669;26,0935226473145;83,4897908864344;27,1150638634324;3,07909254084514;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"121";"Lithuania";"BOY";"PVCIV";"Percentile";10;50;386,701846325178;3,85489457423797;487,856983394132;5,31610188317584;101,155137068955;6,06238311628235;16,6857051309199;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"122";"Lithuania";"BOY";"PVCIV";"Percentile";10;90;386,701846325178;3,85489457423797;593,638758748985;6,22080936975375;206,936912423807;7,46793294635771;27,7100656781788;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"123";"Lithuania";"BOY";"PVCIV";"Percentile";50;90;487,856983394132;5,31610188317584;593,638758748985;6,22080936975375;105,781775354853;6,32305678067578;16,7295311467292;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"124";"Lithuania";"GIRL";"PVCIV";"Percentile";10;50;423,714952612363;5,35753744288396;524,449486200781;5,32441479190204;100,734533588418;7,16570584766887;14,0578661376659;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"125";"Lithuania";"GIRL";"PVCIV";"Percentile";10;90;423,714952612363;5,35753744288396;618,454364100621;8,19637374434079;194,739411488258;8,8126215941336;22,0977843435252;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"126";"Lithuania";"GIRL";"PVCIV";"Percentile";50;90;524,449486200781;5,32441479190204;618,454364100621;8,19637374434079;94,0048778998393;8,68115802295293;10,8286103825424;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"127";"Luxembourg";"BOY";"PVCIV";"Percentile";10;50;338,332446063515;6,75261826557252;467,247412847859;6,24210142072161;128,914966784343;7,79536101619106;16,5373953196761;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"128";"Luxembourg";"BOY";"PVCIV";"Percentile";10;90;338,332446063515;6,75261826557252;601,419923138905;4,81402687019192;263,087477075389;7,72984064956557;34,0353040900235;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"129";"Luxembourg";"BOY";"PVCIV";"Percentile";50;90;467,247412847859;6,24210142072161;601,419923138905;4,81402687019192;134,172510291046;7,37256835767439;18,1988831817857;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"130";"Luxembourg";"GIRL";"PVCIV";"Percentile";10;50;359,783223570861;7,32743897000754;479,444913783408;4,72126235957035;119,661690212547;7,57086264965683;15,8055555555444;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"131";"Luxembourg";"GIRL";"PVCIV";"Percentile";10;90;359,783223570861;7,32743897000754;597,213888333543;4,27900739557119;237,430664762681;8,57092476196187;27,7018724766327;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"132";"Luxembourg";"GIRL";"PVCIV";"Percentile";50;90;479,444913783408;4,72126235957035;597,213888333543;4,27900739557119;117,768974550134;6,16725764708271;19,095841505153;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"133";"Malta";"BOY";"PVCIV";"Percentile";10;50;351,581455700405;8,45402533039855;471,243145912953;5,73626668993724;119,661690212547;9,94440415017863;12,0330678847558;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"134";"Malta";"BOY";"PVCIV";"Percentile";10;90;351,581455700405;8,45402533039855;596,162379632202;5,47996460852598;244,580923931797;10,1708670507459;24,0472048952661;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"135";"Malta";"BOY";"PVCIV";"Percentile";50;90;471,243145912953;5,73626668993724;596,162379632202;5,47996460852598;124,91923371925;6,76897241465366;18,4546820502357;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"136";"Malta";"GIRL";"PVCIV";"Percentile";10;50;375,976457571505;16,5591755878938;516,87862355113;10,2164230445447;140,902165979625;17,5005926205814;8,05127969288986;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"137";"Malta";"GIRL";"PVCIV";"Percentile";10;90;375,976457571505;16,5591755878938;618,874967581157;10,3774906153698;242,898510009652;19,0029471741013;12,7821494099974;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"138";"Malta";"GIRL";"PVCIV";"Percentile";50;90;516,87862355113;10,2164230445447;618,874967581157;10,3774906153698;101,996344030027;9,95329499160595;10,2474953385833;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"139";"Mexico";"BOY";"PVCIV";"Percentile";10;50;336,860333881639;5,30360808944504;432,547625703623;5,40684097375;95,6872918219841;6,94314308769249;13,7815526215498;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"140";"Mexico";"BOY";"PVCIV";"Percentile";10;90;336,860333881639;5,30360808944504;553,050522877242;7,05059911522275;216,190188995604;8,06034747745351;26,8214477850159;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"141";"Mexico";"BOY";"PVCIV";"Percentile";50;90;432,547625703623;5,40684097375;553,050522877242;7,05059911522275;120,50289717362;7,72411696049627;15,6008638644277;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"142";"Mexico";"GIRL";"PVCIV";"Percentile";10;50;358,521413129253;7,00339528753068;463,041378042497;5,2406923623725;104,519964913244;7,50632874158681;13,9242455948111;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"143";"Mexico";"GIRL";"PVCIV";"Percentile";10;90;358,521413129253;7,00339528753068;569,033455137618;5,8318458559086;210,512042008365;8,30891503622656;25,3356835508054;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"144";"Mexico";"GIRL";"PVCIV";"Percentile";50;90;463,041378042497;5,2406923623725;569,033455137618;5,8318458559086;105,992077095121;6,15289847125565;17,2263653610216;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"145";"Netherlands";"BOY";"PVCIV";"Percentile";10;50;367,143784480245;15,488262727301;489,749699056545;17,5207982473089;122,6059145763;14,4619722392157;8,47781426684229;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"146";"Netherlands";"BOY";"PVCIV";"Percentile";10;90;367,143784480245;15,488262727301;613,617424074454;13,5150573322475;246,47363959421;17,5498030794645;14,0442396121593;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"147";"Netherlands";"BOY";"PVCIV";"Percentile";50;90;489,749699056545;17,5207982473089;613,617424074454;13,5150573322475;123,867725017909;16,6470798159931;7,4408080208102;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"148";"Netherlands";"GIRL";"PVCIV";"Percentile";10;50;385,229734143301;9,3837946760328;499,002975628341;7,71265684028009;113,77324148504;9,93327940774303;11,4537442082173;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"149";"Netherlands";"GIRL";"PVCIV";"Percentile";10;90;385,229734143301;9,3837946760328;604,364147502658;8,14766590881367;219,134413359357;11,4783144502237;19,0911665915449;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"150";"Netherlands";"GIRL";"PVCIV";"Percentile";50;90;499,002975628341;7,71265684028009;604,364147502658;8,14766590881367;105,361171874316;7,62905614732809;13,8105120528202;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"151";"New Zealand";"BOY";"PVCIV";"Percentile";10;50;352,002059180942;10,229401779032;499,633880849146;10,5654388752439;147,631821668204;12,1793579819766;12,1214781507099;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"152";"New Zealand";"BOY";"PVCIV";"Percentile";10;90;352,002059180942;10,229401779032;654,836565167001;10,8075453640411;302,834505986059;14,1074696107791;21,466252583998;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"153";"New Zealand";"BOY";"PVCIV";"Percentile";50;90;499,633880849146;10,5654388752439;654,836565167001;10,8075453640411;155,202684317855;10,8545038440679;14,2984595654895;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"154";"New Zealand";"GIRL";"PVCIV";"Percentile";10;50;399,7405542218;9,24849575161396;535,174874954454;7,94985085272294;135,434320732654;10,2294017789185;13,239710753347;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"155";"New Zealand";"GIRL";"PVCIV";"Percentile";10;90;399,7405542218;9,24849575161396;660,094108673704;10,2509964869989;260,353554451904;11,0863131032921;23,4842324969689;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"156";"New Zealand";"GIRL";"PVCIV";"Percentile";50;90;535,174874954454;7,94985085272294;660,094108673704;10,2509964869989;124,91923371925;10,8992313391357;11,4612884002842;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"157";"Norway";"BOY";"PVCIV";"Percentile";10;50;374,924948870164;9,69443121923891;503,839915654508;6,6303439600092;128,914966784343;8,95697800795888;14,3926854202158;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"158";"Norway";"BOY";"PVCIV";"Percentile";10;90;374,924948870164;9,69443121923891;634,437296360743;6,08059398184469;259,512347490579;10,715074886726;24,2193685283587;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"159";"Norway";"BOY";"PVCIV";"Percentile";50;90;503,839915654508;6,6303439600092;634,437296360743;6,08059398184469;130,597380706235;7,77263396881308;16,8022038899869;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"160";"Norway";"GIRL";"PVCIV";"Percentile";10;50;408,362925572792;7,60001509731973;529,286426226947;5,52817636967334;120,923500654156;8,33283328027582;14,5116908723455;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"161";"Norway";"GIRL";"PVCIV";"Percentile";10;90;408,362925572792;7,60001509731973;644,111176413328;7,76978841250603;235,748250840537;9,57046228134914;24,632901098201;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"162";"Norway";"GIRL";"PVCIV";"Percentile";50;90;529,286426226947;5,52817636967334;644,111176413328;7,76978841250603;114,824750186381;8,29559732445066;13,8416494551807;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"163";"Paraguay";"BOY";"PVCIV";"Percentile";10;50;295,641192789092;6,40989216762996;406,049606429843;6,03679561479992;110,408413640751;8,1720561157693;13,5104815821933;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"164";"Paraguay";"BOY";"PVCIV";"Percentile";10;90;295,641192789092;6,40989216762996;527,814314045071;6,42711846090016;232,173121255979;9,14510362576399;25,3876971499689;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"165";"Paraguay";"BOY";"PVCIV";"Percentile";50;90;406,049606429843;6,03679561479992;527,814314045071;6,42711846090016;121,764707615228;8,01081260944579;15,2000444339007;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"166";"Paraguay";"GIRL";"PVCIV";"Percentile";10;50;329,079169491719;8,48796165003693;434,650643106304;7,25769556774808;105,571473614585;9,57739154178235;11,0229881647856;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"167";"Paraguay";"GIRL";"PVCIV";"Percentile";10;90;329,079169491719;8,48796165003693;553,05052287761;6,47852251924793;223,971353385891;10,3668306318269;21,6046119918545;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"168";"Paraguay";"GIRL";"PVCIV";"Percentile";50;90;434,650643106304;7,25769556774808;553,05052287761;6,47852251924793;118,399879771306;8,88260380643327;13,3294113248139;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"169";"Poland";"BOY";"PVCIV";"Percentile";10;50;384,388527182229;8,69642832151456;519,191942694079;9,77620387753374;134,80341551185;10,7562710195871;12,5325417392676;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"170";"Poland";"BOY";"PVCIV";"Percentile";10;90;384,388527182229;8,69642832151456;657,780789530755;10,2164230445448;273,392262348526;12,1720932285822;22,4605790651154;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"171";"Poland";"BOY";"PVCIV";"Percentile";50;90;519,191942694079;9,77620387753374;657,780789530755;10,2164230445448;138,588846836676;11,4821668800856;12,0699209725858;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"172";"Poland";"GIRL";"PVCIV";"Percentile";10;50;431,496117002282;10,5066715762718;556,205048980973;6,63034395760616;124,70893197869;10,1382017247921;12,3008927385737;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"173";"Poland";"GIRL";"PVCIV";"Percentile";10;90;431,496117002282;10,5066715762718;669,3473852455;7,84061748359834;237,851268243218;10,5800796963081;22,4810469363682;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"174";"Poland";"GIRL";"PVCIV";"Percentile";50;90;556,205048980973;6,63034395760616;669,3473852455;7,84061748359834;113,142336264527;8,5786614175469;13,1888100902437;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"175";"Russian Federation";"BOY";"PVCIV";"Percentile";10;50;387,963656766786;4,99438961088554;494,376337342443;5,6781469872386;106,412680575657;6,57003639508602;16,1966653115114;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"176";"Russian Federation";"BOY";"PVCIV";"Percentile";10;90;387,963656766786;4,99438961088554;605,20535446373;6,1312966545276;217,241697696944;7,56501867915526;28,7166108783755;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"177";"Russian Federation";"BOY";"PVCIV";"Percentile";50;90;494,376337342443;5,6781469872386;605,20535446373;6,1312966545276;110,829017121287;6,14570630226181;18,0335687503483;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"178";"Russian Federation";"GIRL";"PVCIV";"Percentile";10;50;407,732020351987;6,29501647940437;515,406511369253;5,83184585590862;107,674491017266;7,09748900754351;15,1707865842166;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"179";"Russian Federation";"GIRL";"PVCIV";"Percentile";10;90;407,732020351987;6,29501647940437;629,179752854293;8,53213624731918;221,447732502306;9,30807951277813;23,7909154297944;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"180";"Russian Federation";"GIRL";"PVCIV";"Percentile";50;90;515,406511369253;5,83184585590862;629,179752854293;8,53213624731918;113,77324148504;7,33347226766252;15,5142390033616;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"181";"Slovak Republic";"BOY";"PVCIV";"Percentile";10;50;401,212666403745;7,71265684000238;520,453753135687;5,43946172806642;119,241086731942;8,15580408203202;14,6203961660434;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"182";"Slovak Republic";"BOY";"PVCIV";"Percentile";10;90;401,212666403745;7,71265684000238;637,591822465017;8,69897076537546;236,379156061272;11,5397989983592;20,4838191804625;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"183";"Slovak Republic";"BOY";"PVCIV";"Percentile";50;90;520,453753135687;5,43946172806642;637,591822465017;8,69897076537546;117,13806932933;8,39628216566711;13,9511830376919;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"184";"Slovak Republic";"GIRL";"PVCIV";"Percentile";10;50;421,82223694995;7,72411696077658;538,539702798744;9,37908038551871;116,717465848794;9,73994523104463;11,983380099179;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"185";"Slovak Republic";"GIRL";"PVCIV";"Percentile";10;90;421,82223694995;7,72411696077658;649,999625140835;9,06739554796465;228,177388190885;10,0307537083971;22,7477809568657;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"186";"Slovak Republic";"GIRL";"PVCIV";"Percentile";50;90;538,539702798744;9,37908038551871;649,999625140835;9,06739554796465;111,459922342091;10,1185519140297;11,0154025288489;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"187";"Slovenia";"BOY";"PVCIV";"Percentile";10;50;384,178225441961;6,27742768705245;499,21327736861;6,55318579951445;115,035051926649;7,22104030528798;15,9305372997861;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"188";"Slovenia";"BOY";"PVCIV";"Percentile";10;90;384,178225441961;6,27742768705245;620,347079763033;10,7212643971454;236,168854321073;10,5967872940769;22,2868354121895;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"189";"Slovenia";"BOY";"PVCIV";"Percentile";50;90;499,21327736861;6,55318579951445;620,347079763033;10,7212643971454;121,133802394424;10,5696240363805;11,4605592381983;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"190";"Slovenia";"GIRL";"PVCIV";"Percentile";10;50;427,500383937188;7,08501537926079;532,230650590701;4,88244375659635;104,730266653512;8,34344160192361;12,5524060274319;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"191";"Slovenia";"GIRL";"PVCIV";"Percentile";10;90;427,500383937188;7,08501537926079;634,85789984131;5,93334225177931;207,357515904121;9,27714371606992;22,3514394354952;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"192";"Slovenia";"GIRL";"PVCIV";"Percentile";50;90;532,230650590701;4,88244375659635;634,85789984131;5,93334225177931;102,627249250609;6,77876596580727;15,1395179842866;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"193";"Spain";"BOY";"PVCIV";"Percentile";10;50;378,500078454722;10,3540241660202;498,161768667269;6,36488561681741;119,661690212547;10,4115292163757;11,4931906471854;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"194";"Spain";"BOY";"PVCIV";"Percentile";10;90;378,500078454722;10,3540241660202;609,62169100936;5,66645151243758;231,121612554638;11,3757496919695;20,3170444861137;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"195";"Spain";"BOY";"PVCIV";"Percentile";50;90;498,161768667269;6,36488561681741;609,62169100936;5,66645151243758;111,459922342091;6,61698977936284;16,8445057433388;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"196";"Spain";"GIRL";"PVCIV";"Percentile";10;50;405,20839946877;7,25769556774812;516,87862355113;4,81861821779747;111,670224082359;7,89962314197739;14,1361457471257;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
"197";"Spain";"GIRL";"PVCIV";"Percentile";10;90;405,20839946877;7,25769556774812;618,033760620084;5,85832858764315;212,825361151314;8,26354724715218;25,7547218870999;"TOTWGTS";"JRR";"HALF";"N";"04-MAR-26";"13h21m";75;5;"NONE"
