"";"IDCNTRY";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnx";"mnx_se";"cmnx";"cmnx_se";"mnxdiff";"mnxdiff_se";"mnxdiff_t";"weight";"method";"jk2type";"date";"time";"reps";"selcrit"
"35";"Luxembourg";"S_HISCED";"S_SEX";"Girl";"Boy";47,84017606806;0,716578984912065;52,15982393194;0,716578984912026;4,31964786388001;1,43315796982409;3,01407657413384;2,7774628090119;0,0231409985615958;2,75566953613543;0,0259057673998659;-0,0217932728764718;0,0395625005181893;-0,550856811147519;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"36";"Luxembourg";"S_HISCED";"S_SEX";"Girl";"Girl";47,84017606806;0,716578984912065;47,84017606806;0,716578984912065;0;NA;NA;2,7774628090119;0,0231409985615958;2,7774628090119;0,0231409985615958;0;NA;NA;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"37";"Portugal";"S_HISCED";"S_SEX";"Boy";"Boy";51,4143780841188;1,01166858133855;51,4143780841188;1,01166858133855;0;NA;NA;2,36263908758706;0,051395346441216;2,36263908758706;0,051395346441216;0;NA;NA;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"38";"Portugal";"S_HISCED";"S_SEX";"Boy";"Girl";51,4143780841188;1,01166858133855;48,5856219158812;1,01166858133856;-2,82875616823758;2,02333716267711;-1,39806465299871;2,36263908758706;0,051395346441216;2,33243703998856;0,0563850815841776;-0,0302020475985052;0,0534626794835488;-0,564918329763078;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"39";"Portugal";"S_HISCED";"S_SEX";"Girl";"Boy";48,5856219158812;1,01166858133856;51,4143780841188;1,01166858133855;2,82875616823758;2,02333716267711;1,39806465299871;2,33243703998856;0,0563850815841776;2,36263908758706;0,051395346441216;0,0302020475985052;0,0534626794835488;0,564918329763078;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"40";"Portugal";"S_HISCED";"S_SEX";"Girl";"Girl";48,5856219158812;1,01166858133856;48,5856219158812;1,01166858133856;0;NA;NA;2,33243703998856;0,0563850815841776;2,33243703998856;0,0563850815841776;0;NA;NA;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"41";"United States";"S_HISCED";"S_SEX";"Boy";"Boy";50,4878919532549;0,442155665353748;50,4878919532549;0,442155665353748;0;NA;NA;3,11175198586351;0,0350802491278291;3,11175198586351;0,0350802491278291;0;NA;NA;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"42";"United States";"S_HISCED";"S_SEX";"Boy";"Girl";50,4878919532549;0,442155665353748;49,5121080467451;0,442155665353752;-0,975783906509818;0,884311330707499;-1,10343933479755;3,11175198586351;0,0350802491278291;3,0407288590299;0,0340585441582643;-0,0710231268336052;0,0291218900976362;-2,43882270675041;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"43";"United States";"S_HISCED";"S_SEX";"Girl";"Boy";49,5121080467451;0,442155665353752;50,4878919532549;0,442155665353748;0,975783906509818;0,884311330707499;1,10343933479755;3,0407288590299;0,0340585441582643;3,11175198586351;0,0350802491278291;0,0710231268336052;0,0291218900976362;2,43882270675041;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"44";"United States";"S_HISCED";"S_SEX";"Girl";"Girl";49,5121080467451;0,442155665353752;49,5121080467451;0,442155665353752;0;NA;NA;3,0407288590299;0,0340585441582643;3,0407288590299;0,0340585441582643;0;NA;NA;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"45";"Uruguay";"S_HISCED";"S_SEX";"Boy";"Boy";49,2859383099661;1,01088003793917;49,2859383099661;1,01088003793917;0;NA;NA;2,051331893099;0,073547169603311;2,051331893099;0,073547169603311;0;NA;NA;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"46";"Uruguay";"S_HISCED";"S_SEX";"Boy";"Girl";49,2859383099661;1,01088003793917;50,7140616900339;1,01088003793916;1,42812338006774;2,02176007587833;0,706376289207959;2,051331893099;0,073547169603311;1,90645901717021;0,0546572858766248;-0,144872875928793;0,0651246444623692;-2,22454766739655;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"47";"Uruguay";"S_HISCED";"S_SEX";"Girl";"Boy";50,7140616900339;1,01088003793916;49,2859383099661;1,01088003793917;-1,42812338006774;2,02176007587833;-0,706376289207959;1,90645901717021;0,0546572858766248;2,051331893099;0,073547169603311;0,144872875928793;0,0651246444623692;2,22454766739655;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"48";"Uruguay";"S_HISCED";"S_SEX";"Girl";"Girl";50,7140616900339;1,01088003793916;50,7140616900339;1,01088003793916;0;NA;NA;1,90645901717021;0,0546572858766248;1,90645901717021;0,0546572858766248;0;NA;NA;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"49";"Russian Federation (Moscow)";"S_HISCED";"S_SEX";"Boy";"Boy";50,8398703940305;0,806981779670845;50,8398703940305;0,806981779670845;0;NA;NA;3,61623995083443;0,0242905520159908;3,61623995083443;0,0242905520159908;0;NA;NA;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"50";"Russian Federation (Moscow)";"S_HISCED";"S_SEX";"Boy";"Girl";50,8398703940305;0,806981779670845;49,1601296059695;0,806981779670849;-1,67974078806101;1,61396355934169;-1,04075508913358;3,61623995083443;0,0242905520159908;3,55851229277837;0,0318821114515709;-0,0577276580560593;0,03390865190895;-1,70244627274086;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"51";"Russian Federation (Moscow)";"S_HISCED";"S_SEX";"Girl";"Boy";49,1601296059695;0,806981779670849;50,8398703940305;0,806981779670845;1,67974078806101;1,61396355934169;1,04075508913358;3,55851229277837;0,0318821114515709;3,61623995083443;0,0242905520159908;0,0577276580560593;0,03390865190895;1,70244627274086;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"52";"Russian Federation (Moscow)";"S_HISCED";"S_SEX";"Girl";"Girl";49,1601296059695;0,806981779670849;49,1601296059695;0,806981779670849;0;NA;NA;3,55851229277837;0,0318821114515709;3,55851229277837;0,0318821114515709;0;NA;NA;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"53";"Germany, North-Rhine Westphalia";"S_HISCED";"S_SEX";"Boy";"Boy";51,7438819246505;1,18705673126685;51,7438819246505;1,18705673126685;0;NA;NA;2,3535750536094;0,0503180858847393;2,3535750536094;0,0503180858847393;0;NA;NA;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"54";"Germany, North-Rhine Westphalia";"S_HISCED";"S_SEX";"Boy";"Girl";51,7438819246505;1,18705673126685;48,2561180753495;1,18705673126684;-3,48776384930105;2,37411346253369;-1,46908052388484;2,3535750536094;0,0503180858847393;2,34490332415436;0,0487773335375825;-0,0086717294550378;0,057556588421355;-0,150664410328746;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"55";"Germany, North-Rhine Westphalia";"S_HISCED";"S_SEX";"Girl";"Boy";48,2561180753495;1,18705673126684;51,7438819246505;1,18705673126685;3,48776384930105;2,37411346253369;1,46908052388484;2,34490332415436;0,0487773335375825;2,3535750536094;0,0503180858847393;0,0086717294550378;0,057556588421355;0,150664410328746;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"56";"Germany, North-Rhine Westphalia";"S_HISCED";"S_SEX";"Girl";"Girl";48,2561180753495;1,18705673126684;48,2561180753495;1,18705673126684;0;NA;NA;2,34490332415436;0,0487773335375825;2,34490332415436;0,0487773335375825;0;NA;NA;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
