IDCNTRY;EqVar;TOTWGTS;mean;stdev;var;TOTWGTS.se;mean.se;stdev.se;var.se;NObs;xvar;dvar;weight;method;jk2type;shortcut;missoptn;date;time;reps;npv;infile;selcrit
Paraguay;HISCED_D4;81855,662772056;,213146039827613;,409532482798947;,16771685446747;3957,13481392468;,00810676043114468;,00568921281525974;,00465686043756027;3163; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Paraguay;HISCED_D5;81855,662772056;,107723684212831;,310033008468797;,096120466340213;3957,13481392468;,00634345378282558;,00799997842233091;,00497045832988136;3163; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Paraguay;SGENDER_D2;81855,662772056;,526395033203134;,499305866082669;,249306347904564;3957,13481392468;,0130682266868624;,00068670338126841;,000685734146536849;3163; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Poland;OPDISC;425084,134827115;50,9968443617517;9,80608514465803;96,1593058642829;7037,56862963409;,316204233657329;,207686612406779;4,07654135422472;3145; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Poland;PV_CIV;425084,134827115;538,668106083418;97,4599190132549;9499,33229763542;7037,56862963409;4,54916293326946;1,76513222780832;344,000144538126;3145; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Poland;SAGE;425084,134827115;14,8773753388062;,375663765019558;,14112326434867;7037,56862963409;,00868145862605448;,0151237296631671;,0112721678069669;3145; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Poland;HISCED_D1;425084,134827115;,000312570502031581;,0176769210214667;,00031247353679917;7037,56862963409;,000312611419477194;,0176774989088674;,000312514416144941;3145; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Poland;HISCED_D2;425084,134827115;0;0;0;7037,56862963409;0;0;0;3145; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Poland;HISCED_D3;425084,134827115;,00738605250638016;,0856242721543645;,00733151598196469;7037,56862963409;,00159516186474601;,00909229033456872;,00157115182420692;3145; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Poland;HISCED_D4;425084,134827115;,623298380202252;,484559657623482;,234798061796186;7037,56862963409;,0170295947827542;,00431372498221305;,00418151268656906;3145; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Poland;HISCED_D5;425084,134827115;,102511929751335;,303320705600282;,0920034504458527;7037,56862963409;,00651070961942739;,0085346504352054;,00517639596028885;3145; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Poland;SGENDER_D2;425084,134827115;,506245940175749;,499961574783303;,2499615762598;7037,56862963409;,0112641674301846;,000136551254639794;,000136538953357083;3145; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Russian Federation;OPDISC;1246765,55216266;49,051049994216;9,86439216925438;97,3062328688472;21523,9951475297;,298800314095609;,244665274422977;4,83726583456058;4206; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Russian Federation;PV_CIV;1246765,55216266;507,685627269456;84,7524911944038;7183,28262216486;21523,9951475297;3,82153941256233;2,32094602572021;392,225692615192;4206; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Russian Federation;SAGE;1246765,55216266;14,7301571621936;,51326340090768;,263439318711317;21523,9951475297;,0172841544809402;,0145550280264651;,0149850591819406;4206; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Russian Federation;HISCED_D1;1246765,55216266;,00307932909167114;,0554062206459434;,00306984928626696;21523,9951475297;,00111951982560482;,00975609476723331;,00111219698492667;4206; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Russian Federation;HISCED_D2;1246765,55216266;,00437745426662564;,0660173890460009;,00435829565645104;21523,9951475297;,00108187589176638;,00800601907194385;,00107209109517621;4206; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Russian Federation;HISCED_D3;1246765,55216266;,0960766028418303;,294696384241837;,0868459588852122;21523,9951475297;,00518729142262737;,00712505362481253;,00419359177130118;4206; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Russian Federation;HISCED_D4;1246765,55216266;,0401054754549993;,196206669537687;,0384970571710711;21523,9951475297;,00495358305898276;,0115097371306615;,00454992262494274;4206; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Russian Federation;HISCED_D5;1246765,55216266;,420567467313978;,49365035015624;,243690668209379;21523,9951475297;,0101632170909502;,00163035950459151;,00160973451989979;4206; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Russian Federation;SGENDER_D2;1246765,55216266;,498362829974827;,499997520185027;,249997520191177;21523,9951475297;,0101686312109369;4,99709637120274E-005;4,99696360803229E-005;4206; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovak Republic;OPDISC;51011,7173185505;50,0359875076107;8,2778143098328;68,5222097480726;1713,7452838663;,264123264823015;,167551371724518;2,77755591268246;2933; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovak Republic;PV_CIV;51011,7173185505;529,720875223355;88,5714552693809;7845,27825224374;1713,7452838663;4,45050196525526;2,10467116754493;372,781090524843;2933; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovak Republic;SAGE;51011,7173185505;14,3552415389991;,454289830262984;,206379249880371;1713,7452838663;,0157131748054573;,0186887236007884;,0170395137293536;2933; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovak Republic;HISCED_D1;51011,7173185505;0;0;0;1713,7452838663;0;0;0;2933; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovak Republic;HISCED_D2;51011,7173185505;,000543311900633276;,0233029474093177;,000543027357961428;1713,7452838663;,000396575079674448;,0099568479811144;,000396233659829955;2933; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovak Republic;HISCED_D3;51011,7173185505;,0171011353560875;,129649589426516;,0168090160384641;1713,7452838663;,00415999998010414;,0153363274830677;,00401451403465796;2933; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovak Republic;HISCED_D4;51011,7173185505;,590687684055956;,491711789227607;,241780483665414;1713,7452838663;,0153402219673917;,00282008283316348;,00277354623210655;2933; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovak Republic;HISCED_D5;51011,7173185505;,126811254925845;,332764678524379;,110732331273433;1713,7452838663;,00753010812146228;,00847186147095236;,00562823055997833;2933; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovak Republic;SGENDER_D2;51011,7173185505;,508475283714316;,499933064608359;,249933069088706;1713,7452838663;,0121759546258956;,000208302003523275;,000208268743592148;2933; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovenia;OPDISC;16569,0853484328;49,930376979106;9,5657112940475;91,5028325610678;336,514083659182;,268160119549649;,216879396070563;4,1482930041757;2943; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovenia;PV_CIV;16569,0853484328;517,671967747368;86,2864091715823;7445,4395372549;336,514083659182;2,74407422131784;1,50572395409949;259,560030030445;2943; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovenia;SAGE;16569,0853484328;13,6960714508824;,324314378838454;,105179816321372;336,514083659182;,00674991280310211;,00645907430218951;,00419103125909358;2943; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovenia;HISCED_D1;16569,0853484328;,00036522541555164;,0191079580753279;,000365114061808487;336,514083659182;,000365300801684353;,0191089430543846;,00036518937894833;2943; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovenia;HISCED_D2;16569,0853484328;,00201376550447266;,0448311449001272;,0020098315530562;336,514083659182;,000715332934429462;,00791020841031322;,000712442523720519;2943; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovenia;HISCED_D3;16569,0853484328;,0361108674313321;,186571631078404;,0348089735232562;336,514083659182;,0038586079717916;,00963807588760197;,00358230680677391;2943; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovenia;HISCED_D4;16569,0853484328;,342784719248363;,474654561683189;,22529695292666;336,514083659182;,0125594712928033;,00415398652114033;,00394392496804436;2943; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovenia;HISCED_D5;16569,0853484328;,272639303359019;,445330307576583;,198319082846254;336,514083659182;,0108605917645387;,00555703888716975;,00494712481261334;2943; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Slovenia;SGENDER_D2;16569,0853484328;,49673395679624;,500004421549506;,250004421569056;336,514083659182;,00818780717591507;5,16373530768035E-005;5,16374773220588E-005;2943; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Spain;OPDISC;424448,262247503;48,0515760483598;9,33423769968765;87,1279934342702;7636,72129616957;,240444162980081;,260072753897632;4,84945197839228;3186; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Spain;PV_CIV;424448,262247503;507,360477203549;84,5827560901698;7154,56508269046;7636,72129616957;3,92793839008809;2,09266051099964;353,829856779104;3186; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Spain;SAGE;424448,262247503;14,0973462511904;,704525715457062;,496356483740285;7636,72129616957;,021903579200874;,0150133117159158;,0211448932442422;3186; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Spain;HISCED_D1;424448,262247503;,0145198293885961;,119620389797104;,0143090376552111;7636,72129616957;,00251944265131077;,0102445456510553;,00244650091580052;3186; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Spain;HISCED_D2;424448,262247503;,0818786504043099;,274180076088483;,0751747141238863;7636,72129616957;,00600540551853208;,0091409065050126;,00501905826679414;3186; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Spain;HISCED_D3;424448,262247503;,242295717778073;,428472794305507;,183588935459969;7636,72129616957;,0126727152775047;,00761373605356895;,00652624697741182;3186; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Spain;HISCED_D4;424448,262247503;,202759889965571;,402055590473521;,161648697831012;7636,72129616957;,0101119579817174;,00748390507220514;,00601542768579736;3186; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Spain;HISCED_D5;424448,262247503;,119826775954815;,324759246524266;,105468568203009;7636,72129616957;,00648056493244928;,00758539834526105;,00492716925157761;3186; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Spain;SGENDER_D2;424448,262247503;,510493506950583;,499890463055428;,24989047505377;7636,72129616957;,0117541757148934;,000252870973646298;,000252809528217857;3186; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Sweden;OPDISC;98075,674215695;51,1298871680423;9,70702410901677;94,2263170530329;1757,44180630532;,316540173423414;,205593837037287;3,99141763318457;3180; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Sweden;PV_CIV;98075,674215695;540,380545723015;97,4479915978242;9496,58117959921;1757,44180630532;3,14314314511762;1,77157195859517;345,336432060389;3180; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Sweden;SAGE;98075,674215695;14,7529463881649;,349413377239354;,122089708193811;1757,44180630532;,00700515006801354;,00660865828464025;,00461176621347692;3180; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Sweden;HISCED_D1;98075,674215695;,0037014735420551;,060727343407676;,00368781023735381;1757,44180630532;,00110540784949459;,00919817989377875;,00109749832662482;3180; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Sweden;HISCED_D2;98075,674215695;,00663564313057255;,0811891530990677;,00659167858094386;1757,44180630532;,00158934953116204;,00973098217619953;,00156855220068593;3180; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Sweden;HISCED_D3;98075,674215695;,0380123225083665;,191226982139995;,0365677586983698;1757,44180630532;,00424151308184675;,0102475378822407;,00391905108850402;3180; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Sweden;HISCED_D4;98075,674215695;,212276303675884;,408921483356766;,167216779550698;1757,44180630532;,0103883037278153;,00733727924372698;,00599305331662351;3180; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Sweden;HISCED_D5;98075,674215695;,217738768000849;,412710956522696;,170330333633879;1757,44180630532;,00860610107782013;,00588802304545348;,00485949794398672;3180; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Sweden;SGENDER_D2;98075,674215695;,510918265936303;,499883325718627;,249883339331515;1757,44180630532;,00866065251237218;,000186232337987386;,000186188759223793;3180; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Switzerland;OPDISC;79038,3390038027;48,0327822694682;9,24741278209699;85,5146431624908;3660,0834914318;,320407770969286;,195681664129887;3,62328136828046;2795; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Switzerland;PV_CIV;79038,3390038027;531,93300950953;81,2440942493085;6601,06296483505;3660,0834914318;3,23765667864014;1,66182951908454;269,434154959873;2795; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Switzerland;SAGE;79038,3390038027;14,693302823417;,623134626843355;,388296763171207;3660,0834914318;,020149534852911;,013231856676673;,0164606000612787;2795; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
Switzerland;HISCED_D1;79038,3390038027;,00928674615216568;,0959198566778984;,00920061890510857;3660,0834914318;,00218042146416463;,0111977146008354;,00214019893005835;2795; HISCED_d1 HISCED_d2 HISCED_d3 HISCED_d4 HISCED_d5 SGENDER_d2 SAGE OPDISC;PV_CIV;TOTWGTS;JRR;HALF;N;listwise;26-FEB-26; 9h56m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\ICCS2009.sav;NONE
