IDCNTRY;dvar;refpctile;comppctile;groupvar;refgroup;compgroup;gap;gap_se;cgap;cgap_se;gapdiff;gapdiff_se;gapdiff_t;weight;method;jk2type;shortcut;date;time;reps;npv;infile;selcrit
Chinese Taipei;BSMMAT0;   10,00;   50,00;BSBG01;Girl;Girl;144,568888;5,7059819113956;144,568888;5,7059819113956;0;0; ;TOTWGT;JRR;FULL;N;26-FEB-26; 7h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Chinese Taipei;BSMMAT0;   10,00;   50,00;BSBG01;Girl;Boy;144,568888;5,7059819113956;159,255172;6,19737593314659;14,686284;7,50612340979723;1,95657374628707;TOTWGT;JRR;FULL;N;26-FEB-26; 7h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Chinese Taipei;BSMMAT0;   10,00;   50,00;BSBG01;Boy;Girl;159,255172;6,19737593314659;144,568888;5,7059819113956;-14,686284;7,50612340979723;-1,95657374628707;TOTWGT;JRR;FULL;N;26-FEB-26; 7h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Chinese Taipei;BSMMAT0;   10,00;   50,00;BSBG01;Boy;Boy;159,255172;6,19737593314659;159,255172;6,19737593314659;0;0; ;TOTWGT;JRR;FULL;N;26-FEB-26; 7h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Chinese Taipei;BSMMAT0;   10,00;   90,00;BSBG01;Girl;Girl;245,510082;6,95458120279604;245,510082;6,95458120279604;0;0; ;TOTWGT;JRR;FULL;N;26-FEB-26; 7h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Chinese Taipei;BSMMAT0;   10,00;   90,00;BSBG01;Girl;Boy;245,510082;6,95458120279604;262,621078;6,8589685996835;17,110996;7,58154764268458;2,25692652825447;TOTWGT;JRR;FULL;N;26-FEB-26; 7h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Chinese Taipei;BSMMAT0;   10,00;   90,00;BSBG01;Boy;Girl;262,621078;6,8589685996835;245,510082;6,95458120279604;-17,110996;7,58154764268458;-2,25692652825447;TOTWGT;JRR;FULL;N;26-FEB-26; 7h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Chinese Taipei;BSMMAT0;   10,00;   90,00;BSBG01;Boy;Boy;262,621078;6,8589685996835;262,621078;6,8589685996835;0;0; ;TOTWGT;JRR;FULL;N;26-FEB-26; 7h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Chinese Taipei;BSMMAT0;   50,00;   90,00;BSBG01;Girl;Girl;100,941194;4,13845286045228;100,941194;4,13845286045228;0;0; ;TOTWGT;JRR;FULL;N;26-FEB-26; 7h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Chinese Taipei;BSMMAT0;   50,00;   90,00;BSBG01;Girl;Boy;100,941194;4,13845286045228;103,365906;4,35578716780977;2,42471199999995;5,69825003042638;,42551870961312;TOTWGT;JRR;FULL;N;26-FEB-26; 7h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Chinese Taipei;BSMMAT0;   50,00;   90,00;BSBG01;Boy;Girl;103,365906;4,35578716780977;100,941194;4,13845286045228;-2,42471199999995;5,69825003042638;-,42551870961312;TOTWGT;JRR;FULL;N;26-FEB-26; 7h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Chinese Taipei;BSMMAT0;   50,00;   90,00;BSBG01;Boy;Boy;103,365906;4,35578716780977;103,365906;4,35578716780977;0;0; ;TOTWGT;JRR;FULL;N;26-FEB-26; 7h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
Georgia;BSMMAT0;   10,00;   50,00;BSBG01;Girl;Girl;119,338502;9,3630640254221;119,338502;9,3630640254221;0;0; ;TOTWGT;JRR;FULL;N;26-FEB-26; 7h42m;150;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2015.sav;NONE
