"";"IDCNTRY";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnx";"mnx_se";"cmnx";"cmnx_se";"mnxdiff";"mnxdiff_se";"mnxdiff_t";"weight";"method";"jk2type";"date";"time";"reps";"selcrit"
"1";"Azerbaijan, Republic of";"BSDGSLM";"BSBG01";"Girl";"Girl";50,4901096678385;0,953820867369347;50,4901096678385;0,953820867369347;0;NA;NA;1,90528688300086;0,0251352197904003;1,90528688300086;0,0251352197904003;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"13h 0m";250;"NONE"
"2";"Azerbaijan, Republic of";"BSDGSLM";"BSBG01";"Girl";"Boy";50,4901096678385;0,953820867369347;49,5098903321615;0,953820867369347;-0,980219335676971;1,90764173473869;-0,513838273627013;1,90528688300086;0,0251352197904003;1,79386778810762;0,0250466852848374;-0,111419094893237;0,0298916471148082;-3,72743243171905;"TOTWGT";"JRR";"FULL";"04-MAR-26";"13h 0m";250;"NONE"
"3";"Azerbaijan, Republic of";"BSDGSLM";"BSBG01";"Boy";"Girl";49,5098903321615;0,953820867369347;50,4901096678385;0,953820867369347;0,980219335676971;1,90764173473869;0,513838273627013;1,79386778810762;0,0250466852848374;1,90528688300086;0,0251352197904003;0,111419094893237;0,0298916471148082;3,72743243171905;"TOTWGT";"JRR";"FULL";"04-MAR-26";"13h 0m";250;"NONE"
"4";"Azerbaijan, Republic of";"BSDGSLM";"BSBG01";"Boy";"Boy";49,5098903321615;0,953820867369347;49,5098903321615;0,953820867369347;0;NA;NA;1,79386778810762;0,0250466852848374;1,79386778810762;0,0250466852848374;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"13h 0m";250;"NONE"
"5";"Australia";"BSDGSLM";"BSBG01";"Girl";"Girl";46,3820303104497;1,69498250303778;46,3820303104497;1,69498250303778;0;NA;NA;2,59731734157898;0,0179018947073052;2,59731734157898;0,0179018947073052;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"13h 0m";250;"NONE"
"6";"Australia";"BSDGSLM";"BSBG01";"Girl";"Boy";46,3820303104497;1,69498250303778;51,4743412067422;1,70770243422984;5,09231089629248;3,39621118424914;1,49940937710513;2,59731734157898;0,0179018947073052;2,3638852305459;0,0176802937878758;-0,233432111033078;0,0219403645032597;-10,6393907447798;"TOTWGT";"JRR";"FULL";"04-MAR-26";"13h 0m";250;"NONE"
"7";"Australia";"BSDGSLM";"BSBG01";"Girl";"<Other>";46,3820303104497;1,69498250303778;2,14362848280804;0,210181281132537;-44,2384018276417;1,70822601233295;-25,8972767703172;2,59731734157898;0,0179018947073052;2,64165238540224;0,0596317674003748;0,0443350438232608;0,059615312204855;0,743685509369022;"TOTWGT";"JRR";"FULL";"04-MAR-26";"13h 0m";250;"NONE"
"8";"Australia";"BSDGSLM";"BSBG01";"Boy";"Girl";51,4743412067422;1,70770243422984;46,3820303104497;1,69498250303778;-5,09231089629248;3,39621118424914;-1,49940937710513;2,3638852305459;0,0176802937878758;2,59731734157898;0,0179018947073052;0,233432111033078;0,0219403645032597;10,6393907447798;"TOTWGT";"JRR";"FULL";"04-MAR-26";"13h 0m";250;"NONE"
"9";"Australia";"BSDGSLM";"BSBG01";"Boy";"Boy";51,4743412067422;1,70770243422984;51,4743412067422;1,70770243422984;0;NA;NA;2,3638852305459;0,0176802937878758;2,3638852305459;0,0176802937878758;0;NA;NA;"TOTWGT";"JRR";"FULL";"04-MAR-26";"13h 0m";250;"NONE"
"10";"Australia";"BSDGSLM";"BSBG01";"Boy";"<Other>";51,4743412067422;1,70770243422984;2,14362848280804;0,210181281132537;-49,3307127239342;1,74581839376891;-28,2564972966277;2,3638852305459;0,0176802937878758;2,64165238540224;0,0596317674003748;0,277767154856339;0,0608647810434729;4,5636762359819;"TOTWGT";"JRR";"FULL";"04-MAR-26";"13h 0m";250;"NONE"
