IDCNTRY;EqVar;b;ExpB;df;b.se;ExpB.se;b.wald;b.sig;dvar;convar;catvar;contrast;refcats;weight;method;jk2type;shortcut;date;time;reps;npv;infile;selcrit
Turkey;ASDGAGE;-,183657811577057;,832643733976216;1;,0774951669341827;,0648595707445887;5,61654928128074;,0177916454343744;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Turkey;ASDGSATR(1);,987148749095712;2,70730202466024;1;,508269472563126;1,10685331393742;3,77204744647036;,0521158027188159;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Turkey;ASDGSATR(2);-,344484849940804;,717670106445363;1;,494349693306953;,294200832050669;,485592215126161;,485900132651202;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Turkey;ASBGSEX(1);,196161996674222;1,21686922070088;1;,100973504855843;,122890359696007;3,77411287266665;,0520514957827537;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
United States;CONSTANT;,961487415858418;3,1808612340703;1;1,38527746337618;5,11473918374869;,481741068082712;,487634740980595;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
United States;ASDGAGE;-,161994020289322;,851657706864235;1;,127428582129527;,106312276126417;1,61608524691601;,203638509142433;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
United States;ASDGSATR(1);1,21262278303663;3,3797700172297;1;,176619345874745;,566634160261271;47,1384071503927;6,61467314830185E-012;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
United States;ASDGSATR(2);,42959095307114;1,54422378078514;1;,170164135118329;,254877682390972;6,37344426325976;,0115840547226854;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
United States;ASBGSEX(1);,0433708514734331;1,04494773621562;1;,100265965911334;,102000619712129;,187106473327892;,665335865459905;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Table Average;CONSTANT;-1,36417195327932;135,335027299177;1;,560053381702741;195,376215201144;5,93306880680408;,0148593430271407;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Table Average;ASDGAGE;-,092410079072016;,972135773893503;1;,0220758508678869;,0257078629125394;17,5228111571445;2,83881220784455E-005;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Table Average;ASDGSATR(1);1,84072412152986;3800251,58359496;1;,511942569863356;2972687,31008435;12,9281064261276;,000323685048816244;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Table Average;ASDGSATR(2);,8392274778641;922145,571238183;1;,510821232664415;597868,18419494;2,69911574471845;,100403918852961;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Table Average;ASBGSEX(1);,241564280663702;1,32216878145342;1;,0240858130328011;,0491273210747477;100,587221601467;1,13296321270634E-023;ASRREA0_DIC;ASDGAGE;ASDGSATR ASBGSEX;INDICATOR INDICATOR;DEFAULT DEFAULT;TOTWGT;JRR;HALF;Y;25-FEB-26;16h 2m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
