IDCNTRY;Variable;TOTWGT;mean;stdev;TOTWGT.se;mean.se;stdev.se;NObs;xvar;weight;method;jk2type;shortcut;missoptn;date;time;reps;npv;infile;selcrit
England;ASRIIE0_;592787,154474993;556,336102153676;81,4552833786015;15533,3351157327;3,24000500303924;1,63518412553468;3156; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
France;ASRINF0_;717378,053572019;533,132948111049;70,7991104577697;18307,9248731787;2,5373783109005;1,58770602470792;3538; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
France;ASRIIE0_;717378,053572019;523,973320609917;70,4154577740896;18307,9248731787;2,40866983664559;1,60026291928569;3538; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Germany;ASRINF0_;899013,890848983;538,180709701792;68,2525288925636;11269,2515496532;1,94896909525688;,96593764105823;7633; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Germany;ASRIIE0_;899013,890848983;534,54618892321;66,7003241763736;11269,2515496532;1,85061775065903;,978326807463376;7633; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Greece;ASRINF0_;97288,3290689992;520,986487232051;75,1826689523088;2561,5136572528;3,70742177239276;1,49642308172436;2494; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Greece;ASRIIE0_;97288,3290689992;528,765091050231;72,9961369195393;2561,5136572528;3,61386767731295;1,59383989497141;2494; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Hong Kong, SAR;ASRINF0_;88644,506945;537,237671457154;59,2785648385741;2922,99359973463;2,93340593771283;1,78633850898398;5050; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Hong Kong, SAR;ASRIIE0_;88644,506945;532,513540506533;61,0712675867415;2922,99359973463;3,16392491357084;1,55332935827734;5050; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Hungary;ASRINF0_;117237,942311999;537,273427801962;67,7858964051851;2397,73374418415;2,19908006734592;1,09667841245736;4666; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Hungary;ASRIIE0_;117237,942311999;544,558934112496;63,3402481509133;2397,73374418415;1,91370956121125;1,14783904738488;4666; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Iceland;ASRINF0_;4455,78962500002;504,088502206205;84,4335176485983;32,8554711768704;1,46713643240703;1,4752845647106;3676; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Iceland;ASRIIE0_;4455,78962500002;512,426772554492;72,7780617076049;32,8554711768704;1,31471727890387;1,08572932087731;3676; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Iran, Islamic Republic of;ASRINF0_;1812809,68951699;408,39807785212;97,044717519893;78456,9772642262;4,64224038904017;1,73068326500185;7430; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Iran, Islamic Republic of;ASRIIE0_;1812809,68951699;405,383757419539;99,4894980972365;78456,9772642262;4,97056595522562;2,23979728813063;7430; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Israel;ASRINF0_;85802,2570769989;506,762704583603;92,7204207652879;1461,58300780689;2,88011528104227;2,0813924131697;3973; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Israel;ASRIIE0_;85802,2570769989;513,490276715601;91,5887883883265;1461,58300780689;2,93276796868521;2,1068165233958;3973; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Italy;ASRINF0_;573317,562712995;536,154501742399;68,878727153491;9175,97303139153;2,35744895256057;1,29231662153802;3502; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Italy;ASRIIE0_;573317,562712995;541,210964714776;68,1683837193972;9175,97303139153;2,48186387003298;1,59613904068644;3502; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Latvia;ASRINF0_;34213,0887889998;546,945730248355;64,0492506715819;857,417069085973;2,34453971670627;1,47680214237986;3019; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Latvia;ASRIIE0_;34213,0887889998;545,031033782024;58,5191992691104;857,417069085973;2,13689487519659;1,18718360129675;3019; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Lithuania;ASRINF0_;43093,509505;539,544318040217;63,5901988851987;436,584609403563;2,67652144808119;1,41447619794783;2567; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Lithuania;ASRIIE0_;43093,509505;544,762873717564;62,0350110560761;436,584609403563;2,63355887407497;1,65564715384875;2567; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Moldova;ASRINF0_;60634,2795459996;504,888370614954;81,0478076218389;2099,16203158884;4,68790444249922;2,17757101251891;3533; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Moldova;ASRIIE0_;60634,2795459996;493,812491545393;74,0185450910876;2099,16203158884;3,95942589341751;2,11701384160903;3533; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Netherlands;ASRINF0_;181387,275005996;552,83385772364;57,9782593997239;4344,63900444843;2,62138569358389;1,49426583865884;4112; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Netherlands;ASRIIE0_;181387,275005996;551,99724326047;53,3491092994641;4344,63900444843;2,35741416913308;1,45292421523798;4112; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
New Zealand;ASRINF0_;58122,396413;524,8569648531;88,7076302744284;1954,28252606555;3,82481904122823;1,78151651576698;2488; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
New Zealand;ASRIIE0_;58122,396413;535,265417013201;89,1238912137035;1954,28252606555;3,80425567406627;2,04870153174443;2488; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
North Macedonia;ASRINF0_;27364,9091980002;445,321168300727;107,594813294718;725,207103505306;5,20026990133045;2,36094665992112;3711; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
North Macedonia;ASRIIE0_;27364,9091980002;445,843018008679;101,041418800684;725,207103505306;4,7855631477193;2,14816070958247;3711; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Norway;ASRINF0_;58173,937684;492,133308089152;80,982444426625;1865,47774161786;2,8355947982721;1,34132965456892;3459; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Norway;ASRIIE0_;58173,937684;495,306246339183;79,5358920159933;1865,47774161786;2,81093974410448;1,3185410297006;3459; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Romania;ASRINF0_;283340,333102999;512,423977945368;90,2712148035846;6562,20839445541;4,59765503683902;2,50394748854768;3625; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Romania;ASRIIE0_;283340,333102999;514,622598018149;87,3027517027194;6562,20839445541;4,49926927760037;2,64826704705401;3625; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Russian Federation;ASRINF0_;1823854,82940302;531,450403841332;67,5282466931883;62288,4024260161;4,32322102809704;3,53038568580363;4093; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Russian Federation;ASRIIE0_;1823854,82940302;525,326305428547;66,7711142838173;62288,4024260161;4,48060546186305;4,13210145660744;4093; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Scotland;ASRINF0_;64375,3225189997;527,032611722922;82,0943601525012;2085,64678878881;3,60524557497399;1,76753712275636;2717; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Scotland;ASRIIE0_;64375,3225189997;527,762340427103;82,241176880528;2085,64678878881;3,65640607132321;1,74060177977346;2717; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Singapore;ASRINF0_;49300,9998410001;527,355708245712;82,8676810189787;1291,44143771608;4,80322092151699;3,42472163854114;7002; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Singapore;ASRIIE0_;49300,9998410001;527,045225151626;85,0234811150173;1291,44143771608;4,86756608562588;3,55268855735951;7002; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovak Republic;ASRINF0_;71409,2917309995;522,134942115389;71,1296395698667;1615,3635350841;2,70928727821785;1,56622867794353;3807; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovak Republic;ASRIIE0_;71409,2917309995;513,27821566115;70,8621885583472;1615,3635350841;2,9562125026291;1,75161566388696;3807; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovenia;ASRINF0_;21066,074214;503,123338195686;74,8258686190765;335,769377785056;1,9241267539321;1,36507437615735;2952; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovenia;ASRIIE0_;21066,074214;501,025858261176;71,6137047895094;335,769377785056;2,20340826559286;1,50902372207949;2952; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Sweden;ASRINF0_;118134,255058;558,605240197723;68,2706174154359;2046,50992601174;2,21238626438404;1,32285545558454;6044; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Sweden;ASRIIE0_;118134,255058;558,013598764662;63,3293029743962;2046,50992601174;2,17159244368688;1,25805106337568;6044; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Sweden (Grade 3);ASRINF0_;116267,464284999;514,398207236244;79,0642833111138;2616,35788861166;2,68187243046471;1,69908975922567;5271; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Sweden (Grade 3);ASRIIE0_;116267,464284999;514,662259543513;76,857947133437;2616,35788861166;2,72218036775885;1,81189805607032;5271; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Turkey;ASRINF0_;977316,172569996;451,811361165828;90,0545560400812;29288,3661535546;3,79746462796145;1,82835466915545;5125; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Turkey;ASRIIE0_;977316,172569996;450,996427011429;85,9989902416203;29288,3661535546;3,60692470186578;1,59785561969922;5125; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
United States;ASRINF0_;3802557,03303802;533,324630278443;78,7373168879101;142927,766196718;3,65482811202918;1,90800164313885;3763; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
United States;ASRIIE0_;3802557,03303802;547,782733816549;76,9607193492356;142927,766196718;3,16276241635885;1,61897873218653;3763; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Table Average;ASRINF0_; ;508,400569340545;78,7985269241361; ;,589262389569613;,334214653192108; ; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Table Average;ASRIIE0_; ;509,065604390261;76,6712713522408; ;,58500502636017;,338531175299477; ; ASRINF0_ ASRIIE0_;TOTWGT;JRR;HALF;Y;LISTWISE;25-FEB-26;15h57m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
