IDCNTRY;EqVar;b;beta;b.se;beta.se;b.t;beta.t;xvar;dvar;weight;method;jk2type;shortcut;missoptn;date;time;reps;npv;infile;selcrit
Moldova;ASRINF0_;,712043369226625;,777866231403572;,0191813941128934;,0165472916077805;37,1215650455773;47,0086736755048; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Netherlands;(CONSTANT);234,777342862339; ;22,8698671090851; ;10,265793926239; ; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Netherlands;ASDGAGE;-3,61541213672239;-,0333443828142405;1,97889141390556;,0184108598213968;-1,82698864188155;-1,81112577781338; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Netherlands;ASDGSATR_D2;-6,45511958481633;-,0601069509452445;2,05469640638792;,0195049022188931;-3,14164154117745;-3,08163303105529; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Netherlands;ASDGSATR_D3;-10,194921139014;-,0678556630939627;2,56827073886058;,0172831794676485;-3,96956636415093;-3,92610996263612; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Netherlands;ASBGSEX_D2;-1,97493092939367;-,0185800253688323;1,99854529773025;,0188822861675633;-,98818422161189;-,98399236215103; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Netherlands;ASRINF0_;,650726784915856;,708378358346897;,0223967889249392;,0188413638578972;29,0544679014795;37,596978843439; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
New Zealand;(CONSTANT);79,7756249700132; ;42,7170484119154; ;1,86753598237281; ; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
New Zealand;ASDGAGE;3,0728506883292;,0125451688204423;4,25806790215256;,0171638064457975;,721653754458871;,730908313377883; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
New Zealand;ASDGSATR_D2;-5,84292503027935;-,0326167236379978;3,07344359173222;,0173767760375481;-1,90110046138385;-1,87702963815145; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
New Zealand;ASDGSATR_D3;-6,65978234996539;-,0205940422284956;8,54872148753036;,0263547217873128;-,779038404711128;-,781417553738309; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
New Zealand;ASBGSEX_D2;-9,66247991365417;-,0547963482287916;3,23171503660487;,0182071989537576;-2,98989230306805;-3,00959792705966; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
New Zealand;ASRINF0_;,824813504522541;,821506742198761;,0174827270710823;,0128502785356326;47,1787668576514;63,929100051863; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
North Macedonia;(CONSTANT);89,9685931702006; ;45,1379176528688; ;1,99319325853931; ; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
North Macedonia;ASDGAGE;1,5447469725005;,00629815622726396;3,94552855031528;,0162880566544772;,391518386649887;,386673276061619; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
North Macedonia;ASDGSATR_D2;-15,1415775370411;-,0732925604627723;3,46501395018997;,0170849863032945;-4,36984605392742;-4,28988113667024; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
North Macedonia;ASDGSATR_D3;-8,87567023354281;-,00841429896456563;17,5289303879897;,0164805844055523;-,506344085867565;-,510558288317181; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
North Macedonia;ASBGSEX_D2;-7,06226262920173;-,0352421869946503;5,42240317017971;,0269970540076815;-1,3024230046265;-1,30540861920055; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
North Macedonia;ASRINF0_;,78373054606263;,831378747853402;,0174682596956695;,00977264268653285;44,8659774766756;85,0720500606331; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Norway;(CONSTANT);49,0813876932531; ;36,9812438072229; ;1,32719677978129; ; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Norway;ASDGAGE;5,96726344988174;,0253278560066868;3,72665643547073;,0155616972569116;1,60123787990883;1,62757670892471; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Norway;ASDGSATR_D2;-7,37736497676214;-,0467063010166327;2,26957543505563;,0141834916771698;-3,25054847828017;-3,29300443640494; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Norway;ASDGSATR_D3;-10,0780612037651;-,0365065068452869;3,87691769069707;,0141815907842614;-2,59950352517105;-2,57421804088449; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Norway;ASBGSEX_D2;-9,17896861769949;-,0581454449111425;2,76712292333563;,0176009187834191;-3,31715246196389;-3,30354600385511; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Norway;ASRINF0_;,804452799120426;,816738567039815;,0158811657136245;,0089481778511957;50,6545182908256;91,2742885335787; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Romania;(CONSTANT);137,231124279479; ;42,0948319609913; ;3,2600468486642; ; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Romania;ASDGAGE;-2,80860782495743;-,0170753488788232;3,64365550111116;,0220280995056144;-,77082145227531;-,775162145716253; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Romania;ASDGSATR_D2;-9,73723329738395;-,0547550344855557;3,43375359398375;,0191311334500371;-2,83574025650661;-2,86209045734557; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Romania;ASDGSATR_D3;-11,9862140783196;-,0164280296423782;10,9393552729279;,0149863960451034;-1,09569657253773;-1,09619614969043; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Romania;ASBGSEX_D2;-3,53418961646731;-,0204764567529668;2,62314720311125;,0152888715731596;-1,34730891666144;-1,33930464750023; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Romania;ASRINF0_;,80855165691275;,836734217878402;,0203429906962039;,0138439535909017;39,7459581527327;60,4404090482002; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Russian Federation;(CONSTANT);137,081369385858; ;25,9736806455932; ;5,27770288917891; ; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Russian Federation;ASDGAGE;-1,57305878119923;-,0148176334070166;1,76884102030747;,016850483680888;-,889316090671501;-,87935952982898; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Russian Federation;ASDGSATR_D2;-9,92529866177488;-,0733934909026368;2,02008352272437;,0142645168796313;-4,91331103398595;-5,14517887440251; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Russian Federation;ASDGSATR_D3;-3,77637716861822;-,0104399713310933;7,24128439790819;,020190500552735;-,521506539600781;-,51707342786403; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Russian Federation;ASBGSEX_D2;-4,02261599407574;-,0300942520717048;1,96299128167207;,0151417819117014;-2,04922764132161;-1,98749739279023; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Russian Federation;ASRINF0_;,773051510026353;,780175902936368;,0362073332525918;,0222135607689623;21,3506889511399;35,1216048183712; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Scotland;(CONSTANT);70,3199029088883; ;37,9057109665745; ;1,85512686916483; ; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Scotland;ASDGAGE;2,64379553039246;,0101300696363281;4,04654846753655;,0156447241845559;,653345820914371;,647507077582629; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Scotland;ASDGSATR_D2;-2,58990555675377;-,0156219245417254;2,98153394690378;,0180037699290082;-,868648689860901;-,867702964619365; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Scotland;ASDGSATR_D3;,108443261544334;,000465127266567987;4,34183058262446;,0168493776975115;,0249763917501324;,0276050115866702; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Scotland;ASBGSEX_D2;-9,5530747290207;-,0582858582153329;2,45823627648076;,0148715016932055;-3,88614992806835;-3,91929876469453; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Scotland;ASRINF0_;,830186035810963;,830803506011082;,0155768119678161;,0103618633125336;53,2962738156078;80,1789679088073; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Singapore;(CONSTANT);60,4157001122095; ;30,5180404269755; ;1,97967167180258; ; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Singapore;ASDGAGE;-,0589095361102398;-,000300625149541579;2,56987730649154;,0127060610476729;-,0229230928501659;-,0236599799429294; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Singapore;ASDGSATR_D2;-7,84079583094214;-,0457969926209857;1,84833389319995;,0111793744595676;-4,2420884342318;-4,09656128673563; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Singapore;ASDGSATR_D3;-3,80014521897083;-,00947638312964445;3,52770089540365;,00880524566020743;-1,07722999529868;-1,07622018684499; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Singapore;ASBGSEX_D2;-1,49695659088505;-,00884947747046865;1,91223727574097;,0111903644585207;-,782829939503714;-,790812265612165; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Singapore;ASRINF0_;,894455179359106;,870887147471895;,0150489478834251;,0102354684775026;59,4363929151655;85,0852258874217; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovak Republic;(CONSTANT);155,612914210136; ;41,5184160278208; ;3,74804554455696; ; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovak Republic;ASDGAGE;-4,85278628605922;-,0337075820132732;3,41445267282319;,023620536274218;-1,4212486600515;-1,42704558533099; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovak Republic;ASDGSATR_D2;-7,99901194341123;-,0569121669446943;2,05653056531839;,0142316036266914;-3,88956628134181;-3,99899887866153; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovak Republic;ASDGSATR_D3;-7,59236663908265;-,0265440425810446;4,43292632578733;,0156613213659492;-1,71272114199511;-1,69487886499517; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovak Republic;ASBGSEX_D2;-3,83278450988323;-,0272921606355422;2,9397185664107;,0208596615541054;-1,3037930071527;-1,30837025158593; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovak Republic;ASRINF0_;,793472911807099;,796170084645964;,019885853327563;,0127571569348566;39,9013760554744;62,4096802062984; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovenia;(CONSTANT);121,379813012159; ;23,5549100527231; ;5,15305780155704; ; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovenia;ASDGAGE;-,713121192375024;-,00354512527300545;2,3688523248622;,0118373765167462;-,301040797220868;-,299485723715066; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovenia;ASDGSATR_D2;-8,5318689548843;-,0572042436638947;2,48757005835332;,0164645673322157;-3,42980046983363;-3,47438487204974; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovenia;ASDGSATR_D3;-5,42260027664613;-,0185852024279867;4,99200494636964;,0171813232718537;-1,08625699191056;-1,08170960606002; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovenia;ASBGSEX_D2;-2,64142623589381;-,0185285680101855;3,05223588169964;,0214453930301261;-,865406979759025;-,863988269375939; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Slovenia;ASRINF0_;,777618890967564;,80984549751986;,0182229035635067;,0128540847395604;42,6726118731611;63,0029686226852; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Sweden;(CONSTANT);192,213356930416; ;26,0597543216308; ;7,37586987805442; ; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Sweden;ASDGAGE;-1,79916405609602;-,00920655544514227;2,32386402545309;,0118451715708149;-,774212275929196;-,777241206689329; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Sweden;ASDGSATR_D2;-8,62888569712489;-,0663178645843641;2,07583959372301;,0161790736335514;-4,15681718530526;-4,09899021949175; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Sweden;ASDGSATR_D3;-11,7741983020748;-,0473995557403712;3,96425965698287;,0158261243564477;-2,97008756258815;-2,9950197959275; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Sweden;ASBGSEX_D2;-7,08663879181904;-,0557836178030732;1,54274068886033;,0121568645744669;-4,59353852723891;-4,58865174168641; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Sweden;ASRINF0_;,703746822447896;,758324267502977;,0182454762940993;,01171104237079;38,5710304901983;64,7529266390849; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
Sweden (Grade 3);(CONSTANT);120,673740760458; ;26,9520551979575; ;4,47734838305032; ; ASDGSATR_d2 ASDGSATR_d3 ASBGSEX_d2 ASDGAGE ASRINF0_;ASRIIE0_;TOTWGT;JRR;HALF;Y;listwise;25-FEB-26;16h 0m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\PIRLS2001.sav;NONE
