"";"IDCNTRY";"ASBG01";"dvar";"groupvar";"refpctile";"comppctile";"val";"val_se";"cval";"cval_se";"gap";"gap_se";"gap_t";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"218";"Singapore";"Girl";"ASRREA0";"Percentile";10;90;482,074068;5,2867198476895;678,302846;4,74042217697077;196,228778;6,01374027125499;32,6300719932904;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"219";"Singapore";"Girl";"ASRREA0";"Percentile";50;90;591,314766;4,085843811203;678,302846;4,74042217697077;86,9880799999999;4,08118266089504;21,3144294749412;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"220";"Singapore";"Boy";"ASRREA0";"Percentile";10;50;457,306896;6,81586720920426;575,047474;4,09295838867635;117,740578;6,01332734328125;19,5799382402744;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"221";"Singapore";"Boy";"ASRREA0";"Percentile";10;90;457,306896;6,81586720920426;665,970718;3,63494991076547;208,663822;7,19282991278564;29,0099758412317;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"222";"Singapore";"Boy";"ASRREA0";"Percentile";50;90;575,047474;4,09295838867635;665,970718;3,63494991076547;90,923244;3,95336188625904;22,9989681228091;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"223";"Slovak Republic";"Girl";"ASRREA0";"Percentile";10;50;437,717744;10,4488790010674;548,799876;2,92921386837425;111,082132;9,68671481664216;11,4674721102717;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"224";"Slovak Republic";"Girl";"ASRREA0";"Percentile";10;90;437,717744;10,4488790010674;629,877374;4,24750884333462;192,15963;10,7799394208224;17,825668818586;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"225";"Slovak Republic";"Girl";"ASRREA0";"Percentile";50;90;548,799876;2,92921386837425;629,877374;4,24750884333462;81,077498;4,54667948554043;17,8322440052893;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"226";"Slovak Republic";"Boy";"ASRREA0";"Percentile";10;50;422,330596;10,7107139975683;541,913932;3,15798488455755;119,583336;10,1457350595487;11,7865620675215;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"227";"Slovak Republic";"Boy";"ASRREA0";"Percentile";10;90;422,330596;10,7107139975683;622,821818;2,97412814615036;200,491222;10,8008441526667;18,5625511456435;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"228";"Slovak Republic";"Boy";"ASRREA0";"Percentile";50;90;541,913932;3,15798488455755;622,821818;2,97412814615036;80,907886;3,16902060850759;25,5308803555249;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"229";"Slovenia";"Girl";"ASRREA0";"Percentile";10;50;462,741316;6,05027170154334;556,734414;2,78936878328526;93,993098;5,52452888087068;17,0137762018879;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"230";"Slovenia";"Girl";"ASRREA0";"Percentile";10;90;462,741316;6,05027170154334;634,165674;3,19867383030621;171,424358;6,52144597529983;26,2862498055301;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"231";"Slovenia";"Girl";"ASRREA0";"Percentile";50;90;556,734414;2,78936878328526;634,165674;3,19867383030621;77,43126;3,28753047650061;23,5530166346689;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"232";"Slovenia";"Boy";"ASRREA0";"Percentile";10;50;431,702218;5,13181692047113;539,80734;4,45480179046612;108,105122;5,67457491014389;19,0507877174642;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"233";"Slovenia";"Boy";"ASRREA0";"Percentile";10;90;431,702218;5,13181692047113;623,680016;4,14634854289487;191,977798;6,31334555685523;30,408251262525;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"234";"Slovenia";"Boy";"ASRREA0";"Percentile";50;90;539,80734;4,45480179046612;623,680016;4,14634854289487;83,872676;5,8749038824075;14,2764337389686;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"235";"South Africa";"Girl";"ASRREA0";"Percentile";10;50;220,045222;4,25602813544671;347,482286;3,32377772921957;127,437064;3,60796816449728;35,3210056712783;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"236";"South Africa";"Girl";"ASRREA0";"Percentile";10;90;220,045222;4,25602813544671;472,755686;8,74599226222193;252,710464;8,71920025772296;28,9832159521929;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"237";"South Africa";"Girl";"ASRREA0";"Percentile";50;90;347,482286;3,32377772921957;472,755686;8,74599226222193;125,2734;7,56643911091406;16,5564538567821;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"238";"South Africa";"Boy";"ASRREA0";"Percentile";10;50;160,720492;5,82611781769851;290,499108;5,95374504704594;129,778616;5,37699578452466;24,1358969210114;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"239";"South Africa";"Boy";"ASRREA0";"Percentile";10;90;160,720492;5,82611781769851;435,459006;9,8556105051197;274,738514;10,0796142026769;27,2568481764943;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"240";"South Africa";"Boy";"ASRREA0";"Percentile";50;90;290,499108;5,95374504704594;435,459006;9,8556105051197;144,959898;7,69616725128774;18,8353362481494;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"241";"Spain";"Girl";"ASRREA0";"Percentile";10;50;448,735634;2,94169099414876;535,311622;1,97405794128338;86,575988;2,75006999692077;31,4813761456757;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"242";"Spain";"Girl";"ASRREA0";"Percentile";10;90;448,735634;2,94169099414876;609,55259;2,28877309588574;160,816956;3,80027900069277;42,3171446019315;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"243";"Spain";"Girl";"ASRREA0";"Percentile";50;90;535,311622;1,97405794128338;609,55259;2,28877309588574;74,240968;2,84976815306344;26,0515817471651;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"244";"Spain";"Boy";"ASRREA0";"Percentile";10;50;435,068466;5,74255737374264;527,942804;2,95506910393747;92,874338;4,88895706647173;18,9967587641398;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"245";"Spain";"Boy";"ASRREA0";"Percentile";10;90;435,068466;5,74255737374264;604,773322;2,83698733372812;169,704856;5,66625106294063;29,9501123608751;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"246";"Spain";"Boy";"ASRREA0";"Percentile";50;90;527,942804;2,95506910393747;604,773322;2,83698733372812;76,830518;3,11060905128937;24,6995095600822;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"247";"Sweden";"Girl";"ASRREA0";"Percentile";10;50;475,981366;5,32239395487374;567,888406;2,21361628199334;91,90704;4,6319583127151;19,8419402324299;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"248";"Sweden";"Girl";"ASRREA0";"Percentile";10;90;475,981366;5,32239395487374;642,281376;4,06973524446689;166,30001;6,24878431206267;26,6131781311405;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"249";"Sweden";"Girl";"ASRREA0";"Percentile";50;90;567,888406;2,21361628199334;642,281376;4,06973524446689;74,39297;3,79093916803873;19,6238891478936;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"250";"Sweden";"Boy";"ASRREA0";"Percentile";10;50;456,08024;4,76439200455106;554,381082;3,00597071016902;98,300842;4,88290594801541;20,1316271594281;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"251";"Sweden";"Boy";"ASRREA0";"Percentile";10;90;456,08024;4,76439200455106;628,012566;5,37739335004574;171,932326;5,55400682707775;30,9564484439899;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"252";"Sweden";"Boy";"ASRREA0";"Percentile";50;90;554,381082;3,00597071016902;628,012566;5,37739335004574;73,631484;5,98577875276113;12,301070093183;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"253";"Trinidad And Tobago";"Girl";"ASRREA0";"Percentile";10;50;371,459424;6,92004439100546;496,133676;4,72981508888729;124,674252;6,37113951753093;19,5685954854613;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"254";"Trinidad And Tobago";"Girl";"ASRREA0";"Percentile";10;90;371,459424;6,92004439100546;596,579568;4,75864490110723;225,120144;7,73975370430589;29,0862154792804;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"255";"Trinidad And Tobago";"Girl";"ASRREA0";"Percentile";50;90;496,133676;4,72981508888729;596,579568;4,75864490110723;100,445892;4,96328110252519;20,2378003431834;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"256";"Trinidad And Tobago";"Boy";"ASRREA0";"Percentile";10;50;333,728358;9,8630999010901;473,888168;6,2803198800741;140,15981;9,17805927752865;15,2711816040635;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"257";"Trinidad And Tobago";"Boy";"ASRREA0";"Percentile";10;90;333,728358;9,8630999010901;588,830594;5,32850842951068;255,102236;10,9111864507251;23,3798805612975;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"258";"Trinidad And Tobago";"Boy";"ASRREA0";"Percentile";50;90;473,888168;6,2803198800741;588,830594;5,32850842951068;114,942426;6,51680946260184;17,6378374509218;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"259";"United Arab Emirates";"Girl";"ASRREA0";"Percentile";10;50;329,383194;7,15492688977645;468,432148;5,01344054591397;139,048954;6,47685735513577;21,4685836626836;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"260";"United Arab Emirates";"Girl";"ASRREA0";"Percentile";10;90;329,383194;7,15492688977645;595,689386;4,24107097190747;266,306192;8,10673210693645;32,8500052162989;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"261";"United Arab Emirates";"Girl";"ASRREA0";"Percentile";50;90;468,432148;5,01344054591397;595,689386;4,24107097190747;127,257238;3,95519693321003;32,1746907041411;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"262";"United Arab Emirates";"Boy";"ASRREA0";"Percentile";10;50;278,792194;6,27488359656462;441,186422;6,12508057893316;162,394228;6,39047892261794;25,4119026079931;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"263";"United Arab Emirates";"Boy";"ASRREA0";"Percentile";10;90;278,792194;6,27488359656462;585,195876;3,68317098104413;306,403682;6,79290464523634;45,1064306069527;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"264";"United Arab Emirates";"Boy";"ASRREA0";"Percentile";50;90;441,186422;6,12508057893316;585,195876;3,68317098104413;144,009454;4,85367093980066;29,6702136972463;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"265";"Egypt";"Girl";"ASRREA0";"Percentile";10;50;192,763702;9,79755753447838;358,87678;6,90599497270888;166,113078;7,48208954261936;22,2014287658266;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"266";"Egypt";"Girl";"ASRREA0";"Percentile";10;90;192,763702;9,79755753447838;489,949446;7,32888800108827;297,185744;10,2990511634298;28,8556430378029;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"267";"Egypt";"Girl";"ASRREA0";"Percentile";50;90;358,87678;6,90599497270888;489,949446;7,32888800108827;131,072666;6,04686967176371;21,6761189036458;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"268";"Egypt";"Boy";"ASRREA0";"Percentile";10;50;134,839164;9,78851128162888;318,060496;9,2856294598991;183,221332;8,73306073713185;20,9801966933502;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"269";"Egypt";"Boy";"ASRREA0";"Percentile";10;90;134,839164;9,78851128162888;476,690866;7,56950204824836;341,851702;10,9570567269639;31,199227175556;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"270";"Egypt";"Boy";"ASRREA0";"Percentile";50;90;318,060496;9,2856294598991;476,690866;7,56950204824836;158,63037;7,66641212047916;20,6916048220592;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"271";"United States";"Girl";"ASRREA0";"Percentile";10;50;452,248494;6,23195611952508;558,328426;3,89848523694474;106,079932;6,06137670693339;17,5009634162251;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"272";"United States";"Girl";"ASRREA0";"Percentile";10;90;452,248494;6,23195611952508;648,476078;5,8935375655224;196,227584;6,8818909531847;28,5136142573129;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"273";"United States";"Girl";"ASRREA0";"Percentile";50;90;558,328426;3,89848523694474;648,476078;5,8935375655224;90,147652;6,18708120322525;14,5703036761514;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"274";"United States";"Boy";"ASRREA0";"Percentile";10;50;439,419944;6,80860838815143;552,93088;5,0102683777129;113,510936;6,52728056520598;17,3902339367908;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"275";"United States";"Boy";"ASRREA0";"Percentile";10;90;439,419944;6,80860838815143;639,70224;4,74736956660521;200,282296;7,07101403742596;28,3244093336446;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"276";"United States";"Boy";"ASRREA0";"Percentile";50;90;552,93088;5,0102683777129;639,70224;4,74736956660521;86,77136;5,75711438190863;15,0720229343842;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"277";"England";"Girl";"ASRREA0";"Percentile";10;50;464,90655;4,75805861781252;572,383636;3,69695845638224;107,477086;4,7711971495733;22,5262303423391;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"278";"England";"Girl";"ASRREA0";"Percentile";10;90;464,90655;4,75805861781252;660,722904;4,95329223399304;195,816354;6,62055202473146;29,5770433142911;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"279";"England";"Girl";"ASRREA0";"Percentile";50;90;572,383636;3,69695845638224;660,722904;4,95329223399304;88,339268;5,91762888500314;14,9281527646783;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"280";"England";"Boy";"ASRREA0";"Percentile";10;50;446,865902;4,70723638101102;556,45946;4,18540942051798;109,593558;5,65810861714365;19,3692920047416;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"281";"England";"Boy";"ASRREA0";"Percentile";10;90;446,865902;4,70723638101102;649,026416;5,19078969770451;202,160514;5,64607486771697;35,8054965150941;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"282";"England";"Boy";"ASRREA0";"Percentile";50;90;556,45946;4,18540942051798;649,026416;5,19078969770451;92,566956;5,4178595927466;17,0855213974035;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"283";"Northern Ireland";"Girl";"ASRREA0";"Percentile";10;50;478,318312;8,22827985896167;578,789372;3,73641842828051;100,47106;7,81268142109096;12,8599970464392;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"284";"Northern Ireland";"Girl";"ASRREA0";"Percentile";10;90;478,318312;8,22827985896167;667,181858;3,26875223062008;188,863546;8,11988516169694;23,25938633848;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"285";"Northern Ireland";"Girl";"ASRREA0";"Percentile";50;90;578,789372;3,73641842828051;667,181858;3,26875223062008;88,392486;4,05071519563221;21,8214517019887;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"286";"Northern Ireland";"Boy";"ASRREA0";"Percentile";10;50;445,910972;6,45916517450547;562,26182;2,87284428158575;116,350848;6,19659119351956;18,7765893160228;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"287";"Northern Ireland";"Boy";"ASRREA0";"Percentile";10;90;445,910972;6,45916517450547;656,305622;4,72291971084659;210,39465;7,685947813363;27,3739368401906;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"288";"Northern Ireland";"Boy";"ASRREA0";"Percentile";50;90;562,26182;2,87284428158575;656,305622;4,72291971084659;94,043802;4,5864988966709;20,5044859093417;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"289";"Belgium (Flemish)";"Girl";"ASRREA0";"Percentile";10;50;453,624868;3,91211652947915;532,289642;2,36663122713365;78,664774;3,66669807187286;21,4538455193339;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"290";"Belgium (Flemish)";"Girl";"ASRREA0";"Percentile";10;90;453,624868;3,91211652947915;604,242432;3,59982929542419;150,617564;5,17825122366093;29,0865694796314;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"291";"Belgium (Flemish)";"Girl";"ASRREA0";"Percentile";50;90;532,289642;2,36663122713365;604,242432;3,59982929542419;71,95279;3,46476641302557;20,7669959306631;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"292";"Belgium (Flemish)";"Boy";"ASRREA0";"Percentile";10;50;438,690964;4,82747150327024;523,409822;2,65497439706372;84,718858;4,75974420376915;17,7990359088862;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"293";"Belgium (Flemish)";"Boy";"ASRREA0";"Percentile";10;90;438,690964;4,82747150327024;596,932454;3,2872657657628;158,24149;5,23467735698297;30,2294638635003;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"294";"Belgium (Flemish)";"Boy";"ASRREA0";"Percentile";50;90;523,409822;2,65497439706372;596,932454;3,2872657657628;73,522632;3,59118314243979;20,4730945440031;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"295";"Belgium (French)";"Girl";"ASRREA0";"Percentile";10;50;416,966166;5,2220651002957;505,058318;3,20605028433179;88,092152;4,94682750172616;17,807807522955;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"296";"Belgium (French)";"Girl";"ASRREA0";"Percentile";10;90;416,966166;5,2220651002957;587,643192;2,99234002899963;170,677026;5,68957516395871;29,9982021647545;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"297";"Belgium (French)";"Girl";"ASRREA0";"Percentile";50;90;505,058318;3,20605028433179;587,643192;2,99234002899963;82,584874;3,44392683200525;23,9798573048994;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"298";"Belgium (French)";"Boy";"ASRREA0";"Percentile";10;50;399,040882;5,77257173205355;495,443678;3,04547977452883;96,402796;5,02902063021379;19,1692981772281;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"299";"Belgium (French)";"Boy";"ASRREA0";"Percentile";10;90;399,040882;5,77257173205355;579,308758;6,05098974283336;180,267876;6,83467807398758;26,3754743162066;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"300";"Belgium (French)";"Boy";"ASRREA0";"Percentile";50;90;495,443678;3,04547977452883;579,308758;6,05098974283336;83,86508;5,39063452545902;15,5575525671273;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"301";"Norway (4)";"Girl";"ASRREA0";"Percentile";10;50;436,639516;4,30180369553704;529,746964;2,74255843851796;93,107448;4,32022486244804;21,5515282107888;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"302";"Norway (4)";"Girl";"ASRREA0";"Percentile";10;90;436,639516;4,30180369553704;608,82743;3,26794380006449;172,187914;4,42424453304241;38,9191674904081;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"303";"Norway (4)";"Girl";"ASRREA0";"Percentile";50;90;529,746964;2,74255843851796;608,82743;3,26794380006449;79,080466;3,44863552831637;22,9309433689582;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"304";"Norway (4)";"Boy";"ASRREA0";"Percentile";10;50;412,53746;4,7017923344327;513,8099;2,91759596156662;101,27244;4,65891740866051;21,7373331864058;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"305";"Norway (4)";"Boy";"ASRREA0";"Percentile";10;90;412,53746;4,7017923344327;597,127884;3,2645272838047;184,590424;5,3286108086569;34,6413785184148;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"306";"Norway (4)";"Boy";"ASRREA0";"Percentile";50;90;513,8099;2,91759596156662;597,127884;3,2645272838047;83,317984;3,60152840391622;23,1340627244261;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"307";"South Africa (Eng/Afr)";"Girl";"ASRREA0";"Percentile";10;50;297,78245;8,7562905265232;419,2564;7,31709890812746;121,47395;7,33383623107988;16,5634936713215;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"308";"South Africa (Eng/Afr)";"Girl";"ASRREA0";"Percentile";10;90;297,78245;8,7562905265232;551,66979;8,70533532617728;253,88734;11,4480242040131;22,1773937122704;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"309";"South Africa (Eng/Afr)";"Girl";"ASRREA0";"Percentile";50;90;419,2564;7,31709890812746;551,66979;8,70533532617728;132,41339;8,00960817564068;16,5318186728165;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"310";"South Africa (Eng/Afr)";"Boy";"ASRREA0";"Percentile";10;50;256,319346;8,30598414764836;387,406954;8,73271647595673;131,087608;8,18084123273909;16,0237320674795;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"311";"South Africa (Eng/Afr)";"Boy";"ASRREA0";"Percentile";10;90;256,319346;8,30598414764836;536,01084;10,4963498510844;279,691494;10,8132467688464;25,8656349918702;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"312";"South Africa (Eng/Afr)";"Boy";"ASRREA0";"Percentile";50;90;387,406954;8,73271647595673;536,01084;10,4963498510844;148,603886;9,6912812475001;15,333770861137;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"313";"United Arab Emirates (Dubai)";"Girl";"ASRREA0";"Percentile";10;50;393,235018;7,54840023924897;532,646544;4,49254427759103;139,411526;7,46464039690903;18,6762547942333;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"314";"United Arab Emirates (Dubai)";"Girl";"ASRREA0";"Percentile";10;90;393,235018;7,54840023924897;635,439992;4,22349643739215;242,204974;8,56495368148048;28,2786087359359;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"315";"United Arab Emirates (Dubai)";"Girl";"ASRREA0";"Percentile";50;90;532,646544;4,49254427759103;635,439992;4,22349643739215;102,793448;4,91299778317922;20,9227548100952;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"316";"United Arab Emirates (Dubai)";"Boy";"ASRREA0";"Percentile";10;50;369,193506;8,22467451982422;521,627288;3,82174335920193;152,433782;9,24106692719154;16,49525787455;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"317";"United Arab Emirates (Dubai)";"Boy";"ASRREA0";"Percentile";10;90;369,193506;8,22467451982422;624,263818;3,14951683181945;255,070312;8,76384228054474;29,1048496578085;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"318";"United Arab Emirates (Dubai)";"Boy";"ASRREA0";"Percentile";50;90;521,627288;3,82174335920193;624,263818;3,14951683181945;102,63653;3,8236588015761;26,8424917928591;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"319";"United Arab Emirates (Abu Dhabi)";"Girl";"ASRREA0";"Percentile";10;50;296,054628;12,0587582784457;437,094094;7,90494002840097;141,039466;9,29458614495318;15,1743675081846;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"320";"United Arab Emirates (Abu Dhabi)";"Girl";"ASRREA0";"Percentile";10;90;296,054628;12,0587582784457;568,046948;7,43242662581778;271,99232;12,0360553437802;22,5981280603329;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"321";"United Arab Emirates (Abu Dhabi)";"Girl";"ASRREA0";"Percentile";50;90;437,094094;7,90494002840097;568,046948;7,43242662581778;130,952854;8,07208293529601;16,2229321786816;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"322";"United Arab Emirates (Abu Dhabi)";"Boy";"ASRREA0";"Percentile";10;50;252,572676;9,22436369213107;393,43905;9,17736992836238;140,866374;8,70037700179228;16,1908356351663;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"323";"United Arab Emirates (Abu Dhabi)";"Boy";"ASRREA0";"Percentile";10;90;252,572676;9,22436369213107;543,926508;6,41888597465124;291,353832;9,04598150225085;32,2080950450213;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"324";"United Arab Emirates (Abu Dhabi)";"Boy";"ASRREA0";"Percentile";50;90;393,43905;9,17736992836238;543,926508;6,41888597465124;150,487458;7,54035512516912;19,9576088263648;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"325";"Canada (Ontario)";"Girl";"ASRREA0";"Percentile";10;50;447,99236;7,45749387483358;557,078134;4,03728645251933;109,085774;6,83581059999885;15,9579866065947;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
