"";"IDCNTRY";"ASBG01";"dvar";"groupvar";"refpctile";"comppctile";"val";"val_se";"cval";"cval_se";"gap";"gap_se";"gap_t";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"108";"Ireland";"Boy";"ASRREA0";"Percentile";50;90;565,583514;4,37709943429736;650,16936;4,24810752226803;84,585846;5,33745547259329;15,8475974992823;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"109";"Israel";"Girl";"ASRREA0";"Percentile";10;50;422,687906;7,93541232954004;544,513168;3,35132806501606;121,825262;7,39100449703305;16,4829100089039;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"110";"Israel";"Girl";"ASRREA0";"Percentile";10;90;422,687906;7,93541232954004;638,312412;4,51169320584902;215,624506;9,15399220308798;23,5552424795885;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"111";"Israel";"Girl";"ASRREA0";"Percentile";50;90;544,513168;3,35132806501606;638,312412;4,51169320584902;93,799244;4,7125034889957;19,9043341228358;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"112";"Israel";"Boy";"ASRREA0";"Percentile";10;50;392,201894;7,837286258846;538,69287;4,33937315236664;146,490976;7,24130572710173;20,2299117756808;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"113";"Israel";"Boy";"ASRREA0";"Percentile";10;90;392,201894;7,837286258846;630,953282;4,51114858746131;238,751388;7,73874828406343;30,8514218625854;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"114";"Israel";"Boy";"ASRREA0";"Percentile";50;90;538,69287;4,33937315236664;630,953282;4,51114858746131;92,260412;4,80249747087224;19,2109235995586;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"115";"Italy";"Girl";"ASRREA0";"Percentile";10;50;467,445142;5,4568029813293;555,832508;4,10878217790796;88,387366;5,92154544686491;14,9264016958268;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"116";"Italy";"Girl";"ASRREA0";"Percentile";10;90;467,445142;5,4568029813293;630,79328;3,92121082480269;163,348138;6,5356370323967;24,9934531538846;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"117";"Italy";"Girl";"ASRREA0";"Percentile";50;90;555,832508;4,10878217790796;630,79328;3,92121082480269;74,960772;5,12190767464079;14,6353227667769;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"118";"Italy";"Boy";"ASRREA0";"Percentile";10;50;454,88143;5,69374590049469;550,357842;2,88320580775011;95,476412;5,12252687959998;18,6385380192394;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"119";"Italy";"Boy";"ASRREA0";"Percentile";10;90;454,88143;5,69374590049469;624,03925;4,75112502001681;169,15782;6,53176956203215;25,8977017473611;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"120";"Italy";"Boy";"ASRREA0";"Percentile";50;90;550,357842;2,88320580775011;624,03925;4,75112502001681;73,681408;4,85122904776244;15,1881940173459;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"121";"Kazakhstan";"Girl";"ASRREA0";"Percentile";10;50;463,33901;5,0010922664254;543,505948;4,04708075182517;80,166938;4,37479947637989;18,3247114371371;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"122";"Kazakhstan";"Girl";"ASRREA0";"Percentile";10;90;463,33901;5,0010922664254;618,611074;3,99997105122097;155,272064;5,66025724007895;27,4319801051717;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"123";"Kazakhstan";"Girl";"ASRREA0";"Percentile";50;90;543,505948;4,04708075182517;618,611074;3,99997105122097;75,105126;4,5751924199487;16,4157305543101;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"124";"Kazakhstan";"Boy";"ASRREA0";"Percentile";10;50;448,326136;5,5330757717255;532,65151;3,02373386956595;84,325374;5,49444949021971;15,3473745004121;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"125";"Kazakhstan";"Boy";"ASRREA0";"Percentile";10;90;448,326136;5,5330757717255;609,936636;3,3734838286726;161,6105;5,71650956861429;28,2708352116299;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"126";"Kazakhstan";"Boy";"ASRREA0";"Percentile";50;90;532,65151;3,02373386956595;609,936636;3,3734838286726;77,285126;3,6042418415966;21,4428247039506;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"127";"Kuwait";"Girl";"ASRREA0";"Percentile";10;50;283,540964;8,99445933283129;416,165548;4,94158938166399;132,624584;8,75073601009;15,1558204757952;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"128";"Kuwait";"Girl";"ASRREA0";"Percentile";10;90;283,540964;8,99445933283129;529,629266;5,67149415044272;246,088302;9,57126318221235;25,7111623946713;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"129";"Kuwait";"Girl";"ASRREA0";"Percentile";50;90;416,165548;4,94158938166399;529,629266;5,67149415044272;113,463718;6,29419359651134;18,0267283267056;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"130";"Kuwait";"Boy";"ASRREA0";"Percentile";10;50;225,564912;11,0580735295997;383,79862;7,52870384760486;158,233708;9,87690463804598;16,0205766683705;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"131";"Kuwait";"Boy";"ASRREA0";"Percentile";10;90;225,564912;11,0580735295997;514,834416;10,5830525027435;289,269504;13,6046748954004;21,2625076471177;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"132";"Kuwait";"Boy";"ASRREA0";"Percentile";50;90;383,79862;7,52870384760486;514,834416;10,5830525027435;131,035796;9,29755683420572;14,0935730038153;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"133";"Latvia";"Girl";"ASRREA0";"Percentile";10;50;484,760922;3,60272564542515;568,664504;2,32246467714493;83,903582;3,20714624833574;26,1614455666122;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"134";"Latvia";"Girl";"ASRREA0";"Percentile";10;90;484,760922;3,60272564542515;641,096824;5,53102370001036;156,335902;6,56088373843224;23,8284822948802;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"135";"Latvia";"Girl";"ASRREA0";"Percentile";50;90;568,664504;2,32246467714493;641,096824;5,53102370001036;72,43232;6,04640782313024;11,9793970434666;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"136";"Latvia";"Boy";"ASRREA0";"Percentile";10;50;465,75063;5,75254201765008;550,972776;3,03191736570871;85,222146;5,80925272530942;14,670070322248;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"137";"Latvia";"Boy";"ASRREA0";"Percentile";10;90;465,75063;5,75254201765008;628,342212;4,39837188334773;162,591582;6,96680663568419;23,3380357030725;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"138";"Latvia";"Boy";"ASRREA0";"Percentile";50;90;550,972776;3,03191736570871;628,342212;4,39837188334773;77,369436;4,6634901038242;16,5904578497025;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"139";"Lithuania";"Girl";"ASRREA0";"Percentile";10;50;471,783564;4,93514981840936;562,314424;3,10952481915742;90,53086;4,94571053545285;18,3049249144361;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"140";"Lithuania";"Girl";"ASRREA0";"Percentile";10;90;471,783564;4,93514981840936;640,546688;3,72316999427558;168,763124;5,43858850305076;31,0306845067121;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"141";"Lithuania";"Girl";"ASRREA0";"Percentile";50;90;562,314424;3,10952481915742;640,546688;3,72316999427558;78,232264;3,62024490234094;21,6096607026262;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"142";"Lithuania";"Boy";"ASRREA0";"Percentile";10;50;447,676384;7,70056510438268;543,450192;4,34899974097758;95,773808;6,45575018299065;14,8354266019061;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"143";"Lithuania";"Boy";"ASRREA0";"Percentile";10;90;447,676384;7,70056510438268;623,238066;2,81797011756444;175,561682;7,25580904302852;24,1960174198192;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"144";"Lithuania";"Boy";"ASRREA0";"Percentile";50;90;543,450192;4,34899974097758;623,238066;2,81797011756444;79,787874;3,97984179227584;20,0480014443926;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"145";"Macao SAR";"Girl";"ASRREA0";"Percentile";10;50;457,873;3,92558418678416;551,183692;2,20988114120055;93,310692;4,07902321359953;22,8757442931191;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"146";"Macao SAR";"Girl";"ASRREA0";"Percentile";10;90;457,873;3,92558418678416;625,126144;2,53430732977198;167,253144;4,67703201176193;35,7605300924576;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"147";"Macao SAR";"Girl";"ASRREA0";"Percentile";50;90;551,183692;2,20988114120055;625,126144;2,53430732977198;73,942452;2,76819339808362;26,7114472750312;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"148";"Macao SAR";"Boy";"ASRREA0";"Percentile";10;50;460,012598;4,4344681150465;550,485882;2,28170746521192;90,473284;4,67787131237875;19,3406953629927;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"149";"Macao SAR";"Boy";"ASRREA0";"Percentile";10;90;460,012598;4,4344681150465;623,905268;2,66601694720871;163,89267;5,52026708041378;29,6892645976316;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"150";"Macao SAR";"Boy";"ASRREA0";"Percentile";50;90;550,485882;2,28170746521192;623,905268;2,66601694720871;73,419386;3,31910780332845;22,1202173446653;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"151";"Malta";"Girl";"ASRREA0";"Percentile";10;50;344,049144;5,73125974457067;473,97054;3,52216262307266;129,921396;5,35699779815017;24,2526506254797;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"152";"Malta";"Girl";"ASRREA0";"Percentile";10;90;344,049144;5,73125974457067;565,178952;4,33993199984211;221,129808;6,95940288069555;31,7742501462854;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"153";"Malta";"Girl";"ASRREA0";"Percentile";50;90;473,97054;3,52216262307266;565,178952;4,33993199984211;91,208412;5,164908806841;17,6592492551259;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"154";"Malta";"Boy";"ASRREA0";"Percentile";10;50;317,563366;5,26142354257913;451,006632;3,25254534730785;133,443266;5,12402695757504;26,0426549479264;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"155";"Malta";"Boy";"ASRREA0";"Percentile";10;90;317,563366;5,26142354257913;554,765214;4,309917473902;237,201848;6,68636747043294;35,4754429888732;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"156";"Malta";"Boy";"ASRREA0";"Percentile";50;90;451,006632;3,25254534730785;554,765214;4,309917473902;103,758582;4,71241118514541;22,018151201888;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"157";"Morocco";"Girl";"ASRREA0";"Percentile";10;50;218,889852;10,211075234678;364,567126;7,21756067665776;145,677274;9,52582182405415;15,2928825135216;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"158";"Morocco";"Girl";"ASRREA0";"Percentile";10;90;218,889852;10,211075234678;495,208714;5,64080573692409;276,318862;10,689314666385;25,8500072852142;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"159";"Morocco";"Girl";"ASRREA0";"Percentile";50;90;364,567126;7,21756067665776;495,208714;5,64080573692409;130,641588;7,45584245512362;17,5220424501089;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"160";"Morocco";"Boy";"ASRREA0";"Percentile";10;50;200,303494;9,23483417977583;335,143872;5,89082245754568;134,840378;7,98831923984041;16,8796932059883;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"161";"Morocco";"Boy";"ASRREA0";"Percentile";10;90;200,303494;9,23483417977583;484,041388;6,04776484592149;283,737894;10,4206778111587;27,2283530056143;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"162";"Morocco";"Boy";"ASRREA0";"Percentile";50;90;335,143872;5,89082245754568;484,041388;6,04776484592149;148,897516;6,94051032372956;21,4533959399095;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"163";"Oman";"Girl";"ASRREA0";"Percentile";10;50;317,24241;4,45218967021735;446,565098;4,28574748069858;129,322688;4,83550221456517;26,7444170763614;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"164";"Oman";"Girl";"ASRREA0";"Percentile";10;90;317,24241;4,45218967021735;557,855106;4,40508563074837;240,612696;5,64705355702917;42,6085379871238;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"165";"Oman";"Girl";"ASRREA0";"Percentile";50;90;446,565098;4,28574748069858;557,855106;4,40508563074837;111,290008;4,05341767848858;27,4558451231449;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"166";"Oman";"Boy";"ASRREA0";"Percentile";10;50;246,740894;4,76587574782916;399,97851;5,88011120717118;153,237616;5,92206864676916;25,8756905973388;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"167";"Oman";"Boy";"ASRREA0";"Percentile";10;90;246,740894;4,76587574782916;535,99136;5,45523583564545;289,250466;6,21056692680277;46,5739230265259;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"168";"Oman";"Boy";"ASRREA0";"Percentile";50;90;399,97851;5,88011120717118;535,99136;5,45523583564545;136,01285;5,77693430980919;23,5441226619197;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"169";"Netherlands";"Girl";"ASRREA0";"Percentile";10;50;475,131044;4,40991578338927;552,052312;2,8270707335127;76,921268;4,72106024780167;16,2932188878161;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"170";"Netherlands";"Girl";"ASRREA0";"Percentile";10;90;475,131044;4,40991578338927;623,07149;4,24523746564205;147,940446;6,32200051433696;23,4008911679938;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"171";"Netherlands";"Girl";"ASRREA0";"Percentile";50;90;552,052312;2,8270707335127;623,07149;4,24523746564205;71,019178;4,2383477293415;16,7563358495444;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"172";"Netherlands";"Boy";"ASRREA0";"Percentile";10;50;457,687674;6,61957465828776;543,340936;2,2307782168306;85,653262;6,45410056582817;13,2711384222147;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"173";"Netherlands";"Boy";"ASRREA0";"Percentile";10;90;457,687674;6,61957465828776;615,332558;4,05793258304328;157,644884;7,37025570805151;21,389337119984;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"174";"Netherlands";"Boy";"ASRREA0";"Percentile";50;90;543,340936;2,2307782168306;615,332558;4,05793258304328;71,991622;3,99225733946272;18,0328109834945;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"175";"New Zealand";"Girl";"ASRREA0";"Percentile";10;50;418,848034;7,46266362573888;542,09522;3,58778836348806;123,247186;7,37667884547152;16,7076795102257;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"176";"New Zealand";"Girl";"ASRREA0";"Percentile";10;90;418,848034;7,46266362573888;637,870836;3,70236104371064;219,022802;8,02700070605854;27,2857584072078;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"177";"New Zealand";"Girl";"ASRREA0";"Percentile";50;90;542,09522;3,58778836348806;637,870836;3,70236104371064;95,775616;4,24501728431182;22,561890702767;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"178";"New Zealand";"Boy";"ASRREA0";"Percentile";10;50;386,451146;6,79846226298756;524,272394;2,92295650186854;137,821248;6,11229624492087;22,5481950608211;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"179";"New Zealand";"Boy";"ASRREA0";"Percentile";10;90;386,451146;6,79846226298756;619,49302;3,33430985160351;233,041874;7,27990685228085;32,0116560182341;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"180";"New Zealand";"Boy";"ASRREA0";"Percentile";50;90;524,272394;2,92295650186854;619,49302;3,33430985160351;95,220626;3,40277582065815;27,983220470158;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"181";"Norway";"Girl";"ASRREA0";"Percentile";10;50;488,804144;4,93057335283492;571,747186;2,57703169351603;82,943042;4,49566824109657;18,4495468864421;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"182";"Norway";"Girl";"ASRREA0";"Percentile";10;90;488,804144;4,93057335283492;648,674252;3,56294649090664;159,870108;6,13320909053763;26,0663065028468;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"183";"Norway";"Girl";"ASRREA0";"Percentile";50;90;571,747186;2,57703169351603;648,674252;3,56294649090664;76,927066;3,65121363053519;21,0689030509355;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"184";"Norway";"Boy";"ASRREA0";"Percentile";10;50;463,473228;4,75012841149205;552,45083;3,52024623014643;88,977602;4,75176045109218;18,7251867840999;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"185";"Norway";"Boy";"ASRREA0";"Percentile";10;90;463,473228;4,75012841149205;628,131578;4,1773345874581;164,65835;5,67456172134991;29,0169281938535;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"186";"Norway";"Boy";"ASRREA0";"Percentile";50;90;552,45083;3,52024623014643;628,131578;4,1773345874581;75,680748;5,33663831519004;14,1813522914949;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"187";"Poland";"Girl";"ASRREA0";"Percentile";10;50;484,845918;5,14694152818489;578,36175;3,42663240048881;93,515832;5,59232626708543;16,7221702622043;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"188";"Poland";"Girl";"ASRREA0";"Percentile";10;90;484,845918;5,14694152818489;657,001788;4,16629976278039;172,15587;6,17233164543436;27,8915456733992;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"189";"Poland";"Girl";"ASRREA0";"Percentile";50;90;578,36175;3,42663240048881;657,001788;4,16629976278039;78,640038;4,23020494362668;18,5901248398097;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"190";"Poland";"Boy";"ASRREA0";"Percentile";10;50;457,72536;5,96418750662988;560,02707;3,12693270442936;102,30171;5,88474263460778;17,3842283940117;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"191";"Poland";"Boy";"ASRREA0";"Percentile";10;90;457,72536;5,96418750662988;646,338134;4,5200729001606;188,612774;7,18733955470914;26,2423630558015;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"192";"Poland";"Boy";"ASRREA0";"Percentile";50;90;560,02707;3,12693270442936;646,338134;4,5200729001606;86,311064;4,70612794891043;18,3401439435965;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"193";"Portugal";"Girl";"ASRREA0";"Percentile";10;50;443,51723;5,01111880142847;530,00266;3,31072450740918;86,48543;5,53106853336219;15,636296943048;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"194";"Portugal";"Girl";"ASRREA0";"Percentile";10;90;443,51723;5,01111880142847;611,621216;3,22287007539799;168,103986;5,339654944062;31,4821814819591;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"195";"Portugal";"Girl";"ASRREA0";"Percentile";50;90;530,00266;3,31072450740918;611,621216;3,22287007539799;81,618556;3,56273946190507;22,9089319813347;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"196";"Portugal";"Boy";"ASRREA0";"Percentile";10;50;441,328728;5,06404628843809;529,381468;2,90709765605911;88,05274;4,93613763589716;17,8383883301091;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"197";"Portugal";"Boy";"ASRREA0";"Percentile";10;90;441,328728;5,06404628843809;609,596006;4,60572596460607;168,267278;6,37129662919204;26,4102093801491;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"198";"Portugal";"Boy";"ASRREA0";"Percentile";50;90;529,381468;2,90709765605911;609,596006;4,60572596460607;80,214538;4,09724651099428;19,5776694872417;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"199";"Qatar";"Girl";"ASRREA0";"Percentile";10;50;321,919362;5,84105106834495;467,755376;3,6762940096211;145,836014;5,56214654718531;26,2193764157112;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"200";"Qatar";"Girl";"ASRREA0";"Percentile";10;90;321,919362;5,84105106834495;584,71327;3,64476957227881;262,793908;7,60020974567299;34,5771915241702;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"201";"Qatar";"Girl";"ASRREA0";"Percentile";50;90;467,755376;3,6762940096211;584,71327;3,64476957227881;116,957894;5,57023846266079;20,9969276511246;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"202";"Qatar";"Boy";"ASRREA0";"Percentile";10;50;268,228594;8,55268936618337;432,155408;3,45883408225429;163,926814;7,90807786444761;20,7290338828057;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"203";"Qatar";"Boy";"ASRREA0";"Percentile";10;90;268,228594;8,55268936618337;568,917286;3,8328429183018;300,688692;8,62903465595512;34,8461564924284;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"204";"Qatar";"Boy";"ASRREA0";"Percentile";50;90;432,155408;3,45883408225429;568,917286;3,8328429183018;136,761878;4,34569752666752;31,470638985055;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"205";"Russian Federation";"Girl";"ASRREA0";"Percentile";10;50;504,771426;3,83874075885384;591,386532;2,73849119558998;86,615106;3,6727688861302;23,5830537355869;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"206";"Russian Federation";"Girl";"ASRREA0";"Percentile";10;90;504,771426;3,83874075885384;668,972292;3,20161001328294;164,200866;4,20643629456524;39,0356241011303;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"207";"Russian Federation";"Girl";"ASRREA0";"Percentile";50;90;591,386532;2,73849119558998;668,972292;3,20161001328294;77,58576;3,68874233125454;21,0331199722516;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"208";"Russian Federation";"Boy";"ASRREA0";"Percentile";10;50;487,596784;5,92130096957299;576,807804;2,82223244947433;89,21102;5,24351784106803;17,0135818555409;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"209";"Russian Federation";"Boy";"ASRREA0";"Percentile";10;90;487,596784;5,92130096957299;656,34741;3,4096531828648;168,750626;6,36531485592711;26,5109629012093;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"210";"Russian Federation";"Boy";"ASRREA0";"Percentile";50;90;576,807804;2,82223244947433;656,34741;3,4096531828648;79,539606;3,15499369199784;25,2107020694654;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"211";"Saudi Arabia";"Girl";"ASRREA0";"Percentile";10;50;347,67426;10,3659895719555;467,949638;5,9678839154707;120,275378;8,52671840833413;14,1057054121127;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"212";"Saudi Arabia";"Girl";"ASRREA0";"Percentile";10;90;347,67426;10,3659895719555;575,37718;9,54369754250994;227,70292;12,7066119768104;17,920034106303;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"213";"Saudi Arabia";"Girl";"ASRREA0";"Percentile";50;90;467,949638;5,9678839154707;575,37718;9,54369754250994;107,427542;8,31680080619731;12,9169309814358;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"214";"Saudi Arabia";"Boy";"ASRREA0";"Percentile";10;50;273,383348;7,7700164543406;401,51994;6,88301411057758;128,136592;6,95839952674851;18,4146643933616;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"215";"Saudi Arabia";"Boy";"ASRREA0";"Percentile";10;90;273,383348;7,7700164543406;521,62236;7,57714512697627;248,239012;8,81040900139284;28,1756513188838;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"216";"Saudi Arabia";"Boy";"ASRREA0";"Percentile";50;90;401,51994;6,88301411057758;521,62236;7,57714512697627;120,10242;6,45743357386124;18,599094923122;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
"217";"Singapore";"Girl";"ASRREA0";"Percentile";10;50;482,074068;5,2867198476895;591,314766;4,085843811203;109,240698;4,80939680026963;22,7140122840095;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h15m";150;5;"NONE"
