"";"IDCNTRY";"BSBG01";"xvar";"n";"TOTWGT";"sumw_se";"tsumw";"tsumw_se";"pct";"pct_se";"tpct";"tpct_se";"mnx";"mnx_se";"sdx";"sdx_se";"vrx";"vrx_se";"DEff";"pctmiss";"nvarstrat";"weight";"reps";"method";"jk2type";"date";"time";"selcrit"
"49";"Japan";"Boy";"BSDGSLM";1915;505894,080139999;14076,7948739898;524173,653793999;13860,7188326559;50,2107820781224;1,37598417597397;50,5418530054326;1,32597613037299;2,35969779135515;0,0247887495603825;0,719673220153166;0,0120408754075163;0,517929543805628;0,0173303343960562;2,27199480065017;3,48731255790736;68;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"50";"Japan";"<Other>";"BSDGSLM";48;14995,405652;1868,34101703248;15191,94966;1899,10157631657;1,48831756473065;0,184447671063463;1,4648376182665;0,18000472310906;2,45728575119176;0,108588484617236;0,671426034799059;0,0573636540294229;0,450812920205987;0,0764422419645526;1,25548760078092;1,29373788354167;33;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"51";"Kazakhstan";"Girl";"BSDGSLM";2972;142453,781526999;3446,2427272242;147045,078026;3381,11750831691;47,7808366784974;0,804727259349537;47,4454085602608;0,792863971159569;2,23001500970188;0,0209077867427955;0,721876258769956;0,0070371198725778;0,521105332975709;0,0101596518802843;2,49309834678991;3,12237346576687;94;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"52";"Kazakhstan";"Boy";"BSDGSLM";3127;155686,208121;4186,40201853432;162879,701817;4349,14272573109;52,2191633215026;0,804727259349525;52,5545914397393;0,792863971159568;2,14558450100078;0,0191013807453069;0,72294837214009;0,00788484652688638;0,522654348780006;0,0114004500956777;2,18294521146648;4,41644576687776;94;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"53";"Jordan";"Girl";"BSDGSLM";3297;79992,9125769999;4195,89060601938;82839,0413489995;4244,4603281566;49,9069174177807;2,15275560735037;48,289772317815;2,07839751587369;1,99280109951684;0,0274098067238115;0,810411202195721;0,00675329256857015;0,656766316644315;0,0109449549790293;3,77155132657129;3,43573359330573;64;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"54";"Jordan";"Boy";"BSDGSLM";3134;80291,3059560009;3581,88272255111;88706,6863960009;3754,35530785788;50,0930825822193;2,15275560735036;51,710227682185;2,0783975158737;1,85306220728971;0,0295068722921637;0,814569868559943;0,00774350525381448;0,663524070765762;0,0126148146053829;4,11233668270626;9,48674872425331;64;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"55";"Korea, Republic of";"Girl";"BSDGSLM";2121;199888,682236;5079,68334894792;199888,682236;5079,68334894792;49,4496340873294;1,00016112009034;49,3071137082006;0,996958943896132;2,58971296965592;0,0154593333333243;0,632531496110661;0,0127304338676473;0,400096093571991;0,0161043168690508;1,26694534589568;0;80;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"56";"Korea, Republic of";"Boy";"BSDGSLM";2113;204338,135464998;5067,33495650134;205506,538053998;5068,75697174255;50,5503659126706;1,00016112009034;50,6928862917994;0,996958943896136;2,36115473684863;0,0211389521579881;0,749071291533853;0,00946314463502787;0,561107799800194;0,0141766674789417;1,68275195198464;0,568547648198421;76;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"57";"Kuwait";"Girl";"BSDGSLM";2186;21552,988248;739,181804313864;21865,3705040001;745,258108351382;50,8244500345207;1,4364861446391;49,4379800180548;1,40916340562002;2,39562840785157;0,0259379468478487;0,76472329244569;0,0133642820054595;0,584801714008977;0,0204382417216612;2,51485362688916;1,42866207523377;54;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"58";"Kuwait";"Boy";"BSDGSLM";1967;20853,7436169999;690,11135930207;22362,5095509998;693,136811261577;49,1755499654793;1,43648614463909;50,5620199819452;1,40916340562001;2,13709131854244;0,0221797331767811;0,806591452392122;0,00777918301485487;0,650589771072033;0,0125491884530716;1,48733830749715;6,74685428555823;52;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"59";"Lithuania";"Girl";"BSDGSLM";2643;12905,6557090001;377,421546716665;13112,6661210001;380,074690752028;51,0046457536126;0,837383246617188;50,3314604670364;0,835165153138507;2,53610546430236;0,0169205113882286;0,651113267182467;0,0109405035980464;0,423948486701026;0,0142465941580619;1,78488830068161;1,57870573451474;105;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"60";"Lithuania";"Boy";"BSDGSLM";2554;12397,246641;377,942853159547;12939,957823;387,093761454837;48,9953542463874;0,837383246617191;49,6685395329636;0,835165153138504;2,41570648332155;0,0199252885124346;0,697531846446875;0,00916094139427734;0,486550676807587;0,0127798115659417;2,08402079926567;4,1940722637856;105;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"61";"Malaysia";"Girl";"BSDGSLM";4493;212429,520919001;5163,89527358008;213206,137347001;5157,87425559419;51,8573163040831;1,1356750382415;51,6975468152476;1,13590493788815;2,10387217311672;0,0171210336627284;0,703872370801182;0,00685649499534826;0,495436314377277;0,00965211624894599;2,65832787138523;0,364256131490262;90;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"62";"Malaysia";"Boy";"BSDGSLM";4221;197212,813199001;4737,86794042994;199204,413020001;4786,24429032167;48,1426836959169;1,1356750382415;48,3024531847524;1,13590493788815;2,15347620299123;0,0149659630663609;0,705051859429199;0,00671063628995363;0,49709812448457;0,00946256737262565;1,90187761049452;0,999776958154054;88;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"63";"Malta";"Girl";"BSDGSLM";1888;2031,791827;29,3941647478764;2076,510407;29,8073530143707;49,1278228987369;0,696623012224636;48,5062293738703;0,682207093774956;2,470964952848;0,0150564753837773;0,703691986476841;0,00988352378247811;0,495182411831722;0,013909756676619;0,864337620295;2,15354470891414;123;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"64";"Malta";"Boy";"BSDGSLM";1837;1984,772822;30,7599736972562;2081,952135;29,9253256883657;47,9909242658068;0,694583530291331;48,6333453785233;0,678368082470875;2,2847098724531;0,0170275418394356;0,759948519715872;0,00926432237904705;0,577521752618345;0,0140806510776284;0,92224162856972;4,66770159439809;125;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"65";"Malta";"<Other>";"BSDGSLM";110;119,160704;11,6841009564863;122,452371;11,7298506378709;2,88125283545636;0,282867962178918;2,86042524760641;0,273981205148612;2,52157377317945;0,057904054828884;0,69340240004809;0,0415657329607906;0,480806888392451;0,0576109333646253;0,767078760980362;2,68812026514374;60;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"66";"Morocco";"Girl";"BSDGSLM";4179;285217,846279002;6020,85136789982;299988,498425001;5877,82423011753;51,1310132708383;0,680996662371512;50,3077898259249;0,631228015482282;1,84960830205188;0,0214662970955866;0,781080197892847;0,00670912616565126;0,610086275540329;0,0104804991963335;3,15642436694176;4,92373948452985;125;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"67";"Morocco";"Boy";"BSDGSLM";4006;272599,861671001;6309,704132003;296317,758445002;6270,19022221548;48,8689867291617;0,680996662371509;49,6922101740751;0,631228015482283;1,76489231698382;0,0202595279959576;0,778095230585677;0,0068146798789673;0,605432187860177;0,0106047075777066;2,71583939918207;8,00421037823224;125;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"68";"Oman";"Girl";"BSDGSLM";3835;29857,0703380004;557,687884677371;31444,9784410004;588,311798202697;50,3818264473301;0,833739119550611;48,4827790420379;0,849163995830552;2,02338851575504;0,0294313561711338;0,795824383145138;0,006183151962412;0,63333644880834;0,00984114833059879;5,24507176357367;5,04979866969654;73;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
"69";"Oman";"Boy";"BSDGSLM";3626;29404,5175070004;572,97980895142;33413,0578810005;581,853434765076;49,6181735526699;0,83373911955061;51,5172209579621;0,849163995830556;1,97733999502484;0,0204804998236138;0,798346190380204;0,00657762427656452;0,637356639694584;0,010502284077442;2,38630739975916;11,9969276331316;75;"TOTWGT";250;"JRR";"FULL";"04-MAR-26";"13h 0m";"NONE"
