IDCNTRY;Variable;TOTWGT;mean;stdev;TOTWGT.se;mean.se;stdev.se;NObs;xvar;weight;method;jk2type;shortcut;missoptn;date;time;reps;npv;infile;selcrit
Romania;BSMMAT0_;159689,814683001;495,716648903457;99,8213810920376;4941,33777031884;4,87238889634276;2,84563356275771;3720;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Saudi Arabia;BSDAGE;421349,483623998;14,0165511801714;,619707125736141;4442,93615258743;,0136055760277168;,0211870328935001;5880;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Saudi Arabia;BSMMAT0_;421349,483623998;396,802314051228;83,2618903074181;4442,93615258743;3,26308496129013;1,45397008423683;5880;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Singapore;BSDAGE;38889,050003;14,3181495346045;,392895887071182;51,5034191506599;,00744440706991875;,0118363873407594;4772;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Singapore;BSMMAT0_;38889,050003;605,319118489138;96,9859989323863;51,5034191506599;6,05192569994788;3,5358789959836;4772;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
South Africa;BSDAGE;942964,004519964;15,5285915517364;,958821447936406;20050,1663892878;,0231015284815676;,0190318270059992;11538;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
South Africa;BSMMAT0_;942964,004519964;397,103657583079;77,5272397718773;20050,1663892878;3,22819925362272;2,41754061232154;11538;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Sweden;BSDAGE;115722,418097;14,8295492334413;,344372285886401;2720,54234999665;,00636296459759988;,0137503713905939;5080;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Sweden;BSMMAT0_;115722,418097;517,412117962127;82,2068878771927;2720,54234999665;2,40710622485901;1,33422737368107;5080;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Turkey;BSDAGE;981338,547450006;13,8563617125086;,430237329272066;9373,1574679621;,0104343169564562;,0127235165902953;4925;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Turkey;BSMMAT0_;981338,547450006;508,568026694286;114,495168785967;9373,1574679621;4,2811375012178;2,33621062930956;4925;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
United Arab Emirates;BSDAGE;78502,8691209992;13,8204186589642;,544856351935322;715,60826494045;,00661745141501527;,00647317883324691;32735;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
United Arab Emirates;BSMMAT0_;78502,8691209992;488,517801772364;103,86735137709;715,60826494045;1,72862391092005;1,38501153572349;32735;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
United Arab Emirates (Abu Dhabi);BSDAGE;27167,0192500002;13,7757924399099;,52956411465849;407,694951249541;,00912068968965836;,0106160228470641;12108;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
United Arab Emirates (Abu Dhabi);BSMMAT0_;27167,0192500002;453,785632592254;100,462048985689;407,694951249541;2,78975822613797;1,71468363582607;12108;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
United Arab Emirates (Dubai);BSDAGE;23349,2799409992;13,9297107432364;,561402102329509;362,067846828322;,015507540447532;,00888831502050693;8164;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
United Arab Emirates (Dubai);BSMMAT0_;23349,2799409992;545,860622811616;97,8788141639556;362,067846828322;2,76498050663755;2,11960250124899;8164;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
United Arab Emirates (Sharjah);BSDAGE;16000,499908;13,7615061036748;,501261806552267;366,943900743735;,0111901932262476;,0112413922997397;6385;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
United Arab Emirates (Sharjah);BSMMAT0_;16000,499908;495,546658612944;91,6259014420415;366,943900743735;4,81538677654495;3,17903823001584;6385;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
United States;BSDAGE;3589228,98026698;14,2141889133994;,433867338859819;94824,1554702234;,0133091222134918;,00875079246979891;8070;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
United States;BSMMAT0_;3589228,98026698;488,049797130192;94,1994979589627;94824,1554702234;4,18847140014002;1,91111512848648;8070;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Uzbekistan;BSDAGE;548907,439797002;14,7383135877619;,366256663940943;10483,2689479187;,010559116543167;,00724210510957618;4339;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Uzbekistan;BSMMAT0_;548907,439797002;420,909444046607;87,7975953131953;10483,2689479187;4,30090265388529;2,74304275081852;4339;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Table Average;BSDAGE; ;14,2271928661688;,495778409256707; ;,00205881750352245;,00195449715517212; ;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
Table Average;BSMMAT0_; ;475,257644805882;90,5905699268864; ;,512342585188256;,335186282708692; ;BSDAGE BSMMAT0_;TOTWGT;JRR;FULL;N;LISTWISE;26-FEB-26;14h25m;250;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_8_2023.sav;NONE
