IDCNTRY;dvar;refpctile;comppctile;groupvar;refgroup;compgroup;gap;gap_se;cgap;cgap_se;gapdiff;gapdiff_se;gapdiff_t;weight;method;jk2type;shortcut;date;time;reps;npv;infile;selcrit
Iran, Islamic Republic of;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;GIRL;225,174208271336;8,16117008097236;215,87492079796;11,2946247953514;-9,29928747337583;13,3112674690151;-,698602705942311;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Iran, Islamic Republic of;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;BOY;225,174208271336;8,16117008097236;225,174208271336;8,16117008097236;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Iran, Islamic Republic of;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;GIRL;106,003598990828;5,14829170292426;106,003598990828;5,14829170292426;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Iran, Islamic Republic of;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;BOY;106,003598990828;5,14829170292426;113,034388751437;5,95604439284209;7,03078976060831;6,81385188212689;1,03183777432123;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Iran, Islamic Republic of;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;GIRL;113,034388751437;5,95604439284209;106,003598990828;5,14829170292426;-7,03078976060831;6,81385188212689;-1,03183777432123;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Iran, Islamic Republic of;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;BOY;113,034388751437;5,95604439284209;113,034388751437;5,95604439284209;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Italy;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;GIRL;104,685444369991;5,46190817484655;104,685444369991;5,46190817484655;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Italy;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;BOY;104,685444369991;5,46190817484655;120,025840715572;4,56959473829765;15,3403963455801;6,79254318092801;2,25841719912104;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Italy;ASMMAT0;   10,00;   50,00;ASBGSEX;BOY;GIRL;120,025840715572;4,56959473829765;104,685444369991;5,46190817484655;-15,3403963455801;6,79254318092801;-2,25841719912104;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Italy;ASMMAT0;   10,00;   50,00;ASBGSEX;BOY;BOY;120,025840715572;4,56959473829765;120,025840715572;4,56959473829765;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Italy;ASMMAT0;   10,00;   90,00;ASBGSEX;GIRL;GIRL;203,160452089601;8,4540403973503;203,160452089601;8,4540403973503;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Italy;ASMMAT0;   10,00;   90,00;ASBGSEX;GIRL;BOY;203,160452089601;8,4540403973503;215,475256491352;7,38497151277901;12,3148044017512;9,04786084843016;1,3610735850218;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Italy;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;GIRL;215,475256491352;7,38497151277901;203,160452089601;8,4540403973503;-12,3148044017512;9,04786084843016;-1,3610735850218;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Italy;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;BOY;215,475256491352;7,38497151277901;215,475256491352;7,38497151277901;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Italy;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;GIRL;98,4750077196093;7,3337574187029;98,4750077196093;7,3337574187029;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Italy;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;BOY;98,4750077196093;7,3337574187029;95,4494157757803;5,23065160702713;-3,02559194382895;6,68859629235926;-,452350808985923;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Italy;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;GIRL;95,4494157757803;5,23065160702713;98,4750077196093;7,3337574187029;3,02559194382895;6,68859629235926;,452350808985923;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Italy;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;BOY;95,4494157757803;5,23065160702713;95,4494157757803;5,23065160702713;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Japan;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;GIRL;90,6204105079224;3,82446448673099;90,6204105079224;3,82446448673099;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Japan;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;BOY;90,6204105079224;3,82446448673099;104,370574624736;3,42554940216021;13,7501641168134;4,45902555028653;3,08367017899905;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Japan;ASMMAT0;   10,00;   50,00;ASBGSEX;BOY;GIRL;104,370574624736;3,42554940216021;90,6204105079224;3,82446448673099;-13,7501641168134;4,45902555028653;-3,08367017899905;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Japan;ASMMAT0;   10,00;   50,00;ASBGSEX;BOY;BOY;104,370574624736;3,42554940216021;104,370574624736;3,42554940216021;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Japan;ASMMAT0;   10,00;   90,00;ASBGSEX;GIRL;GIRL;175,871565618775;4,03194854584685;175,871565618775;4,03194854584685;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Japan;ASMMAT0;   10,00;   90,00;ASBGSEX;GIRL;BOY;175,871565618775;4,03194854584685;194,51558694829;5,75570227450444;18,644021329515;6,64660336208549;2,8050449701673;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Japan;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;GIRL;194,51558694829;5,75570227450444;175,871565618775;4,03194854584685;-18,644021329515;6,64660336208549;-2,8050449701673;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Japan;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;BOY;194,51558694829;5,75570227450444;194,51558694829;5,75570227450444;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Japan;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;GIRL;85,2511551108525;3,08878070909589;85,2511551108525;3,08878070909589;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Japan;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;BOY;85,2511551108525;3,08878070909589;90,1450123235541;4,91131846517847;4,89385721270155;5,94525499242546;,823153459176529;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Japan;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;GIRL;90,1450123235541;4,91131846517847;85,2511551108525;3,08878070909589;-4,89385721270155;5,94525499242546;-,823153459176529;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Japan;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;BOY;90,1450123235541;4,91131846517847;90,1450123235541;4,91131846517847;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Latvia;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;GIRL;94,4708513483725;7,21748522121549;94,4708513483725;7,21748522121549;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Latvia;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;BOY;94,4708513483725;7,21748522121549;108,310098109324;7,88955193151794;13,8392467609514;9,79616421945629;1,41272098455282;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Latvia;ASMMAT0;   10,00;   50,00;ASBGSEX;BOY;GIRL;108,310098109324;7,88955193151794;94,4708513483725;7,21748522121549;-13,8392467609514;9,79616421945629;-1,41272098455282;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Latvia;ASMMAT0;   10,00;   50,00;ASBGSEX;BOY;BOY;108,310098109324;7,88955193151794;108,310098109324;7,88955193151794;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Latvia;ASMMAT0;   10,00;   90,00;ASBGSEX;GIRL;GIRL;179,319090548318;9,02430074435203;179,319090548318;9,02430074435203;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Latvia;ASMMAT0;   10,00;   90,00;ASBGSEX;GIRL;BOY;179,319090548318;9,02430074435203;193,263337347452;8,05737333315701;13,9442467991339;12,045281091985;1,15765225341337;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Latvia;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;GIRL;193,263337347452;8,05737333315701;179,319090548318;9,02430074435203;-13,9442467991339;12,045281091985;-1,15765225341337;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Latvia;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;BOY;193,263337347452;8,05737333315701;193,263337347452;8,05737333315701;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Latvia;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;GIRL;84,8482391999452;4,61002341463211;84,8482391999452;4,61002341463211;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Latvia;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;BOY;84,8482391999452;4,61002341463211;84,9532392381277;4,29074204558331;,105000038182516;6,27656710104531;,0167288959859967;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Latvia;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;GIRL;84,9532392381277;4,29074204558331;84,8482391999452;4,61002341463211;-,105000038182516;6,27656710104531;-,0167288959859967;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Latvia;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;BOY;84,9532392381277;4,29074204558331;84,9532392381277;4,29074204558331;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Lithuania;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;GIRL;102,563249409182;7,00828619621433;102,563249409182;7,00828619621433;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Lithuania;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;BOY;102,563249409182;7,00828619621433;111,626844356051;6,05131713550201;9,06359494686882;7,89107080691486;1,14858872371624;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Lithuania;ASMMAT0;   10,00;   50,00;ASBGSEX;BOY;GIRL;111,626844356051;6,05131713550201;102,563249409182;7,00828619621433;-9,06359494686882;7,89107080691486;-1,14858872371624;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Lithuania;ASMMAT0;   10,00;   50,00;ASBGSEX;BOY;BOY;111,626844356051;6,05131713550201;111,626844356051;6,05131713550201;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Lithuania;ASMMAT0;   10,00;   90,00;ASBGSEX;GIRL;GIRL;187,256838222436;5,32812563143717;187,256838222436;5,32812563143717;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Lithuania;ASMMAT0;   10,00;   90,00;ASBGSEX;GIRL;BOY;187,256838222436;5,32812563143717;198,725415725449;7,03068726836149;11,4685775030131;8,51272757871205;1,34722712514527;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Lithuania;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;GIRL;198,725415725449;7,03068726836149;187,256838222436;5,32812563143717;-11,4685775030131;8,51272757871205;-1,34722712514527;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Lithuania;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;BOY;198,725415725449;7,03068726836149;198,725415725449;7,03068726836149;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Lithuania;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;GIRL;84,6935888132543;6,04488961825599;84,6935888132543;6,04488961825599;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Lithuania;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;BOY;84,6935888132543;6,04488961825599;87,0985713693985;4,0253744441153;2,40498255614425;6,50854935864117;,369511303306203;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Lithuania;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;GIRL;87,0985713693985;4,0253744441153;84,6935888132543;6,04488961825599;-2,40498255614425;6,50854935864117;-,369511303306203;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Lithuania;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;BOY;87,0985713693985;4,0253744441153;87,0985713693985;4,0253744441153;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Moldova;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;GIRL;123,393417630556;9,70452712027345;123,393417630556;9,70452712027345;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Moldova;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;BOY;123,393417630556;9,70452712027345;123,835615106602;8,51269139245254;,442197476045874;11,6796101786387;,0378606365522905;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Moldova;ASMMAT0;   10,00;   50,00;ASBGSEX;BOY;GIRL;123,835615106602;8,51269139245254;123,393417630556;9,70452712027345;-,442197476045874;11,6796101786387;-,0378606365522905;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Moldova;ASMMAT0;   10,00;   50,00;ASBGSEX;BOY;BOY;123,835615106602;8,51269139245254;123,835615106602;8,51269139245254;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Moldova;ASMMAT0;   10,00;   90,00;ASBGSEX;GIRL;GIRL;219,842658677206;11,0758076368697;219,842658677206;11,0758076368697;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Moldova;ASMMAT0;   10,00;   90,00;ASBGSEX;GIRL;BOY;219,842658677206;11,0758076368697;221,931700042614;10,9542396087319;2,08904136540771;12,1184810005236;,172384753940485;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Moldova;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;GIRL;221,931700042614;10,9542396087319;219,842658677206;11,0758076368697;-2,08904136540771;12,1184810005236;-,172384753940485;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Moldova;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;BOY;221,931700042614;10,9542396087319;221,931700042614;10,9542396087319;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Moldova;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;GIRL;96,4492410466503;6,93232625091451;96,4492410466503;6,93232625091451;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Moldova;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;BOY;96,4492410466503;6,93232625091451;98,0960849360121;5,79513894278909;1,64684388936183;7,88172873855689;,208944502404096;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Moldova;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;GIRL;98,0960849360121;5,79513894278909;96,4492410466503;6,93232625091451;-1,64684388936183;7,88172873855689;-,208944502404096;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Moldova;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;BOY;98,0960849360121;5,79513894278909;98,0960849360121;5,79513894278909;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;GIRL;120,04376014613;5,17780122052963;120,04376014613;5,17780122052963;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;BOY;120,04376014613;5,17780122052963;114,188638719662;8,37884766588714;-5,8551214264681;9,34339003981463;-,626659210577521;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;ASMMAT0;   10,00;   50,00;ASBGSEX;BOY;GIRL;114,188638719662;8,37884766588714;120,04376014613;5,17780122052963;5,8551214264681;9,34339003981463;,626659210577521;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;ASMMAT0;   10,00;   50,00;ASBGSEX;BOY;BOY;114,188638719662;8,37884766588714;114,188638719662;8,37884766588714;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;ASMMAT0;   10,00;   90,00;ASBGSEX;GIRL;GIRL;236,677868782972;6,74169095964641;236,677868782972;6,74169095964641;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;ASMMAT0;   10,00;   90,00;ASBGSEX;GIRL;BOY;236,677868782972;6,74169095964641;234,572909048467;13,5474417098355;-2,10495973450535;13,5032466576789;-,155885453911065;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;GIRL;234,572909048467;13,5474417098355;236,677868782972;6,74169095964641;2,10495973450535;13,5032466576789;,155885453911065;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;ASMMAT0;   10,00;   90,00;ASBGSEX;BOY;BOY;234,572909048467;13,5474417098355;234,572909048467;13,5474417098355;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;GIRL;116,634108636843;7,09553488182001;116,634108636843;7,09553488182001;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;ASMMAT0;   50,00;   90,00;ASBGSEX;GIRL;BOY;116,634108636843;7,09553488182001;120,384270328805;10,1776352598131;3,75016169196275;10,749624404298;,348864439436909;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;GIRL;120,384270328805;10,1776352598131;116,634108636843;7,09553488182001;-3,75016169196275;10,749624404298;-,348864439436909;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Morocco;ASMMAT0;   50,00;   90,00;ASBGSEX;BOY;BOY;120,384270328805;10,1776352598131;120,384270328805;10,1776352598131;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Netherlands;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;GIRL;72,4601334326314;6,58422729631433;72,4601334326314;6,58422729631433;0;0; ;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Netherlands;ASMMAT0;   10,00;   50,00;ASBGSEX;GIRL;BOY;72,4601334326314;6,58422729631433;70,1042946624121;4,16904909595354;-2,3558387702193;8,05646695312404;-,292415867144566;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
Netherlands;ASMMAT0;   10,00;   50,00;ASBGSEX;BOY;GIRL;70,1042946624121;4,16904909595354;72,4601334326314;6,58422729631433;2,3558387702193;8,05646695312404;,292415867144566;TOTWGT;JRR;HALF;Y;25-FEB-26;22h31m;75;5;Z:\RandA\Work\AndresStrello\ILSAreport_checks\DB\TIMSS_4_2003.sav;NONE
