"";"ASBG01";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnx";"mnx_se";"cmnx";"cmnx_se";"mnxdiff";"mnxdiff_se";"mnxdiff_t";"weight";"method";"jk2type";"date";"time";"reps";"selcrit"
"39";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"Slovenia";47,1612013545136;0,786131244129142;49,6096409232915;0,881500133827206;2,44843956877792;1,18112015431683;2,07298094087144;1,33606239437393;0,0171340204012751;1,75419661717107;0,0217340833077567;0,41813422279714;0,0276757119572346;15,1083456658045;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"40";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"South Africa";47,1612013545136;0,786131244129142;48,0033220699704;0,735454877373839;0,842120715456787;1,07652041766471;0,782261721782848;1,33606239437393;0,0171340204012751;1,44410996656868;0,0170208891508367;0,108047572194746;0,0241513006398492;4,47377860952423;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"41";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"Spain";47,1612013545136;0,786131244129142;49,5059515974669;0,618714017281761;2,3447502429533;1,000404602237;2,34380193544714;1,33606239437393;0,0171340204012751;1,42636949725864;0,0140924818901444;0,0903071028847133;0,0221849656509844;4,07064425095047;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"42";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"Sweden";47,1612013545136;0,786131244129142;48,7154505717573;0,95896391509846;1,55424921724367;1,24000569492926;1,2534210315319;1,33606239437393;0,0171340204012751;2,03543539701899;0,024068402391495;0,699373002645056;0,02954424899689;23,6720521384272;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"43";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"Trinidad And Tobago";47,1612013545136;0,786131244129142;52,1570578047045;1,80244310858512;4,99585645019091;1,96641895146533;2,54058599591308;1,33606239437393;0,0171340204012751;1,50236380891194;0,0236372207848955;0,166301414538011;0,0291940552432375;5,69641364149067;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"44";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"United Arab Emirates";47,1612013545136;0,786131244129142;49,0237262910033;2,09803197942736;1,86252493648966;2,24047774362878;0,831307046805574;1,33606239437393;0,0171340204012751;1,434854748185;0,0137869828930143;0,0987923538110695;0,0219921702522416;4,49216028604543;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"45";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"Egypt";47,1612013545136;0,786131244129142;49,5284231442046;1,16568507958291;2,36722178969103;1,40599574599578;1,6836621280205;1,33606239437393;0,0171340204012751;1,45713602898794;0,0275780813553869;0,121073634614009;0,0324672947187728;3,72909525301483;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"46";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"United States";47,1612013545136;0,786131244129142;49,7005655085623;0,725213470412755;2,53936415404871;1,06954986357072;2,37423634048344;1,33606239437393;0,0171340204012751;1,77865450469165;0,0240648662805493;0,442592110317719;0,0295413683537515;14,9821127111572;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"47";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"England";47,1612013545136;0,786131244129142;50,0080749725612;0,843749385421685;2,84687361804765;1,15321956209366;2,46863104964953;1,33606239437393;0,0171340204012751;1,75516244044834;0,0192366164038171;0,419100046074412;0,0257608630635489;16,2688666540614;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
"48";"Girl";"ASDGSLR";"IDCNTRY";"Azerbaijan, Republic of";"Northern Ireland";47,1612013545136;0,786131244129142;50,3543805935627;1,2080541577136;3,1931792390491;1,44131786257062;2,21545803460314;1,33606239437393;0,0171340204012751;1,69482781604128;0,0233727742865135;0,35876542166735;0,0289803594346174;12,3796056593694;"TOTWGT";"JRR";"FULL";"04-MAR-26";"12h57m";150;"NONE"
