"";"IDCNTRY";"ASBG01";"dvar";"n";"TOTWGT";"sumw_se";"pct";"pct_se";"mnpv";"mnpv_se";"mnpv_ci";"mnx_svr";"mnx_ivr";"sdpv";"sdpv_se";"vrpv";"vrpv_se";"DEff1";"DEff2";"DEff3";"DEff4";"DEff5";"pctmiss";"nvarstrat";"weight";"reps";"method";"jk2type";"npv";"shortcut";"date";"time";"selcrit"
"65";"Portugal";"Girl";"ASRREA0";2290;46041,2860389998;1331,89808275214;49,4041463532625;0,836410836898366;528,515967848027;2,74095422455903;"523 to 534";6,71220510493332;0,80062495619467;64,8992354667395;1,58769767523874;4212,36577722462;206,437584559041;1,43524974958224;2,84567626864951;3,64900640238909;1,11927897668178;4,08425615197132;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"66";"Portugal";"Boy";"ASRREA0";2347;47151,8757449997;1388,60687947446;50,5958536467375;0,836410836898365;527,080363644658;2,54624774554911;"522 to 532";6,03780188133853;0,445575700375411;65,3987170563582;1,61036537646939;4277,16658290442;210,742488197958;1,2444997519996;2,85866605762854;3,31310944776878;1,07379766827934;3,55760919976838;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"67";"Qatar";"Girl";"ASRREA0";4684;9750,165823;466,208747497413;50,3648853013117;2,34945890297027;460,144629010072;1,93768446214116;"456 to 464";3,24093969716253;0,513681377660733;101,619459045763;1,7415315051871;10326,7729315458;353,97092945527;1,23299472051069;1,38120186214655;1,47001988347554;1,15849766600424;1,70301460398623;0;74;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"68";"Qatar";"Boy";"ASRREA0";4378;9608,889131;454,099711615043;49,6351146986883;2,34945890297027;424,621298382844;3,40916584635715;"418 to 431";10,4382964220458;1,18411534592227;114,912003106516;2,42287300795406;13204,9378820709;556,952988233667;1,39258473085938;2,7670309926949;3,46074037938222;1,11343952097599;3,8533251102416;0;74;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"69";"Russian Federation";"Girl";"ASRREA0";2272;645361,631311997;13198,9812532256;49,1527064893512;0,844917470908003;588,148107262157;2,24534530165515;"584 to 593";4,81414240890618;0,227433114758661;64,94175389407;1,44618463425549;4217,65009413918;187,739238149965;1,12251562486175;2,4194222077609;2,59332360648737;1,04724270606077;2,71583923134912;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"70";"Russian Federation";"Boy";"ASRREA0";2304;667611,096754997;15164,2622589396;50,8472935106488;0,844917470908008;573,635569450714;2,57643965953277;"569 to 579";5,87296683733055;0,765074481882795;66,8394016771825;1,71077144432709;4467,73153389033;228,689479330747;1,39454734307257;2,45472075758136;3,0286769673976;1,1302705264773;3,42322431047017;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"71";"Saudi Arabia";"Girl";"ASRREA0";2362;207717,78427;12346,8971000489;48,3337671986276;2,66495203601423;464,513361129897;5,47064913914814;"454 to 475";28,1842858909595;1,74371611270278;87,9151060295391;3,22033510330537;7729,52119478796;566,076580616443;1,53284768285275;5,96631286571624;8,61260116853493;1,06186838011255;9,14544885138768;0;56;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"72";"Saudi Arabia";"Boy";"ASRREA0";2360;222039,290978002;12560,3322776638;51,6662328013724;2,66495203601423;398,982499750529;5,87377423370302;"387 to 410";33,531872590519;0,969351157994529;95,1847077973577;2,54271202978551;9060,99950212904;484,158437087719;1,2524742146084;7,17466458270464;8,73360817369326;1,02890835146107;8,98608238830166;0;51;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"73";"Singapore";"Girl";"ASRREA0";3230;19297,508085;248,982957880913;49,3692359688867;0,631736483719135;585,042945512088;3,46232422106859;"578 to 592";11,456201782714;0,531487229084231;77,1731884423498;2,04829144240163;5955,99656895719;316,177485096224;1,28823115159091;5,04649391984373;6,21281952226592;1,04639297030244;6,50105067385684;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"74";"Singapore";"Boy";"ASRREA0";3252;19790,6157359999;245,038626699568;50,6307640311133;0,631736483719132;567,674123253264;3,44535000734784;"561 to 574";11,5974051566434;0,273031516488427;82,248575568691;2,59090295977574;6764,85367174922;426,064592124792;1,1312516921583;5,04428462296203;5,57510382329558;1,02354246599137;5,70635551545388;0;74;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"75";"Slovak Republic";"Girl";"ASRREA0";2657;23030,956215;598,095857322946;48,9892229645315;0,967117003772357;539,456074635588;3,66524906241856;"532 to 547";11,4336049515653;2,00044573799482;79,7945102044831;4,17743882391031;6367,72993324138;666,186146477383;1,83470630532012;3,05525418492033;4,7707878121089;1,17496194301527;5,60549411742901;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"76";"Slovak Republic";"Boy";"ASRREA0";2788;23981,3351039999;623,145723883335;51,0107770354685;0,967117003772356;530,308428476556;3,11654769237729;"524 to 536";8,85458992849048;0,858279590371726;82,0612046928096;3,49406785569984;6734,3408006522;573,035974105525;1,35532557213686;2,966891064868;3,6657777578231;1,09693047304315;4,02110332995997;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"77";"Slovenia";"Girl";"ASRREA0";2246;9642,121417;279,219731852107;49,5936916517065;0,880752159676293;551,892078609878;2,31119488898001;"547 to 556";4,67639405966215;0,665227755185169;68,8413789920547;1,72856360809393;4739,26916918721;237,95014278816;1,31525990291075;1,92468620260835;2,21620268506558;1,14225228813015;2,53146258797633;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"78";"Slovenia";"Boy";"ASRREA0";2243;9800,112254;330,698093552801;50,4063083482935;0,880752159676293;533,376683298526;2,58691704273186;"528 to 538";6,37666022466154;0,315479561315032;73,5862193450129;1,48336730549788;5415,14707480154;218,319810315535;1,13067431895293;2,45158238885338;2,64126692892086;1,04947410559762;2,77194124787378;0;74;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"79";"South Africa";"Girl";"ASRREA0";6159;469743,458193003;12396,0966401334;48,0064933159891;0,744557748424083;347,173400689689;3,93667824213928;"339 to 355";14,3699703002664;1,12746528186648;98,9331138476828;2,59072513997029;9788,03020338259;512,839310632619;1,70944393577943;5,70453016756336;9,04213056563257;1,07845981990969;9,751574501412;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"80";"South Africa";"Boy";"ASRREA0";6603;508756,377446002;13532,1420236732;51,9935066840109;0,744557748424086;294,863194766168;5,09696055185542;"285 to 305";24,6074772138256;1,37152965334473;106,691805184522;3,04869939235181;11383,6303866753;650,502663850195;1,79554676262466;8,39240309965153;14,2734054535958;1,05573629679414;15,0689522162205;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"81";"Spain";"Girl";"ASRREA0";7236;225629,676813999;4623,20620295232;49,3976972098326;0,618326380967777;532,061124494703;1,42301988461326;"529 to 535";1,89172909966611;0,13325649233864;62,8978662125514;1,01225384529347;3956,28373260077;127,347010873789;1,24372467793874;2,9778911132852;3,45995198786854;1,07044163583579;3,70367666580728;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"82";"Spain";"Boy";"ASRREA0";7333;231131,851674999;4481,25439114864;50,6023027901674;0,618326380967768;523,72686093541;2,52654227288791;"519 to 529";6,24366192255847;0,139753934131149;66,6250649988282;2,07829186399288;4439,10416510893;276,794650999805;1,2308609036568;8,56703438156696;10,3139667768976;1,02238332822381;10,5448276805544;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"83";"Sweden";"Girl";"ASRREA0";2216;50173,6472379998;1466,5461357856;48,7411464390473;0,955231667759886;563,385204757085;2,75362308236256;"558 to 569";6,83545738010019;0,746982699619704;65,3139628963619;1,65148164005657;4266,67644224488;216,391471794609;1,38796325073254;2,8373379421221;3,55015754284202;1,10928057305929;3,93812079357456;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"84";"Sweden";"Boy";"ASRREA0";2219;52765,3496949999;1938,19211577221;51,2588535609527;0,955231667759885;548,260819335424;2,66124792685029;"543 to 553";6,7443415982114;0,337898929953573;67,8327179779703;1,54215108077033;4601,46555717679;209,197624131479;1,1629475905557;2,93678163484795;3,25237553567895;1,05010109957111;3,41532312623464;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"85";"Trinidad And Tobago";"Girl";"ASRREA0";2129;9290,506688;397,464869173614;52,0487168687784;1,79934617600775;489,853848266493;3,79866895809252;"482 to 497";13,6342607962588;0,795625056916939;87,9735160235622;2,36034420628781;7740,22843683697;415,584379812604;1,21884182876499;3,25639762095811;3,75019180274955;1,05835483630585;3,96903363151454;0;73;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"86";"Trinidad And Tobago";"Boy";"ASRREA0";1987;8559,129666;362,369623557239;47,9512831312216;1,79934617600774;466,629622432067;4,3423527163116;"458 to 475";17,6104189932422;1,2456081196165;98,435432475341;2,62813780441884;9690,34518032818;517,481280686364;1,25541126632954;3,07980196655071;3,6110068205421;1,07073131650613;3,86641808687164;0;74;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"87";"United Arab Emirates";"Girl";"ASRREA0";8013;36721,2418769995;1736,64953494758;48,7296571137058;2,08909363064045;465,450824894029;4,23820654891043;"457 to 474";17,1840112877459;0,778383463481352;102,361949093559;2,39321955758409;10478,2565012922;489,946633925253;1,59525043046111;8,61075997026509;13,1410681187016;1,04529695950773;13,7363185491627;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"88";"United Arab Emirates";"Boy";"ASRREA0";8408;38635,828236;1564,02720596816;51,2703428862942;2,08909363064045;435,893086373277;4,47911003050312;"427 to 445";19,2422474279333;0,820179237420394;116,217696136819;1,8715382174583;13506,9913483856;435,130609069502;1,51055537464714;8,26762734726192;11,978153550339;1,04262387959058;12,4887089249862;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"89";"Egypt";"Girl";"ASRREA0";3387;758222,077512008;24453,779826265;49,4541590210219;1,16350039650552;349,43913486752;5,56787577500747;"339 to 360";28,0881977086448;2,91304293727024;115,24543130832;2,84596186172314;13282,3948919544;655,223078346022;1,74282360288134;4,53591022274937;7,16246779387704;1,10371056795765;7,90529139675839;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"90";"Egypt";"Boy";"ASRREA0";3521;774959,544664003;26430,5709489386;50,5458409789781;1,16350039650552;312,181724214907;6,59075551773956;"299 to 325";39,6170416156781;3,82101667893635;128,622976451153;3,38695008654133;16544,9126326363;871,392019382301;1,81316837539511;5,09839893873241;8,43108734546248;1,09644881402311;9,24425572085758;0;74;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"91";"United States";"Girl";"ASRREA0";2209;1763256,332069;36857,0028773312;49,5591204640494;0,695888789858873;553,743596690236;3,18418434984986;"548 to 560";9,76808811828592;0,370941855542836;76,5978802224871;1,53354912108957;5867,63339410009;234,846460516462;1,13964924252392;3,3493300432337;3,67741220420996;1,03797486786062;3,81706144673388;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"92";"United States";"Boy";"ASRREA0";2201;1794628,302603;49406,5784265115;50,4408795359507;0,695888789858879;545,55915841173;3,59902988816113;"539 to 553";11,34148184088;1,61153429499709;78,3466656272634;1,75595574933811;6138,34694018924;275,108850859272;1,57784074732981;2,94358343659752;4,06666514209888;1,14209204031773;4,64450588942869;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"93";"England";"Girl";"ASRREA0";2529;285990,314998;8541,79685846632;50,0287426131318;0,837530685276162;566,817186095292;2,11940548019923;"563 to 571";4,43022526944084;0,0616543200576924;77,5227569623055;1,74299661662693;6010,54549640934;270,072833988709;1,02594170121814;1,84221520955716;1,86406370488487;1,01391674605871;1,89000540610301;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"94";"England";"Boy";"ASRREA0";2527;285661,699543999;7361,25411859867;49,9712573868682;0,837530685276153;551,23886766423;2,42925458094211;"546 to 556";5,42094808042576;0,480329738602459;79,67592132948;1,31215315341336;6348,52249720119;209,130270914926;1,19119302955665;1,97195271240706;2,15778329607796;1,08860622375943;2,34897632563461;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"95";"Northern Ireland";"Girl";"ASRREA0";1833;11124,26274;470,305298397447;50,2882918063973;1,21366970341671;573,702627244172;2,79594109056189;"568 to 579";6,57796421719162;1,23932236470081;76,773324838154;1,83154590638526;5894,37625424111;281,475926536134;1,38539750374131;1,75471360385527;2,0455783428207;1,18840515450993;2,43097584656201;0;70;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"96";"Northern Ireland";"Boy";"ASRREA0";1846;10996,716797;381,580371353938;49,7117081936027;1,21366970341671;555,830737795185;2,72309097076683;"550 to 561";6,79634397312604;0,618880461945774;82,9181281219949;1,99514167583414;6876,35551061067;330,664892719533;1,16614227274739;1,7070495848611;1,82452040983502;1,09106079156572;1,99066268258241;0;69;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"97";"Belgium (Flemish)";"Girl";"ASRREA0";2607;34890,1115110001;953,769459565025;50,4743863731034;0,935196897735765;530,269451849733;2,12108345488347;"526 to 534";3,8383130014958;0,660682021084596;59,2611835172275;1,24756193299792;3512,11364367184;147,870051059427;1,4904163713697;2,24068275273385;2,84913388635056;1,17212822946621;3,33955025772025;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"98";"Belgium (Flemish)";"Boy";"ASRREA0";2546;34234,2781410001;1036,23646889136;49,5256136268966;0,935196897735765;520,265338952303;2,24180089344642;"516 to 525";4,79151705054616;0,234154195310992;61,4212843727353;1,06674363541962;3772,6277290532;131,01828059855;1,15802157649183;2,92881453582902;3,23360884954109;1,04886848838079;3,39163042603292;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"99";"Belgium (French)";"Girl";"ASRREA0";2275;26540,759803;1005,26987684528;49,9598292795792;1,0297964008373;503,179580232472;2,47828440576171;"498 to 508";5,84757055699163;0,29432303885004;66,6375976609403;1,51556510385282;4440,8262561465;202,117798549125;1,15077935383243;2,73418468045183;2,99566392599645;1,0503325331403;3,14644327982888;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"100";"Belgium (French)";"Boy";"ASRREA0";2345;26583,440551;737,633836335079;50,0401707204208;1,0297964008373;491,837442432344;3,3679806244978;"485 to 498";6,92594438727906;4,41734909971354;69,8936109642823;1,79788580097765;4885,54804328301;251,500038676931;3,12027055041861;1,74492383622142;3,32436390846655;1,63779736779679;5,44463445888516;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"101";"Norway (4)";"Girl";"ASRREA0";2152;28690,232233;740,980077671332;49,5384471894052;0,715432419391202;525,792193562361;2,42062904089173;"521 to 531";4,84764986891053;1,01179508469788;66,2546050394562;1,22641071546137;4389,69528312841;162,49103078754;1,49602145065479;1,920111951429;2,37650721634162;1,20871868060992;2,87252866699641;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"102";"Norway (4)";"Boy";"ASRREA0";2172;29224,849609;793,586424167275;50,4615528105948;0,715432419391203;508,503622871388;2,13821160537194;"504 to 513";4,01854237015178;0,553406499195475;72,7316293311963;1,58363020564604;5290,29024329128;230,207773769452;1,22720850104148;1,52954877704799;1,64986676090942;1,13771324232039;1,87707526195089;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"103";"South Africa (Eng/Afr)";"Girl";"ASRREA0";2670;239649,238282002;8244,94167161215;50,5015094153549;0,821091315394034;422,030973431635;5,96439973978848;"410 to 434";34,2548832911137;1,31918096487528;96,9442762579695;2,97933659689819;9399,19642161957;577,483243898894;1,37473556442712;7,35080417073021;9,73067635621492;1,03851074177262;10,105411920642;0;64;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"104";"South Africa (Eng/Afr)";"Boy";"ASRREA0";2526;234889,525126002;8689,95055222635;49,4984905846451;0,821091315394038;392,011389801547;6,56173208586295;"379 to 405";41,0019568717203;2,05437109492312;106,391665666315;2,97233947437587;11319,5139282586;632,431645998876;1,45844206903804;6,58799670691174;9,14976947900611;1,05010422066806;9,60821154804415;0;64;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"105";"United Arab Emirates (Dubai)";"Girl";"ASRREA0";3784;10322,9136419999;655,543819233323;48,0757552608303;3,01654118348904;522,217498057459;3,60322146680336;"515 to 529";11,7343696761584;1,24883526267419;95,5757115202597;2,33885330498788;9135,16032151547;446,970252467362;1,51729717570793;3,54442847703581;4,86065414199727;1,10642542353268;5,37795131770521;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"106";"United Arab Emirates (Dubai)";"Boy";"ASRREA0";4048;11149,268305;644,715859744781;51,9242447391697;3,01654118348904;508,716402008689;2,79463365295173;"503 to 514";7,54736434138679;0,262612912823557;99,1829073516892;2,37472175706113;9837,88021259789;471,509159905716;1,10805753354757;2,90018987379135;3,1055197048253;1,03479531409177;3,21357723837287;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"107";"United Arab Emirates (Abu Dhabi)";"Girl";"ASRREA0";2019;12859,2379950001;941,299683818855;47,1937149665131;3,44325996966891;435,245384710597;7,34180679548793;"421 to 450";52,4295996709591;1,47252735131363;103,467118432684;3,77572724989401;10706,4144441799;780,161596884564;1,27768705739935;7,95561349325754;9,88709733660745;1,02808580192401;10,1647843940068;0;64;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"108";"United Arab Emirates (Abu Dhabi)";"Boy";"ASRREA0";2155;14388,5385450001;1009,44646766575;52,8062850334869;3,44325996966891;395,91082477166;6,35161716960626;"383 to 408";38,5280629664855;1,81497770275151;111,160410439591;2,47936545418407;12357,2128929226;551,282013974026;1,31651772801208;5,34402722592448;6,71898885389673;1,04710794062838;7,03550658190881;0;67;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"109";"Canada (Ontario)";"Girl";"ASRREA0";2126;64152,6775470002;2319,51270430409;48,1816661722715;1,0597295999946;550,295079910256;3,61447406459041;"543 to 557";12,8897377237845;0,174685039812197;75,9371945974675;2,1666886576616;5767,22693695691;329,070575498776;1,06439496810172;4,5246358489879;4,75160466205366;1,01355225711768;4,81599963015538;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"110";"Canada (Ontario)";"Boy";"ASRREA0";2118;68994,8091290003;2062,47841412003;51,8183338277285;1,0597295999946;537,447804525395;3,84632501086807;"530 to 545";13,7502987988376;1,04391729039164;77,0115716512374;1,87338577492339;5930,97261794539;288,461878357017;1,37279160830377;3,84846356185592;4,91034687427487;1,07591960768735;5,28313848257864;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"111";"Canada (Quebec)";"Girl";"ASRREA0";1626;38001,141665;1177,65696828205;51,8405024521569;1,11574980299724;552,595976762779;3,29355177778185;"546 to 559";10,1845074552024;0,662975857727547;65,2720296970244;2,45421945435747;4262,21568309881;320,99315406348;1,25291980153413;3,30286510128209;3,88530528565822;1,0650965066935;4,13822508719234;0;65;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"112";"Canada (Quebec)";"Boy";"ASRREA0";1544;35302,819268;1049,20604265823;48,1594975478431;1,11574980299724;542,193379081123;3,08409143615025;"536 to 548";9,28347361428835;0,22814637224699;64,414076908967;1,92524375452786;4150,28906271824;248,663891046529;1,08487553358961;3,26169633736681;3,4536590208185;1,02457553947219;3,53853455440811;0;65;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"113";"Argentina, Buenos Aires";"Girl";"ASRREA0";2108;19311,0775770001;664,093459119646;49,4243907306362;1,09164120942327;484,814325525581;3,87517636057394;"477 to 492";13,6138369270532;1,40315489849785;82,8924045090443;2,47839187619018;6871,83393314385;410,897946423569;1,43043102537262;3,2204308184793;4,1761731324463;1,10306829044716;4,60660415781892;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"114";"Argentina, Buenos Aires";"Boy";"ASRREA0";2140;19760,88121;602,689170309783;50,5756092693638;1,09164120942327;475,086553623866;3,44261697594233;"468 to 482";10,4214441527902;1,4301674902561;83,170672473455;1,93476556390767;6917,50471892953;321,862319030469;1,4424367678092;2,5418208463639;3,22397907816999;1,13723313864069;3,66641584597919;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"115";"Spain (Andalucia)";"Girl";"ASRREA0";2068;47656,350134;1403,32240727495;50,4462166151552;0,836033582699228;526,173469570063;2,72283775817617;"521 to 532";6,72440897014276;0,689436487207087;63,7553155263074;1,75221136252347;4065,05518923359;223,529891482603;1,35073439084429;2,79227160277298;3,42088289159908;1,10252744743341;3,77161728244337;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"116";"Spain (Andalucia)";"Boy";"ASRREA0";2095;46813,2718350001;1219,26576496855;49,5537833848448;0,836033582699228;523,097453217408;2,17058269755353;"519 to 527";4,46214067661169;0,249288570307068;64,4562615251609;1,56373481214191;4154,78732710485;201,62760230406;1,12570067097928;2,11040096914507;2,24997911602265;1,05586748342869;2,37567978700194;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"117";"Denmark (Grade 3)";"Girl";"ASRREA0";1778;28586,802303;784,852672885383;50,3036484325943;0,607911822946231;510,724696799155;3,32381968517948;"504 to 517";8,5429263817039;2,50485091788275;83,2027689550584;2,32206199405313;6923,73092701582;386,325825531572;1,64324061390339;1,72649500306409;2,19380609483278;1,29320759725231;2,83704670873617;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"118";"Denmark (Grade 3)";"Boy";"ASRREA0";1751;28241,6846829999;835,16729605998;49,6963515674057;0,607911822946232;491,124063540762;3,0664743705917;"485 to 497";6,0819894871613;3,32127557833446;85,5823609774438;2,25510119005182;7325,39991130466;385,696453378231;1,79388888089086;1,25296213806889;1,45378596676816;1,5460837420626;2,24767484765902;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"119";"Russian Federation, Moscow";"Girl";"ASRREA0";2126;42758,4150609999;835,856606776276;49,1801029288179;0,883201074291996;620,269417129247;2,30296502649868;"616 to 625";4,55860874399162;0,745039169284442;60,5251783437854;1,22594052191877;3663,34717948535;148,428549463993;1,43237869530052;2,14882977710055;2,64555929724568;1,163435646954;3,0779379925462;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"120";"Russian Federation, Moscow";"Boy";"ASRREA0";2162;44184,0932189998;917,915926217973;50,8198970711821;0,883201074292001;604,172746707224;2,61390641375678;"599 to 609";5,53666537996909;1,29584135990972;62,1425753786375;1,55659070908427;3862,20835923408;193,621512916024;1,72539043975359;2,2167293505632;3,09933318922934;1,23404725967329;3,82472362898293;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"121";"South Africa (Gauteng)";"Girl";"ASRREA0";161;903,939488;106,691176770168;47,4061003596775;4,38607310989863;496,768131884116;22,5099998763147;"453 to 541";501,065444842965;5,63464958872293;86,5525744739065;7,29189410265976;7493,24861857563;1243,2632529212;1,12106612631743;9,71125792038087;10,7658961721534;1,01124533660566;10,8869622984708;0;5;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"122";"South Africa (Gauteng)";"Boy";"ASRREA0";186;1002,860441;99,1043694590343;52,5938996403225;4,38607310989863;490,652280358902;20,5143543669236;"450 to 531";419,908103003835;0,930632087882936;94,4781509511796;5,97968216336746;8927,21592326183;1114,69995609247;1,01938987135902;8,60146244404024;8,74885382297059;1,0022162756118;8,76824369432961;0;5;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"123";"Spain, Madrid, Bilingual";"Girl";"ASRREA0";905;11075,6312710001;447,60072232578;49,498294500311;1,49419155219455;419,442698115672;4,74715012565152;"410 to 429";20,5328204198353;2,00261389563799;83,8107915575738;2,46775793319643;7025,0933858758;414,255641257016;1,2579845528027;2,30774118946601;2,64511821541207;1,09753233382899;2,90310276821477;0;40;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"124";"Spain, Madrid, Bilingual";"Boy";"ASRREA0";913;11300,1523450001;376,896644817361;50,501705499689;1,49419155219454;407,884188856723;6,16400576612545;"396 to 420";36,2633853280702;1,73158175675758;92,1331222138432;2,71672095687693;8489,10597610876;501,117341676991;1,1862309350795;3,44481298336176;3,90011279134771;1,04775014084019;4,08634372642721;0;40;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"125";"Spain, Madrid";"Girl";"ASRREA0";1903;32074,7222239998;786,437729497916;50,9288859631854;1,02204756958029;551,981219981192;2,39688765970959;"547 to 557";4,94041501293611;0,804655440331994;59,2316513273492;1,57903519145896;3508,87621963915;186,708102980854;1,43639593052081;2,16916172661743;2,67937914623397;1,16287203367026;3,11577507675478;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"126";"Spain, Madrid";"Boy";"ASRREA0";1885;30904,7080489998;745,857590709573;49,0711140368146;1,02204756958028;545,234349487653;2,42805650533201;"540 to 550";5,5909350762;0,304523316885113;59,3401612455442;1,38701016098404;3521,85843328219;165,26195891402;1,1629896440197;2,71319614230532;2,99242937167559;1,05446733198199;3,15541901569529;0;75;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
"127";"Table Average";"Girl";"ASRREA0";NA;NA;NA;49,4812535182423;0,170698934242306;518,055309184748;0,54844325486755;"517 to 519";NA;NA;76,9092402367959;0,293553760229897;6105,81948699368;49,4793395900754;NA;NA;NA;NA;NA;NA;NA;"TOTWGT";150;"JRR";"FULL";5;"N";"04-MAR-26";"13h 2m";"NONE"
