"";"ASBGSEX";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnpv";"mnpv_se";"cmnpv";"cmnpv_se";"mnpvdiff";"mnpvdiff_se";"mnpvdiff_t";"mnpvdiff_ci";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"23";"GIRL";"ASMMAT0";"IDCNTRY";"Australia";"Yemen";50,4878611890545;1,0760115344835;37,9225053945643;1,7799805284441;-12,5653557944902;2,0799354566865;-6,04122390148962;497,531540980695;4,50877034749765;274,667567086587;8,59807398043463;-222,863973894108;9,70854707046843;-22,9554404254802;"-242 to -204";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"24";"GIRL";"ASMMAT0";"IDCNTRY";"Australia";"England";50,4878611890545;1,0760115344835;49,5535358270248;0,93696207456163;-0,934325362029675;1,42677915302557;-0,654849322719904;497,531540980695;4,50877034749765;530,509407451759;3,96211134849557;32,9778664710637;6,00227759974091;5,49422547075918;"21 to 45";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"25";"GIRL";"ASMMAT0";"IDCNTRY";"Australia";"Scotland";50,4878611890545;1,0760115344835;51,0524782235499;0,996123564616911;0,564617034495434;1,46630930513539;0,385059981900135;497,531540980695;4,50877034749765;485,502948141294;3,1725886782394;-12,0285928394012;5,51310520194989;-2,18181812223479;"-23 to -1";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"26";"GIRL";"ASMMAT0";"IDCNTRY";"Australia";"Belgium (Flemish)";50,4878611890545;1,0760115344835;50,0566906734434;0,961720842991596;-0,431170515611043;1,44315896636026;-0,298768552641491;497,531540980695;4,50877034749765;549,582143562692;1,77591810059773;52,0506025819966;4,84591530533755;10,7411292402625;"43 to 62";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"27";"GIRL";"ASMMAT0";"IDCNTRY";"Australia";"Canada (Ontario)";50,4878611890545;1,0760115344835;48,6691178075052;1,1174236438949;-1,81874338154925;1,55126929392575;-1,17242273064441;497,531540980695;4,50877034749765;505,261917515363;3,63558443095404;7,73037653466816;5,79193268271218;1,33467996921682;"-4 to 19";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"28";"GIRL";"ASMMAT0";"IDCNTRY";"Australia";"Canada (Quebec)";50,4878611890545;1,0760115344835;49,7713010368106;0,894764638375777;-0,716560152243851;1,39943009129762;-0,512037119038522;497,531540980695;4,50877034749765;502,674494089161;2,68777369194379;5,14295310846543;5,24910825432085;0,979776537135039;"-5 to 15";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"29";"GIRL";"ASMMAT0";"IDCNTRY";"Australia";"United States (Indiana)";50,4878611890545;1,0760115344835;51,8775812660498;1,15369392263626;1,38972007699528;1,57759642794644;0,88090975130077;497,531540980695;4,50877034749765;531,955657693001;3,09107052355926;34,4241167123058;5,46660104892346;6,29717010702381;"24 to 45";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"30";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Australia";49,0412448713211;0,776469845918075;50,4878611890545;1,0760115344835;1,44661631773339;1,32691606515317;1,09020936268972;462,73492399559;3,75309128986205;497,531540980695;4,50877034749765;34,7966169851053;5,86640471468791;5,93150637868265;"23 to 46";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"31";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Armenia";49,0412448713211;0,776469845918075;49,0412448713211;0,776469845918075;0;NA;NA;462,73492399559;3,75309128986205;462,73492399559;3,75309128986205;0;NA;NA;" ";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"32";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Chinese Taipei";49,0412448713211;0,776469845918075;48,1719069036536;0,521861322459842;-0,869337967667526;0,935545114625465;-0,929231475935349;462,73492399559;3,75309128986205;564,228995876344;1,74471056576814;101,494071880755;4,13880528514466;24,5225529804568;"93 to 110";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"33";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Cyprus";49,0412448713211;0,776469845918075;49,1009866184752;0,720761354245311;0,059741747154078;1,05943492079201;0,0563902000789406;462,73492399559;3,75309128986205;505,082400347843;2,66736378382209;42,3474763522535;4,60440265238436;9,1971705233738;"33 to 51";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"34";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Hong Kong, SAR";49,0412448713211;0,776469845918075;47,0821069386072;1,11624769606209;-1,95913793271389;1,359747895966;-1,44080968135793;462,73492399559;3,75309128986205;574,971114660782;3,35020480927083;112,236190665192;5,03086140676722;22,3095373913936;"102 to 122";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
"35";"GIRL";"ASMMAT0";"IDCNTRY";"Armenia";"Hungary";49,0412448713211;0,776469845918075;49,5268859409301;0,941262785910459;0,485641069608981;1,22019713725281;0,398002138164631;462,73492399559;3,75309128986205;527,14623162141;3,82609654253755;64,4113076258196;5,35954372898069;12,0180580442936;"54 to 75";"TOTWGT";"JRR";"HALF";"Y";"04-MAR-26";"13h 3m";75;5;"NONE"
