"";"SGENDER";"dvar";"groupvar";"refgroup";"compgroup";"pct";"pct_se";"cpct";"cpct_se";"pctdiff";"pctdiff_se";"pctdiff_t";"mnx";"mnx_se";"cmnx";"cmnx_se";"mnxdiff";"mnxdiff_se";"mnxdiff_t";"weight";"method";"jk2type";"date";"time";"reps";"selcrit"
"59";"BOY";"HISCED";"IDCNTRY";"Bulgaria";"Lithuania";48,1680421120763;1,6631234598236;51,0290606292467;0,995681492385772;2,86101851717035;1,93839141478061;1,47597564421434;3,81098623252947;0,0485943302585588;3,81879495232912;0,0426750261008058;0,00780871979965037;0,0646727669578343;0,120742008838767;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"60";"BOY";"HISCED";"IDCNTRY";"Bulgaria";"Luxembourg";48,1680421120763;1,6631234598236;49,2175141637291;0,965841068076903;1,0494720516528;1,92323389409597;0,545680925692146;3,81098623252947;0,0485943302585588;3,18594755636914;0,03393588514967;-0,625038676160329;0,0592710151268685;-10,5454356538765;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"61";"BOY";"HISCED";"IDCNTRY";"Bulgaria";"Malta";48,1680421120763;1,6631234598236;49,8561051272676;1,00179732100306;1,68806301519125;1,94153998541996;0,869445403065508;3,81098623252947;0,0485943302585588;3,17455646434061;0,0438387406692792;-0,636429768188854;0,0654464981243932;-9,72442814249895;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"62";"BOY";"HISCED";"IDCNTRY";"Bulgaria";"Mexico";48,1680421120763;1,6631234598236;47,9952251606545;0,869191457291359;-0,172816951421794;1,87655893380514;-0,0920924721886401;3,81098623252947;0,0485943302585588;2,84152929721461;0,0552386305535313;-0,969456935314859;0,0735711576550716;-13,1771330806024;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"63";"BOY";"HISCED";"IDCNTRY";"Bulgaria";"Netherlands";48,1680421120763;1,6631234598236;48,7849333430722;1,87310436126971;0,616891230995847;2,50489512571349;0,24627427498392;3,81098623252947;0,0485943302585588;3,68000610575042;0,057448105779233;-0,130980126779048;0,0752442276251131;-1,74073322184429;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"64";"BOY";"HISCED";"IDCNTRY";"Bulgaria";"New Zealand";48,1680421120763;1,6631234598236;47,6710311965853;1,71283444871422;-0,497010915490989;2,38742151521631;-0,208178954710458;3,81098623252947;0,0485943302585588;4,04237241861528;0,0314772895603841;0,231386186085811;0,0578984342737016;3,99641525696508;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"65";"BOY";"HISCED";"IDCNTRY";"Bulgaria";"Norway";48,1680421120763;1,6631234598236;48,3790448029706;0,973768461918132;0,211002690894297;1,92722719471317;0,109485114922167;3,81098623252947;0,0485943302585588;4,23290352010277;0,0329904483363729;0,421917287573306;0,0587348160354042;7,18342741243937;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"66";"BOY";"HISCED";"IDCNTRY";"Bulgaria";"Paraguay";48,1680421120763;1,6631234598236;47,6730650982044;1,30379988801933;-0,494977013871967;2,11326141085641;-0,234224223907716;3,81098623252947;0,0485943302585588;2,59588883420873;0,0597233808509074;-1,21509739832074;0,0769953969633277;-15,7814291015278;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"67";"BOY";"HISCED";"IDCNTRY";"Bulgaria";"Poland";48,1680421120763;1,6631234598236;49,5953463420864;1,12130139126286;1,42730423001006;2,00581565769729;0,711582953564449;3,81098623252947;0,0485943302585588;3,65899786341871;0,0380098456414386;-0,15198836911076;0,0616940621045808;-2,46358180878277;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"68";"BOY";"HISCED";"IDCNTRY";"Bulgaria";"Russian Federation";48,1680421120763;1,6631234598236;50,3941392628939;1,03767270341163;2,22609715081759;1,9602918869447;1,13559473752002;3,81098623252947;0,0485943302585588;4,19952166915372;0,0290225734707436;0,388535436624252;0,0566014019626951;6,86441365675585;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
"69";"BOY";"HISCED";"IDCNTRY";"Bulgaria";"Slovak Republic";48,1680421120763;1,6631234598236;49,2588466656963;1,20766245157034;1,09080455361998;2,05534139245734;0,530716968783381;3,81098623252947;0,0485943302585588;3,71282068795289;0,0325139053353542;-0,0981655445765814;0,0584684784600579;-1,67894816424276;"TOTWGTS";"JRR";"HALF";"04-MAR-26";"12h59m";75;"NONE"
